split_seed,model_seed,method,state,arm,acc,aurc,augrc,auroc,aurc_rawT,auroc_rawT,aurc_cleanT,auroc_cleanT,temperature,crc_threshold,crc_calibration_selection_stat,crc_heldout_empirical_joint_loss,crc_heldout_coverage,crc_heldout_selective_risk,crc_feasible,n_calib_units,n_eval_units,n_temp_roi,n_calib_roi,n_eval_roi,mondrian_plugin_cond_risk,mondrian_plugin_cov,naive_plugin_cond_risk,naive_plugin_cov,plugin_margin_neff,plugin_margin_icc,plugin_degenerate,mondrian_plugin_cov_rowsized,naive_plugin_cov_rowsized,mondrian_plugin_cond_risk_rowsized,naive_plugin_cond_risk_rowsized
8,6,proposed,dropB10,naiveThr_freshT,78.5743,6.9471,5.22719,82.5851,6.95696,82.5532,6.9454,82.5904,1.14194,0.658304,9.92982,7.76449,72.5011,10.7095,1,69,69,46,69,69,7.94399,62.5324,8.75199,65.4446,797,0.0561273,0,66.098,68.5831,8.91797,9.63321
8,6,proposed,dropB1B9B10,mondrian,76.8068,8.16113,6.00138,81.4097,8.166,81.3878,8.16148,81.4078,1.21133,0.669529,9.92476,7.64891,68.2851,11.2014,1,69,69,46,69,69,8.03356,56.9318,10.0766,64.5128,889,0.0453628,0,60.4,67.6014,8.98067,10.9625
8,6,proposed,dropB1B9B10,naive,76.8068,8.16113,6.00138,81.4097,8.166,81.3878,8.16148,81.4078,1.17366,0.64996,9.9394,8.6971,71.3301,12.1928,1,69,69,46,69,69,8.03356,56.9318,10.0766,64.5128,889,0.0453628,0,60.4,67.6014,8.98067,10.9625
8,6,proposed,dropB1B9B10,naiveThr_freshT,76.8068,8.16113,6.00138,81.4097,8.166,81.3878,8.16148,81.4078,1.21133,0.64053,9.93821,8.66341,71.2301,12.1626,1,69,69,46,69,69,8.03356,56.9318,10.0766,64.5128,889,0.0453628,0,60.4,67.6014,8.98067,10.9625
8,6,proposed,L2A_real,mondrian,69.8459,20.8991,11.7024,66.0232,20.2945,66.7055,20.3093,66.6712,2.83811,0.743394,9.9228,8.6837,43.4246,19.9972,1,69,69,46,69,69,1.22449,0.165541,27.4543,90.8439,18,0.046764,0,1.55743,92.0547,10.4121,27.7699
8,6,proposed,L2A_real,naive,69.8459,20.8991,11.7024,66.0232,20.2945,66.7055,20.3093,66.6712,1.17366,0.64996,9.9394,26.2043,93.3152,28.0815,1,69,69,46,69,69,1.22449,0.165541,27.4543,90.8439,18,0.046764,0,1.55743,92.0547,10.4121,27.7699
8,6,proposed,L2A_real,naiveThr_freshT,69.8459,20.8991,11.7024,66.0232,20.2945,66.7055,20.3093,66.6712,2.83811,0.438777,9.92024,26.554,94.2522,28.1733,1,69,69,46,69,69,1.22449,0.165541,27.4543,90.8439,18,0.046764,0,1.55743,92.0547,10.4121,27.7699
8,6,b2,clean,mondrian,78.8885,6.62625,5.03535,83.1469,6.63225,83.1328,6.62625,83.1469,1.18926,0.643122,9.95929,7.5692,72.7543,10.4038,1,69,69,46,69,69,7.96215,65.5466,7.96215,65.5466,1011,0.0461776,0,68.1845,68.1845,8.82542,8.82542
8,6,b2,clean,naive,78.8885,6.62625,5.03535,83.1469,6.63225,83.1328,6.62625,83.1469,1.18926,0.643122,9.95929,7.5692,72.7543,10.4038,1,69,69,46,69,69,7.96215,65.5466,7.96215,65.5466,1011,0.0461776,0,68.1845,68.1845,8.82542,8.82542
8,6,b2,clean,naiveThr_freshT,78.8885,6.62625,5.03535,83.1469,6.63225,83.1328,6.62625,83.1469,1.18926,0.643122,9.95929,7.5692,72.7543,10.4038,1,69,69,46,69,69,7.96215,65.5466,7.96215,65.5466,1011,0.0461776,0,68.1845,68.1845,8.82542,8.82542
8,6,b2,dropB10,mondrian,77.2676,7.74221,5.75872,81.9251,7.74725,81.9104,7.737,81.9391,1.07787,0.639256,9.98571,8.35688,71.2949,11.7216,1,69,69,46,69,69,8.16928,58.6905,8.31571,59.1115,924,0.0448474,0,62.1838,61.9155,9.24787,9.17553
8,6,b2,dropB10,naive,77.2676,7.74221,5.75872,81.9251,7.74725,81.9104,7.737,81.9391,1.18926,0.643122,9.95929,7.17246,67.0812,10.6922,1,69,69,46,69,69,8.16928,58.6905,8.31571,59.1115,924,0.0448474,0,62.1838,61.9155,9.24787,9.17553
8,6,b2,dropB10,naiveThr_freshT,77.2676,7.74221,5.75872,81.9251,7.74725,81.9104,7.737,81.9391,1.07787,0.674095,9.9569,7.25109,67.4058,10.7574,1,69,69,46,69,69,8.16928,58.6905,8.31571,59.1115,924,0.0448474,0,62.1838,61.9155,9.24787,9.17553
8,6,b2,dropB1B9B10,mondrian,75.8905,8.51499,6.25169,81.7166,8.51488,81.7168,8.51265,81.718,0.996434,0.625906,9.93381,8.26486,68.7475,12.0221,1,69,69,46,69,69,8.72908,57.0399,7.50206,52.4,736,0.0535541,0,60.7649,55.425,9.71734,8.26781
8,6,b2,dropB1B9B10,naive,75.8905,8.51499,6.25169,81.7166,8.51488,81.7168,8.51265,81.718,1.18926,0.643122,9.95929,5.9192,60.5254,9.77971,1,69,69,46,69,69,8.72908,57.0399,7.50206,52.4,736,0.0535541,0,60.7649,55.425,9.71734,8.26781
8,6,b2,dropB1B9B10,naiveThr_freshT,75.8905,8.51499,6.25169,81.7166,8.51488,81.7168,8.51265,81.718,0.996434,0.699089,9.94899,6.05,60.9873,9.9201,1,69,69,46,69,69,8.72908,57.0399,7.50206,52.4,736,0.0535541,0,60.7649,55.425,9.71734,8.26781
8,6,b2,L2A_real,mondrian,64.7027,22.1666,12.6178,72.0287,21.8543,71.7061,21.8544,71.7468,5.42422,0.705681,9.9072,7.93478,44.8594,17.6881,1,69,69,46,69,69,nan,0,33.684,93.8953,1,0.0445324,1,0,94.6568,nan,33.8999
8,6,b2,L2A_real,naive,64.7027,22.1666,12.6178,72.0287,21.8543,71.7061,21.8544,71.7468,1.18926,0.643122,9.95929,32.6366,95.7069,34.1006,1,69,69,46,69,69,nan,0,33.684,93.8953,1,0.0445324,1,0,94.6568,nan,33.8999
8,6,b2,L2A_real,naiveThr_freshT,64.7027,22.1666,12.6178,72.0287,21.8543,71.7061,21.8544,71.7468,5.42422,0.345369,9.86708,33.5616,97.3536,34.4739,1,69,69,46,69,69,nan,0,33.684,93.8953,1,0.0445324,1,0,94.6568,nan,33.8999
8,7,proposed,clean,mondrian,79.6345,6.24213,4.79358,83.2301,6.24264,83.2314,6.24213,83.2301,1.14932,0.645856,9.91619,7.93514,74.2627,10.6852,1,69,69,46,69,69,8.43105,67.3588,8.43105,67.3588,978,0.0487926,0,70.4399,70.4399,9.44451,9.44451
8,7,proposed,clean,naive,79.6345,6.24213,4.79358,83.2301,6.24264,83.2314,6.24213,83.2301,1.14932,0.645856,9.91619,7.93514,74.2627,10.6852,1,69,69,46,69,69,8.43105,67.3588,8.43105,67.3588,978,0.0487926,0,70.4399,70.4399,9.44451,9.44451
8,7,proposed,clean,naiveThr_freshT,79.6345,6.24213,4.79358,83.2301,6.24264,83.2314,6.24213,83.2301,1.14932,0.645856,9.91619,7.93514,74.2627,10.6852,1,69,69,46,69,69,8.43105,67.3588,8.43105,67.3588,978,0.0487926,0,70.4399,70.4399,9.44451,9.44451
8,7,proposed,dropB10,mondrian,78.6507,6.96412,5.23852,82.375,6.96654,82.3681,6.96408,82.3751,1.14308,0.644526,9.93679,7.93442,72.5587,10.9352,1,69,69,46,69,69,8.19863,63.2027,8.85282,65.5311,955,0.0461694,0,66.4601,68.4554,9.14082,9.74002
8,7,proposed,dropB10,naive,78.6507,6.96412,5.23852,82.375,6.96654,82.3681,6.96408,82.3751,1.14932,0.645856,9.91619,7.83768,72.2725,10.8446,1,69,69,46,69,69,8.19863,63.2027,8.85282,65.5311,955,0.0461694,0,66.4601,68.4554,9.14082,9.74002
8,7,proposed,dropB10,naiveThr_freshT,78.6507,6.96412,5.23852,82.375,6.96654,82.3681,6.96408,82.3751,1.14308,0.647423,9.91476,7.8442,72.2873,10.8514,1,69,69,46,69,69,8.19863,63.2027,8.85282,65.5311,955,0.0461694,0,66.4601,68.4554,9.14082,9.74002
8,7,proposed,dropB1B9B10,mondrian,77.0885,8.25136,6.00493,80.862,8.2426,80.8956,8.25129,80.8623,1.15039,0.644049,9.96143,8.32138,69.9489,11.8964,1,69,69,46,69,69,8.66781,59.0878,9.58351,62.4595,863,0.0472365,0,62.9385,65.6851,9.7081,10.5314
8,7,proposed,dropB1B9B10,naive,77.0885,8.25136,6.00493,80.862,8.2426,80.8956,8.25129,80.8623,1.14932,0.645856,9.91619,8.26268,69.7736,11.8421,1,69,69,46,69,69,8.66781,59.0878,9.58351,62.4595,863,0.0472365,0,62.9385,65.6851,9.7081,10.5314
8,7,proposed,dropB1B9B10,naiveThr_freshT,77.0885,8.25136,6.00493,80.862,8.2426,80.8956,8.25129,80.8623,1.15039,0.645571,9.91655,8.26051,69.7714,11.8394,1,69,69,46,69,69,8.66781,59.0878,9.58351,62.4595,863,0.0472365,0,62.9385,65.6851,9.7081,10.5314
8,7,proposed,L2A_real,mondrian,65.6257,20.6545,12.3724,71.3439,20.7872,71.2458,20.7715,71.27,3.24247,0.739949,9.95946,8.91739,45.9641,19.4008,1,69,69,46,69,69,4.75274,3.51149,31.5532,90.6297,32,0.101226,0,5.33378,91.8014,9.88092,31.9543
8,7,proposed,L2A_real,naive,65.6257,20.6545,12.3724,71.3439,20.7872,71.2458,20.7715,71.27,1.14932,0.645856,9.91619,30.196,93.0859,32.4389,1,69,69,46,69,69,4.75274,3.51149,31.5532,90.6297,32,0.101226,0,5.33378,91.8014,9.88092,31.9543
8,7,proposed,L2A_real,naiveThr_freshT,65.6257,20.6545,12.3724,71.3439,20.7872,71.2458,20.7715,71.27,3.24247,0.408863,9.88167,31.3833,95.0257,33.0261,1,69,69,46,69,69,4.75274,3.51149,31.5532,90.6297,32,0.101226,0,5.33378,91.8014,9.88092,31.9543
8,7,b2,clean,mondrian,79.3493,6.67632,5.04577,82.2201,6.67688,82.2177,6.67632,82.2201,1.07336,0.647955,9.90345,7.68514,72.1257,10.6552,1,69,69,46,69,69,8.61475,65.0676,8.61475,65.0676,875,0.0531784,0,68.098,68.098,9.53713,9.53713
8,7,b2,clean,naive,79.3493,6.67632,5.04577,82.2201,6.67688,82.2177,6.67632,82.2201,1.07336,0.647955,9.90345,7.68514,72.1257,10.6552,1,69,69,46,69,69,8.61475,65.0676,8.61475,65.0676,875,0.0531784,0,68.098,68.098,9.53713,9.53713
8,7,b2,clean,naiveThr_freshT,79.3493,6.67632,5.04577,82.2201,6.67688,82.2177,6.67632,82.2201,1.07336,0.647955,9.90345,7.68514,72.1257,10.6552,1,69,69,46,69,69,8.61475,65.0676,8.61475,65.0676,875,0.0531784,0,68.098,68.098,9.53713,9.53713
