seed,split,state,arm,joint,selective,coverage,acc
0,5,L2A,naive,27.323161764705876,28.889047255011203,94.5796568627451,69.37224669603525
0,5,L2A,mondrian,7.010355392156862,14.56483962750552,48.132046568627445,69.37224669603525
0,5,ACOLITE,naive,29.37383578431373,34.5273370258065,85.07414215686275,60.7147577092511
0,5,ACOLITE,mondrian,8.05361519607843,17.240406838710012,46.713602941176475,60.7147577092511
0,6,clean,naive,9.60639005602241,12.139004663427931,79.13655462184873,80.51216814159292
0,6,clean,mondrian,9.60639005602241,12.139004663427931,79.13655462184873,80.51216814159292
0,6,L2A,naive,25.48482142857143,26.96462064345485,94.51207107843138,71.20243362831859
0,6,L2A,mondrian,7.0309173669467775,13.611658672422159,51.65364145658263,71.20243362831859
0,6,ACOLITE,naive,27.702258403361345,32.912338656059696,84.16982668067226,61.470132743362825
0,6,ACOLITE,mondrian,7.161011904761905,14.827205279312574,48.29643732492997,61.470132743362825
0,7,clean,naive,8.790126050420167,11.752325106184568,74.79478291316526,78.00210084033613
0,7,clean,mondrian,8.790126050420167,11.752325106184568,74.79478291316526,78.00210084033613
0,7,L2A,naive,26.304525560224096,28.55541135977467,92.11748074229692,69.29201680672269
0,7,L2A,mondrian,8.946025910364146,16.008560087355246,55.882764355742296,69.29201680672269
0,7,ACOLITE,naive,26.84669992997199,33.14408831487029,80.9999649859944,59.375
0,7,ACOLITE,mondrian,8.400437675070028,16.673439713311616,50.382151610644264,59.375
0,8,clean,naive,10.9296656162465,13.612190613077047,80.29321603641458,78.15528634361235
0,8,clean,mondrian,10.9296656162465,13.612190613077047,80.29321603641458,78.15528634361235
0,8,L2A,naive,28.49977240896358,30.234478244836556,94.2624912464986,68.34030837004406
0,8,L2A,mondrian,10.119012605042018,18.016436470567886,56.16544992997199,68.34030837004406
0,8,ACOLITE,naive,28.355304621848738,33.92776476179992,83.57551645658263,61.54295154185022
0,8,ACOLITE,mondrian,10.851207983193278,20.049371278776928,54.12243522408966,61.54295154185022
0,9,clean,naive,6.474938725490197,8.760362780209578,73.91176470588236,81.26681614349775
0,9,clean,mondrian,6.474938725490197,8.760362780209578,73.91176470588236,81.26681614349775
0,9,L2A,naive,25.153462009803924,27.396746930580214,91.81185661764705,69.83520179372196
0,9,L2A,mondrian,8.488419117647059,15.672035636003672,54.16283700980393,69.83520179372196
0,9,ACOLITE,naive,24.689338235294116,30.37841265197971,81.27264093137255,63.17937219730941
0,9,ACOLITE,mondrian,9.544209558823528,17.66564215397179,54.0269607843137,63.17937219730941
1,0,clean,naive,10.02067139355742,13.074582735408221,76.64238007703081,78.20205479452055
1,0,clean,mondrian,10.02067139355742,13.074582735408221,76.64238007703081,78.20205479452055
1,0,L2A,naive,29.765266106442578,31.368449514099932,94.88918504901962,66.5958904109589
1,0,L2A,mondrian,8.781118697478991,18.428245565917827,47.65032387955182,66.5958904109589
1,0,ACOLITE,naive,28.22682072829131,30.625384255910788,92.16805409663866,65.94406392694064
1,0,ACOLITE,mondrian,7.193040966386555,17.945978810967773,40.08163077731092,65.94406392694064
1,1,clean,naive,11.23796393557423,14.173177667666762,79.290362394958,77.74530516431925
1,1,clean,mondrian,11.23796393557423,14.173177667666762,79.290362394958,77.74530516431925
1,1,L2A,naive,29.027048319327736,30.17598906546389,96.19253326330534,67.82159624413146
1,1,L2A,mondrian,8.665056022408963,19.081769732863783,45.410127801120446,67.82159624413146
1,1,ACOLITE,naive,30.5343574929972,32.73357892428386,93.2814513305322,64.64906103286386
1,1,ACOLITE,mondrian,10.449019607843137,24.08416026864915,43.385442927170864,64.64906103286386
1,2,clean,naive,7.195255602240895,9.944633940803135,72.3531468837535,81.0731981981982
1,2,clean,mondrian,7.195255602240895,9.944633940803135,72.3531468837535,81.0731981981982
1,2,L2A,naive,27.460079656862746,29.37015388615281,93.49654674369748,68.7927927927928
1,2,L2A,mondrian,9.296831232492998,19.512009612797563,47.6467130602241,68.7927927927928
1,2,ACOLITE,naive,29.010346638655466,31.821798649619087,91.16501225490195,65.48085585585585
1,2,ACOLITE,mondrian,9.302232142857143,21.605112588064728,43.05569852941177,65.48085585585585
1,3,clean,naive,7.204875700280111,10.057808709236172,71.6346463585434,78.8918918918919
1,3,clean,mondrian,7.204875700280111,10.057808709236172,71.6346463585434,78.8918918918919
1,3,L2A,naive,31.635775560224094,33.3878269118151,94.75242471988796,65.11261261261261
1,3,L2A,mondrian,8.907615546218487,19.322772710390257,46.099054621848744,65.11261261261261
1,3,ACOLITE,naive,33.03513655462184,35.784022296851006,92.31811974789916,62.127252252252255
1,3,ACOLITE,mondrian,9.930856092436974,22.179913051689415,44.77409838935574,62.127252252252255
1,4,clean,naive,11.071984418767506,14.845938572613775,74.57921481092437,76.53711790393012
1,4,clean,mondrian,11.071984418767506,14.845938572613775,74.57921481092437,76.53711790393012
1,4,L2A,naive,32.97222076330533,34.29208792693428,96.15110294117648,64.96615720524017
1,4,L2A,mondrian,10.993553046218487,22.511620545367986,48.83501400560224,64.96615720524017
1,4,ACOLITE,naive,33.59790353641456,36.13503942000534,92.97873774509804,62.5
1,4,ACOLITE,mondrian,9.229341736694678,23.68902481836283,38.96041228991597,62.5
1,5,clean,naive,9.295036764705882,11.954626088423016,77.75263480392158,80.15859030837005
1,5,clean,mondrian,9.295036764705882,11.954626088423016,77.75263480392158,80.15859030837005
1,5,L2A,naive,30.3297181372549,31.518538706251224,96.2281862745098,67.34581497797357
1,5,L2A,mondrian,6.980575980392158,16.715428497646524,41.76127450980391,67.34581497797357
1,5,ACOLITE,naive,31.60251225490196,33.701945193735234,93.77058823529411,64.38105726872246
1,5,ACOLITE,mondrian,7.526225490196079,20.658395100972644,36.431801470588226,64.38105726872246
1,6,clean,naive,9.772321428571429,12.285236158929948,79.5452468487395,80.73672566371681
1,6,clean,mondrian,9.772321428571429,12.285236158929948,79.5452468487395,80.73672566371681
1,6,L2A,naive,28.02685574229692,29.302105214701555,95.64792542016805,69.09181415929203
1,6,L2A,mondrian,6.738524159663865,15.9033735705879,42.37166491596639,69.09181415929203
1,6,ACOLITE,naive,28.943601190476194,31.07706744144802,93.13491771708684,66.82300884955752
1,6,ACOLITE,mondrian,7.943146008403362,18.647802367511055,42.59561449579832,66.82300884955752
1,7,clean,naive,7.914180672268908,10.754170274719524,73.59173669467788,78.70063025210085
1,7,clean,mondrian,7.914180672268908,10.754170274719524,73.59173669467788,78.70063025210085
1,7,L2A,naive,29.55512955182073,31.090592226048976,95.06132703081232,67.01680672268907
1,7,L2A,mondrian,8.803623949579832,18.258632277348294,48.21622899159665,67.01680672268907
1,7,ACOLITE,naive,30.55808823529411,33.22258680925817,91.97985819327731,64.19012605042018
1,7,ACOLITE,mondrian,8.492883403361345,20.54161275754903,41.344774159663864,64.19012605042018
1,8,clean,naive,10.09438900560224,12.807416683094502,78.81674544817928,78.69383259911893
1,8,clean,mondrian,10.09438900560224,12.807416683094502,78.81674544817928,78.69383259911893
1,8,L2A,naive,31.35280987394957,32.757101421175925,95.71301645658262,66.36343612334802
1,8,L2A,mondrian,9.230768557422971,19.425031605283134,47.51996673669467,66.36343612334802
1,8,ACOLITE,naive,32.15328256302521,34.294061750002285,93.75758053221288,63.93722466960352
1,8,ACOLITE,mondrian,9.48532037815126,20.795468611614602,45.6124387254902,63.93722466960352
1,9,clean,naive,7.008670343137255,9.296807119384946,75.38792892156863,80.98094170403587
1,9,clean,mondrian,7.008670343137255,9.296807119384946,75.38792892156863,80.98094170403587
1,9,L2A,naive,27.70704656862745,29.357220997685463,94.37898284313725,68.46188340807174
1,9,L2A,mondrian,7.340625000000001,17.137768495139735,42.8330269607843,68.46188340807174
1,9,ACOLITE,naive,28.41161151960785,30.913224428432624,91.90762867647058,65.07735426008968
1,9,ACOLITE,mondrian,8.366881127450979,19.78242555376955,42.29451593137256,65.07735426008968
2,0,clean,naive,10.828160014005604,13.850406952114724,78.17936362044817,77.84931506849315
2,0,clean,mondrian,10.828160014005604,13.850406952114724,78.17936362044817,77.84931506849315
2,0,L2A,naive,28.227919292717086,31.254591620542076,90.31607142857143,64.8824200913242
2,0,L2A,mondrian,9.16482405462185,25.59224207521677,35.810946253501406,64.8824200913242
2,0,ACOLITE,naive,24.040003501400562,28.429825949833916,84.55909488795517,65.22031963470319
2,0,ACOLITE,mondrian,10.043986344537815,19.629541114302036,51.16770833333333,65.22031963470319
2,1,clean,naive,10.6859331232493,13.590185808979205,78.6297794117647,77.32511737089202
2,1,clean,mondrian,10.6859331232493,13.590185808979205,78.6297794117647,77.32511737089202
2,1,L2A,naive,29.32402836134454,31.60244157423125,92.79038865546218,66.13145539906104
2,1,L2A,mondrian,8.780059523809523,27.47958552436559,31.95120798319328,66.13145539906104
2,1,ACOLITE,naive,24.619931722689074,29.37166190885554,83.82205882352942,66.16079812206573
2,1,ACOLITE,mondrian,8.931994047619048,19.658110766455387,45.43668592436975,66.16079812206573
2,2,clean,naive,7.861366421568626,10.475720228548017,75.04368434873949,80.68806306306307
2,2,clean,mondrian,7.861366421568626,10.475720228548017,75.04368434873949,80.68806306306307
2,2,L2A,naive,27.780470938375352,30.709193615403485,90.46304271708682,66.7117117117117
2,2,L2A,mondrian,9.897785364145658,30.03568241929619,32.953422619047615,66.7117117117117
2,2,ACOLITE,naive,23.760456057422964,29.407059355275127,80.7984768907563,66.15653153153153
2,2,ACOLITE,mondrian,9.833381477591036,19.928817131432403,49.34252450980392,66.15653153153153
2,3,clean,naive,7.724220938375351,10.563357098487627,73.12278536414564,78.8141891891892
2,3,clean,mondrian,7.724220938375351,10.563357098487627,73.12278536414564,78.8141891891892
2,3,L2A,naive,29.5765318627451,33.473044466003664,88.35925245098039,63.06756756756757
2,3,L2A,mondrian,8.342874649859944,30.02375527374323,27.7875787815126,63.06756756756757
2,3,ACOLITE,naive,23.820903361344538,29.99587643502211,79.41392682072828,63.41891891891892
2,3,ACOLITE,mondrian,8.30407913165266,17.78260399309958,46.697767857142864,63.41891891891892
2,4,clean,naive,11.073634453781512,14.753831362941987,75.05599177170868,75.99890829694324
2,4,clean,mondrian,11.073634453781512,14.753831362941987,75.05599177170868,75.99890829694324
2,4,L2A,naive,31.079114145658266,34.35139415472165,90.47409838935575,62.75109170305677
2,4,L2A,mondrian,12.046857492997198,29.540982730358923,40.780151435574226,62.75109170305677
2,4,ACOLITE,naive,28.002210259103645,34.151370123326046,81.99439775910365,61.314410480349345
2,4,ACOLITE,mondrian,9.81186974789916,20.813431911559608,47.14200805322129,61.314410480349345
2,5,clean,naive,10.242524509803921,12.923761574002487,79.25343137254902,79.14427312775331
2,5,clean,mondrian,10.242524509803921,12.923761574002487,79.25343137254902,79.14427312775331
2,5,L2A,naive,28.67959558823529,31.34839678459434,91.48664215686274,65.6839207048458
2,5,L2A,mondrian,8.340502450980393,27.217248901748203,30.64417892156863,65.6839207048458
2,5,ACOLITE,naive,26.50931372549019,31.106186768553577,85.2219975490196,64.95154185022027
2,5,ACOLITE,mondrian,7.322732843137255,17.01242332401857,43.043443627450976,64.95154185022027
2,6,clean,naive,10.446708683473387,12.925482163659465,80.82258403361344,80.30088495575221
2,6,clean,mondrian,10.446708683473387,12.925482163659465,80.82258403361344,80.30088495575221
2,6,L2A,naive,26.851172969187676,29.153811098106246,92.10175945378151,67.5575221238938
2,6,L2A,mondrian,5.968776260504202,24.17692722807769,24.687902661064427,67.5575221238938
2,6,ACOLITE,naive,22.900315126050423,27.018366915076452,84.75832457983192,67.88606194690266
2,6,ACOLITE,mondrian,6.078378851540616,13.73000417400479,44.270772058823525,67.88606194690266
2,7,clean,naive,8.69985119047619,11.65210004192487,74.66337535014004,78.0
2,7,clean,mondrian,8.69985119047619,11.65210004192487,74.66337535014004,78.0
2,7,L2A,naive,27.59682247899159,31.20500188903107,88.43717612044819,64.74789915966387
2,7,L2A,mondrian,7.964329481792717,28.449815044698827,27.99431022408964,64.74789915966387
2,7,ACOLITE,naive,23.1609506302521,28.777134360116406,80.48386729691876,65.05882352941177
2,7,ACOLITE,mondrian,8.129543067226892,17.438407273396415,46.618609943977596,65.05882352941177
2,8,clean,naive,10.278483893557421,12.93014490465095,79.49241071428573,78.41189427312776
2,8,clean,mondrian,10.278483893557421,12.93014490465095,79.49241071428573,78.41189427312776
2,8,L2A,naive,29.730610994397754,32.50180838064692,91.47371323529411,64.84581497797357
2,8,L2A,mondrian,9.948643207282915,29.419600365812343,33.816377801120446,64.84581497797357
2,8,ACOLITE,naive,26.55926120448179,31.133839915505103,85.30673144257703,64.81057268722466
2,8,ACOLITE,mondrian,11.622549019607844,22.215997941302355,52.31612394957983,64.81057268722466
2,9,clean,naive,7.1395526960784315,9.46081840433362,75.46443014705883,80.62892376681614
2,9,clean,mondrian,7.1395526960784315,9.46081840433362,75.46443014705883,80.62892376681614
2,9,L2A,naive,26.620741421568635,30.08850630078015,88.47478553921569,65.39461883408072
2,9,L2A,mondrian,9.515563725490194,28.73080068231349,33.11973039215687,65.39461883408072
2,9,ACOLITE,naive,20.42215073529412,26.036858979366727,78.43553921568626,65.9304932735426
2,9,ACOLITE,mondrian,8.078002450980392,16.3332992625218,49.45726102941176,65.9304932735426
3,0,clean,naive,10.147684698879553,13.119970040508466,77.34533438375351,78.14155251141553
3,0,clean,mondrian,10.147684698879553,13.119970040508466,77.34533438375351,78.14155251141553
3,0,L2A,naive,27.147947303921562,29.644844254910275,91.57729779411765,67.21917808219177
3,0,L2A,mondrian,8.91514793417367,21.22692538036994,41.99924282212885,67.21917808219177
3,0,ACOLITE,naive,27.72948179271709,31.63935433191191,87.64237570028011,64.91780821917808
3,0,ACOLITE,mondrian,7.187666316526611,22.225145447367805,32.34024422268908,64.91780821917808
3,1,clean,naive,11.034042366946778,14.168355758834844,77.87807247899158,77.33215962441314
3,1,clean,mondrian,11.034042366946778,14.168355758834844,77.87807247899158,77.33215962441314
3,1,L2A,naive,27.928168767507007,29.511186637711518,94.6358718487395,68.60328638497653
3,1,L2A,mondrian,8.769450280112045,21.665705377531438,40.47618172268908,68.60328638497653
3,1,ACOLITE,naive,30.745824579831933,33.71080884277411,91.2046481092437,64.07394366197184
3,1,ACOLITE,mondrian,9.462499999999999,27.00144249683087,35.04442401960785,64.07394366197184
3,2,clean,naive,8.153825280112043,10.87516552937732,74.97656250000001,80.93581081081082
3,2,clean,mondrian,8.153825280112043,10.87516552937732,74.97656250000001,80.93581081081082
3,2,L2A,naive,26.852752976190473,29.18629900838785,92.00465248599441,68.65315315315316
3,2,L2A,mondrian,8.781591386554622,22.803047152582547,38.51060486694677,68.65315315315316
3,2,ACOLITE,naive,29.028641456582633,32.95418302770616,88.08788077731093,64.29729729729729
3,2,ACOLITE,mondrian,9.266355917366944,26.623297499467753,34.805440301120456,64.29729729729729
3,3,clean,naive,7.455943627450981,10.30817281707694,72.33040966386555,78.96621621621621
3,3,clean,mondrian,7.455943627450981,10.30817281707694,72.33040966386555,78.96621621621621
3,3,L2A,naive,28.71109943977591,31.956154009684013,89.8452906162465,65.03153153153153
3,3,L2A,mondrian,8.869520308123247,24.03411466925559,36.90387780112045,65.03153153153153
3,3,ACOLITE,naive,31.479289215686272,35.990412014945015,87.46576505602242,61.28490990990991
3,3,ACOLITE,mondrian,9.819318977591037,26.80846660386115,36.62767857142858,61.28490990990991
3,4,clean,naive,11.583035714285714,15.416409458742878,75.1344581582633,76.05131004366812
3,4,clean,mondrian,11.583035714285714,15.416409458742878,75.1344581582633,76.05131004366812
3,4,L2A,naive,30.563651085434174,33.27520767988631,91.85112044817929,64.86790393013099
3,4,L2A,mondrian,11.089802170868348,23.652734493691714,46.885919992997195,64.86790393013099
3,4,ACOLITE,naive,33.60339198179272,37.86485914398238,88.74558823529412,61.164847161572055
3,4,ACOLITE,mondrian,10.248034838935574,26.974499652259077,37.99156600140057,61.164847161572055
3,5,clean,naive,9.965686274509803,12.585877877363524,79.18149509803924,79.51101321585902
3,5,clean,mondrian,9.965686274509803,12.585877877363524,79.18149509803924,79.51101321585902
3,5,L2A,naive,28.226960784313732,30.408851799556547,92.82481617647059,67.2511013215859
3,5,L2A,mondrian,7.021200980392156,19.436608728544602,36.12359068627451,67.2511013215859
3,5,ACOLITE,naive,31.840502450980384,35.011299031530825,90.9435049019608,62.74559471365638
3,5,ACOLITE,mondrian,8.43921568627451,26.63304533465343,31.68700980392157,62.74559471365638
3,6,clean,naive,9.619494047619046,12.175306617622617,79.00822829131653,80.35176991150442
3,6,clean,mondrian,9.619494047619046,12.175306617622617,79.00822829131653,80.35176991150442
3,6,L2A,naive,26.148538165266107,28.026881406173604,93.29806547619049,69.4325221238938
3,6,L2A,mondrian,6.161204481792717,18.65281623720636,33.03096113445378,69.4325221238938
3,6,ACOLITE,naive,29.394345238095237,32.00215380143571,91.85114670868346,65.77323008849557
3,6,ACOLITE,mondrian,6.328081232492999,20.088984877128237,31.500253851540617,65.77323008849557
3,7,clean,naive,8.698608193277312,11.616227502617873,74.88324579831934,78.20378151260505
3,7,clean,mondrian,8.698608193277312,11.616227502617873,74.88324579831934,78.20378151260505
3,7,L2A,naive,26.870658263305323,29.755521732446276,90.30477941176473,67.30567226890757
3,7,L2A,mondrian,8.934121148459385,24.107940261729908,37.058832282913166,67.30567226890757
3,7,ACOLITE,naive,28.866036414565826,33.54319513241332,86.05631127450981,63.58298319327731
3,7,ACOLITE,mondrian,8.367489495798319,28.221666719317074,29.649168417366955,63.58298319327731
3,8,clean,naive,10.908167016806722,13.51481875606521,80.71264005602242,78.50770925110132
3,8,clean,mondrian,10.908167016806722,13.51481875606521,80.71264005602242,78.50770925110132
3,8,L2A,naive,28.71371673669468,30.734565537443455,93.4248336834734,67.49008810572687
3,8,L2A,mondrian,9.620264355742297,23.376638569808367,41.15332633053222,67.49008810572687
3,8,ACOLITE,naive,31.65049894957983,34.72787706644263,91.13859418767508,63.19603524229075
3,8,ACOLITE,mondrian,8.99016106442577,25.74125059996065,34.9251137955182,63.19603524229075
3,9,clean,naive,6.432077205882352,8.707284874782202,73.87006740196081,81.13340807174887
3,9,clean,mondrian,6.432077205882352,8.707284874782202,73.87006740196081,81.13340807174887
3,9,L2A,naive,25.57267156862745,28.41246429686221,90.00511642156862,67.6457399103139
3,9,L2A,mondrian,8.265992647058823,21.323282433396848,38.76510416666667,67.6457399103139
3,9,ACOLITE,naive,26.97901348039216,31.748529738366987,84.97720588235293,64.13004484304933
3,9,ACOLITE,mondrian,9.54341299019608,25.46622443031549,37.47478553921568,64.13004484304933
4,0,clean,naive,11.564233193277312,14.4702570103797,79.91726190476189,77.67808219178082
4,0,clean,mondrian,11.564233193277312,14.4702570103797,79.91726190476189,77.67808219178082
4,0,L2A,naive,30.609112394957975,31.979437155650615,95.71498161764706,66.41666666666667
4,0,L2A,mondrian,9.395758928571428,22.362407074741775,42.01586572128852,66.41666666666667
4,0,ACOLITE,naive,30.13181022408964,32.12711978065598,93.78932948179272,64.88470319634703
4,0,ACOLITE,mondrian,6.372942927170867,18.00178003852093,35.40173757002801,64.88470319634703
4,1,clean,naive,11.81642156862745,14.729078863553385,80.22512254901962,77.09976525821595
4,1,clean,mondrian,11.81642156862745,14.729078863553385,80.22512254901962,77.09976525821595
4,1,L2A,naive,30.631022408963577,31.758602932514474,96.44952731092438,66.66549295774648
4,1,L2A,mondrian,8.632773109243697,23.255909374847455,37.12077205882353,66.66549295774648
4,1,ACOLITE,naive,31.365143557422968,33.320593380506494,94.1314075630252,64.43544600938968
4,1,ACOLITE,mondrian,9.42267156862745,22.25010371156135,42.34888830532213,64.43544600938968
4,2,clean,naive,8.694472163865548,11.376720170022583,76.4233630952381,80.90315315315316
4,2,clean,mondrian,8.694472163865548,11.376720170022583,76.4233630952381,80.90315315315316
4,2,L2A,naive,29.91064425770308,31.551654829074256,94.79897146358543,67.2713963963964
4,2,L2A,mondrian,9.234747023809522,24.96183478840667,36.99546568627451,67.2713963963964
4,2,ACOLITE,naive,30.631810224089634,33.07851730857486,92.6033350840336,64.63175675675676
4,2,ACOLITE,mondrian,8.525078781512606,20.87978502443217,40.829341736694666,64.63175675675676
4,3,clean,naive,7.3121060924369745,10.05278786196884,72.73709733893557,78.8918918918919
4,3,clean,mondrian,7.3121060924369745,10.05278786196884,72.73709733893557,78.8918918918919
4,3,L2A,naive,33.06667542016806,35.10451331356409,94.1949404761905,63.24999999999999
4,3,L2A,mondrian,7.701671918767507,23.11391412765524,33.32050070028011,63.24999999999999
4,3,ACOLITE,naive,34.076663165266105,36.80518932901204,92.58657212885154,61.34572072072072
4,3,ACOLITE,mondrian,10.241640406162466,24.400083752408197,41.97379201680672,61.34572072072072
4,4,clean,naive,10.535372899159661,14.234052253531864,74.01527485994399,76.16048034934498
4,4,clean,mondrian,10.535372899159661,14.234052253531864,74.01527485994399,76.16048034934498
4,4,L2A,naive,33.897977941176464,35.38822523550501,95.7888611694678,63.77947598253275
4,4,L2A,mondrian,8.951054796918767,23.22625215183341,38.538524159663865,63.77947598253275
4,4,ACOLITE,naive,33.906337535014,36.642160421763336,92.53367471988794,61.635371179039296
4,4,ACOLITE,mondrian,10.864110644257703,25.937044909839578,41.88646271008403,61.635371179039296
4,5,clean,naive,9.782352941176471,12.495900526219808,78.28449754901959,79.45264317180617
4,5,clean,mondrian,9.782352941176471,12.495900526219808,78.28449754901959,79.45264317180617
4,5,L2A,naive,30.70618872549019,32.107775768071804,95.63474264705883,66.53744493392071
4,5,L2A,mondrian,7.363296568627452,21.980874266962743,33.49865196078432,66.53744493392071
4,5,ACOLITE,naive,32.50588235294117,34.679582429837865,93.73204656862745,63.51762114537445
4,5,ACOLITE,mondrian,10.72285539215686,25.532954855502883,41.99613970588235,63.51762114537445
4,6,clean,naive,9.98198529411765,12.334897159973712,80.9247549019608,80.49557522123894
4,6,clean,mondrian,9.98198529411765,12.334897159973712,80.9247549019608,80.49557522123894
4,6,L2A,naive,29.457633053221286,30.713577481407068,95.91078431372547,67.34623893805309
4,6,L2A,mondrian,5.814128151260505,19.00142981463904,30.598371848739493,67.34623893805309
4,6,ACOLITE,naive,30.076960784313727,31.984016146194477,94.0374737394958,65.97455752212389
4,6,ACOLITE,mondrian,5.666264005602241,15.978059215040824,35.46278011204482,65.97455752212389
4,7,clean,naive,7.987044817927172,10.846569494825701,73.63659838935573,78.13655462184875
4,7,clean,mondrian,7.987044817927172,10.846569494825701,73.63659838935573,78.13655462184875
4,7,L2A,naive,30.914670868347336,32.603620609943974,94.81974789915967,64.98004201680672
4,7,L2A,mondrian,8.77480742296919,21.973477526831328,39.93363095238096,64.98004201680672
4,7,ACOLITE,naive,31.927564775910362,34.12635153462177,93.55692401960783,63.714285714285715
4,7,ACOLITE,mondrian,8.715668767507003,21.383716145459733,40.75843837535014,63.714285714285715
4,8,clean,naive,9.86765581232493,12.477911742606878,79.080987394958,78.44162995594714
4,8,clean,mondrian,9.86765581232493,12.477911742606878,79.080987394958,78.44162995594714
4,8,L2A,naive,32.388200280112045,33.95695263802686,95.38017331932771,64.86233480176212
4,8,L2A,mondrian,11.304035364145658,26.432478281889825,42.76570378151261,64.86233480176212
4,8,ACOLITE,naive,32.57879901960784,34.613654055230406,94.12123599439778,63.68612334801762
4,8,ACOLITE,mondrian,11.472338935574228,26.345757410372457,43.5452993697479,63.68612334801762
4,9,clean,naive,7.072058823529412,9.410536872530994,75.15042892156862,80.64125560538116
4,9,clean,mondrian,7.072058823529412,9.410536872530994,75.15042892156862,80.64125560538116
4,9,L2A,naive,29.201164215686283,31.064713944191947,94.00107230392159,66.71188340807174
4,9,L2A,mondrian,8.478400735294118,22.138959400507684,38.29629289215686,66.71188340807174
4,9,ACOLITE,naive,29.334068627450982,31.920095080453336,91.8984375,64.25560538116592
4,9,ACOLITE,mondrian,7.787653186274509,19.73043734073114,39.4702512254902,64.25560538116592
5,0,clean,naive,9.984471288515408,12.919493826993392,77.28221726190476,78.33219178082192
5,0,clean,mondrian,9.984471288515408,12.919493826993392,77.28221726190476,78.33219178082192
5,0,L2A,naive,27.248634453781523,31.122192299724798,87.55371148459382,65.03424657534246
5,0,L2A,mondrian,9.61893382352941,23.54766804869707,40.84877450980392,65.03424657534246
5,0,ACOLITE,naive,28.30274422268908,33.987811060131875,83.27321866246498,60.66552511415525
5,0,ACOLITE,mondrian,8.707773109243698,23.33589890535854,37.31492471988796,60.66552511415525
5,1,clean,naive,9.848590686274509,12.86045116047802,76.58044467787116,77.80985915492957
5,1,clean,mondrian,9.848590686274509,12.86045116047802,76.58044467787116,77.80985915492957
5,1,L2A,naive,28.001785714285717,31.493494602759046,88.91292016806723,65.96713615023474
5,1,L2A,mondrian,6.415117296918768,21.321691588809518,30.087281162464986,65.96713615023474
5,1,ACOLITE,naive,28.58778886554622,35.16867480388586,81.2876488095238,60.72887323943662
5,1,ACOLITE,mondrian,9.045728291316525,25.709273717943454,35.18469012605042,60.72887323943662
5,2,clean,naive,8.239298844537812,10.906352057947052,75.54587272408965,80.92342342342343
