run_seed,config,missing_features,mask,miou
1,drop,6,2|4|8|9|10|11,74.920841
1,impute,6,2|4|8|9|10|11,88.127298
1,base,6,2|5|6|7|8|9,37.135093
1,drop,6,2|5|6|7|8|9,62.506423
1,impute,6,2|5|6|7|8|9,80.804200
1,base,6,2|5|6|7|8|10,29.112537
1,drop,6,2|5|6|7|8|10,60.694466
1,impute,6,2|5|6|7|8|10,88.991812
1,base,6,2|5|6|7|8|11,24.704665
1,drop,6,2|5|6|7|8|11,35.795713
1,impute,6,2|5|6|7|8|11,77.193172
1,base,6,2|5|6|7|9|10,26.525071
1,drop,6,2|5|6|7|9|10,62.170998
1,impute,6,2|5|6|7|9|10,79.174334
1,base,6,2|5|6|7|9|11,24.900394
1,drop,6,2|5|6|7|9|11,47.633925
1,impute,6,2|5|6|7|9|11,75.837731
1,base,6,2|5|6|7|10|11,24.712893
1,drop,6,2|5|6|7|10|11,31.034399
1,impute,6,2|5|6|7|10|11,78.071943
1,base,6,2|5|6|8|9|10,25.608354
1,drop,6,2|5|6|8|9|10,62.447003
1,impute,6,2|5|6|8|9|10,75.359408
1,base,6,2|5|6|8|9|11,24.900394
1,drop,6,2|5|6|8|9|11,60.826431
1,impute,6,2|5|6|8|9|11,82.214032
1,base,6,2|5|6|8|10|11,24.731615
1,drop,6,2|5|6|8|10|11,49.083498
1,impute,6,2|5|6|8|10|11,83.660671
1,base,6,2|5|6|9|10|11,24.900394
1,drop,6,2|5|6|9|10|11,54.915566
1,impute,6,2|5|6|9|10|11,79.734697
1,base,6,2|5|7|8|9|10,24.873219
1,drop,6,2|5|7|8|9|10,57.310232
1,impute,6,2|5|7|8|9|10,86.445736
1,base,6,2|5|7|8|9|11,24.900394
1,drop,6,2|5|7|8|9|11,32.255318
1,impute,6,2|5|7|8|9|11,75.606154
1,base,6,2|5|7|8|10|11,24.825318
1,drop,6,2|5|7|8|10|11,26.663787
1,impute,6,2|5|7|8|10|11,77.855065
1,base,6,2|5|7|9|10|11,24.900394
1,drop,6,2|5|7|9|10|11,27.350114
1,impute,6,2|5|7|9|10|11,76.061493
1,base,6,2|5|8|9|10|11,24.900394
1,drop,6,2|5|8|9|10|11,61.154207
1,impute,6,2|5|8|9|10|11,82.384297
1,base,6,2|6|7|8|9|10,25.806929
1,drop,6,2|6|7|8|9|10,58.252631
1,impute,6,2|6|7|8|9|10,83.167765
1,base,6,2|6|7|8|9|11,24.900394
1,drop,6,2|6|7|8|9|11,42.182018
1,impute,6,2|6|7|8|9|11,83.275451
1,base,6,2|6|7|8|10|11,24.600692
1,drop,6,2|6|7|8|10|11,33.549379
1,impute,6,2|6|7|8|10|11,84.188027
1,base,6,2|6|7|9|10|11,24.900394
1,drop,6,2|6|7|9|10|11,40.922079
1,impute,6,2|6|7|9|10|11,83.725336
1,base,6,2|6|8|9|10|11,24.900394
1,drop,6,2|6|8|9|10|11,63.023019
1,impute,6,2|6|8|9|10|11,86.557966
1,base,6,2|7|8|9|10|11,24.900394
1,drop,6,2|7|8|9|10|11,52.601547
1,impute,6,2|7|8|9|10|11,84.034161
1,base,6,3|4|5|6|7|8,62.183503
1,drop,6,3|4|5|6|7|8,83.876792
1,impute,6,3|4|5|6|7|8,90.635173
1,base,6,3|4|5|6|7|9,60.542745
1,drop,6,3|4|5|6|7|9,72.897556
1,impute,6,3|4|5|6|7|9,87.648614
1,base,6,3|4|5|6|7|10,61.272455
1,drop,6,3|4|5|6|7|10,76.345013
1,impute,6,3|4|5|6|7|10,88.117522
1,base,6,3|4|5|6|7|11,39.616422
1,drop,6,3|4|5|6|7|11,63.578719
1,impute,6,3|4|5|6|7|11,73.983442
1,base,6,3|4|5|6|8|9,61.152263
1,drop,6,3|4|5|6|8|9,75.745266
1,impute,6,3|4|5|6|8|9,89.146802
1,base,6,3|4|5|6|8|10,57.024722
1,drop,6,3|4|5|6|8|10,79.593247
1,impute,6,3|4|5|6|8|10,89.230416
1,base,6,3|4|5|6|8|11,31.304573
1,drop,6,3|4|5|6|8|11,70.861438
1,impute,6,3|4|5|6|8|11,85.120489
1,base,6,3|4|5|6|9|10,45.048537
1,drop,6,3|4|5|6|9|10,71.905951
1,impute,6,3|4|5|6|9|10,78.596034
1,base,6,3|4|5|6|9|11,26.599452
1,drop,6,3|4|5|6|9|11,65.541488
1,impute,6,3|4|5|6|9|11,85.928765
1,base,6,3|4|5|6|10|11,24.787818
1,drop,6,3|4|5|6|10|11,67.717877
1,impute,6,3|4|5|6|10|11,81.266352
1,base,6,3|4|5|7|8|9,45.791491
1,drop,6,3|4|5|7|8|9,65.008588
1,impute,6,3|4|5|7|8|9,83.961751
1,base,6,3|4|5|7|8|10,33.175898
1,drop,6,3|4|5|7|8|10,65.497838
1,impute,6,3|4|5|7|8|10,87.624415
1,base,6,3|4|5|7|8|11,24.866441
1,drop,6,3|4|5|7|8|11,62.448777
1,impute,6,3|4|5|7|8|11,69.446338
1,base,6,3|4|5|7|9|10,27.994241
1,drop,6,3|4|5|7|9|10,64.108537
1,impute,6,3|4|5|7|9|10,80.784739
1,base,6,3|4|5|7|9|11,24.750343
1,drop,6,3|4|5|7|9|11,61.950310
1,impute,6,3|4|5|7|9|11,76.865162
1,base,6,3|4|5|7|10|11,24.900394
1,drop,6,3|4|5|7|10|11,61.267980
1,impute,6,3|4|5|7|10|11,71.132837
1,base,6,3|4|5|8|9|10,30.127596
1,drop,6,3|4|5|8|9|10,69.678941
1,impute,6,3|4|5|8|9|10,86.151597
1,base,6,3|4|5|8|9|11,24.582014
1,drop,6,3|4|5|8|9|11,67.556864
1,impute,6,3|4|5|8|9|11,85.485928
1,base,6,3|4|5|8|10|11,24.800539
1,drop,6,3|4|5|8|10|11,69.782757
1,impute,6,3|4|5|8|10|11,83.041702
1,base,6,3|4|5|9|10|11,24.526015
1,drop,6,3|4|5|9|10|11,66.844390
1,impute,6,3|4|5|9|10|11,84.350072
1,base,6,3|4|6|7|8|9,60.485923
1,drop,6,3|4|6|7|8|9,73.716117
1,impute,6,3|4|6|7|8|9,82.266610
1,base,6,3|4|6|7|8|10,61.488548
1,drop,6,3|4|6|7|8|10,76.128611
1,impute,6,3|4|6|7|8|10,87.970197
1,base,6,3|4|6|7|8|11,33.138025
1,drop,6,3|4|6|7|8|11,67.588654
1,impute,6,3|4|6|7|8|11,69.395485
1,base,6,3|4|6|7|9|10,42.258053
1,drop,6,3|4|6|7|9|10,67.027737
1,impute,6,3|4|6|7|9|10,80.713924
1,base,6,3|4|6|7|9|11,25.360622
1,drop,6,3|4|6|7|9|11,63.621344
1,impute,6,3|4|6|7|9|11,70.767262
1,base,6,3|4|6|7|10|11,24.906798
1,drop,6,3|4|6|7|10|11,62.976576
1,impute,6,3|4|6|7|10|11,73.323750
1,base,6,3|4|6|8|9|10,46.822568
1,drop,6,3|4|6|8|9|10,74.022502
1,impute,6,3|4|6|8|9|10,84.928046
1,base,6,3|4|6|8|9|11,24.686694
1,drop,6,3|4|6|8|9|11,78.276512
1,impute,6,3|4|6|8|9|11,90.360657
1,base,6,3|4|6|8|10|11,25.014291
1,drop,6,3|4|6|8|10|11,76.358344
1,impute,6,3|4|6|8|10|11,90.648789
1,base,6,3|4|6|9|10|11,24.712893
1,drop,6,3|4|6|9|10|11,75.474348
1,impute,6,3|4|6|9|10|11,86.297461
1,base,6,3|4|7|8|9|10,27.182203
1,drop,6,3|4|7|8|9|10,66.908583
1,impute,6,3|4|7|8|9|10,80.523738
1,base,6,3|4|7|8|9|11,24.838214
1,drop,6,3|4|7|8|9|11,66.042006
1,impute,6,3|4|7|8|9|11,70.351627
1,base,6,3|4|7|8|10|11,25.293255
1,drop,6,3|4|7|8|10|11,66.461381
1,impute,6,3|4|7|8|10|11,71.393275
1,base,6,3|4|7|9|10|11,24.787818
1,drop,6,3|4|7|9|10|11,63.446247
1,impute,6,3|4|7|9|10|11,75.627418
1,base,6,3|4|8|9|10|11,24.507361
1,drop,6,3|4|8|9|10|11,68.534264
1,impute,6,3|4|8|9|10|11,89.511074
1,base,6,3|5|6|7|8|9,44.082853
1,drop,6,3|5|6|7|8|9,63.056999
1,impute,6,3|5|6|7|8|9,85.115133
1,base,6,3|5|6|7|8|10,27.976955
1,drop,6,3|5|6|7|8|10,64.630355
1,impute,6,3|5|6|7|8|10,88.398126
1,base,6,3|5|6|7|8|11,25.131239
1,drop,6,3|5|6|7|8|11,53.076599
1,impute,6,3|5|6|7|8|11,82.790090
1,base,6,3|5|6|7|9|10,26.364873
1,drop,6,3|5|6|7|9|10,61.887075
1,impute,6,3|5|6|7|9|10,77.570514
1,base,6,3|5|6|7|9|11,24.900394
1,drop,6,3|5|6|7|9|11,57.036873
1,impute,6,3|5|6|7|9|11,82.654610
1,base,6,3|5|6|7|10|11,24.862843
1,drop,6,3|5|6|7|10|11,43.553381
1,impute,6,3|5|6|7|10|11,80.938832
1,base,6,3|5|6|8|9|10,26.746409
1,drop,6,3|5|6|8|9|10,66.072748
1,impute,6,3|5|6|8|9|10,74.645390
1,base,6,3|5|6|8|9|11,24.900394
1,drop,6,3|5|6|8|9|11,64.771106
1,impute,6,3|5|6|8|9|11,84.722978
1,base,6,3|5|6|8|10|11,24.862843
1,drop,6,3|5|6|8|10|11,62.755117
1,impute,6,3|5|6|8|10|11,80.911256
1,base,6,3|5|6|9|10|11,24.900394
1,drop,6,3|5|6|9|10|11,63.788522
1,impute,6,3|5|6|9|10|11,79.069927
1,base,6,3|5|7|8|9|10,25.004666
1,drop,6,3|5|7|8|9|10,60.542096
1,impute,6,3|5|7|8|9|10,81.509206
1,base,6,3|5|7|8|9|11,24.900394
1,drop,6,3|5|7|8|9|11,50.290626
1,impute,6,3|5|7|8|9|11,82.722339
1,base,6,3|5|7|8|10|11,24.900394
1,drop,6,3|5|7|8|10|11,38.190914
1,impute,6,3|5|7|8|10|11,79.592612
1,base,6,3|5|7|9|10|11,24.900394
1,drop,6,3|5|7|9|10|11,38.782497
1,impute,6,3|5|7|9|10|11,79.377508
1,base,6,3|5|8|9|10|11,24.900394
1,drop,6,3|5|8|9|10|11,63.830607
1,impute,6,3|5|8|9|10|11,83.363945
1,base,6,3|6|7|8|9|10,25.547757
1,drop,6,3|6|7|8|9|10,60.957294
1,impute,6,3|6|7|8|9|10,77.973320
1,base,6,3|6|7|8|9|11,24.887875
1,drop,6,3|6|7|8|9|11,53.528138
1,impute,6,3|6|7|8|9|11,84.798079
1,base,6,3|6|7|8|10|11,25.000137
1,drop,6,3|6|7|8|10|11,42.883893
1,impute,6,3|6|7|8|10|11,84.473865
1,base,6,3|6|7|9|10|11,24.900394
1,drop,6,3|6|7|9|10|11,46.625869
1,impute,6,3|6|7|9|10|11,81.455682
1,base,6,3|6|8|9|10|11,24.900394
1,drop,6,3|6|8|9|10|11,83.318187
1,impute,6,3|6|8|9|10|11,86.000080
1,base,6,3|7|8|9|10|11,24.887875
1,drop,6,3|7|8|9|10|11,55.070090
1,impute,6,3|7|8|9|10|11,82.474708
1,base,6,4|5|6|7|8|9,57.775696
1,drop,6,4|5|6|7|8|9,65.467280
1,impute,6,4|5|6|7|8|9,84.933089
1,base,6,4|5|6|7|8|10,52.787495
1,drop,6,4|5|6|7|8|10,64.866464
1,impute,6,4|5|6|7|8|10,89.071205
1,base,6,4|5|6|7|8|11,29.225626
1,drop,6,4|5|6|7|8|11,62.958905
1,impute,6,4|5|6|7|8|11,68.442495
1,base,6,4|5|6|7|9|10,36.863849
1,drop,6,4|5|6|7|9|10,63.751280
1,impute,6,4|5|6|7|9|10,79.692491
1,base,6,4|5|6|7|9|11,24.861244
1,drop,6,4|5|6|7|9|11,62.518922
1,impute,6,4|5|6|7|9|11,70.806556
1,base,6,4|5|6|7|10|11,24.900394
1,drop,6,4|5|6|7|10|11,62.203663
1,impute,6,4|5|6|7|10|11,72.198409
1,base,6,4|5|6|8|9|10,37.770172
1,drop,6,4|5|6|8|9|10,70.942936
1,impute,6,4|5|6|8|9|10,74.512724
1,base,6,4|5|6|8|9|11,24.544675
1,drop,6,4|5|6|8|9|11,67.440139
1,impute,6,4|5|6|8|9|11,87.318563
1,base,6,4|5|6|8|10|11,24.806565
1,drop,6,4|5|6|8|10|11,69.670831
1,impute,6,4|5|6|8|10|11,84.000751
1,base,6,4|5|6|9|10|11,24.656765
1,drop,6,4|5|6|9|10|11,66.637861
1,impute,6,4|5|6|9|10|11,79.803661
1,base,6,4|5|7|8|9|10,25.830880
1,drop,6,4|5|7|8|9|10,63.144780
1,impute,6,4|5|7|8|9|10,87.972439
1,base,6,4|5|7|8|9|11,24.731615
1,drop,6,4|5|7|8|9|11,62.338093
1,impute,6,4|5|7|8|9|11,68.996669
1,base,6,4|5|7|8|10|11,24.900394
1,drop,6,4|5|7|8|10|11,58.498562
1,impute,6,4|5|7|8|10|11,65.655285
1,base,6,4|5|7|9|10|11,24.787818
1,drop,6,4|5|7|9|10|11,61.630295
1,impute,6,4|5|7|9|10|11,72.004712
1,base,6,4|5|8|9|10|11,24.507361
1,drop,6,4|5|8|9|10|11,69.827879
1,impute,6,4|5|8|9|10|11,84.275965
1,base,6,4|6|7|8|9|10,33.261057
1,drop,6,4|6|7|8|9|10,64.434811
1,impute,6,4|6|7|8|9|10,81.737561
1,base,6,4|6|7|8|9|11,24.806565
1,drop,6,4|6|7|8|9|11,63.067638
1,impute,6,4|6|7|8|9|11,72.245166
1,base,6,4|6|7|8|10|11,24.925664
1,drop,6,4|6|7|8|10|11,60.173694
1,impute,6,4|6|7|8|10|11,72.763538
1,base,6,4|6|7|9|10|11,24.844078
1,drop,6,4|6|7|9|10|11,61.980101
1,impute,6,4|6|7|9|10|11,74.530399
1,base,6,4|6|8|9|10|11,24.675468
1,drop,6,4|6|8|9|10|11,75.042403
1,impute,6,4|6|8|9|10|11,86.587098
1,base,6,4|7|8|9|10|11,24.806565
1,drop,6,4|7|8|9|10|11,66.308646
1,impute,6,4|7|8|9|10|11,73.514181
1,base,6,5|6|7|8|9|10,25.609438
1,drop,6,5|6|7|8|9|10,61.271431
1,impute,6,5|6|7|8|9|10,73.188472
1,base,6,5|6|7|8|9|11,24.900394
1,drop,6,5|6|7|8|9|11,52.906857
1,impute,6,5|6|7|8|9|11,82.586581
1,base,6,5|6|7|8|10|11,24.862843
1,drop,6,5|6|7|8|10|11,41.807389
1,impute,6,5|6|7|8|10|11,80.280787
1,base,6,5|6|7|9|10|11,24.900394
1,drop,6,5|6|7|9|10|11,48.307715
1,impute,6,5|6|7|9|10|11,78.266084
1,base,6,5|6|8|9|10|11,24.900394
1,drop,6,5|6|8|9|10|11,65.265207
1,impute,6,5|6|8|9|10|11,77.154493
1,base,6,5|7|8|9|10|11,24.900394
1,drop,6,5|7|8|9|10|11,40.146867
1,impute,6,5|7|8|9|10|11,80.878678
1,base,6,6|7|8|9|10|11,24.900394
1,drop,6,6|7|8|9|10|11,48.442167
1,impute,6,6|7|8|9|10|11,84.508934
2,base,0,,97.003226
2,drop,0,,90.841162
2,impute,0,,90.841162
2,base,1,0,91.182805
2,drop,1,0,95.434225
2,impute,1,0,90.632793
2,base,1,1,71.177910
2,drop,1,1,97.190650
2,impute,1,1,90.547751
2,base,1,2,64.777585
2,drop,1,2,66.098219
2,impute,1,2,89.802911
2,base,1,3,96.443504
2,drop,1,3,93.075325
2,impute,1,3,90.673324
2,base,1,4,91.441515
2,drop,1,4,79.647084
2,impute,1,4,90.632793
2,base,1,5,62.757509
2,drop,1,5,63.287349
2,impute,1,5,88.615146
2,base,1,6,90.675994
2,drop,1,6,86.987667
2,impute,1,6,90.380724
2,base,1,7,67.503171
2,drop,1,7,65.890468
2,impute,1,7,88.215500
2,base,1,8,96.301473
2,drop,1,8,94.708208
2,impute,1,8,90.673324
2,base,1,9,70.545733
2,drop,1,9,67.660947
2,impute,1,9,90.005010
2,base,1,10,75.947290
2,drop,1,10,71.719769
2,impute,1,10,90.094042
2,base,1,11,40.531222
2,drop,1,11,63.977152
2,impute,1,11,89.912216
2,base,2,0|1,56.829834
2,drop,2,0|1,86.187017
2,impute,2,0|1,90.175559
2,base,2,0|2,65.714895
2,drop,2,0|2,73.621068
2,impute,2,0|2,89.720407
2,base,2,0|3,89.990102
2,drop,2,0|3,91.980452
2,impute,2,0|3,90.757184
2,base,2,0|4,72.101093
2,drop,2,0|4,73.899568
2,impute,2,0|4,90.507345
2,base,2,0|5,63.438036
2,drop,2,0|5,66.286675
2,impute,2,0|5,88.736823
2,base,2,0|6,94.969323
2,drop,2,0|6,92.916278
2,impute,2,0|6,90.422438
2,base,2,0|7,69.845858
2,drop,2,0|7,68.379097
2,impute,2,0|7,88.336323
2,base,2,0|8,82.434720
2,drop,2,0|8,94.655422
2,impute,2,0|8,90.382156
2,base,2,0|9,76.567504
2,drop,2,0|9,71.136774
2,impute,2,0|9,89.923741
2,base,2,0|10,86.752381
2,drop,2,0|10,84.936514
2,impute,2,0|10,90.011174
2,base,2,0|11,49.579639
2,drop,2,0|11,66.305288
2,impute,2,0|11,89.751880
2,base,2,1|2,80.845910
2,drop,2,1|2,73.924676
2,impute,2,1|2,89.761645
2,base,2,1|3,70.396779
2,drop,2,1|3,92.748611
2,impute,2,1|3,90.422438
2,base,2,1|4,60.513944
2,drop,2,1|4,75.002661
2,impute,2,1|4,90.134041
2,base,2,1|5,67.200287
2,drop,2,1|5,67.159581
2,impute,2,1|5,88.655679
2,base,2,1|6,82.135782
2,drop,2,1|6,94.981726
2,impute,2,1|6,90.380724
2,base,2,1|7,72.612165
2,drop,2,1|7,68.187365
2,impute,2,1|7,88.213368
2,base,2,1|8,67.640258
2,drop,2,1|8,96.160074
2,impute,2,1|8,90.464180
2,base,2,1|9,81.515138
2,drop,2,1|9,72.943216
2,impute,2,1|9,89.760033
2,base,2,1|10,90.494798
2,drop,2,1|10,86.122748
2,impute,2,1|10,90.052594
2,base,2,1|11,71.891681
2,drop,2,1|11,67.981512
2,impute,2,1|11,89.464631
2,base,2,2|3,64.402535
2,drop,2,2|3,67.113115
2,impute,2,2|3,89.885526
2,base,2,2|4,66.816729
2,drop,2,2|4,79.996613
2,impute,2,2|4,89.350490
2,base,2,2|5,62.436593
2,drop,2,2|5,62.418338
2,impute,2,2|5,87.019469
2,base,2,2|6,63.686405
2,drop,2,2|6,65.499227
2,impute,2,2|6,89.636359
2,base,2,2|7,62.418338
2,drop,2,2|7,63.057873
2,impute,2,2|7,87.219792
2,base,2,2|8,66.824847
2,drop,2,2|8,68.103880
2,impute,2,2|8,89.799696
2,base,2,2|9,63.490338
2,drop,2,2|9,63.662271
2,impute,2,2|9,88.211218
2,base,2,2|10,62.042580
2,drop,2,2|10,62.695786
2,impute,2,2|10,89.680818
2,base,2,2|11,38.079078
2,drop,2,2|11,62.405699
2,impute,2,2|11,88.671519
2,base,2,3|4,92.312878
2,drop,2,3|4,77.914320
2,impute,2,3|4,90.632793
2,base,2,3|5,62.757509
2,drop,2,3|5,66.147514
2,impute,2,3|5,88.615146
2,base,2,3|6,91.603387
2,drop,2,3|6,90.034309
2,impute,2,3|6,90.464180
2,base,2,3|7,67.307008
2,drop,2,3|7,67.475289
2,impute,2,3|7,86.670249
2,base,2,3|8,96.252351
2,drop,2,3|8,95.344182
2,impute,2,3|8,90.757184
2,base,2,3|9,69.689120
2,drop,2,3|9,68.804166
2,impute,2,3|9,89.880759
2,base,2,3|10,75.895461
2,drop,2,3|10,76.187843
2,impute,2,3|10,89.929944
2,base,2,3|11,37.607802
2,drop,2,3|11,63.944257
2,impute,2,3|11,90.324591
2,base,2,4|5,62.403503
2,drop,2,4|5,79.538048
2,impute,2,4|5,88.173130
2,base,2,4|6,89.882742
2,drop,2,4|6,78.798863
2,impute,2,4|6,90.590948
2,base,2,4|7,67.270643
2,drop,2,4|7,71.004907
2,impute,2,4|7,87.135553
2,base,2,4|8,86.552931
2,drop,2,4|8,77.128442
2,impute,2,4|8,90.800463
2,base,2,4|9,72.958392
2,drop,2,4|9,76.122106
2,impute,2,4|9,90.803027
2,base,2,4|10,80.822168
2,drop,2,4|10,83.082669
2,impute,2,4|10,90.301706
2,base,2,4|11,50.045763
2,drop,2,4|11,77.471663
2,impute,2,4|11,89.913453
2,base,2,5|6,62.726644
2,drop,2,5|6,68.661938
2,impute,2,5|6,88.653671
2,base,2,5|7,62.156396
2,drop,2,5|7,62.879633
2,impute,2,5|7,85.660039
2,base,2,5|8,62.294489
2,drop,2,5|8,62.881031
2,impute,2,5|8,88.734844
2,base,2,5|9,62.533005
2,drop,2,5|9,62.544353
2,impute,2,5|9,87.932221
2,base,2,5|10,58.346321
2,drop,2,5|10,62.824253
2,impute,2,5|10,87.863252
2,base,2,5|11,31.178892
2,drop,2,5|11,62.362568
2,impute,2,5|11,87.283188
2,base,2,6|7,65.435801
2,drop,2,6|7,66.797303
2,impute,2,6|7,88.374576
2,base,2,6|8,94.734845
2,drop,2,6|8,89.280525
2,impute,2,6|8,90.464180
2,base,2,6|9,68.525781
2,drop,2,6|9,65.654571
2,impute,2,6|9,89.756756
2,base,2,6|10,67.753580
2,drop,2,6|10,68.723079
2,impute,2,6|10,89.312996
2,base,2,6|11,31.632141
2,drop,2,6|11,63.758326
2,impute,2,6|11,90.322306
2,base,2,7|8,68.192015
2,drop,2,7|8,66.732241
2,impute,2,7|8,88.094903
2,base,2,7|9,62.731804
2,drop,2,7|9,62.639897
2,impute,2,7|9,87.537436
2,base,2,7|10,58.141641
2,drop,2,7|10,64.003407
2,impute,2,7|10,87.934457
2,base,2,7|11,32.851920
2,drop,2,7|11,60.230622
2,impute,2,7|11,85.911417
2,base,2,8|9,72.006141
2,drop,2,8|9,70.647370
2,impute,2,8|9,89.679196
2,base,2,8|10,57.351124
2,drop,2,8|10,86.189019
2,impute,2,8|10,89.720407
2,base,2,8|11,29.124919
2,drop,2,8|11,76.029263
2,impute,2,8|11,89.995673
2,base,2,9|10,58.149413
2,drop,2,9|10,64.586044
2,impute,2,9|10,89.642868
2,base,2,9|11,29.036849
2,drop,2,9|11,63.596734
2,impute,2,9|11,90.031921
2,base,2,10|11,25.069428
2,drop,2,10|11,65.157031
2,impute,2,10|11,89.803255
2,base,3,0|1|2,50.084528
2,drop,3,0|1|2,90.674278
2,impute,3,0|1|2,89.679196
2,base,3,0|1|3,51.360823
2,drop,3,0|1|3,77.148511
2,impute,3,0|1|3,90.255754
2,base,3,0|1|4,44.701488
2,drop,3,0|1|4,66.631302
2,impute,3,0|1|4,89.639648
2,base,3,0|1|5,76.362128
2,drop,3,0|1|5,75.616744
2,impute,3,0|1|5,88.576657
2,base,3,0|1|6,55.377684
2,drop,3,0|1|6,89.678648
2,impute,3,0|1|6,90.051091
2,base,3,0|1|7,65.695346
2,drop,3,0|1|7,71.024218
2,impute,3,0|1|7,88.175276
2,base,3,0|1|8,56.522782
2,drop,3,0|1|8,83.317823
2,impute,3,0|1|8,90.341912
2,base,3,0|1|9,61.429017
2,drop,3,0|1|9,79.792052
2,impute,3,0|1|9,89.554047
2,base,3,0|1|10,66.652624
2,drop,3,0|1|10,92.468416
2,impute,3,0|1|10,89.887082
2,base,3,0|1|11,68.861762
2,drop,3,0|1|11,77.599908
2,impute,3,0|1|11,88.123786
2,base,3,0|2|3,60.374408
2,drop,3,0|2|3,79.485757
2,impute,3,0|2|3,89.926876
2,base,3,0|2|4,47.320825
2,drop,3,0|2|4,81.163808
2,impute,3,0|2|4,89.188572
2,base,3,0|2|5,62.065539
2,drop,3,0|2|5,62.418143
2,impute,3,0|2|5,86.471431
2,base,3,0|2|6,63.318415
2,drop,3,0|2|6,73.890811
2,impute,3,0|2|6,89.720407
2,base,3,0|2|7,59.244542
2,drop,3,0|2|7,63.986337
2,impute,3,0|2|7,86.869462
2,base,3,0|2|8,70.499654
2,drop,3,0|2|8,79.880888
2,impute,3,0|2|8,89.718781
2,base,3,0|2|9,61.153095
2,drop,3,0|2|9,64.673173
2,impute,3,0|2|9,87.856630
2,base,3,0|2|10,59.983242
2,drop,3,0|2|10,64.668971
2,impute,3,0|2|10,89.887082
2,base,3,0|2|11,41.035325
2,drop,3,0|2|11,62.619312
2,impute,3,0|2|11,88.628587
2,base,3,0|3|4,67.933182
2,drop,3,0|3|4,69.696262
2,impute,3,0|3|4,90.717884
2,base,3,0|3|5,63.376131
2,drop,3,0|3|5,71.297676
2,impute,3,0|3|5,88.574638
2,base,3,0|3|6,92.296441
2,drop,3,0|3|6,87.145604
2,impute,3,0|3|6,90.547751
2,base,3,0|3|7,68.782709
2,drop,3,0|3|7,69.707685
2,impute,3,0|3|7,86.866871
2,base,3,0|3|8,80.766510
2,drop,3,0|3|8,89.888665
2,impute,3,0|3|8,90.630066
2,base,3,0|3|9,75.603001
2,drop,3,0|3|9,72.849468
2,impute,3,0|3|9,89.679196
2,base,3,0|3|10,85.083519
2,drop,3,0|3|10,86.631073
2,impute,3,0|3|10,90.012673
2,base,3,0|3|11,47.766062
2,drop,3,0|3|11,67.255479
2,impute,3,0|3|11,89.672555
2,base,3,0|4|5,57.685823
2,drop,3,0|4|5,82.391780
2,impute,3,0|4|5,88.175276
2,base,3,0|4|6,77.638405
2,drop,3,0|4|6,71.407244
2,impute,3,0|4|6,90.589580
2,base,3,0|4|7,64.355899
2,drop,3,0|4|7,79.390798
2,impute,3,0|4|7,87.098531
2,base,3,0|4|8,65.974488
2,drop,3,0|4|8,70.163691
2,impute,3,0|4|8,90.590948
2,base,3,0|4|9,68.613041
2,drop,3,0|4|9,76.608554
2,impute,3,0|4|9,90.803027
2,base,3,0|4|10,80.603698
2,drop,3,0|4|10,80.224610
2,impute,3,0|4|10,89.928418
2,base,3,0|4|11,57.055654
2,drop,3,0|4|11,79.270877
2,impute,3,0|4|11,89.679665
2,base,3,0|5|6,63.252203
2,drop,3,0|5|6,75.844133
2,impute,3,0|5|6,88.734844
2,base,3,0|5|7,62.275732
2,drop,3,0|5|7,64.126975
2,impute,3,0|5|7,86.044894
2,base,3,0|5|8,64.462579
2,drop,3,0|5|8,65.640882
2,impute,3,0|5|8,88.856797
2,base,3,0|5|9,62.851330
2,drop,3,0|5|9,62.947488
2,impute,3,0|5|9,88.135077
2,base,3,0|5|10,60.958885
2,drop,3,0|5|10,63.837022
2,impute,3,0|5|10,87.903216
2,base,3,0|5|11,36.108303
2,drop,3,0|5|11,58.830724
2,impute,3,0|5|11,86.900580
2,base,3,0|6|7,68.566100
2,drop,3,0|6|7,69.624451
2,impute,3,0|6|7,88.253632
2,base,3,0|6|8,90.926192
2,drop,3,0|6|8,92.385858
2,impute,3,0|6|8,90.422438
2,base,3,0|6|9,72.637345
2,drop,3,0|6|9,68.709310
2,impute,3,0|6|9,89.756756
2,base,3,0|6|10,81.041543
2,drop,3,0|6|10,78.846194
2,impute,3,0|6|10,89.192092
2,base,3,0|6|11,39.738830
2,drop,3,0|6|11,55.219342
2,impute,3,0|6|11,89.828807
2,base,3,0|7|8,71.204200
2,drop,3,0|7|8,68.990237
2,impute,3,0|7|8,88.296024
2,base,3,0|7|9,63.611617
2,drop,3,0|7|9,63.099396
2,impute,3,0|7|9,88.052563
2,base,3,0|7|10,63.704540
2,drop,3,0|7|10,65.397513
2,impute,3,0|7|10,87.896640
2,base,3,0|7|11,37.900628
2,drop,3,0|7|11,40.680610
2,impute,3,0|7|11,85.312243
2,base,3,0|8|9,81.215702
2,drop,3,0|8|9,79.976976
2,impute,3,0|8|9,89.679196
2,base,3,0|8|10,72.977944
2,drop,3,0|8|10,94.092140
2,impute,3,0|8|10,89.638012
2,base,3,0|8|11,34.632818
2,drop,3,0|8|11,84.504058
2,impute,3,0|8|11,89.589620
2,base,3,0|9|10,66.240238
2,drop,3,0|9|10,67.420387
2,impute,3,0|9|10,89.684011
2,base,3,0|9|11,35.453099
2,drop,3,0|9|11,64.468854
