run_seed,config,missing_features,mask,miou
0,drop,6,2|3|4|5|8|10,67.865227
0,impute,6,2|3|4|5|8|10,81.170400
0,base,6,2|3|4|5|8|11,26.446669
0,drop,6,2|3|4|5|8|11,63.344858
0,impute,6,2|3|4|5|8|11,78.396445
0,base,6,2|3|4|5|9|10,30.775770
0,drop,6,2|3|4|5|9|10,64.470964
0,impute,6,2|3|4|5|9|10,80.334846
0,base,6,2|3|4|5|9|11,24.843409
0,drop,6,2|3|4|5|9|11,61.729656
0,impute,6,2|3|4|5|9|11,75.511540
0,base,6,2|3|4|5|10|11,24.793497
0,drop,6,2|3|4|5|10|11,62.819087
0,impute,6,2|3|4|5|10|11,77.658382
0,base,6,2|3|4|6|7|8,59.925364
0,drop,6,2|3|4|6|7|8,63.609248
0,impute,6,2|3|4|6|7|8,76.641180
0,base,6,2|3|4|6|7|9,57.413127
0,drop,6,2|3|4|6|7|9,63.137051
0,impute,6,2|3|4|6|7|9,77.727585
0,base,6,2|3|4|6|7|10,60.594760
0,drop,6,2|3|4|6|7|10,62.342446
0,impute,6,2|3|4|6|7|10,76.569975
0,base,6,2|3|4|6|7|11,35.436609
0,drop,6,2|3|4|6|7|11,45.021137
0,impute,6,2|3|4|6|7|11,74.388501
0,base,6,2|3|4|6|8|9,56.101323
0,drop,6,2|3|4|6|8|9,73.068988
0,impute,6,2|3|4|6|8|9,83.196369
0,base,6,2|3|4|6|8|10,61.785755
0,drop,6,2|3|4|6|8|10,73.311077
0,impute,6,2|3|4|6|8|10,85.325246
0,base,6,2|3|4|6|8|11,37.545989
0,drop,6,2|3|4|6|8|11,69.709569
0,impute,6,2|3|4|6|8|11,86.463156
0,base,6,2|3|4|6|9|10,43.079271
0,drop,6,2|3|4|6|9|10,70.221966
0,impute,6,2|3|4|6|9|10,85.087655
0,base,6,2|3|4|6|9|11,26.668920
0,drop,6,2|3|4|6|9|11,65.587956
0,impute,6,2|3|4|6|9|11,85.145369
0,base,6,2|3|4|6|10|11,26.852656
0,drop,6,2|3|4|6|10|11,67.838316
0,impute,6,2|3|4|6|10|11,86.273275
0,base,6,2|3|4|7|8|9,30.442061
0,drop,6,2|3|4|7|8|9,62.756753
0,impute,6,2|3|4|7|8|9,76.356646
0,base,6,2|3|4|7|8|10,30.152695
0,drop,6,2|3|4|7|8|10,63.052930
0,impute,6,2|3|4|7|8|10,76.753892
0,base,6,2|3|4|7|8|11,25.432909
0,drop,6,2|3|4|7|8|11,54.324333
0,impute,6,2|3|4|7|8|11,70.932260
0,base,6,2|3|4|7|9|10,24.909227
0,drop,6,2|3|4|7|9|10,62.313112
0,impute,6,2|3|4|7|9|10,76.163642
0,base,6,2|3|4|7|9|11,24.719047
0,drop,6,2|3|4|7|9|11,45.842579
0,impute,6,2|3|4|7|9|11,76.888058
0,base,6,2|3|4|7|10|11,24.856059
0,drop,6,2|3|4|7|10|11,52.361364
0,impute,6,2|3|4|7|10|11,73.257859
0,base,6,2|3|4|8|9|10,29.305459
0,drop,6,2|3|4|8|9|10,75.044972
0,impute,6,2|3|4|8|9|10,84.856757
0,base,6,2|3|4|8|9|11,24.873649
0,drop,6,2|3|4|8|9|11,73.541512
0,impute,6,2|3|4|8|9|11,84.963615
0,base,6,2|3|4|8|10|11,24.793497
0,drop,6,2|3|4|8|10|11,73.465570
0,impute,6,2|3|4|8|10|11,86.778259
0,base,6,2|3|4|9|10|11,24.774875
0,drop,6,2|3|4|9|10|11,70.205415
0,impute,6,2|3|4|9|10|11,85.577223
0,base,6,2|3|5|6|7|8,55.365412
0,drop,6,2|3|5|6|7|8,62.645545
0,impute,6,2|3|5|6|7|8,79.963185
0,base,6,2|3|5|6|7|9,30.163600
0,drop,6,2|3|5|6|7|9,62.217913
0,impute,6,2|3|5|6|7|9,78.780183
0,base,6,2|3|5|6|7|10,37.005526
0,drop,6,2|3|5|6|7|10,62.273666
0,impute,6,2|3|5|6|7|10,80.449319
0,base,6,2|3|5|6|7|11,25.962288
0,drop,6,2|3|5|6|7|11,46.259830
0,impute,6,2|3|5|6|7|11,75.303456
0,base,6,2|3|5|6|8|9,34.288772
0,drop,6,2|3|5|6|8|9,62.381581
0,impute,6,2|3|5|6|8|9,77.563808
0,base,6,2|3|5|6|8|10,36.007447
0,drop,6,2|3|5|6|8|10,62.672945
0,impute,6,2|3|5|6|8|10,81.631382
0,base,6,2|3|5|6|8|11,25.829974
0,drop,6,2|3|5|6|8|11,62.279762
0,impute,6,2|3|5|6|8|11,76.674694
0,base,6,2|3|5|6|9|10,26.921210
0,drop,6,2|3|5|6|9|10,62.025361
0,impute,6,2|3|5|6|9|10,79.106587
0,base,6,2|3|5|6|9|11,24.812125
0,drop,6,2|3|5|6|9|11,62.013410
0,impute,6,2|3|5|6|9|11,78.499559
0,base,6,2|3|5|6|10|11,24.756995
0,drop,6,2|3|5|6|10|11,62.087898
0,impute,6,2|3|5|6|10|11,77.761914
0,base,6,2|3|5|7|8|9,24.837425
0,drop,6,2|3|5|7|8|9,61.907613
0,impute,6,2|3|5|7|8|9,77.710052
0,base,6,2|3|5|7|8|10,24.719047
0,drop,6,2|3|5|7|8|10,62.280921
0,impute,6,2|3|5|7|8|10,80.199894
0,base,6,2|3|5|7|8|11,24.719047
0,drop,6,2|3|5|7|8|11,37.862140
0,impute,6,2|3|5|7|8|11,76.732270
0,base,6,2|3|5|7|9|10,24.459237
0,drop,6,2|3|5|7|9|10,61.145463
0,impute,6,2|3|5|7|9|10,78.361679
0,base,6,2|3|5|7|9|11,24.812125
0,drop,6,2|3|5|7|9|11,26.491781
0,impute,6,2|3|5|7|9|11,73.840679
0,base,6,2|3|5|7|10|11,24.756259
0,drop,6,2|3|5|7|10|11,38.262513
0,impute,6,2|3|5|7|10|11,76.293246
0,base,6,2|3|5|8|9|10,24.870238
0,drop,6,2|3|5|8|9|10,62.286582
0,impute,6,2|3|5|8|9|10,81.394764
0,base,6,2|3|5|8|9|11,24.812125
0,drop,6,2|3|5|8|9|11,62.218539
0,impute,6,2|3|5|8|9|11,78.161011
0,base,6,2|3|5|8|10|11,24.737650
0,drop,6,2|3|5|8|10|11,62.280921
0,impute,6,2|3|5|8|10|11,77.356358
0,base,6,2|3|5|9|10|11,24.812125
0,drop,6,2|3|5|9|10|11,62.094731
0,impute,6,2|3|5|9|10|11,78.003186
0,base,6,2|3|6|7|8|9,29.386408
0,drop,6,2|3|6|7|8|9,61.924087
0,impute,6,2|3|6|7|8|9,79.053462
0,base,6,2|3|6|7|8|10,28.805586
0,drop,6,2|3|6|7|8|10,62.268403
0,impute,6,2|3|6|7|8|10,81.351638
0,base,6,2|3|6|7|8|11,25.273363
0,drop,6,2|3|6|7|8|11,29.341605
0,impute,6,2|3|6|7|8|11,82.370973
0,base,6,2|3|6|7|9|10,25.102377
0,drop,6,2|3|6|7|9|10,61.525019
0,impute,6,2|3|6|7|9|10,78.648774
0,base,6,2|3|6|7|9|11,24.812125
0,drop,6,2|3|6|7|9|11,27.322927
0,impute,6,2|3|6|7|9|11,81.182043
0,base,6,2|3|6|7|10|11,24.491310
0,drop,6,2|3|6|7|10|11,29.956351
0,impute,6,2|3|6|7|10|11,82.866135
0,base,6,2|3|6|8|9|10,26.253321
0,drop,6,2|3|6|8|9|10,62.642529
0,impute,6,2|3|6|8|9|10,84.161820
0,base,6,2|3|6|8|9|11,24.737650
0,drop,6,2|3|6|8|9|11,62.342446
0,impute,6,2|3|6|8|9|11,84.901146
0,base,6,2|3|6|8|10|11,23.979830
0,drop,6,2|3|6|8|10|11,62.452867
0,impute,6,2|3|6|8|10|11,86.392335
0,base,6,2|3|6|9|10|11,24.756259
0,drop,6,2|3|6|9|10|11,62.019392
0,impute,6,2|3|6|9|10|11,86.062236
0,base,6,2|3|7|8|9|10,24.342420
0,drop,6,2|3|7|8|9|10,61.130749
0,impute,6,2|3|7|8|9|10,79.062496
0,base,6,2|3|7|8|9|11,24.812125
0,drop,6,2|3|7|8|9|11,43.640307
0,impute,6,2|3|7|8|9|11,81.007010
0,base,6,2|3|7|8|10|11,24.719047
0,drop,6,2|3|7|8|10|11,52.149654
0,impute,6,2|3|7|8|10|11,83.172736
0,base,6,2|3|7|9|10|11,24.812125
0,drop,6,2|3|7|9|10|11,39.149771
0,impute,6,2|3|7|9|10|11,80.785840
0,base,6,2|3|8|9|10|11,24.774875
0,drop,6,2|3|8|9|10|11,65.876511
0,impute,6,2|3|8|9|10|11,86.180364
0,base,6,2|4|5|6|7|8,61.086327
0,drop,6,2|4|5|6|7|8,62.557976
0,impute,6,2|4|5|6|7|8,78.471446
0,base,6,2|4|5|6|7|9,56.960200
0,drop,6,2|4|5|6|7|9,62.568198
0,impute,6,2|4|5|6|7|9,78.633593
0,base,6,2|4|5|6|7|10,60.341846
0,drop,6,2|4|5|6|7|10,62.311680
0,impute,6,2|4|5|6|7|10,78.835131
0,base,6,2|4|5|6|7|11,36.711082
0,drop,6,2|4|5|6|7|11,60.453617
0,impute,6,2|4|5|6|7|11,73.307542
0,base,6,2|4|5|6|8|9,55.842642
0,drop,6,2|4|5|6|8|9,65.806218
0,impute,6,2|4|5|6|8|9,77.500065
0,base,6,2|4|5|6|8|10,61.513068
0,drop,6,2|4|5|6|8|10,66.034438
0,impute,6,2|4|5|6|8|10,81.347999
0,base,6,2|4|5|6|8|11,39.777373
0,drop,6,2|4|5|6|8|11,63.532627
0,impute,6,2|4|5|6|8|11,81.667891
0,base,6,2|4|5|6|9|10,43.811793
0,drop,6,2|4|5|6|9|10,63.759105
0,impute,6,2|4|5|6|9|10,76.421778
0,base,6,2|4|5|6|9|11,26.890627
0,drop,6,2|4|5|6|9|11,62.493401
0,impute,6,2|4|5|6|9|11,79.879069
0,base,6,2|4|5|6|10|11,27.800274
0,drop,6,2|4|5|6|10|11,62.748138
0,impute,6,2|4|5|6|10|11,83.496045
0,base,6,2|4|5|7|8|9,32.321893
0,drop,6,2|4|5|7|8|9,62.413982
0,impute,6,2|4|5|7|8|9,78.826261
0,base,6,2|4|5|7|8|10,30.860422
0,drop,6,2|4|5|7|8|10,62.465568
0,impute,6,2|4|5|7|8|10,79.157788
0,base,6,2|4|5|7|8|11,24.784609
0,drop,6,2|4|5|7|8|11,57.198571
0,impute,6,2|4|5|7|8|11,69.643303
0,base,6,2|4|5|7|9|10,25.607265
0,drop,6,2|4|5|7|9|10,62.439481
0,impute,6,2|4|5|7|9|10,79.341356
0,base,6,2|4|5|7|9|11,24.219037
0,drop,6,2|4|5|7|9|11,40.600411
0,impute,6,2|4|5|7|9|11,73.773239
0,base,6,2|4|5|7|10|11,24.459237
0,drop,6,2|4|5|7|10|11,56.877733
0,impute,6,2|4|5|7|10|11,72.368604
0,base,6,2|4|5|8|9|10,29.874295
0,drop,6,2|4|5|8|9|10,65.148471
0,impute,6,2|4|5|8|9|10,79.043062
0,base,6,2|4|5|8|9|11,24.756259
0,drop,6,2|4|5|8|9|11,63.147204
0,impute,6,2|4|5|8|9|11,79.717827
0,base,6,2|4|5|8|10|11,24.756259
0,drop,6,2|4|5|8|10|11,65.814655
0,impute,6,2|4|5|8|10|11,81.757617
0,base,6,2|4|5|9|10|11,24.644694
0,drop,6,2|4|5|9|10|11,62.623526
0,impute,6,2|4|5|9|10|11,80.070915
0,base,6,2|4|6|7|8|9,53.334352
0,drop,6,2|4|6|7|8|9,62.378714
0,impute,6,2|4|6|7|8|9,78.557083
0,base,6,2|4|6|7|8|10,58.618467
0,drop,6,2|4|6|7|8|10,62.268403
0,impute,6,2|4|6|7|8|10,80.172012
0,base,6,2|4|6|7|8|11,33.606632
0,drop,6,2|4|6|7|8|11,47.481100
0,impute,6,2|4|6|7|8|11,72.899057
0,base,6,2|4|6|7|9|10,38.567628
0,drop,6,2|4|6|7|9|10,62.292276
0,impute,6,2|4|6|7|9|10,81.863225
0,base,6,2|4|6|7|9|11,25.842291
0,drop,6,2|4|6|7|9|11,38.397900
0,impute,6,2|4|6|7|9|11,75.212840
0,base,6,2|4|6|7|10|11,26.991867
0,drop,6,2|4|6|7|10|11,43.246267
0,impute,6,2|4|6|7|10|11,78.100936
0,base,6,2|4|6|8|9|10,41.687036
0,drop,6,2|4|6|8|9|10,72.168773
0,impute,6,2|4|6|8|9|10,83.287809
0,base,6,2|4|6|8|9|11,25.715076
0,drop,6,2|4|6|8|9|11,68.023636
0,impute,6,2|4|6|8|9|11,84.446894
0,base,6,2|4|6|8|10|11,24.862725
0,drop,6,2|4|6|8|10|11,71.377118
0,impute,6,2|4|6|8|10|11,86.268391
0,base,6,2|4|6|9|10|11,24.812125
0,drop,6,2|4|6|9|10|11,65.867999
0,impute,6,2|4|6|9|10|11,85.277317
0,base,6,2|4|7|8|9|10,25.351450
0,drop,6,2|4|7|8|9|10,61.992368
0,impute,6,2|4|7|8|9|10,80.409471
0,base,6,2|4|7|8|9|11,24.514811
0,drop,6,2|4|7|8|9|11,56.045020
0,impute,6,2|4|7|8|9|11,72.736659
0,base,6,2|4|7|8|10|11,24.422218
0,drop,6,2|4|7|8|10|11,57.621001
0,impute,6,2|4|7|8|10|11,73.651268
0,base,6,2|4|7|9|10|11,24.200602
0,drop,6,2|4|7|9|10|11,48.795425
0,impute,6,2|4|7|9|10|11,77.654333
0,base,6,2|4|8|9|10|11,24.644694
0,drop,6,2|4|8|9|10|11,74.478822
0,impute,6,2|4|8|9|10|11,85.011945
0,base,6,2|5|6|7|8|9,29.968870
0,drop,6,2|5|6|7|8|9,62.174361
0,impute,6,2|5|6|7|8|9,76.548770
0,base,6,2|5|6|7|8|10,31.318179
0,drop,6,2|5|6|7|8|10,62.218327
0,impute,6,2|5|6|7|8|10,79.771310
0,base,6,2|5|6|7|8|11,25.703851
0,drop,6,2|5|6|7|8|11,45.932870
0,impute,6,2|5|6|7|8|11,77.127554
0,base,6,2|5|6|7|9|10,25.414633
0,drop,6,2|5|6|7|9|10,62.231021
0,impute,6,2|5|6|7|9|10,76.584149
0,base,6,2|5|6|7|9|11,24.793497
0,drop,6,2|5|6|7|9|11,35.283453
0,impute,6,2|5|6|7|9|11,76.251741
0,base,6,2|5|6|7|10|11,24.788248
0,drop,6,2|5|6|7|10|11,42.914219
0,impute,6,2|5|6|7|10|11,77.941697
0,base,6,2|5|6|8|9|10,27.503633
0,drop,6,2|5|6|8|9|10,62.160899
0,impute,6,2|5|6|8|9|10,76.335366
0,base,6,2|5|6|8|9|11,24.812125
0,drop,6,2|5|6|8|9|11,62.266969
0,impute,6,2|5|6|8|9|11,81.367919
0,base,6,2|5|6|8|10|11,24.681858
0,drop,6,2|5|6|8|10|11,62.224132
0,impute,6,2|5|6|8|10|11,82.721047
0,base,6,2|5|6|9|10|11,24.793497
0,drop,6,2|5|6|9|10|11,62.231021
0,impute,6,2|5|6|9|10|11,79.947330
0,base,6,2|5|7|8|9|10,24.638770
0,drop,6,2|5|7|8|9|10,62.118849
0,impute,6,2|5|7|8|9|10,78.355299
0,base,6,2|5|7|8|9|11,24.793497
0,drop,6,2|5|7|8|9|11,35.046346
0,impute,6,2|5|7|8|9|11,75.749194
0,base,6,2|5|7|8|10|11,24.681858
0,drop,6,2|5|7|8|10|11,50.756715
0,impute,6,2|5|7|8|10|11,77.896404
0,base,6,2|5|7|9|10|11,24.774875
0,drop,6,2|5|7|9|10|11,32.363873
0,impute,6,2|5|7|9|10|11,76.315940
0,base,6,2|5|8|9|10|11,24.793497
0,drop,6,2|5|8|9|10|11,62.311680
0,impute,6,2|5|8|9|10|11,82.165382
0,base,6,2|6|7|8|9|10,25.860802
0,drop,6,2|6|7|8|9|10,58.047566
0,impute,6,2|6|7|8|9|10,80.556255
0,base,6,2|6|7|8|9|11,24.812125
0,drop,6,2|6|7|8|9|11,32.280024
0,impute,6,2|6|7|8|9|11,82.060978
0,base,6,2|6|7|8|10|11,24.626121
0,drop,6,2|6|7|8|10|11,36.829294
0,impute,6,2|6|7|8|10|11,83.144906
0,base,6,2|6|7|9|10|11,24.793497
0,drop,6,2|6|7|9|10|11,26.637257
0,impute,6,2|6|7|9|10|11,83.086197
0,base,6,2|6|8|9|10|11,24.793497
0,drop,6,2|6|8|9|10|11,62.434778
0,impute,6,2|6|8|9|10|11,84.372032
0,base,6,2|7|8|9|10|11,24.774875
0,drop,6,2|7|8|9|10|11,57.429383
0,impute,6,2|7|8|9|10|11,82.775154
0,base,6,3|4|5|6|7|8,57.559506
0,drop,6,3|4|5|6|7|8,76.326038
0,impute,6,3|4|5|6|7|8,77.419007
0,base,6,3|4|5|6|7|9,40.185668
0,drop,6,3|4|5|6|7|9,70.668560
0,impute,6,3|4|5|6|7|9,78.061411
0,base,6,3|4|5|6|7|10,41.820109
0,drop,6,3|4|5|6|7|10,73.462418
0,impute,6,3|4|5|6|7|10,77.046434
0,base,6,3|4|5|6|7|11,27.046762
0,drop,6,3|4|5|6|7|11,61.978885
0,impute,6,3|4|5|6|7|11,74.173664
0,base,6,3|4|5|6|8|9,40.614048
0,drop,6,3|4|5|6|8|9,71.214722
0,impute,6,3|4|5|6|8|9,83.148511
0,base,6,3|4|5|6|8|10,39.630262
0,drop,6,3|4|5|6|8|10,65.988042
0,impute,6,3|4|5|6|8|10,82.148338
0,base,6,3|4|5|6|8|11,27.612946
0,drop,6,3|4|5|6|8|11,73.343608
0,impute,6,3|4|5|6|8|11,83.818368
0,base,6,3|4|5|6|9|10,31.480968
0,drop,6,3|4|5|6|9|10,70.188499
0,impute,6,3|4|5|6|9|10,78.351403
0,base,6,3|4|5|6|9|11,24.956597
0,drop,6,3|4|5|6|9|11,63.279189
0,impute,6,3|4|5|6|9|11,84.144555
0,base,6,3|4|5|6|10|11,25.062575
0,drop,6,3|4|5|6|10|11,65.202315
0,impute,6,3|4|5|6|10|11,82.893496
0,base,6,3|4|5|7|8|9,24.314306
0,drop,6,3|4|5|7|8|9,64.226317
0,impute,6,3|4|5|7|8|9,76.667957
0,base,6,3|4|5|7|8|10,24.127403
0,drop,6,3|4|5|7|8|10,64.852044
0,impute,6,3|4|5|7|8|10,77.801649
0,base,6,3|4|5|7|8|11,24.719047
0,drop,6,3|4|5|7|8|11,61.873654
0,impute,6,3|4|5|7|8|11,70.095705
0,base,6,3|4|5|7|9|10,23.470921
0,drop,6,3|4|5|7|9|10,63.144116
0,impute,6,3|4|5|7|9|10,76.707776
0,base,6,3|4|5|7|9|11,24.496281
0,drop,6,3|4|5|7|9|11,56.506527
0,impute,6,3|4|5|7|9|11,74.967601
0,base,6,3|4|5|7|10|11,24.774875
0,drop,6,3|4|5|7|10|11,60.898590
0,impute,6,3|4|5|7|10|11,72.056628
0,base,6,3|4|5|8|9|10,25.704619
0,drop,6,3|4|5|8|9|10,72.775787
0,impute,6,3|4|5|8|9|10,82.713866
0,base,6,3|4|5|8|9|11,24.719047
0,drop,6,3|4|5|8|9|11,66.108618
0,impute,6,3|4|5|8|9|11,84.369074
0,base,6,3|4|5|8|10|11,24.812125
0,drop,6,3|4|5|8|10|11,69.138496
0,impute,6,3|4|5|8|10|11,83.601051
0,base,6,3|4|5|9|10|11,24.700449
0,drop,6,3|4|5|9|10|11,64.247591
0,impute,6,3|4|5|9|10|11,84.880665
0,base,6,3|4|6|7|8|9,33.503784
0,drop,6,3|4|6|7|8|9,70.260500
0,impute,6,3|4|6|7|8|9,76.347444
0,base,6,3|4|6|7|8|10,28.124554
0,drop,6,3|4|6|7|8|10,70.213643
0,impute,6,3|4|6|7|8|10,77.011924
0,base,6,3|4|6|7|8|11,26.715281
0,drop,6,3|4|6|7|8|11,56.684471
0,impute,6,3|4|6|7|8|11,68.803896
0,base,6,3|4|6|7|9|10,24.993166
0,drop,6,3|4|6|7|9|10,64.556047
0,impute,6,3|4|6|7|9|10,76.657159
0,base,6,3|4|6|7|9|11,24.644694
0,drop,6,3|4|6|7|9|11,51.674223
0,impute,6,3|4|6|7|9|11,71.355163
0,base,6,3|4|6|7|10|11,24.904998
0,drop,6,3|4|6|7|10|11,52.925952
0,impute,6,3|4|6|7|10|11,73.201575
0,base,6,3|4|6|8|9|10,35.334489
0,drop,6,3|4|6|8|9|10,73.090203
0,impute,6,3|4|6|8|9|10,84.304963
0,base,6,3|4|6|8|9|11,24.959942
0,drop,6,3|4|6|8|9|11,77.477392
0,impute,6,3|4|6|8|9|11,86.531632
0,base,6,3|4|6|8|10|11,25.058370
0,drop,6,3|4|6|8|10|11,76.124163
0,impute,6,3|4|6|8|10|11,87.307848
0,base,6,3|4|6|9|10|11,24.812125
0,drop,6,3|4|6|9|10|11,75.020294
0,impute,6,3|4|6|9|10|11,85.586569
0,base,6,3|4|7|8|9|10,23.607729
0,drop,6,3|4|7|8|9|10,67.150259
0,impute,6,3|4|7|8|9|10,75.963373
0,base,6,3|4|7|8|9|11,24.607555
0,drop,6,3|4|7|8|9|11,61.437896
0,impute,6,3|4|7|8|9|11,70.839551
0,base,6,3|4|7|8|10|11,25.093577
0,drop,6,3|4|7|8|10|11,62.808511
0,impute,6,3|4|7|8|10|11,71.702269
0,base,6,3|4|7|9|10|11,24.551890
0,drop,6,3|4|7|9|10|11,56.202478
0,impute,6,3|4|7|9|10|11,74.825825
0,base,6,3|4|8|9|10|11,24.719047
0,drop,6,3|4|8|9|10|11,70.385583
0,impute,6,3|4|8|9|10|11,86.511494
0,base,6,3|5|6|7|8|9,24.874700
0,drop,6,3|5|6|7|8|9,64.031100
0,impute,6,3|5|6|7|8|9,79.994609
0,base,6,3|5|6|7|8|10,24.812125
0,drop,6,3|5|6|7|8|10,65.376840
0,impute,6,3|5|6|7|8|10,79.781873
0,base,6,3|5|6|7|8|11,24.787525
0,drop,6,3|5|6|7|8|11,54.884608
0,impute,6,3|5|6|7|8|11,81.869742
0,base,6,3|5|6|7|9|10,24.774875
0,drop,6,3|5|6|7|9|10,62.371408
0,impute,6,3|5|6|7|9|10,75.459514
0,base,6,3|5|6|7|9|11,24.812125
0,drop,6,3|5|6|7|9|11,48.233124
0,impute,6,3|5|6|7|9|11,81.210643
0,base,6,3|5|6|7|10|11,24.793497
0,drop,6,3|5|6|7|10|11,52.525216
0,impute,6,3|5|6|7|10|11,81.689097
0,base,6,3|5|6|8|9|10,25.215368
0,drop,6,3|5|6|8|9|10,66.540295
0,impute,6,3|5|6|8|9|10,76.220976
0,base,6,3|5|6|8|9|11,24.812125
0,drop,6,3|5|6|8|9|11,64.689165
0,impute,6,3|5|6|8|9|11,83.597765
0,base,6,3|5|6|8|10|11,24.793497
0,drop,6,3|5|6|8|10|11,65.085676
0,impute,6,3|5|6|8|10|11,82.235486
0,base,6,3|5|6|9|10|11,24.812125
0,drop,6,3|5|6|9|10|11,62.237482
0,impute,6,3|5|6|9|10|11,80.654218
0,base,6,3|5|7|8|9|10,24.681858
0,drop,6,3|5|7|8|9|10,62.678172
0,impute,6,3|5|7|8|9|10,78.208276
0,base,6,3|5|7|8|9|11,24.812125
0,drop,6,3|5|7|8|9|11,44.347505
0,impute,6,3|5|7|8|9|11,81.386372
0,base,6,3|5|7|8|10|11,24.812125
0,drop,6,3|5|7|8|10|11,56.513817
0,impute,6,3|5|7|8|10|11,80.595027
0,base,6,3|5|7|9|10|11,24.812125
0,drop,6,3|5|7|9|10|11,42.368986
0,impute,6,3|5|7|9|10|11,79.596967
0,base,6,3|5|8|9|10|11,24.812125
0,drop,6,3|5|8|9|10|11,62.873033
0,impute,6,3|5|8|9|10|11,83.592957
0,base,6,3|6|7|8|9|10,24.977512
0,drop,6,3|6|7|8|9|10,63.268872
0,impute,6,3|6|7|8|9|10,77.789040
0,base,6,3|6|7|8|9|11,24.799606
0,drop,6,3|6|7|8|9|11,36.691255
0,impute,6,3|6|7|8|9|11,82.679659
0,base,6,3|6|7|8|10|11,24.945271
0,drop,6,3|6|7|8|10|11,38.795907
0,impute,6,3|6|7|8|10|11,83.645580
0,base,6,3|6|7|9|10|11,24.812125
0,drop,6,3|6|7|9|10|11,33.723222
0,impute,6,3|6|7|9|10|11,80.454664
0,base,6,3|6|8|9|10|11,24.812125
0,drop,6,3|6|8|9|10|11,77.575911
0,impute,6,3|6|8|9|10|11,84.344766
0,base,6,3|7|8|9|10|11,24.812125
0,drop,6,3|7|8|9|10|11,61.762342
0,impute,6,3|7|8|9|10|11,81.346457
0,base,6,4|5|6|7|8|9,35.840464
0,drop,6,4|5|6|7|8|9,63.941065
0,impute,6,4|5|6|7|8|9,77.912368
0,base,6,4|5|6|7|8|10,28.521231
0,drop,6,4|5|6|7|8|10,65.260023
0,impute,6,4|5|6|7|8|10,78.335281
0,base,6,4|5|6|7|8|11,26.088460
0,drop,6,4|5|6|7|8|11,61.968463
0,impute,6,4|5|6|7|8|11,69.197423
0,base,6,4|5|6|7|9|10,25.041476
0,drop,6,4|5|6|7|9|10,62.926316
0,impute,6,4|5|6|7|9|10,78.067082
0,base,6,4|5|6|7|9|11,24.348251
0,drop,6,4|5|6|7|9|11,61.777674
0,impute,6,4|5|6|7|9|11,71.725001
0,base,6,4|5|6|7|10|11,24.632852
0,drop,6,4|5|6|7|10|11,61.217585
0,impute,6,4|5|6|7|10|11,73.381311
0,base,6,4|5|6|8|9|10,29.843817
0,drop,6,4|5|6|8|9|10,76.283558
0,impute,6,4|5|6|8|9|10,75.441803
0,base,6,4|5|6|8|9|11,24.675922
0,drop,6,4|5|6|8|9|11,67.937347
0,impute,6,4|5|6|8|9|11,84.166938
0,base,6,4|5|6|8|10|11,24.719047
0,drop,6,4|5|6|8|10|11,74.576181
0,impute,6,4|5|6|8|10|11,83.631727
0,base,6,4|5|6|9|10|11,24.737650
0,drop,6,4|5|6|9|10|11,63.784807
0,impute,6,4|5|6|9|10|11,80.657465
0,base,6,4|5|7|8|9|10,23.396706
0,drop,6,4|5|7|8|9|10,62.661301
0,impute,6,4|5|7|8|9|10,79.937194
0,base,6,4|5|7|8|9|11,24.219037
0,drop,6,4|5|7|8|9|11,60.763560
0,impute,6,4|5|7|8|9|11,70.088685
0,base,6,4|5|7|8|10|11,24.440725
0,drop,6,4|5|7|8|10|11,61.790766
0,impute,6,4|5|7|8|10|11,67.149126
0,base,6,4|5|7|9|10|11,24.219037
0,drop,6,4|5|7|9|10|11,59.736664
0,impute,6,4|5|7|9|10|11,72.864533
0,base,6,4|5|8|9|10|11,24.644694
0,drop,6,4|5|8|9|10|11,68.009114
0,impute,6,4|5|8|9|10|11,83.545957
0,base,6,4|6|7|8|9|10,24.850308
0,drop,6,4|6|7|8|9|10,62.789258
0,impute,6,4|6|7|8|9|10,78.712322
0,base,6,4|6|7|8|9|11,24.514811
0,drop,6,4|6|7|8|9|11,52.419783
0,impute,6,4|6|7|8|9|11,73.253849
0,base,6,4|6|7|8|10|11,24.705686
0,drop,6,4|6|7|8|10|11,53.792733
0,impute,6,4|6|7|8|10|11,73.036200
0,base,6,4|6|7|9|10|11,24.496281
0,drop,6,4|6|7|9|10|11,47.315043
0,impute,6,4|6|7|9|10|11,74.714826
0,base,6,4|6|8|9|10|11,24.793497
0,drop,6,4|6|8|9|10|11,74.882795
0,impute,6,4|6|8|9|10|11,85.198468
0,base,6,4|7|8|9|10|11,24.403718
0,drop,6,4|7|8|9|10|11,62.528463
0,impute,6,4|7|8|9|10|11,73.304649
0,base,6,5|6|7|8|9|10,24.812125
0,drop,6,5|6|7|8|9|10,62.999269
0,impute,6,5|6|7|8|9|10,73.037895
0,base,6,5|6|7|8|9|11,24.812125
0,drop,6,5|6|7|8|9|11,52.235757
0,impute,6,5|6|7|8|9|11,81.500122
0,base,6,5|6|7|8|10|11,24.774875
0,drop,6,5|6|7|8|10|11,58.807258
0,impute,6,5|6|7|8|10|11,80.536867
0,base,6,5|6|7|9|10|11,24.812125
0,drop,6,5|6|7|9|10|11,45.871804
0,impute,6,5|6|7|9|10|11,78.772820
