split_seed,model_seed,state,arm,joint_risk,coverage,selective_risk,acc,feasible,n_calib_units,n_eval_units
8,3,dropSWIR,mondrian,7.55978,65.1804,11.5982,77.3623,1,69,69
8,3,dropSWIR,naive,10.6283,75.4656,14.0836,77.3623,1,69,69
8,3,L2A_real,mondrian,9.17899,79.1014,11.6041,80.9226,1,69,69
8,3,L2A_real,naive,10.1873,81.921,12.4355,80.9226,1,69,69
8,4,clean,mondrian,8.61993,78.7837,10.9413,81.5123,1,69,69
8,4,clean,naive,8.61993,78.7837,10.9413,81.5123,1,69,69
8,4,dropSWIR,mondrian,7.77065,62.7004,12.3933,76.9479,1,69,69
8,4,dropSWIR,naive,11.2351,75.1757,14.9452,76.9479,1,69,69
8,4,L2A_real,mondrian,8.89058,78.6091,11.3099,81.0623,1,69,69
8,4,L2A_real,naive,10.2917,82.5649,12.4649,81.0623,1,69,69
8,5,clean,mondrian,8.05797,76.5047,10.5326,81.0116,1,69,69
8,5,clean,naive,8.05797,76.5047,10.5326,81.0116,1,69,69
8,5,dropSWIR,mondrian,7.79529,56.6178,13.7683,72.8651,1,69,69
8,5,dropSWIR,naive,12.4152,71.0362,17.4773,72.8651,1,69,69
8,5,L2A_real,mondrian,8.62971,77.8659,11.0828,80.8788,1,69,69
8,5,L2A_real,naive,9.48587,80.3163,11.8106,80.8788,1,69,69
8,6,clean,mondrian,7.79638,76.7043,10.1642,81.4267,1,69,69
8,6,clean,naive,7.79638,76.7043,10.1642,81.4267,1,69,69
8,6,dropSWIR,mondrian,7.62609,64.0924,11.8986,76.7301,1,69,69
8,6,dropSWIR,naive,10.4511,73.6062,14.1987,76.7301,1,69,69
8,6,L2A_real,mondrian,8.47391,77.8533,10.8845,81.0349,1,69,69
8,6,L2A_real,naive,9.28913,80.2551,11.5745,81.0349,1,69,69
8,7,clean,mondrian,8.29022,77.55,10.6902,81.0473,1,69,69
8,7,clean,naive,8.29022,77.55,10.6902,81.0473,1,69,69
8,7,dropSWIR,mondrian,7.73188,62.0692,12.4569,75.876,1,69,69
8,7,dropSWIR,naive,12.0707,75.7685,15.931,75.876,1,69,69
8,7,L2A_real,mondrian,9.40978,79.3279,11.8619,80.7219,1,69,69
8,7,L2A_real,naive,10.5627,82.5083,12.802,80.7219,1,69,69
8,8,clean,mondrian,8.54058,76.5304,11.1597,80.4527,1,69,69
8,8,clean,naive,8.54058,76.5304,11.1597,80.4527,1,69,69
8,8,dropSWIR,mondrian,8.09312,61.5268,13.1538,74.9568,1,69,69
8,8,dropSWIR,naive,10.4149,68.7362,15.1519,74.9568,1,69,69
8,8,L2A_real,mondrian,8.92899,78.7688,11.3357,81.0082,1,69,69
8,8,L2A_real,naive,9.54203,80.5906,11.8401,81.0082,1,69,69
8,9,clean,mondrian,7.34674,65.8938,11.1494,77.2425,1,69,69
8,9,clean,naive,7.34674,65.8938,11.1494,77.2425,1,69,69
8,9,dropSWIR,mondrian,8.13913,58.1543,13.9957,73.2911,1,69,69
8,9,dropSWIR,naive,9.96667,64.8239,15.375,73.2911,1,69,69
8,9,L2A_real,mondrian,7.54638,71.1681,10.6036,79.4897,1,69,69
8,9,L2A_real,naive,8.24819,73.5149,11.2198,79.4897,1,69,69
9,0,clean,mondrian,8.14312,77.2529,10.5409,81.0169,1,69,69
9,0,clean,naive,8.14312,77.2529,10.5409,81.0169,1,69,69
9,0,dropSWIR,mondrian,8.68007,63.6366,13.6401,75.2239,1,69,69
9,0,dropSWIR,naive,11.1844,71.7351,15.5913,75.2239,1,69,69
9,0,L2A_real,mondrian,8.22029,77.8913,10.5535,80.9127,1,69,69
9,0,L2A_real,naive,9.26377,80.7696,11.4694,80.9127,1,69,69
9,1,clean,mondrian,8.97645,77.4993,11.5826,80.2225,1,69,69
9,1,clean,naive,8.97645,77.4993,11.5826,80.2225,1,69,69
9,1,dropSWIR,mondrian,9.38623,66.442,14.1269,75.5099,1,69,69
9,1,dropSWIR,naive,11.0308,71.9504,15.3311,75.5099,1,69,69
9,1,L2A_real,mondrian,8.83732,79.1199,11.1695,80.9,1,69,69
9,1,L2A_real,naive,9.99565,82.1442,12.1684,80.9,1,69,69
9,2,clean,mondrian,8.31739,75.0804,11.078,79.4014,1,69,69
9,2,clean,naive,8.31739,75.0804,11.078,79.4014,1,69,69
9,2,dropSWIR,mondrian,8.71848,61.7935,14.1091,74.069,1,69,69
9,2,dropSWIR,naive,12.8014,73.9431,17.3126,74.069,1,69,69
9,2,L2A_real,mondrian,7.95072,74.8279,10.6253,79.6556,1,69,69
9,2,L2A_real,naive,9.40725,78.8855,11.9252,79.6556,1,69,69
9,3,clean,mondrian,8.24529,76.9953,10.7088,80.9746,1,69,69
9,3,clean,naive,8.24529,76.9953,10.7088,80.9746,1,69,69
9,3,dropSWIR,mondrian,8.87355,66.9496,13.2541,76.4021,1,69,69
9,3,dropSWIR,naive,10.9377,73.725,14.8358,76.4021,1,69,69
9,3,L2A_real,mondrian,8.35797,77.3971,10.7988,81.1458,1,69,69
9,3,L2A_real,naive,9.73333,81.3975,11.9578,81.1458,1,69,69
9,4,clean,mondrian,8.24058,77.3507,10.6535,81.0401,1,69,69
9,4,clean,naive,8.24058,77.3507,10.6535,81.0401,1,69,69
9,4,dropSWIR,mondrian,8.88877,62.863,14.1399,75.6,1,69,69
9,4,dropSWIR,naive,11.5746,72.279,16.0138,75.6,1,69,69
9,4,L2A_real,mondrian,7.85833,76.3514,10.2923,80.9549,1,69,69
9,4,L2A_real,naive,9.51014,81.0149,11.7388,80.9549,1,69,69
9,5,clean,mondrian,8.84058,77.3772,11.4253,80.3486,1,69,69
9,5,clean,naive,8.84058,77.3772,11.4253,80.3486,1,69,69
9,5,dropSWIR,mondrian,8.63659,58.388,14.7917,72.7711,1,69,69
9,5,dropSWIR,naive,12.3525,70.196,17.5972,72.7711,1,69,69
9,5,L2A_real,mondrian,8.43623,77.4087,10.8983,80.6669,1,69,69
9,5,L2A_real,naive,9.68478,80.7232,11.9975,80.6669,1,69,69
9,6,clean,mondrian,7.95543,76.4917,10.4004,81.2317,1,69,69
9,6,clean,naive,7.95543,76.4917,10.4004,81.2317,1,69,69
9,6,dropSWIR,mondrian,8.41268,64.4982,13.0433,76.1845,1,69,69
9,6,dropSWIR,naive,10.5464,71.6196,14.7256,76.1845,1,69,69
9,6,L2A_real,mondrian,8.04239,76.8362,10.4669,81.1077,1,69,69
9,6,L2A_real,naive,9.09529,80.0812,11.3576,81.1077,1,69,69
9,7,clean,mondrian,8.0779,76.0105,10.6273,80.3655,1,69,69
9,7,clean,naive,8.0779,76.0105,10.6273,80.3655,1,69,69
9,7,dropSWIR,mondrian,8.24457,62.8547,13.1169,75.0331,1,69,69
9,7,dropSWIR,naive,11.6178,73.2601,15.8582,75.0331,1,69,69
9,7,L2A_real,mondrian,7.61486,74.8091,10.1791,80.6535,1,69,69
9,7,L2A_real,naive,9.66449,80.6815,11.9786,80.6535,1,69,69
9,8,clean,mondrian,8.81123,76.671,11.4923,80.1669,1,69,69
9,8,clean,naive,8.81123,76.671,11.4923,80.1669,1,69,69
9,8,dropSWIR,mondrian,8.425,61.6007,13.6768,74.4099,1,69,69
9,8,dropSWIR,naive,10.5906,68.1743,15.5346,74.4099,1,69,69
9,8,L2A_real,mondrian,8.93152,78.9764,11.3091,80.8577,1,69,69
9,8,L2A_real,naive,9.66304,80.9091,11.9431,80.8577,1,69,69
9,9,clean,mondrian,10.3315,73.1109,14.1313,77.0204,1,69,69
9,9,clean,naive,10.3315,73.1109,14.1313,77.0204,1,69,69
9,9,dropSWIR,mondrian,8.59167,58.3746,14.7181,72.9465,1,69,69
9,9,dropSWIR,naive,12.2475,69.8641,17.5304,72.9465,1,69,69
9,9,L2A_real,mondrian,9.64167,75.417,12.7845,78.7359,1,69,69
9,9,L2A_real,naive,10.6167,78.0587,13.6009,78.7359,1,69,69
