name,kind,params,size_mb,macs,macs_per_sample,batch_size,macs_note,accel_device,bench_threads,torch_threads,interop_threads,default_dtype,usable_cores,host_cores,gpu_clock_sm_mhz,gpu_temp_c,peak_mem_mb,peak_mem_baseline_mb,peak_mem_activation_mb,peak_mem_reserved_mb,device_mem_used_mb,peak_mem_note,lat_gpu_ms,lat_gpu_iqr_ms,lat_gpu_rel_iqr,lat_gpu_n,lat_gpu_n_measurements,lat_gpu_number_per_run,lat_gpu_single_ms,lat_gpu_single_iqr_ms,lat_gpu_single_rel_iqr,lat_gpu_single_n,thr_gpu,lat_cpu_ms,lat_cpu_iqr_ms,lat_cpu_rel_iqr,lat_cpu_n,lat_cpu_n_measurements,lat_cpu_number_per_run,lat_cpu_single_ms,lat_cpu_single_iqr_ms,lat_cpu_single_rel_iqr,lat_cpu_single_n,thr_cpu,repeats,warmup_iters,min_run_time_s,quant_api,quant_engine,quant_torch_version,quant_validated_torch,quant_scope,quant_n_quantized,quant_n_left_fp32,dynint8_size_mb,dynint8_lat_cpu_ms,dynint8_lat_cpu_iqr_ms,dynint8_lat_cpu_rel_iqr,dynint8_lat_cpu_n,dynint8_lat_cpu_number_per_run,miou_fp32_clean,miou_dynint8_clean,missing_k,n_missing_subsets,missing_subset_coverage,missing_subsets,miou_fp32_miss_mean,miou_fp32_miss_std,miou_fp32_miss_median,miou_fp32_miss_p05,miou_fp32_miss_min,miou_fp32_miss_max,miou_fp32_miss_prefix,miou_fp32_miss_values,miou_dynint8_miss_mean,miou_dynint8_miss_std,miou_dynint8_miss_median,miou_dynint8_miss_p05,miou_dynint8_miss_min,miou_dynint8_miss_max,miou_dynint8_miss_prefix,miou_dynint8_miss_values,required_failed,worker_pid,driver_pid,isolation,timing_validity,status
MLP (B1),mlp,121360,0.488,30932992,120832.000,256,complete,cuda,6,6,6,torch.float32,8,36,1290,27,35.818,34.245,1.573,37.749,n/a,allocator-tracked live tensors only; excludes the CUDA context and any non-PyTorch allocation -- device_mem_used_mb is the whole-process figure,0.361,0.001,0.002,20,5,1000,0.439,0.009,0.021,200,709368.313,0.245,0.001,0.004,20,5,1000,0.249,0.006,0.025,200,1044904.014,5,50,0.500,torch.ao.quantization.quantize_dynamic (legacy eager-mode dynamic PTQ),x86,2.6.0+cu124,2.6.0+cu124,"int8-dynamic: net.0,net.3,net.5 (3 module(s) -> ['Linear'])",3,0,0.127,0.446,0.001,0.003,20,1000,72.251,72.665,6,210,210/210 exhaustive,0+1+2+3+4+5 | 4+5+6+7+8+9 | 0+2+4+5+7+9 | 0+1+2+3+4+6 | 0+1+2+3+4+7 | 0+1+2+3+4+8 | 0+1+2+3+4+9 | 0+1+2+3+5+6 | 0+1+2+3+5+7 | 0+1+2+3+5+8 | 0+1+2+3+5+9 | 0+1+2+3+6+7 | 0+1+2+3+6+8 | 0+1+2+3+6+9 | 0+1+2+3+7+8 | 0+1+2+3+7+9 | 0+1+2+3+8+9 | 0+1+2+4+5+6 | 0+1+2+4+5+7 | 0+1+2+4+5+8 | 0+1+2+4+5+9 | 0+1+2+4+6+7 | 0+1+2+4+6+8 | 0+1+2+4+6+9 | 0+1+2+4+7+8 | 0+1+2+4+7+9 | 0+1+2+4+8+9 | 0+1+2+5+6+7 | 0+1+2+5+6+8 | 0+1+2+5+6+9 | 0+1+2+5+7+8 | 0+1+2+5+7+9 | 0+1+2+5+8+9 | 0+1+2+6+7+8 | 0+1+2+6+7+9 | 0+1+2+6+8+9 | 0+1+2+7+8+9 | 0+1+3+4+5+6 | 0+1+3+4+5+7 | 0+1+3+4+5+8 | 0+1+3+4+5+9 | 0+1+3+4+6+7 | 0+1+3+4+6+8 | 0+1+3+4+6+9 | 0+1+3+4+7+8 | 0+1+3+4+7+9 | 0+1+3+4+8+9 | 0+1+3+5+6+7 | 0+1+3+5+6+8 | 0+1+3+5+6+9 | 0+1+3+5+7+8 | 0+1+3+5+7+9 | 0+1+3+5+8+9 | 0+1+3+6+7+8 | 0+1+3+6+7+9 | 0+1+3+6+8+9 | 0+1+3+7+8+9 | 0+1+4+5+6+7 | 0+1+4+5+6+8 | 0+1+4+5+6+9 | 0+1+4+5+7+8 | 0+1+4+5+7+9 | 0+1+4+5+8+9 | 0+1+4+6+7+8 | 0+1+4+6+7+9 | 0+1+4+6+8+9 | 0+1+4+7+8+9 | 0+1+5+6+7+8 | 0+1+5+6+7+9 | 0+1+5+6+8+9 | 0+1+5+7+8+9 | 0+1+6+7+8+9 | 0+2+3+4+5+6 | 0+2+3+4+5+7 | 0+2+3+4+5+8 | 0+2+3+4+5+9 | 0+2+3+4+6+7 | 0+2+3+4+6+8 | 0+2+3+4+6+9 | 0+2+3+4+7+8 | 0+2+3+4+7+9 | 0+2+3+4+8+9 | 0+2+3+5+6+7 | 0+2+3+5+6+8 | 0+2+3+5+6+9 | 0+2+3+5+7+8 | 0+2+3+5+7+9 | 0+2+3+5+8+9 | 0+2+3+6+7+8 | 0+2+3+6+7+9 | 0+2+3+6+8+9 | 0+2+3+7+8+9 | 0+2+4+5+6+7 | 0+2+4+5+6+8 | 0+2+4+5+6+9 | 0+2+4+5+7+8 | 0+2+4+5+8+9 | 0+2+4+6+7+8 | 0+2+4+6+7+9 | 0+2+4+6+8+9 | 0+2+4+7+8+9 | 0+2+5+6+7+8 | 0+2+5+6+7+9 | 0+2+5+6+8+9 | 0+2+5+7+8+9 | 0+2+6+7+8+9 | 0+3+4+5+6+7 | 0+3+4+5+6+8 | 0+3+4+5+6+9 | 0+3+4+5+7+8 | 0+3+4+5+7+9 | 0+3+4+5+8+9 | 0+3+4+6+7+8 | 0+3+4+6+7+9 | 0+3+4+6+8+9 | 0+3+4+7+8+9 | 0+3+5+6+7+8 | 0+3+5+6+7+9 | 0+3+5+6+8+9 | 0+3+5+7+8+9 | 0+3+6+7+8+9 | 0+4+5+6+7+8 | 0+4+5+6+7+9 | 0+4+5+6+8+9 | 0+4+5+7+8+9 | 0+4+6+7+8+9 | 0+5+6+7+8+9 | 1+2+3+4+5+6 | 1+2+3+4+5+7 | 1+2+3+4+5+8 | 1+2+3+4+5+9 | 1+2+3+4+6+7 | 1+2+3+4+6+8 | 1+2+3+4+6+9 | 1+2+3+4+7+8 | 1+2+3+4+7+9 | 1+2+3+4+8+9 | 1+2+3+5+6+7 | 1+2+3+5+6+8 | 1+2+3+5+6+9 | 1+2+3+5+7+8 | 1+2+3+5+7+9 | 1+2+3+5+8+9 | 1+2+3+6+7+8 | 1+2+3+6+7+9 | 1+2+3+6+8+9 | 1+2+3+7+8+9 | 1+2+4+5+6+7 | 1+2+4+5+6+8 | 1+2+4+5+6+9 | 1+2+4+5+7+8 | 1+2+4+5+7+9 | 1+2+4+5+8+9 | 1+2+4+6+7+8 | 1+2+4+6+7+9 | 1+2+4+6+8+9 | 1+2+4+7+8+9 | 1+2+5+6+7+8 | 1+2+5+6+7+9 | 1+2+5+6+8+9 | 1+2+5+7+8+9 | 1+2+6+7+8+9 | 1+3+4+5+6+7 | 1+3+4+5+6+8 | 1+3+4+5+6+9 | 1+3+4+5+7+8 | 1+3+4+5+7+9 | 1+3+4+5+8+9 | 1+3+4+6+7+8 | 1+3+4+6+7+9 | 1+3+4+6+8+9 | 1+3+4+7+8+9 | 1+3+5+6+7+8 | 1+3+5+6+7+9 | 1+3+5+6+8+9 | 1+3+5+7+8+9 | 1+3+6+7+8+9 | 1+4+5+6+7+8 | 1+4+5+6+7+9 | 1+4+5+6+8+9 | 1+4+5+7+8+9 | 1+4+6+7+8+9 | 1+5+6+7+8+9 | 2+3+4+5+6+7 | 2+3+4+5+6+8 | 2+3+4+5+6+9 | 2+3+4+5+7+8 | 2+3+4+5+7+9 | 2+3+4+5+8+9 | 2+3+4+6+7+8 | 2+3+4+6+7+9 | 2+3+4+6+8+9 | 2+3+4+7+8+9 | 2+3+5+6+7+8 | 2+3+5+6+7+9 | 2+3+5+6+8+9 | 2+3+5+7+8+9 | 2+3+6+7+8+9 | 2+4+5+6+7+8 | 2+4+5+6+7+9 | 2+4+5+6+8+9 | 2+4+5+7+8+9 | 2+4+6+7+8+9 | 2+5+6+7+8+9 | 3+4+5+6+7+8 | 3+4+5+6+7+9 | 3+4+5+6+8+9 | 3+4+5+7+8+9 | 3+4+6+7+8+9 | 3+5+6+7+8+9,8.144,3.799,7.447,2.946,1.966,18.148,2.763,2.763;5.068;13.691;2.114;3.213;7.337;4.961;3.836;4.008;5.520;6.010;5.555;8.109;10.531;6.740;6.502;8.231;3.178;6.525;12.351;13.733;7.992;13.006;13.225;14.791;15.106;6.674;7.120;11.550;11.497;13.929;10.259;5.297;10.110;8.904;7.258;5.743;3.255;4.193;10.224;11.765;7.469;13.575;16.548;13.608;12.255;7.118;6.932;11.435;14.858;14.792;13.293;10.975;11.034;15.072;15.516;10.577;7.380;7.674;8.140;17.125;13.504;6.484;12.743;9.176;4.246;4.681;11.967;11.914;3.824;7.126;4.156;3.773;5.590;12.690;12.237;6.374;8.803;13.265;16.886;14.703;4.528;8.637;11.107;11.212;12.531;13.323;11.461;10.652;11.041;10.492;10.976;3.974;10.000;10.255;13.646;4.183;12.168;13.209;7.826;8.410;17.295;18.148;6.325;7.261;9.399;3.651;8.726;10.417;12.401;13.689;6.009;7.425;11.144;4.204;6.785;12.355;13.558;9.559;11.666;9.321;8.054;7.736;3.315;8.236;7.626;9.191;2.540;5.051;5.494;6.428;2.345;6.583;7.005;4.945;4.385;1.966;6.309;13.409;15.630;8.971;7.156;6.857;10.800;13.265;8.114;6.956;3.713;3.839;4.662;5.997;4.343;2.845;9.561;6.992;3.112;3.070;9.700;8.570;4.524;4.845;2.820;2.537;4.194;7.867;7.700;6.666;2.643;4.551;8.815;3.174;2.310;8.880;12.928;5.750;7.352;4.001;3.569;3.913;5.194;3.303;3.561;3.707;9.990;4.599;7.033;8.430;9.540;6.448;4.116;4.519;5.392;8.427;9.935;9.398;6.746;10.302;11.242;5.182;4.836;4.034;7.135;4.177;5.968;5.740;5.518;4.173;8.739;1.974;6.812,8.163,3.810,7.594,2.905,1.967,18.836,2.735,2.735;5.037;12.702;2.055;3.273;7.378;5.005;3.785;4.137;5.296;5.933;5.513;8.183;10.502;6.606;6.408;8.152;3.177;6.583;12.553;14.856;8.029;14.040;13.014;14.775;15.140;6.710;7.078;13.298;11.593;13.972;10.189;5.333;10.165;8.786;7.335;5.808;3.279;4.167;10.222;11.440;7.427;13.010;16.607;13.532;12.516;7.160;6.851;11.347;14.806;14.738;13.143;11.144;11.014;15.036;15.329;10.486;7.322;7.820;8.217;16.914;13.054;6.407;12.795;9.332;4.288;4.632;11.880;11.875;3.817;7.235;4.100;3.793;5.662;12.719;12.219;6.356;8.675;13.439;16.531;14.830;4.513;8.330;10.995;11.360;12.466;13.390;11.069;10.586;11.106;11.159;11.285;4.077;9.899;10.067;13.514;4.229;12.373;13.143;7.741;8.553;16.876;18.836;6.430;7.229;9.493;3.668;8.718;11.260;12.356;13.669;5.826;8.161;11.538;4.341;6.783;12.221;13.195;9.384;11.588;9.343;8.228;7.605;3.267;8.313;7.815;9.160;2.533;4.954;5.433;7.461;2.321;6.283;6.655;4.668;4.709;1.969;6.359;13.046;15.696;8.926;7.225;6.800;10.058;13.390;8.461;7.105;3.799;3.718;4.260;5.888;4.392;2.763;9.480;7.068;3.221;3.053;10.548;8.160;4.642;4.823;2.784;2.602;4.227;7.864;7.582;6.555;2.666;4.459;8.843;3.233;2.301;8.588;12.916;5.650;8.056;3.704;3.588;3.962;5.179;3.301;3.656;3.750;9.973;4.667;6.942;8.346;9.398;6.602;4.162;4.647;5.713;8.453;10.389;9.490;6.788;10.490;11.166;5.327;4.655;4.113;7.288;4.166;6.015;5.601;5.360;4.141;8.835;1.967;6.789,,2638242,2637096,subprocess,ok,ok
B4 attn,attn,71332,0.299,n/a,n/a,256,"incomplete count -> n/a (unsupported ops: aten::add,aten::any,aten::clone,aten::div,aten::gelu,aten::masked_fill_,aten::mul,aten::rsub,aten::scaled_dot_product_attention,aten::sum,aten::unflatten; uncalled modules: decoder,encoder.layers.0.self_attn.out_proj,encoder.layers.1.self_attn.out_proj)",cuda,6,6,6,torch.float32,8,36,1290,27,40.578,34.055,6.522,60.817,n/a,allocator-tracked live tensors only; excludes the CUDA context and any non-PyTorch allocation -- device_mem_used_mb is the whole-process figure,2.331,0.025,0.011,20,5,100,2.625,0.051,0.020,200,109804.543,4.946,0.151,0.031,33,5,10;100,5.052,0.271,0.054,200,51758.120,5,50,0.500,torch.ao.quantization.quantize_dynamic (legacy eager-mode dynamic PTQ),x86,2.6.0+cu124,2.6.0+cu124,"int8-dynamic: embed,classifier,decoder (3 module(s) -> ['Linear']); fp32 nn.Linear left: encoder.layers.0.self_attn.out_proj,encoder.layers.0.linear1,encoder.layers.0.linear2,encoder.layers.1.self_attn.out_proj,encoder.layers.1.linear1,encoder.layers.1.linear2 (6); fp32 MultiheadAttention in_proj (raw Parameter, not nn.Linear): encoder.layers.0.self_attn,encoder.layers.1.self_attn",3,6,0.290,4.814,0.200,0.041,28,10;100,64.259,63.447,6,210,210/210 exhaustive,0+1+2+3+4+5 | 4+5+6+7+8+9 | 0+2+4+5+7+9 | 0+1+2+3+4+6 | 0+1+2+3+4+7 | 0+1+2+3+4+8 | 0+1+2+3+4+9 | 0+1+2+3+5+6 | 0+1+2+3+5+7 | 0+1+2+3+5+8 | 0+1+2+3+5+9 | 0+1+2+3+6+7 | 0+1+2+3+6+8 | 0+1+2+3+6+9 | 0+1+2+3+7+8 | 0+1+2+3+7+9 | 0+1+2+3+8+9 | 0+1+2+4+5+6 | 0+1+2+4+5+7 | 0+1+2+4+5+8 | 0+1+2+4+5+9 | 0+1+2+4+6+7 | 0+1+2+4+6+8 | 0+1+2+4+6+9 | 0+1+2+4+7+8 | 0+1+2+4+7+9 | 0+1+2+4+8+9 | 0+1+2+5+6+7 | 0+1+2+5+6+8 | 0+1+2+5+6+9 | 0+1+2+5+7+8 | 0+1+2+5+7+9 | 0+1+2+5+8+9 | 0+1+2+6+7+8 | 0+1+2+6+7+9 | 0+1+2+6+8+9 | 0+1+2+7+8+9 | 0+1+3+4+5+6 | 0+1+3+4+5+7 | 0+1+3+4+5+8 | 0+1+3+4+5+9 | 0+1+3+4+6+7 | 0+1+3+4+6+8 | 0+1+3+4+6+9 | 0+1+3+4+7+8 | 0+1+3+4+7+9 | 0+1+3+4+8+9 | 0+1+3+5+6+7 | 0+1+3+5+6+8 | 0+1+3+5+6+9 | 0+1+3+5+7+8 | 0+1+3+5+7+9 | 0+1+3+5+8+9 | 0+1+3+6+7+8 | 0+1+3+6+7+9 | 0+1+3+6+8+9 | 0+1+3+7+8+9 | 0+1+4+5+6+7 | 0+1+4+5+6+8 | 0+1+4+5+6+9 | 0+1+4+5+7+8 | 0+1+4+5+7+9 | 0+1+4+5+8+9 | 0+1+4+6+7+8 | 0+1+4+6+7+9 | 0+1+4+6+8+9 | 0+1+4+7+8+9 | 0+1+5+6+7+8 | 0+1+5+6+7+9 | 0+1+5+6+8+9 | 0+1+5+7+8+9 | 0+1+6+7+8+9 | 0+2+3+4+5+6 | 0+2+3+4+5+7 | 0+2+3+4+5+8 | 0+2+3+4+5+9 | 0+2+3+4+6+7 | 0+2+3+4+6+8 | 0+2+3+4+6+9 | 0+2+3+4+7+8 | 0+2+3+4+7+9 | 0+2+3+4+8+9 | 0+2+3+5+6+7 | 0+2+3+5+6+8 | 0+2+3+5+6+9 | 0+2+3+5+7+8 | 0+2+3+5+7+9 | 0+2+3+5+8+9 | 0+2+3+6+7+8 | 0+2+3+6+7+9 | 0+2+3+6+8+9 | 0+2+3+7+8+9 | 0+2+4+5+6+7 | 0+2+4+5+6+8 | 0+2+4+5+6+9 | 0+2+4+5+7+8 | 0+2+4+5+8+9 | 0+2+4+6+7+8 | 0+2+4+6+7+9 | 0+2+4+6+8+9 | 0+2+4+7+8+9 | 0+2+5+6+7+8 | 0+2+5+6+7+9 | 0+2+5+6+8+9 | 0+2+5+7+8+9 | 0+2+6+7+8+9 | 0+3+4+5+6+7 | 0+3+4+5+6+8 | 0+3+4+5+6+9 | 0+3+4+5+7+8 | 0+3+4+5+7+9 | 0+3+4+5+8+9 | 0+3+4+6+7+8 | 0+3+4+6+7+9 | 0+3+4+6+8+9 | 0+3+4+7+8+9 | 0+3+5+6+7+8 | 0+3+5+6+7+9 | 0+3+5+6+8+9 | 0+3+5+7+8+9 | 0+3+6+7+8+9 | 0+4+5+6+7+8 | 0+4+5+6+7+9 | 0+4+5+6+8+9 | 0+4+5+7+8+9 | 0+4+6+7+8+9 | 0+5+6+7+8+9 | 1+2+3+4+5+6 | 1+2+3+4+5+7 | 1+2+3+4+5+8 | 1+2+3+4+5+9 | 1+2+3+4+6+7 | 1+2+3+4+6+8 | 1+2+3+4+6+9 | 1+2+3+4+7+8 | 1+2+3+4+7+9 | 1+2+3+4+8+9 | 1+2+3+5+6+7 | 1+2+3+5+6+8 | 1+2+3+5+6+9 | 1+2+3+5+7+8 | 1+2+3+5+7+9 | 1+2+3+5+8+9 | 1+2+3+6+7+8 | 1+2+3+6+7+9 | 1+2+3+6+8+9 | 1+2+3+7+8+9 | 1+2+4+5+6+7 | 1+2+4+5+6+8 | 1+2+4+5+6+9 | 1+2+4+5+7+8 | 1+2+4+5+7+9 | 1+2+4+5+8+9 | 1+2+4+6+7+8 | 1+2+4+6+7+9 | 1+2+4+6+8+9 | 1+2+4+7+8+9 | 1+2+5+6+7+8 | 1+2+5+6+7+9 | 1+2+5+6+8+9 | 1+2+5+7+8+9 | 1+2+6+7+8+9 | 1+3+4+5+6+7 | 1+3+4+5+6+8 | 1+3+4+5+6+9 | 1+3+4+5+7+8 | 1+3+4+5+7+9 | 1+3+4+5+8+9 | 1+3+4+6+7+8 | 1+3+4+6+7+9 | 1+3+4+6+8+9 | 1+3+4+7+8+9 | 1+3+5+6+7+8 | 1+3+5+6+7+9 | 1+3+5+6+8+9 | 1+3+5+7+8+9 | 1+3+6+7+8+9 | 1+4+5+6+7+8 | 1+4+5+6+7+9 | 1+4+5+6+8+9 | 1+4+5+7+8+9 | 1+4+6+7+8+9 | 1+5+6+7+8+9 | 2+3+4+5+6+7 | 2+3+4+5+6+8 | 2+3+4+5+6+9 | 2+3+4+5+7+8 | 2+3+4+5+7+9 | 2+3+4+5+8+9 | 2+3+4+6+7+8 | 2+3+4+6+7+9 | 2+3+4+6+8+9 | 2+3+4+7+8+9 | 2+3+5+6+7+8 | 2+3+5+6+7+9 | 2+3+5+6+8+9 | 2+3+5+7+8+9 | 2+3+6+7+8+9 | 2+4+5+6+7+8 | 2+4+5+6+7+9 | 2+4+5+6+8+9 | 2+4+5+7+8+9 | 2+4+6+7+8+9 | 2+5+6+7+8+9 | 3+4+5+6+7+8 | 3+4+5+6+7+9 | 3+4+5+6+8+9 | 3+4+5+7+8+9 | 3+4+6+7+8+9 | 3+5+6+7+8+9,47.205,6.735,47.947,36.783,29.547,63.694,29.547,29.547;47.925;63.694;32.220;30.486;31.670;32.142;38.658;35.278;36.123;37.404;36.749;36.824;39.797;33.529;37.219;36.627;40.122;38.831;37.179;40.185;41.623;41.898;43.590;40.645;42.828;41.258;42.329;43.217;45.602;42.271;46.146;43.669;40.209;43.888;43.789;41.405;36.669;38.451;38.048;39.465;41.954;39.652;43.357;37.552;41.578;39.387;42.058;41.467;45.386;39.282;43.461;43.068;39.323;43.739;41.632;40.403;40.309;42.878;43.940;39.523;44.954;42.201;41.106;47.786;44.478;41.896;37.906;45.910;43.161;41.361;37.598;49.090;48.154;48.182;50.729;51.446;51.270;51.413;50.179;51.771;50.731;50.705;50.306;52.704;49.163;52.821;51.714;48.398;51.185;50.660;47.591;58.730;58.289;61.647;58.907;58.533;55.320;60.839;57.251;56.851;54.065;60.140;55.570;55.305;52.734;53.518;55.058;55.596;53.299;55.573;54.632;52.505;56.670;55.228;51.505;52.326;56.070;55.625;52.271;50.669;52.628;58.605;54.855;57.393;51.881;47.332;38.625;38.143;38.763;39.621;40.148;40.996;42.870;37.932;41.138;41.352;45.627;46.653;48.292;43.925;47.098;47.179;43.728;47.969;48.427;43.231;49.400;51.389;51.651;49.800;50.148;49.657;51.796;55.926;53.949;48.421;49.005;54.816;51.828;49.371;49.332;45.084;47.084;47.794;46.453;48.894;47.299;46.873;52.823;49.725;44.464;47.821;53.637;50.662;48.308;46.442;49.284;55.816;55.944;51.305;51.746;46.742;47.879;49.544;52.743;48.867;52.952;49.767;45.690;51.671;48.377;46.039;48.566;54.097;52.059;48.158;46.724;55.148;57.618;57.175;56.363;53.142;50.941;50.645;55.449;53.763;48.723;48.309;47.162,47.036,6.766,47.612,36.576,29.529,62.758,29.529,29.529;48.181;62.574;31.434;30.102;31.863;32.281;37.632;35.391;35.997;37.302;36.257;37.378;39.832;33.370;36.966;36.150;39.385;39.006;37.489;40.493;41.562;42.368;43.556;40.532;42.256;41.823;41.841;43.055;45.406;42.211;45.928;43.529;39.681;43.670;43.477;41.232;35.943;38.166;37.789;39.392;41.514;39.654;42.892;37.308;41.425;38.920;41.411;41.469;44.858;38.627;43.327;42.781;39.088;43.652;41.712;39.422;40.172;42.034;43.939;39.090;43.563;42.344;41.596;48.116;44.879;40.745;37.888;45.885;43.465;41.312;37.911;48.533;48.031;47.315;50.313;51.139;50.082;51.486;48.729;51.073;49.639;50.591;51.017;52.825;49.712;52.246;51.678;48.363;51.157;50.152;47.509;58.332;58.607;61.124;58.468;58.075;55.784;62.758;58.807;56.618;54.062;60.317;55.402;54.700;52.443;53.116;54.815;54.634;53.197;55.603;53.818;52.811;56.537;54.596;51.402;52.958;56.226;55.197;51.684;50.844;52.563;58.121;56.693;57.475;52.034;46.717;37.827;37.846;38.469;39.794;40.624;40.467;42.585;37.719;40.727;41.028;45.433;46.558;48.169;44.426;47.147;47.268;44.034;47.723;46.770;43.489;48.087;51.855;50.751;49.746;50.051;49.341;51.533;55.605;53.064;47.869;50.174;54.021;51.671;49.893;49.359;45.988;47.303;47.339;46.673;49.060;47.118;46.628;52.827;49.258;44.474;47.701;53.876;50.471;47.524;47.175;48.956;55.659;56.174;51.283;51.276;47.397;47.063;49.945;52.173;49.186;52.182;49.924;45.536;51.288;48.135;45.774;48.835;53.550;52.045;47.825;46.518;55.157;58.449;57.476;56.776;52.122;49.830;50.268;54.176;52.858;48.513;48.103;47.320,,2638832,2637096,subprocess,ok,ok
