arm,kernel,width,receptive_field,params,state,model_seed,split_seed,joint,coverage
k1,1,32,1,3876,L2A_prod,4,3,10.47641025641026,72.12166666666666
k1,1,32,1,3876,L2A_prod,4,4,9.259871794871797,64.8457692307692
k1,1,32,1,3876,L2A_prod,4,5,7.573012820512819,65.5300641025641
k1,1,32,1,3876,L2A_prod,4,6,9.60858974358974,71.55153846153844
k1,1,32,1,3876,L2A_prod,4,7,8.634102564102566,67.7551282051282
k1,1,32,1,3876,L2A_prod,4,8,8.832948717948721,69.91256410256412
k1,1,32,1,3876,L2A_prod,4,9,10.366538461538465,68.42935897435899
k3,3,32,9,30756,clean,0,0,9.87525641025641,69.31102564102565
k3,3,32,9,30756,clean,0,1,7.435769230769229,66.30333333333334
k3,3,32,9,30756,clean,0,2,6.98102564102564,66.92717948717947
k3,3,32,9,30756,clean,0,3,10.745897435897435,71.20153846153846
k3,3,32,9,30756,clean,0,4,8.943333333333333,63.78807692307691
k3,3,32,9,30756,clean,0,5,6.603333333333332,60.425961538461536
k3,3,32,9,30756,clean,0,6,9.367307692307692,69.36474358974357
k3,3,32,9,30756,clean,0,7,7.1225641025641035,64.71948717948717
k3,3,32,9,30756,clean,0,8,7.554615384615381,67.84782051282055
k3,3,32,9,30756,clean,0,9,9.439999999999994,67.10333333333334
k3,3,32,9,30756,clean,1,0,9.94782051282051,60.56038461538464
k3,3,32,9,30756,clean,1,1,7.3205128205128185,58.04320512820511
k3,3,32,9,30756,clean,1,2,5.974102564102561,57.16000000000001
k3,3,32,9,30756,clean,1,3,9.803461538461539,59.74179487179486
k3,3,32,9,30756,clean,1,4,12.615897435897436,62.221153846153875
k3,3,32,9,30756,clean,1,5,6.656538461538459,53.29070512820512
k3,3,32,9,30756,clean,1,6,6.8525641025641,55.50474358974359
k3,3,32,9,30756,clean,1,7,6.589743589743591,55.670641025641046
k3,3,32,9,30756,clean,1,8,7.978461538461539,59.84897435897436
k3,3,32,9,30756,clean,1,9,9.974615384615387,59.214102564102554
k3,3,32,9,30756,clean,2,0,9.95025641025641,66.21615384615386
k3,3,32,9,30756,clean,2,1,6.088717948717946,63.38192307692307
k3,3,32,9,30756,clean,2,2,6.483461538461537,65.51858974358974
k3,3,32,9,30756,clean,2,3,11.525384615384615,68.06653846153847
k3,3,32,9,30756,clean,2,4,10.589102564102564,63.41500000000002
