arm,kernel,width,receptive_field,params,state,model_seed,split_seed,joint,coverage
k5,5,32,17,84516,L2A_src,2,2,13.053717948717944,79.88833333333332
k5,5,32,17,84516,L2A_src,2,3,18.155000000000005,83.56858974358978
k5,5,32,17,84516,L2A_src,2,4,15.678205128205128,79.48743589743589
k5,5,32,17,84516,L2A_src,2,5,14.56205128205128,79.5098717948718
k5,5,32,17,84516,L2A_src,2,6,14.10576923076923,81.34666666666668
k5,5,32,17,84516,L2A_src,2,7,17.000256410256405,82.36064102564103
k5,5,32,17,84516,L2A_src,2,8,15.105256410256407,82.77064102564103
k5,5,32,17,84516,L2A_src,2,9,20.651794871794877,83.99448717948717
k5,5,32,17,84516,L2A_src,3,0,20.15192307692308,82.3728205128205
k5,5,32,17,84516,L2A_src,3,1,14.973205128205121,79.2230769230769
k5,5,32,17,84516,L2A_src,3,2,14.847307692307693,81.15397435897435
k5,5,32,17,84516,L2A_src,3,3,18.65910256410257,85.40012820512823
k5,5,32,17,84516,L2A_src,3,4,17.096666666666664,81.22948717948718
k5,5,32,17,84516,L2A_src,3,5,15.611666666666665,79.49833333333332
k5,5,32,17,84516,L2A_src,3,6,16.03115384615385,82.24602564102565
k5,5,32,17,84516,L2A_src,3,7,18.342948717948726,83.87371794871792
k5,5,32,17,84516,L2A_src,3,8,17.551666666666666,84.9648717948718
k5,5,32,17,84516,L2A_src,3,9,20.816538461538467,82.29820512820513
k5,5,32,17,84516,L2A_src,4,0,21.29230769230769,86.17435897435898
k5,5,32,17,84516,L2A_src,4,1,19.01897435897437,88.01461538461537
k5,5,32,17,84516,L2A_src,4,2,17.198974358974358,87.16153846153844
k5,5,32,17,84516,L2A_src,4,3,20.115256410256407,90.23884615384614
k5,5,32,17,84516,L2A_src,4,4,19.187435897435897,87.97666666666666
k5,5,32,17,84516,L2A_src,4,5,17.859358974358976,88.3446794871795
k5,5,32,17,84516,L2A_src,4,6,19.231282051282047,89.13435897435895
k5,5,32,17,84516,L2A_src,4,7,18.921153846153853,86.11538461538461
k5,5,32,17,84516,L2A_src,4,8,19.382948717948718,90.42935897435898
k5,5,32,17,84516,L2A_src,4,9,22.516538461538463,87.58474358974352
k5,5,32,17,84516,L2A_prod,0,0,7.252564102564102,62.64794871794868
k5,5,32,17,84516,L2A_prod,0,1,8.813205128205123,70.67269230769232
k5,5,32,17,84516,L2A_prod,0,2,6.53705128205128,65.91128205128207
k5,5,32,17,84516,L2A_prod,0,3,9.01051282051282,68.79897435897432
k5,5,32,17,84516,L2A_prod,0,4,9.78820512820513,64.66320512820512
k5,5,32,17,84516,L2A_prod,0,5,7.0610256410256405,64.50230769230771
k5,5,32,17,84516,L2A_prod,0,6,8.62974358974359,71.23346153846157
k5,5,32,17,84516,L2A_prod,0,7,6.422307692307689,61.06705128205129
k5,5,32,17,84516,L2A_prod,0,8,5.948717948717948,62.41
k5,5,32,17,84516,L2A_prod,0,9,9.289871794871791,68.57538461538459
k5,5,32,17,84516,L2A_prod,1,0,9.074615384615381,57.26076923076925
k5,5,32,17,84516,L2A_prod,1,1,8.145256410256408,62.310384615384606
k5,5,32,17,84516,L2A_prod,1,2,6.135897435897435,58.425384615384615
k5,5,32,17,84516,L2A_prod,1,3,10.77179487179487,66.19294871794872
k5,5,32,17,84516,L2A_prod,1,4,10.548589743589742,61.28871794871794
k5,5,32,17,84516,L2A_prod,1,5,6.9123717948717935,55.055384615384604
k5,5,32,17,84516,L2A_prod,1,6,7.715128205128201,59.759743589743586
k5,5,32,17,84516,L2A_prod,1,7,7.905769230769227,60.55166666666666
k5,5,32,17,84516,L2A_prod,1,8,7.75397435897436,59.91358974358975
k5,5,32,17,84516,L2A_prod,1,9,10.882435897435897,63.66282051282052
k5,5,32,17,84516,L2A_prod,2,0,9.321923076923074,68.49564102564102
k5,5,32,17,84516,L2A_prod,2,1,6.9271794871794885,69.02897435897435
k5,5,32,17,84516,L2A_prod,2,2,7.101923076923076,69.15846153846154
k5,5,32,17,84516,L2A_prod,2,3,10.53423076923077,73.56397435897438
k5,5,32,17,84516,L2A_prod,2,4,9.85846153846154,71.56153846153845
k5,5,32,17,84516,L2A_prod,2,5,7.993397435897441,70.09647435897438
k5,5,32,17,84516,L2A_prod,2,6,8.526794871794872,72.4853846153846
k5,5,32,17,84516,L2A_prod,2,7,9.52730769230769,73.21089743589742
k5,5,32,17,84516,L2A_prod,2,8,8.396025641025645,72.11910256410255
k5,5,32,17,84516,L2A_prod,2,9,12.596025641025637,73.2071794871795
k5,5,32,17,84516,L2A_prod,3,0,13.029743589743589,72.42346153846152
k5,5,32,17,84516,L2A_prod,3,1,7.794743589743591,68.3201282051282
k5,5,32,17,84516,L2A_prod,3,2,8.468205128205128,71.41256410256412
k5,5,32,17,84516,L2A_prod,3,3,11.346794871794872,72.0323076923077
k5,5,32,17,84516,L2A_prod,3,4,11.634487179487179,69.28115384615386
k5,5,32,17,84516,L2A_prod,3,5,9.557628205128204,68.05243589743588
k5,5,32,17,84516,L2A_prod,3,6,9.882820512820514,72.71512820512824
k5,5,32,17,84516,L2A_prod,3,7,10.718461538461538,71.37602564102568
k5,5,32,17,84516,L2A_prod,3,8,10.352307692307688,73.90858974358974
k5,5,32,17,84516,L2A_prod,3,9,13.184871794871796,70.76602564102562
k5,5,32,17,84516,L2A_prod,4,0,9.907179487179489,72.12141025641026
k5,5,32,17,84516,L2A_prod,4,1,8.755897435897435,73.63410256410255
k5,5,32,17,84516,L2A_prod,4,2,7.908076923076923,73.68358974358972
k5,5,32,17,84516,L2A_prod,4,3,10.285,75.86705128205129
k5,5,32,17,84516,L2A_prod,4,4,10.671666666666669,74.41641025641024
k5,5,32,17,84516,L2A_prod,4,5,8.515,72.78801282051279
k5,5,32,17,84516,L2A_prod,4,6,10.030256410256413,77.18525641025641
k5,5,32,17,84516,L2A_prod,4,7,7.8555128205128195,70.23615384615385
k5,5,32,17,84516,L2A_prod,4,8,9.67807692307692,76.73102564102565
k5,5,32,17,84516,L2A_prod,4,9,10.297692307692309,72.03358974358973
k7,7,32,25,165156,clean,0,0,10.109871794871792,69.899358974359
k7,7,32,25,165156,clean,0,1,8.439230769230772,69.35320512820515
k7,7,32,25,165156,clean,0,2,9.086538461538463,71.64346153846152
k7,7,32,25,165156,clean,0,3,10.05705128205128,72.99346153846152
k7,7,32,25,165156,clean,0,4,6.853589743589743,62.4026923076923
k7,7,32,25,165156,clean,0,5,8.225000000000001,66.87358974358976
k7,7,32,25,165156,clean,0,6,9.118461538461542,71.19153846153847
k7,7,32,25,165156,clean,0,7,6.6916666666666655,64.92602564102563
k7,7,32,25,165156,clean,0,8,8.184358974358972,71.46384615384618
k7,7,32,25,165156,clean,0,9,9.32448717948718,69.21089743589744
k7,7,32,25,165156,clean,1,0,10.188589743589745,63.170897435897444
k7,7,32,25,165156,clean,1,1,9.322820512820511,65.7424358974359
k7,7,32,25,165156,clean,1,2,7.371794871794866,63.842307692307685
k7,7,32,25,165156,clean,1,3,11.73371794871795,69.21371794871794
k7,7,32,25,165156,clean,1,4,10.44128205128205,64.19307692307693
k7,7,32,25,165156,clean,1,5,6.724679487179487,55.93032051282053
k7,7,32,25,165156,clean,1,6,8.982435897435895,65.08705128205128
k7,7,32,25,165156,clean,1,7,5.500641025641023,58.311282051282035
k7,7,32,25,165156,clean,1,8,8.030128205128204,63.72333333333333
k7,7,32,25,165156,clean,1,9,11.250641025641023,65.0475641025641
k7,7,32,25,165156,clean,2,0,9.1125641025641,65.00679487179485
k7,7,32,25,165156,clean,2,1,6.588846153846152,64.85910256410257
k7,7,32,25,165156,clean,2,2,5.152564102564102,62.62192307692309
k7,7,32,25,165156,clean,2,3,9.637948717948717,66.87435897435896
k7,7,32,25,165156,clean,2,4,9.285384615384611,65.3197435897436
k7,7,32,25,165156,clean,2,5,8.805512820512817,64.52416666666666
k7,7,32,25,165156,clean,2,6,8.191282051282052,66.9960256410256
k7,7,32,25,165156,clean,2,7,7.991410256410256,66.70525641025638
k7,7,32,25,165156,clean,2,8,9.76653846153846,71.07358974358976
k7,7,32,25,165156,clean,2,9,11.944358974358973,68.81846153846158
k7,7,32,25,165156,clean,3,0,9.362564102564104,67.02602564102564
k7,7,32,25,165156,clean,3,1,7.119102564102563,64.82064102564102
k7,7,32,25,165156,clean,3,2,8.461410256410257,69.15743589743589
k7,7,32,25,165156,clean,3,3,8.375512820512817,66.02666666666664
k7,7,32,25,165156,clean,3,4,9.174743589743594,63.88576923076924
k7,7,32,25,165156,clean,3,5,11.40647435897436,73.88339743589742
k7,7,32,25,165156,clean,3,6,7.699615384615384,66.28294871794874
k7,7,32,25,165156,clean,3,7,8.60025641025641,66.30692307692304
k7,7,32,25,165156,clean,3,8,10.374358974358975,74.78782051282053
k7,7,32,25,165156,clean,3,9,11.70141025641026,70.46102564102566
k7,7,32,25,165156,clean,4,0,11.35833333333333,70.69012820512822
k7,7,32,25,165156,clean,4,1,8.35602564102564,65.68564102564103
k7,7,32,25,165156,clean,4,2,9.486282051282052,69.07666666666663
k7,7,32,25,165156,clean,4,3,9.21,70.53692307692309
k7,7,32,25,165156,clean,4,4,6.966153846153844,59.479487179487165
k7,7,32,25,165156,clean,4,5,8.97570512820513,67.49423076923077
k7,7,32,25,165156,clean,4,6,8.236153846153844,66.55820512820509
k7,7,32,25,165156,clean,4,7,6.42897435897436,62.13794871794873
k7,7,32,25,165156,clean,4,8,9.445512820512821,72.83384615384617
k7,7,32,25,165156,clean,4,9,10.069230769230773,67.63666666666668
k7,7,32,25,165156,L2A_src,0,0,20.675641025641028,86.8321794871795
k7,7,32,25,165156,L2A_src,0,1,17.70666666666667,87.33192307692302
k7,7,32,25,165156,L2A_src,0,2,16.694743589743588,87.75256410256411
k7,7,32,25,165156,L2A_src,0,3,19.267564102564105,89.57833333333332
k7,7,32,25,165156,L2A_src,0,4,16.646282051282054,84.705
k7,7,32,25,165156,L2A_src,0,5,15.837243589743588,86.09570512820513
k7,7,32,25,165156,L2A_src,0,6,18.52923076923077,89.19692307692308
k7,7,32,25,165156,L2A_src,0,7,17.670128205128208,86.38461538461539
k7,7,32,25,165156,L2A_src,0,8,17.373717948717946,88.6328205128205
k7,7,32,25,165156,L2A_src,0,9,20.196794871794875,86.27371794871797
k7,7,32,25,165156,L2A_src,1,0,22.03423076923076,87.56653846153846
k7,7,32,25,165156,L2A_src,1,1,19.31179487179487,87.7576923076923
k7,7,32,25,165156,L2A_src,1,2,16.87115384615385,86.32179487179489
k7,7,32,25,165156,L2A_src,1,3,21.605384615384626,91.21782051282054
k7,7,32,25,165156,L2A_src,1,4,19.15115384615385,87.28692307692303
k7,7,32,25,165156,L2A_src,1,5,15.516153846153852,81.9951923076923
k7,7,32,25,165156,L2A_src,1,6,19.053589743589747,88.89897435897434
k7,7,32,25,165156,L2A_src,1,7,17.940384615384616,85.81794871794877
k7,7,32,25,165156,L2A_src,1,8,17.80320512820513,86.56602564102563
k7,7,32,25,165156,L2A_src,1,9,23.22628205128206,88.13615384615385
k7,7,32,25,165156,L2A_src,2,0,17.536538461538463,81.30589743589745
k7,7,32,25,165156,L2A_src,2,1,14.336025641025643,81.30051282051282
k7,7,32,25,165156,L2A_src,2,2,11.981153846153845,79.10961538461538
k7,7,32,25,165156,L2A_src,2,3,17.87769230769231,84.51307692307692
k7,7,32,25,165156,L2A_src,2,4,17.05166666666667,83.64807692307691
k7,7,32,25,165156,L2A_src,2,5,15.378205128205128,83.81217948717948
k7,7,32,25,165156,L2A_src,2,6,14.462435897435899,82.70192307692308
k7,7,32,25,165156,L2A_src,2,7,16.9951282051282,84.91935897435897
k7,7,32,25,165156,L2A_src,2,8,16.810641025641026,85.74820512820516
k7,7,32,25,165156,L2A_src,2,9,20.46807692307693,85.2447435897436
k7,7,32,25,165156,L2A_src,3,0,16.54423076923077,78.74474358974356
k7,7,32,25,165156,L2A_src,3,1,13.542051282051279,78.55153846153846
k7,7,32,25,165156,L2A_src,3,2,12.82833333333333,79.55512820512817
k7,7,32,25,165156,L2A_src,3,3,15.519230769230777,81.05615384615383
k7,7,32,25,165156,L2A_src,3,4,15.103846153846156,75.97166666666666
k7,7,32,25,165156,L2A_src,3,5,15.93352564102564,82.41653846153848
k7,7,32,25,165156,L2A_src,3,6,13.743589743589743,80.65935897435897
k7,7,32,25,165156,L2A_src,3,7,16.028461538461535,80.55230769230769
k7,7,32,25,165156,L2A_src,3,8,15.516666666666659,85.64743589743593
k7,7,32,25,165156,L2A_src,3,9,18.479358974358973,80.2597435897436
k7,7,32,25,165156,L2A_src,4,0,20.378205128205124,85.37461538461537
k7,7,32,25,165156,L2A_src,4,1,17.032948717948713,84.4683333333333
k7,7,32,25,165156,L2A_src,4,2,16.363461538461532,84.77217948717947
k7,7,32,25,165156,L2A_src,4,3,18.13371794871795,86.8921794871795
k7,7,32,25,165156,L2A_src,4,4,16.850384615384616,82.00974358974358
k7,7,32,25,165156,L2A_src,4,5,16.280897435897444,85.57205128205126
k7,7,32,25,165156,L2A_src,4,6,18.112179487179485,86.91230769230769
k7,7,32,25,165156,L2A_src,4,7,17.699102564102564,85.40948717948719
k7,7,32,25,165156,L2A_src,4,8,18.82884615384615,89.31051282051284
k7,7,32,25,165156,L2A_src,4,9,20.24705128205128,85.25974358974358
k7,7,32,25,165156,L2A_prod,0,0,11.4574358974359,74.19884615384612
k7,7,32,25,165156,L2A_prod,0,1,9.529102564102564,73.85487179487178
k7,7,32,25,165156,L2A_prod,0,2,9.515256410256407,75.69371794871793
k7,7,32,25,165156,L2A_prod,0,3,11.783974358974358,77.3197435897436
k7,7,32,25,165156,L2A_prod,0,4,9.356025641025642,69.73897435897435
k7,7,32,25,165156,L2A_prod,0,5,9.522243589743589,71.66910256410254
k7,7,32,25,165156,L2A_prod,0,6,10.508461538461537,76.98141025641026
k7,7,32,25,165156,L2A_prod,0,7,8.988974358974357,70.91141025641025
k7,7,32,25,165156,L2A_prod,0,8,9.623974358974362,76.22692307692307
k7,7,32,25,165156,L2A_prod,0,9,11.349871794871795,73.53166666666667
k7,7,32,25,165156,L2A_prod,1,0,9.725384615384613,63.57717948717948
k7,7,32,25,165156,L2A_prod,1,1,8.850769230769231,67.07423076923078
k7,7,32,25,165156,L2A_prod,1,2,7.01948717948718,65.15628205128206
k7,7,32,25,165156,L2A_prod,1,3,12.649999999999997,72.59602564102568
k7,7,32,25,165156,L2A_prod,1,4,11.286794871794873,66.49910256410259
k7,7,32,25,165156,L2A_prod,1,5,7.319038461538462,58.7729487179487
k7,7,32,25,165156,L2A_prod,1,6,8.90423076923077,66.77564102564104
k7,7,32,25,165156,L2A_prod,1,7,6.82782051282051,60.24051282051283
k7,7,32,25,165156,L2A_prod,1,8,8.502179487179488,65.52641025641023
k7,7,32,25,165156,L2A_prod,1,9,11.62474358974359,68.81679487179488
k7,7,32,25,165156,L2A_prod,2,0,10.421282051282052,69.72051282051282
k7,7,32,25,165156,L2A_prod,2,1,8.090128205128206,69.9176923076923
k7,7,32,25,165156,L2A_prod,2,2,6.614487179487183,67.51384615384617
k7,7,32,25,165156,L2A_prod,2,3,11.00897435897436,72.66666666666667
k7,7,32,25,165156,L2A_prod,2,4,11.036282051282052,71.62615384615387
k7,7,32,25,165156,L2A_prod,2,5,8.905769230769229,69.48102564102562
k7,7,32,25,165156,L2A_prod,2,6,9.70782051282051,72.99448717948718
k7,7,32,25,165156,L2A_prod,2,7,9.451410256410256,72.12910256410257
k7,7,32,25,165156,L2A_prod,2,8,10.930641025641027,75.5898717948718
k7,7,32,25,165156,L2A_prod,2,9,12.771794871794873,72.6521794871795
k7,7,32,25,165156,L2A_prod,3,0,11.00320512820513,70.51269230769233
k7,7,32,25,165156,L2A_prod,3,1,7.9932051282051235,69.19641025641026
k7,7,32,25,165156,L2A_prod,3,2,9.233333333333334,72.29
k7,7,32,25,165156,L2A_prod,3,3,10.13064102564103,72.2260256410256
k7,7,32,25,165156,L2A_prod,3,4,10.702820512820514,70.48269230769229
k7,7,32,25,165156,L2A_prod,3,5,11.586474358974359,77.97852564102563
k7,7,32,25,165156,L2A_prod,3,6,9.335,72.58897435897434
k7,7,32,25,165156,L2A_prod,3,7,10.16576923076923,72.97179487179487
k7,7,32,25,165156,L2A_prod,3,8,11.485897435897433,78.79307692307694
k7,7,32,25,165156,L2A_prod,3,9,12.92179487179487,74.20692307692303
k7,7,32,25,165156,L2A_prod,4,0,11.662435897435897,73.1924358974359
k7,7,32,25,165156,L2A_prod,4,1,8.513461538461536,70.29205128205128
k7,7,32,25,165156,L2A_prod,4,2,9.172051282051283,72.31051282051283
k7,7,32,25,165156,L2A_prod,4,3,10.493589743589743,74.6903846153846
k7,7,32,25,165156,L2A_prod,4,4,9.084102564102563,66.2544871794872
k7,7,32,25,165156,L2A_prod,4,5,10.126730769230766,72.52679487179486
k7,7,32,25,165156,L2A_prod,4,6,9.50192307692308,73.15192307692308
k7,7,32,25,165156,L2A_prod,4,7,8.825897435897435,68.81230769230768
k7,7,32,25,165156,L2A_prod,4,8,10.473205128205128,77.01551282051284
k7,7,32,25,165156,L2A_prod,4,9,11.211410256410257,72.51910256410254
k1_w3,1,96,1,30052,clean,0,0,9.373205128205127,68.37230769230769
k1_w3,1,96,1,30052,clean,0,1,6.634743589743588,62.553974358974365
k1_w3,1,96,1,30052,clean,0,2,5.912307692307692,63.06679487179488
k1_w3,1,96,1,30052,clean,0,3,9.022948717948715,69.2719230769231
k1_w3,1,96,1,30052,clean,0,4,7.644487179487179,62.41807692307694
k1_w3,1,96,1,30052,clean,0,5,6.510384615384611,61.69141025641027
k1_w3,1,96,1,30052,clean,0,6,7.789871794871795,65.16038461538463
k1_w3,1,96,1,30052,clean,0,7,5.691794871794871,62.443717948717946
k1_w3,1,96,1,30052,clean,0,8,7.5505128205128225,66.81820512820512
k1_w3,1,96,1,30052,clean,0,9,9.338205128205129,66.87064102564102
k1_w3,1,96,1,30052,clean,1,0,9.078333333333333,72.05410256410254
k1_w3,1,96,1,30052,clean,1,1,7.835384615384609,68.76384615384616
k1_w3,1,96,1,30052,clean,1,2,7.285512820512821,68.60397435897436
k1_w3,1,96,1,30052,clean,1,3,9.346025641025635,73.27307692307691
k1_w3,1,96,1,30052,clean,1,4,8.108333333333333,68.11205128205128
k1_w3,1,96,1,30052,clean,1,5,7.161923076923073,66.95794871794871
k1_w3,1,96,1,30052,clean,1,6,9.74525641025641,72.02192307692307
k1_w3,1,96,1,30052,clean,1,7,5.538205128205127,64.37141025641024
k1_w3,1,96,1,30052,clean,1,8,8.14602564102564,70.78602564102565
k1_w3,1,96,1,30052,clean,1,9,9.604743589743592,71.42243589743592
k1_w3,1,96,1,30052,clean,2,0,7.976282051282048,68.61115384615385
k1_w3,1,96,1,30052,clean,2,1,5.80076923076923,63.687051282051286
k1_w3,1,96,1,30052,clean,2,2,6.444102564102562,68.25589743589744
k1_w3,1,96,1,30052,clean,2,3,7.898333333333331,68.10512820512822
k1_w3,1,96,1,30052,clean,2,4,10.553205128205127,66.91935897435896
k1_w3,1,96,1,30052,clean,2,5,7.550064102564101,67.09852564102566
k1_w3,1,96,1,30052,clean,2,6,7.196538461538459,68.09410256410256
k1_w3,1,96,1,30052,clean,2,7,8.343333333333328,67.85307692307693
k1_w3,1,96,1,30052,clean,2,8,7.732692307692307,66.91884615384618
k1_w3,1,96,1,30052,clean,2,9,8.783333333333331,66.725
k1_w3,1,96,1,30052,clean,3,0,9.637820512820513,69.89512820512822
k1_w3,1,96,1,30052,clean,3,1,7.593461538461536,64.82307692307694
k1_w3,1,96,1,30052,clean,3,2,7.263589743589745,66.87410256410254
k1_w3,1,96,1,30052,clean,3,3,9.129358974358974,68.85576923076924
k1_w3,1,96,1,30052,clean,3,4,8.890512820512821,63.02243589743591
k1_w3,1,96,1,30052,clean,3,5,6.5650641025641026,62.48814102564104
k1_w3,1,96,1,30052,clean,3,6,9.683333333333334,71.16576923076924
k1_w3,1,96,1,30052,clean,3,7,5.3053846153846145,59.51910256410255
k1_w3,1,96,1,30052,clean,3,8,7.275384615384614,66.83346153846152
k1_w3,1,96,1,30052,clean,3,9,9.848589743589741,67.15423076923076
k1_w3,1,96,1,30052,clean,4,0,8.086923076923078,63.81307692307693
k1_w3,1,96,1,30052,clean,4,1,9.550256410256406,69.16384615384614
k1_w3,1,96,1,30052,clean,4,2,7.300897435897434,64.92076923076925
k1_w3,1,96,1,30052,clean,4,3,9.00320512820513,68.83923076923077
k1_w3,1,96,1,30052,clean,4,4,7.139999999999999,61.07884615384616
k1_w3,1,96,1,30052,clean,4,5,6.472499999999999,63.455897435897434
k1_w3,1,96,1,30052,clean,4,6,9.805384615384618,68.26871794871792
k1_w3,1,96,1,30052,clean,4,7,5.3548717948717925,60.915769230769236
k1_w3,1,96,1,30052,clean,4,8,9.722307692307691,71.3702564102564
k1_w3,1,96,1,30052,clean,4,9,10.149230769230769,68.25846153846156
k1_w3,1,96,1,30052,L2A_src,0,0,23.85294871794871,87.35512820512821
k1_w3,1,96,1,30052,L2A_src,0,1,20.8625641025641,87.00115384615383
k1_w3,1,96,1,30052,L2A_src,0,2,18.61820512820513,86.19346153846156
k1_w3,1,96,1,30052,L2A_src,0,3,21.514871794871794,88.45666666666666
k1_w3,1,96,1,30052,L2A_src,0,4,21.03705128205128,84.44999999999999
k1_w3,1,96,1,30052,L2A_src,0,5,18.895384615384618,85.67185897435897
k1_w3,1,96,1,30052,L2A_src,0,6,21.083333333333332,88.03820512820512
k1_w3,1,96,1,30052,L2A_src,0,7,21.56858974358974,87.4724358974359
k1_w3,1,96,1,30052,L2A_src,0,8,20.34679487179488,88.32333333333331
k1_w3,1,96,1,30052,L2A_src,0,9,24.228589743589744,88.1174358974359
k1_w3,1,96,1,30052,L2A_src,1,0,20.749358974358973,84.93858974358976
k1_w3,1,96,1,30052,L2A_src,1,1,19.337179487179487,85.6726923076923
k1_w3,1,96,1,30052,L2A_src,1,2,17.91346153846154,84.24025641025644
k1_w3,1,96,1,30052,L2A_src,1,3,20.602692307692305,87.78999999999996
k1_w3,1,96,1,30052,L2A_src,1,4,18.117179487179488,80.94948717948715
k1_w3,1,96,1,30052,L2A_src,1,5,17.40455128205128,83.79262820512817
k1_w3,1,96,1,30052,L2A_src,1,6,19.752692307692307,87.33307692307693
k1_w3,1,96,1,30052,L2A_src,1,7,18.448461538461537,83.82423076923077
k1_w3,1,96,1,30052,L2A_src,1,8,18.802051282051284,87.21961538461537
k1_w3,1,96,1,30052,L2A_src,1,9,22.878589743589746,86.26897435897438
k1_w3,1,96,1,30052,L2A_src,2,0,19.067820512820514,82.66897435897437
k1_w3,1,96,1,30052,L2A_src,2,1,16.910769230769223,81.40846153846157
k1_w3,1,96,1,30052,L2A_src,2,2,15.18884615384615,81.92564102564106
k1_w3,1,96,1,30052,L2A_src,2,3,19.048846153846153,84.93769230769227
k1_w3,1,96,1,30052,L2A_src,2,4,22.39884615384616,86.06628205128204
k1_w3,1,96,1,30052,L2A_src,2,5,18.923076923076923,85.4928846153846
k1_w3,1,96,1,30052,L2A_src,2,6,16.640769230769227,83.40858974358973
k1_w3,1,96,1,30052,L2A_src,2,7,19.394871794871797,84.52423076923075
k1_w3,1,96,1,30052,L2A_src,2,8,16.027435897435886,83.45064102564102
k1_w3,1,96,1,30052,L2A_src,2,9,22.52166666666667,84.21166666666663
k1_w3,1,96,1,30052,L2A_src,3,0,22.483717948717942,86.3058974358974
k1_w3,1,96,1,30052,L2A_src,3,1,19.34307692307692,84.71961538461538
k1_w3,1,96,1,30052,L2A_src,3,2,17.284871794871798,84.24512820512821
k1_w3,1,96,1,30052,L2A_src,3,3,21.912307692307692,89.07910256410257
k1_w3,1,96,1,30052,L2A_src,3,4,19.588076923076922,83.14269230769229
k1_w3,1,96,1,30052,L2A_src,3,5,17.856346153846157,83.3953846153846
k1_w3,1,96,1,30052,L2A_src,3,6,21.56512820512821,89.43230769230766
k1_w3,1,96,1,30052,L2A_src,3,7,18.913846153846155,83.60487179487177
k1_w3,1,96,1,30052,L2A_src,3,8,19.000384615384615,86.74756410256413
k1_w3,1,96,1,30052,L2A_src,3,9,24.335256410256413,86.28320512820511
k1_w3,1,96,1,30052,L2A_src,4,0,25.78179487179486,91.09025641025643
k1_w3,1,96,1,30052,L2A_src,4,1,23.98794871794872,91.85076923076922
k1_w3,1,96,1,30052,L2A_src,4,2,21.574743589743587,90.2101282051282
k1_w3,1,96,1,30052,L2A_src,4,3,23.14153846153846,91.60628205128202
k1_w3,1,96,1,30052,L2A_src,4,4,22.423205128205126,89.40358974358973
k1_w3,1,96,1,30052,L2A_src,4,5,20.461666666666666,90.15557692307692
k1_w3,1,96,1,30052,L2A_src,4,6,23.723333333333336,92.55435897435895
k1_w3,1,96,1,30052,L2A_src,4,7,23.19141025641025,91.93358974358975
k1_w3,1,96,1,30052,L2A_src,4,8,23.12435897435897,92.76243589743589
k1_w3,1,96,1,30052,L2A_src,4,9,25.980769230769223,91.06474358974359
k1_w3,1,96,1,30052,L2A_prod,0,0,12.161666666666664,72.87769230769227
k1_w3,1,96,1,30052,L2A_prod,0,1,8.942820512820509,69.02358974358972
k1_w3,1,96,1,30052,L2A_prod,0,2,6.958333333333333,68.33128205128205
k1_w3,1,96,1,30052,L2A_prod,0,3,13.36974358974359,75.70858974358976
k1_w3,1,96,1,30052,L2A_prod,0,4,13.806538461538459,71.84756410256409
k1_w3,1,96,1,30052,L2A_prod,0,5,10.26474358974359,70.10987179487176
k1_w3,1,96,1,30052,L2A_prod,0,6,10.258461538461532,72.80974358974359
k1_w3,1,96,1,30052,L2A_prod,0,7,10.634102564102562,70.8353846153846
k1_w3,1,96,1,30052,L2A_prod,0,8,9.371410256410254,71.64858974358972
k1_w3,1,96,1,30052,L2A_prod,0,9,13.522435897435898,73.8470512820513
k1_w3,1,96,1,30052,L2A_prod,1,0,10.147179487179484,73.47320512820512
k1_w3,1,96,1,30052,L2A_prod,1,1,9.241538461538457,72.38756410256408
k1_w3,1,96,1,30052,L2A_prod,1,2,8.363076923076925,72.8723076923077
k1_w3,1,96,1,30052,L2A_prod,1,3,10.442948717948713,75.12628205128203
k1_w3,1,96,1,30052,L2A_prod,1,4,9.439615384615383,69.0879487179487
k1_w3,1,96,1,30052,L2A_prod,1,5,7.453012820512818,67.9073076923077
k1_w3,1,96,1,30052,L2A_prod,1,6,11.132948717948715,76.24089743589741
k1_w3,1,96,1,30052,L2A_prod,1,7,6.916666666666667,67.29115384615383
k1_w3,1,96,1,30052,L2A_prod,1,8,8.330641025641023,72.8269230769231
k1_w3,1,96,1,30052,L2A_prod,1,9,10.369999999999997,72.74743589743588
k1_w3,1,96,1,30052,L2A_prod,2,0,13.364358974358973,77.15653846153849
k1_w3,1,96,1,30052,L2A_prod,2,1,11.723205128205123,74.45576923076922
k1_w3,1,96,1,30052,L2A_prod,2,2,10.720512820512822,76.10756410256411
k1_w3,1,96,1,30052,L2A_prod,2,3,13.64487179487179,77.06371794871795
k1_w3,1,96,1,30052,L2A_prod,2,4,17.121410256410257,77.96782051282051
k1_w3,1,96,1,30052,L2A_prod,2,5,14.096923076923076,77.1207051282051
k1_w3,1,96,1,30052,L2A_prod,2,6,12.37205128205128,77.56679487179487
k1_w3,1,96,1,30052,L2A_prod,2,7,13.577307692307695,77.44384615384618
k1_w3,1,96,1,30052,L2A_prod,2,8,11.91346153846154,75.49448717948721
k1_w3,1,96,1,30052,L2A_prod,2,9,16.08935897435897,77.67487179487176
k1_w3,1,96,1,30052,L2A_prod,3,0,12.503076923076922,74.17448717948717
k1_w3,1,96,1,30052,L2A_prod,3,1,9.914743589743585,70.39743589743591
k1_w3,1,96,1,30052,L2A_prod,3,2,8.562820512820513,71.05089743589744
