state,cls,n_cells,iou_mean,f1_mean,pa_mean,ua_mean,cls_joint_mean,cls_sel_mean,cls_cov_mean,iou_se,f1_se,pa_se,ua_se,cls_joint_se,cls_sel_se,cls_cov_se
clean,clear,100,76.43565659369202,86.64298168398568,92.08416869973178,81.82932844032379,2.28063888074158,2.6980953395035066,84.62146411261136,0.1764913441581084,0.11345989131097714,0.36570600923836577,0.30269696441385197,0.12354539217408327,0.1526371227913908,0.4193089476306915
clean,thick cloud,100,71.0626351754208,83.07936588072282,81.07012394251394,85.2496815936524,7.090436346080136,9.249075588900947,76.69974530329355,0.3121611513644459,0.2139497082542925,0.5418199027969326,0.501862764139668,0.31104907060113324,0.41328799445549363,0.4848985910675598
clean,thin cloud,100,30.284237058225234,46.42212744521979,41.57837666194421,53.08747512309428,27.262094028414822,58.76167014373632,46.4876058385583,0.8362527403909089,0.9943818421797631,1.5221787614778988,1.0300547856631121,1.1021745620281298,2.00273041706746,1.4624166784807746
clean,cloud shadow,100,38.20045909519291,55.23207614277982,47.0071076072287,67.36126244438951,27.56538704456924,46.93096641540218,58.688504564252845,0.8060143386055595,0.8577366034263885,1.0438169476910109,1.4791020560964738,0.9969437879912406,1.4248808111151767,0.7125930304015745
L2A,clear,100,61.805931435166976,76.37879862529954,98.87756324987063,62.24503173184403,0.3388588892836627,0.34923435150732873,97.56226867425099,0.5842867093398935,0.44736696489999805,0.28438538719781026,0.5876380396473277,0.06822125162136186,0.0709335003221188,0.5048496417882324
L2A,thick cloud,100,53.494300078246205,69.55282474609595,55.95774109371822,92.88069444203946,37.70624567280435,42.80153790380229,88.10312548084202,1.6274674533194886,1.3979291669618943,1.9700328266734566,0.7131858161055352,1.9179777749803262,2.170823288479426,0.3279323187251193
L2A,thin cloud,100,0.4039514320876041,0.8507132193800009,0.4106591315476003,20.218681232020113,91.46200040630386,99.98442639434423,91.47581271883503,0.147872105847968,0.29073823213259264,0.15094881462873766,4.861907443009311,0.8102177469576384,0.011366800766053207,0.8062440794209355
L2A,cloud shadow,100,1.356454612019277,2.6502103381403845,1.499961675277083,25.841745135968726,92.5550532717827,99.59957242271508,92.91563139380489,0.36534415841407303,0.7016666116129927,0.44078289528691905,2.958997055434379,1.3613736812027217,0.13600507132436115,1.28216408746842
