seed,method,state,IoU_clear,IoU_thick,IoU_thin,IoU_shadow,miou,audc,support_clear,support_thick,support_thin,support_shadow
1,b1,dropB10,64.38339969800046,66.94535033106038,13.290472847935678,23.0302649360445,41.912371953260255,27.875053871719693,151794,86281,26563,27862
1,b1,dropB1B9B10,44.094800564219106,35.30442711571368,4.482605578505343,5.173673374510194,22.26387665823708,27.875053871719693,151794,86281,26563,27862
1,b1,L2A_real,52.22037348986699,1.83522151607258,0.0,0.17109249688112635,13.556671875705176,27.875053871719693,151794,86281,26563,27862
1,b2,clean,77.11768593416318,72.02110372914824,33.09068106221713,35.44618745638256,54.41891454547777,44.87775023268499,151794,86281,26563,27862
1,b2,dropB10,74.97185898986923,70.11649282659953,16.131367049669773,33.12862816987474,48.58708675900332,44.87775023268499,151794,86281,26563,27862
1,b2,dropB1B9B10,72.86839994337753,67.43190997438529,13.112306783192858,33.23226561796403,46.661220579729935,44.87775023268499,151794,86281,26563,27862
1,b2,L2A_real,62.113582319205484,52.40820916502671,0.0037602466721816954,1.5747199323610228,29.025067915816354,44.87775023268499,151794,86281,26563,27862
1,b3,clean,77.87617953194405,72.8322557844625,34.07099206865168,37.9547119140625,55.68353482478018,27.19849302443807,151794,86281,26563,27862
1,b3,dropB10,46.183522901936676,44.63074040838174,8.08933124745938,0.25958324443496195,24.79079445055319,27.19849302443807,151794,86281,26563,27862
1,b3,dropB1B9B10,60.55202847992972,51.34140118101625,2.5496080888137764,0.0,28.61075943743994,27.19849302443807,151794,86281,26563,27862
1,b3,L2A_real,58.7143735496539,39.27196851755752,0.31680489801729966,0.0035861574323112783,24.576683280665257,27.19849302443807,151794,86281,26563,27862
1,b4,clean,77.9498483814298,73.03834094506448,32.58029471573025,39.03995803095217,55.65211051829417,48.62791337931079,151794,86281,26563,27862
1,b4,dropB10,76.76194022902895,71.6961081146111,21.853868194842406,37.208314454009965,51.88005774812311,48.62791337931079,151794,86281,26563,27862
1,b4,dropB1B9B10,74.94456762749445,69.75231298176678,18.658349101229895,35.34130893736805,49.67413466196479,48.62791337931079,151794,86281,26563,27862
1,b4,L2A_real,65.22612674504518,61.846948305224416,0.17907774958961348,0.5124218114994522,31.94114365283966,48.62791337931079,151794,86281,26563,27862
1,b6,clean,78.14878660338498,72.87228662175558,32.36860892965017,39.682399906070216,55.768020515215234,31.003728659707313,151794,86281,26563,27862
1,b6,dropB10,68.74900061139067,64.66445776249779,4.920284030010718,13.76945479597908,38.02579929996957,31.003728659707313,151794,86281,26563,27862
1,b6,dropB1B9B10,59.26996962013751,51.73198533854272,9.074082139279648,7.645084222941301,31.93028033022529,31.003728659707313,151794,86281,26563,27862
1,b6,L2A_real,58.42939620382707,36.923462757347075,0.0,0.10695568469464153,23.864953661467194,31.003728659707313,151794,86281,26563,27862
1,proposed,clean,78.46421218092054,73.40094407684539,33.355025895496084,39.470350112790086,56.17263306651302,48.210691853052694,151794,86281,26563,27862
1,proposed,dropB10,77.5418522500384,71.91651046152288,24.14939598803059,38.262204120181806,52.96749070494342,48.210691853052694,151794,86281,26563,27862
1,proposed,dropB1B9B10,75.61685307316655,69.57969460191002,19.73066607063031,36.55351734384822,50.37018277238877,48.210691853052694,151794,86281,26563,27862
1,proposed,L2A_real,62.37115740759837,53.148897885739984,0.10862236871675782,0.7620330332459063,29.097677673825256,48.210691853052694,151794,86281,26563,27862
2,b1,clean,77.72838073775749,72.75900413912399,33.37922098955381,40.308684240556886,56.043822526748045,27.3118565732206,151794,86281,26563,27862
2,b1,dropB10,66.82423280937195,67.96456856200501,11.740165765233604,29.82773471145564,44.08917546201655,27.3118565732206,151794,86281,26563,27862
2,b1,dropB1B9B10,34.28622807063938,34.429647347835925,5.148956507885933,21.065357196271002,23.73254728065806,27.3118565732206,151794,86281,26563,27862
2,b1,L2A_real,52.355434861472446,2.539503386004515,0.0,0.4807692307692308,13.843926869561548,27.3118565732206,151794,86281,26563,27862
2,b2,clean,77.16764608049674,71.56065431831534,33.99747250678928,38.12709030100335,55.213215801651174,45.563037283918334,151794,86281,26563,27862
2,b2,dropB10,75.2348623658875,70.12182963790077,14.591923452204842,35.69924725290572,48.91196567722471,45.563037283918334,151794,86281,26563,27862
2,b2,dropB1B9B10,73.01395892713586,68.10805491315259,12.547600314712826,35.044405483861695,47.17850490971574,45.563037283918334,151794,86281,26563,27862
2,b2,L2A_real,59.918127260442745,42.89742924501698,0.0375389466571568,2.1581479673662924,26.252810854870795,45.563037283918334,151794,86281,26563,27862
2,b3,clean,77.72838073775749,72.75900413912399,33.37922098955381,40.308684240556886,56.043822526748045,27.636653869445997,151794,86281,26563,27862
2,b3,dropB10,56.17763498626217,36.005621518843455,6.59557167875907,2.662287750681294,25.360278983636498,27.636653869445997,151794,86281,26563,27862
2,b3,dropB1B9B10,59.71623494091837,48.3417903605697,2.178239415501213,0.010766194150367845,27.561757727784915,27.636653869445997,151794,86281,26563,27862
2,b3,L2A_real,57.561514000802696,33.510862103328385,0.07481030244736561,0.05351791066076781,22.800176079309807,27.636653869445997,151794,86281,26563,27862
