arm,seed,split,joint
full,7,6,10.159420289855072
full,7,7,8.595531400966184
full,7,8,9.39565217391304
full,7,9,8.828079710144927
full,8,0,10.655072463768116
full,8,1,8.353260869565219
full,8,2,9.719384057971011
full,8,3,8.856521739130436
full,8,4,9.127294685990337
full,8,5,9.522826086956519
full,8,6,9.572463768115941
full,8,7,8.934963768115942
full,8,8,9.285507246376813
full,8,9,9.222403381642513
full,9,0,11.283937198067633
full,9,1,9.423007246376812
full,9,2,11.097524154589372
full,9,3,9.532608695652172
full,9,4,10.208695652173914
full,9,5,9.331340579710146
full,9,6,10.334420289855073
full,9,7,9.550905797101448
full,9,8,10.721376811594203
full,9,9,9.719685990338164
calib_warm,0,0,11.916062801932366
calib_warm,0,1,9.214673913043478
calib_warm,0,2,11.554106280193238
calib_warm,0,3,10.477898550724635
calib_warm,0,4,9.443599033816426
calib_warm,0,5,11.941666666666668
calib_warm,0,6,11.33985507246377
calib_warm,0,7,9.754227053140099
calib_warm,0,8,10.021739130434785
calib_warm,0,9,10.686413043478261
calib_warm,1,0,11.041787439613527
calib_warm,1,1,8.288405797101452
calib_warm,1,2,10.165096618357488
calib_warm,1,3,9.932971014492754
calib_warm,1,4,8.375483091787439
calib_warm,1,5,9.984239130434782
calib_warm,1,6,9.554891304347825
calib_warm,1,7,8.976268115942029
calib_warm,1,8,9.619565217391305
calib_warm,1,9,9.069565217391302
calib_warm,2,0,12.34963768115942
calib_warm,2,1,8.408152173913045
calib_warm,2,2,11.082608695652175
calib_warm,2,3,9.95036231884058
calib_warm,2,4,9.26328502415459
calib_warm,2,5,11.069021739130434
calib_warm,2,6,10.545833333333333
calib_warm,2,7,9.888768115942028
calib_warm,2,8,9.10144927536232
calib_warm,2,9,10.182669082125605
calib_warm,3,0,11.364492753623189
calib_warm,3,1,8.9768115942029
calib_warm,3,2,10.232004830917873
calib_warm,3,3,10.332427536231883
calib_warm,3,4,9.202657004830918
calib_warm,3,5,10.9268115942029
calib_warm,3,6,10.466123188405797
calib_warm,3,7,9.587258454106278
calib_warm,3,8,9.433333333333332
calib_warm,3,9,9.192512077294685
calib_warm,4,0,12.222584541062801
calib_warm,4,1,9.461594202898551
calib_warm,4,2,11.766123188405796
calib_warm,4,3,10.993840579710147
calib_warm,4,4,9.117391304347827
calib_warm,4,5,11.932246376811593
calib_warm,4,6,11.117028985507247
calib_warm,4,7,9.742934782608698
calib_warm,4,8,10.08695652173913
calib_warm,4,9,10.763405797101449
calib_warm,5,0,12.09154589371981
calib_warm,5,1,10.25778985507246
calib_warm,5,2,12.730374396135263
calib_warm,5,3,12.027355072463768
calib_warm,5,4,9.494927536231886
calib_warm,5,5,12.646195652173917
calib_warm,5,6,10.904166666666667
calib_warm,5,7,10.53822463768116
calib_warm,5,8,10.56340579710145
calib_warm,5,9,10.642089371980676
calib_warm,6,0,12.119927536231884
calib_warm,6,1,9.308333333333332
calib_warm,6,2,10.951690821256037
calib_warm,6,3,10.52536231884058
calib_warm,6,4,9.737801932367148
calib_warm,6,5,10.906702898550725
calib_warm,6,6,10.403804347826085
calib_warm,6,7,9.989975845410628
calib_warm,6,8,9.915217391304347
calib_warm,6,9,10.035809178743964
calib_warm,7,0,11.659541062801932
calib_warm,7,1,9.553804347826086
calib_warm,7,2,11.264855072463769
calib_warm,7,3,10.715942028985507
calib_warm,7,4,9.378140096618358
calib_warm,7,5,10.984057971014494
calib_warm,7,6,11.32173913043478
calib_warm,7,7,9.444082125603865
calib_warm,7,8,9.814855072463766
calib_warm,7,9,9.746739130434781
calib_warm,8,0,11.842270531400965
calib_warm,8,1,8.615217391304347
calib_warm,8,2,10.421557971014494
calib_warm,8,3,9.927717391304347
calib_warm,8,4,9.33756038647343
calib_warm,8,5,11.480797101449278
calib_warm,8,6,10.108695652173912
calib_warm,8,7,9.709057971014493
calib_warm,8,8,9.786956521739128
calib_warm,8,9,9.717149758454108
calib_warm,9,0,12.478502415458937
calib_warm,9,1,9.891485507246376
calib_warm,9,2,11.820591787439614
calib_warm,9,3,10.710326086956522
calib_warm,9,4,9.991062801932369
calib_warm,9,5,11.61268115942029
calib_warm,9,6,11.117391304347823
calib_warm,9,7,10.319504830917873
calib_warm,9,8,11.26159420289855
calib_warm,9,9,10.744806763285023
calib_cold,0,0,11.468357487922704
calib_cold,0,1,9.76358695652174
calib_cold,0,2,9.539734299516908
calib_cold,0,3,9.077355072463767
calib_cold,0,4,9.63707729468599
calib_cold,0,5,11.41231884057971
calib_cold,0,6,9.286413043478262
calib_cold,0,7,8.604770531400966
calib_cold,0,8,9.706521739130434
calib_cold,0,9,9.391425120772947
calib_cold,1,0,11.662681159420291
calib_cold,1,1,9.145108695652175
calib_cold,1,2,8.578381642512078
calib_cold,1,3,8.317572463768116
calib_cold,1,4,9.133937198067635
calib_cold,1,5,10.917572463768115
calib_cold,1,6,8.196920289855074
calib_cold,1,7,7.881702898550724
calib_cold,1,8,9.570652173913041
calib_cold,1,9,9.079347826086957
calib_cold,2,0,12.552053140096616
calib_cold,2,1,9.864492753623187
calib_cold,2,2,10.002053140096619
calib_cold,2,3,9.420471014492753
calib_cold,2,4,10.000241545893719
calib_cold,2,5,10.9
calib_cold,2,6,9.344565217391303
calib_cold,2,7,9.693478260869565
calib_cold,2,8,9.629347826086956
calib_cold,2,9,9.318357487922704
calib_cold,3,0,11.38562801932367
calib_cold,3,1,8.88623188405797
calib_cold,3,2,8.677294685990336
calib_cold,3,3,9.77282608695652
calib_cold,3,4,9.701932367149759
calib_cold,3,5,10.797463768115941
calib_cold,3,6,9.28876811594203
calib_cold,3,7,8.827475845410628
calib_cold,3,8,8.87572463768116
calib_cold,3,9,8.648067632850243
calib_cold,4,0,12.508091787439616
calib_cold,4,1,9.942028985507246
calib_cold,4,2,10.333393719806763
calib_cold,4,3,9.21304347826087
calib_cold,4,4,9.54987922705314
calib_cold,4,5,11.068659420289855
calib_cold,4,6,10.105253623188409
calib_cold,4,7,8.994384057971013
calib_cold,4,8,9.270289855072464
calib_cold,4,9,9.589794685990336
calib_cold,5,0,11.627536231884058
calib_cold,5,1,9.660507246376811
calib_cold,5,2,9.93677536231884
calib_cold,5,3,9.262137681159421
calib_cold,5,4,9.746980676328505
calib_cold,5,5,11.975905797101449
calib_cold,5,6,9.742934782608694
calib_cold,5,7,9.292874396135266
calib_cold,5,8,9.236594202898551
calib_cold,5,9,9.448792270531401
calib_cold,6,0,11.681159420289857
calib_cold,6,1,9.978985507246376
calib_cold,6,2,9.617391304347827
calib_cold,6,3,9.133333333333333
calib_cold,6,4,9.83780193236715
calib_cold,6,5,11.068659420289856
calib_cold,6,6,9.641666666666666
calib_cold,6,7,9.339130434782609
calib_cold,6,8,9.511594202898552
calib_cold,6,9,9.532306763285025
calib_cold,7,0,11.04794685990338
calib_cold,7,1,8.980072463768117
calib_cold,7,2,8.574577294685989
calib_cold,7,3,9.617572463768115
calib_cold,7,4,9.643115942028984
calib_cold,7,5,10.370652173913042
calib_cold,7,6,9.514673913043477
calib_cold,7,7,8.57403381642512
calib_cold,7,8,8.524637681159422
calib_cold,7,9,8.642089371980676
calib_cold,8,0,11.462922705314009
calib_cold,8,1,9.234782608695651
calib_cold,8,2,9.08762077294686
calib_cold,8,3,8.428260869565216
calib_cold,8,4,9.620289855072466
calib_cold,8,5,11.495833333333332
calib_cold,8,6,9.342572463768116
calib_cold,8,7,8.377475845410627
calib_cold,8,8,9.055434782608696
calib_cold,8,9,9.194746376811596
calib_cold,9,0,11.893961352657005
calib_cold,9,1,9.939311594202898
calib_cold,9,2,9.287741545893722
calib_cold,9,3,9.754891304347826
calib_cold,9,4,10.980434782608697
calib_cold,9,5,11.847463768115944
calib_cold,9,6,9.847282608695652
calib_cold,9,7,9.667391304347825
calib_cold,9,8,10.374637681159422
calib_cold,9,9,9.983816425120775
calib_newSC,0,0,10.883091787439614
calib_newSC,0,1,8.918115942028985
calib_newSC,0,2,10.803442028985508
calib_newSC,0,3,9.3143115942029
calib_newSC,0,4,9.34794685990338
calib_newSC,0,5,9.356340579710144
calib_newSC,0,6,10.278985507246379
calib_newSC,0,7,10.159057971014493
calib_newSC,0,8,10.26086956521739
calib_newSC,0,9,10.636896135265701
calib_newSC,1,0,10.173913043478262
calib_newSC,1,1,7.877536231884055
calib_newSC,1,2,8.929045893719806
calib_newSC,1,3,8.86503623188406
calib_newSC,1,4,8.548913043478262
calib_newSC,1,5,7.683333333333334
calib_newSC,1,6,8.922101449275361
calib_newSC,1,7,8.95265700483092
calib_newSC,1,8,9.719927536231884
calib_newSC,1,9,8.8743961352657
calib_newSC,2,0,11.52342995169082
calib_newSC,2,1,8.551992753623189
calib_newSC,2,2,10.527958937198068
calib_newSC,2,3,8.960869565217394
calib_newSC,2,4,9.32391304347826
calib_newSC,2,5,8.933514492753622
calib_newSC,2,6,9.75036231884058
calib_newSC,2,7,10.228200483091786
calib_newSC,2,8,9.30144927536232
calib_newSC,2,9,10.030193236714977
calib_newSC,3,0,10.659420289855072
calib_newSC,3,1,8.457427536231883
calib_newSC,3,2,8.843719806763284
calib_newSC,3,3,9.52300724637681
calib_newSC,3,4,9.616666666666667
calib_newSC,3,5,8.926449275362321
calib_newSC,3,6,10.091666666666667
calib_newSC,3,7,10.02512077294686
calib_newSC,3,8,9.881521739130436
calib_newSC,3,9,9.155253623188402
calib_newSC,4,0,11.755193236714975
calib_newSC,4,1,9.562318840579714
calib_newSC,4,2,11.766666666666667
calib_newSC,4,3,9.56213768115942
calib_newSC,4,4,9.353864734299517
calib_newSC,4,5,9.562137681159419
calib_newSC,4,6,10.592391304347826
calib_newSC,4,7,10.1530193236715
calib_newSC,4,8,10.33514492753623
calib_newSC,4,9,10.632487922705316
calib_newSC,5,0,11.341908212560387
calib_newSC,5,1,10.058695652173913
calib_newSC,5,2,12.387983091787442
calib_newSC,5,3,11.304528985507245
calib_newSC,5,4,10.348429951690822
calib_newSC,5,5,9.360144927536233
calib_newSC,5,6,10.599637681159422
calib_newSC,5,7,11.549335748792272
calib_newSC,5,8,10.850724637681159
calib_newSC,5,9,10.527234299516907
calib_newSC,6,0,11.286111111111111
calib_newSC,6,1,8.975362318840581
calib_newSC,6,2,10.116606280193237
calib_newSC,6,3,9.652355072463772
calib_newSC,6,4,9.955797101449276
calib_newSC,6,5,8.834057971014493
calib_newSC,6,6,10.101086956521739
calib_newSC,6,7,10.083816425120776
calib_newSC,6,8,10.370289855072464
calib_newSC,6,9,9.8625
calib_newSC,7,0,10.918719806763285
calib_newSC,7,1,9.368297101449276
calib_newSC,7,2,10.23695652173913
calib_newSC,7,3,10.019565217391305
calib_newSC,7,4,9.521497584541065
calib_newSC,7,5,8.520833333333332
calib_newSC,7,6,10.865398550724638
calib_newSC,7,7,10.28677536231884
calib_newSC,7,8,10.059420289855073
calib_newSC,7,9,9.603260869565217
calib_newSC,8,0,11.082125603864732
calib_newSC,8,1,8.497826086956522
calib_newSC,8,2,9.270833333333336
calib_newSC,8,3,8.87753623188406
calib_newSC,8,4,9.513768115942028
calib_newSC,8,5,9.217028985507246
calib_newSC,8,6,9.347644927536232
calib_newSC,8,7,9.177596618357487
calib_newSC,8,8,9.65326086956522
calib_newSC,8,9,9.580857487922705
calib_newSC,9,0,12.01352657004831
calib_newSC,9,1,9.784782608695652
calib_newSC,9,2,11.642210144927537
calib_newSC,9,3,10.35217391304348
calib_newSC,9,4,11.18611111111111
calib_newSC,9,5,9.344927536231884
calib_newSC,9,6,10.769202898550725
calib_newSC,9,7,11.371014492753622
calib_newSC,9,8,11.862681159420289
calib_newSC,9,9,10.507125603864733
calib_oldSC,0,0,11.656642512077294
calib_oldSC,0,1,10.955072463768117
calib_oldSC,0,2,11.621739130434783
calib_oldSC,0,3,9.380253623188407
calib_oldSC,0,4,11.506642512077295
calib_oldSC,0,5,11.25271739130435
calib_oldSC,0,6,11.291847826086956
calib_oldSC,0,7,12.354589371980678
calib_oldSC,0,8,9.506521739130436
calib_oldSC,0,9,10.353019323671496
calib_oldSC,1,0,11.171739130434782
calib_oldSC,1,1,10.706521739130435
calib_oldSC,1,2,10.582185990338164
calib_oldSC,1,3,9.621195652173915
calib_oldSC,1,4,11.233816425120773
calib_oldSC,1,5,10.375724637681158
calib_oldSC,1,6,9.11123188405797
calib_oldSC,1,7,11.589009661835748
calib_oldSC,1,8,9.663405797101449
calib_oldSC,1,9,10.306763285024152
calib_oldSC,2,0,12.82596618357488
calib_oldSC,2,1,11.396739130434783
calib_oldSC,2,2,11.986896135265699
calib_oldSC,2,3,9.508876811594204
calib_oldSC,2,4,11.75531400966184
calib_oldSC,2,5,11.028985507246375
calib_oldSC,2,6,10.467934782608696
calib_oldSC,2,7,11.572041062801931
calib_oldSC,2,8,9.498913043478261
calib_oldSC,2,9,10.758756038647343
calib_oldSC,3,0,11.18550724637681
calib_oldSC,3,1,10.686594202898553
calib_oldSC,3,2,10.825966183574879
calib_oldSC,3,3,9.446739130434782
calib_oldSC,3,4,11.170169082125604
calib_oldSC,3,5,11.03768115942029
calib_oldSC,3,6,10.152536231884056
calib_oldSC,3,7,11.662198067632849
calib_oldSC,3,8,9.210507246376814
calib_oldSC,3,9,9.761111111111113
calib_oldSC,4,0,11.94915458937198
calib_oldSC,4,1,10.47590579710145
calib_oldSC,4,2,12.51835748792271
calib_oldSC,4,3,9.916304347826086
calib_oldSC,4,4,11.28623188405797
calib_oldSC,4,5,11.170108695652175
calib_oldSC,4,6,11.468659420289855
calib_oldSC,4,7,11.214794685990338
calib_oldSC,4,8,9.152898550724636
calib_oldSC,4,9,10.41545893719807
calib_oldSC,5,0,11.689009661835751
calib_oldSC,5,1,11.092753623188406
calib_oldSC,5,2,12.808997584541062
calib_oldSC,5,3,9.60072463768116
calib_oldSC,5,4,11.480555555555556
calib_oldSC,5,5,11.52644927536232
calib_oldSC,5,6,10.157246376811594
calib_oldSC,5,7,11.668236714975846
calib_oldSC,5,8,9.095289855072464
calib_oldSC,5,9,10.435507246376812
calib_oldSC,6,0,11.717995169082124
calib_oldSC,6,1,11.67336956521739
calib_oldSC,6,2,11.138345410628018
calib_oldSC,6,3,9.728260869565219
calib_oldSC,6,4,10.972342995169084
calib_oldSC,6,5,10.770471014492756
calib_oldSC,6,6,10.056340579710144
calib_oldSC,6,7,12.569263285024155
calib_oldSC,6,8,9.516304347826086
calib_oldSC,6,9,10.338345410628019
calib_oldSC,7,0,10.684299516908213
calib_oldSC,7,1,9.662318840579713
calib_oldSC,7,2,10.742814009661835
calib_oldSC,7,3,9.139492753623188
calib_oldSC,7,4,11.205555555555556
calib_oldSC,7,5,11.48695652173913
calib_oldSC,7,6,10.53586956521739
calib_oldSC,7,7,11.506461352657004
calib_oldSC,7,8,8.32644927536232
calib_oldSC,7,9,9.184601449275362
calib_oldSC,8,0,11.385265700483094
calib_oldSC,8,1,10.228623188405797
calib_oldSC,8,2,10.747705314009663
calib_oldSC,8,3,9.289855072463766
calib_oldSC,8,4,11.306763285024152
calib_oldSC,8,5,11.317391304347826
calib_oldSC,8,6,10.811231884057971
calib_oldSC,8,7,12.272705314009661
calib_oldSC,8,8,9.132246376811594
calib_oldSC,8,9,9.92632850241546
calib_oldSC,9,0,11.628140096618358
calib_oldSC,9,1,10.966485507246379
calib_oldSC,9,2,11.317693236714977
calib_oldSC,9,3,9.668297101449275
calib_oldSC,9,4,11.806884057971017
calib_oldSC,9,5,11.407246376811592
calib_oldSC,9,6,10.072463768115945
calib_oldSC,9,7,12.83429951690821
calib_oldSC,9,8,10.067028985507246
calib_oldSC,9,9,10.743840579710144
