seed,kind,missing_groups,drop_set,miou,n_sets_at_m,enumerated
3,proposed,5,0|1|2|7|9,43.4290,252,1
3,proposed,5,0|1|2|8|9,44.3329,252,1
3,proposed,5,0|1|3|4|5,44.0358,252,1
3,proposed,5,0|1|3|4|6,43.4024,252,1
3,proposed,5,0|1|3|4|7,46.2272,252,1
3,proposed,5,0|1|3|4|8,42.9897,252,1
3,proposed,5,0|1|3|4|9,42.7961,252,1
3,proposed,5,0|1|3|5|6,36.3767,252,1
3,proposed,5,0|1|3|5|7,41.6782,252,1
3,proposed,5,0|1|3|5|8,44.4811,252,1
3,proposed,5,0|1|3|5|9,45.8761,252,1
3,proposed,5,0|1|3|6|7,41.0286,252,1
3,proposed,5,0|1|3|6|8,42.1600,252,1
3,proposed,5,0|1|3|6|9,44.2947,252,1
3,proposed,5,0|1|3|7|8,42.8913,252,1
3,proposed,5,0|1|3|7|9,46.1680,252,1
3,proposed,5,0|1|3|8|9,46.7331,252,1
3,proposed,5,0|1|4|5|6,29.9229,252,1
3,proposed,5,0|1|4|5|7,40.3486,252,1
3,proposed,5,0|1|4|5|8,45.2416,252,1
3,proposed,5,0|1|4|5|9,40.2584,252,1
3,proposed,5,0|1|4|6|7,39.7536,252,1
3,proposed,5,0|1|4|6|8,43.4579,252,1
3,proposed,5,0|1|4|6|9,41.0810,252,1
3,proposed,5,0|1|4|7|8,43.8952,252,1
3,proposed,5,0|1|4|7|9,35.7992,252,1
3,proposed,5,0|1|4|8|9,40.4217,252,1
3,proposed,5,0|1|5|6|7,34.1841,252,1
3,proposed,5,0|1|5|6|8,38.4472,252,1
3,proposed,5,0|1|5|6|9,39.4959,252,1
3,proposed,5,0|1|5|7|8,39.3929,252,1
3,proposed,5,0|1|5|7|9,38.6574,252,1
3,proposed,5,0|1|5|8|9,45.2981,252,1
3,proposed,5,0|1|6|7|8,39.9950,252,1
3,proposed,5,0|1|6|7|9,41.8397,252,1
3,proposed,5,0|1|6|8|9,44.2934,252,1
3,proposed,5,0|1|7|8|9,33.8072,252,1
3,proposed,5,0|2|3|4|5,30.8544,252,1
3,proposed,5,0|2|3|4|6,40.6528,252,1
3,proposed,5,0|2|3|4|7,43.3270,252,1
3,proposed,5,0|2|3|4|8,41.9479,252,1
3,proposed,5,0|2|3|4|9,39.1356,252,1
3,proposed,5,0|2|3|5|6,44.8929,252,1
3,proposed,5,0|2|3|5|7,51.5236,252,1
3,proposed,5,0|2|3|5|8,50.2732,252,1
3,proposed,5,0|2|3|5|9,49.4112,252,1
3,proposed,5,0|2|3|6|7,51.3525,252,1
3,proposed,5,0|2|3|6|8,49.7988,252,1
3,proposed,5,0|2|3|6|9,49.3858,252,1
3,proposed,5,0|2|3|7|8,51.5940,252,1
3,proposed,5,0|2|3|7|9,49.8833,252,1
3,proposed,5,0|2|3|8|9,45.6370,252,1
3,proposed,5,0|2|4|5|6,47.7870,252,1
3,proposed,5,0|2|4|5|7,61.2571,252,1
3,proposed,5,0|2|4|5|8,63.1338,252,1
3,proposed,5,0|2|4|5|9,61.3786,252,1
3,proposed,5,0|2|4|6|7,61.0030,252,1
3,proposed,5,0|2|4|6|8,61.3130,252,1
3,proposed,5,0|2|4|6|9,60.6667,252,1
3,proposed,5,0|2|4|7|8,62.3003,252,1
3,proposed,5,0|2|4|7|9,63.3199,252,1
3,proposed,5,0|2|4|8|9,57.4478,252,1
3,proposed,5,0|2|5|6|7,50.1575,252,1
3,proposed,5,0|2|5|6|8,54.7728,252,1
3,proposed,5,0|2|5|6|9,55.3938,252,1
3,proposed,5,0|2|5|7|8,59.8324,252,1
3,proposed,5,0|2|5|7|9,62.7754,252,1
3,proposed,5,0|2|5|8|9,62.2777,252,1
3,proposed,5,0|2|6|7|8,56.7598,252,1
3,proposed,5,0|2|6|7|9,59.3029,252,1
3,proposed,5,0|2|6|8|9,59.5314,252,1
3,proposed,5,0|2|7|8|9,49.7399,252,1
3,proposed,5,0|3|4|5|6,48.6400,252,1
3,proposed,5,0|3|4|5|7,62.5297,252,1
3,proposed,5,0|3|4|5|8,62.4848,252,1
3,proposed,5,0|3|4|5|9,61.8547,252,1
3,proposed,5,0|3|4|6|7,59.7632,252,1
3,proposed,5,0|3|4|6|8,57.8205,252,1
3,proposed,5,0|3|4|6|9,59.4133,252,1
3,proposed,5,0|3|4|7|8,58.8140,252,1
3,proposed,5,0|3|4|7|9,60.8473,252,1
3,proposed,5,0|3|4|8|9,55.7101,252,1
3,proposed,5,0|3|5|6|7,51.6822,252,1
3,proposed,5,0|3|5|6|8,55.5888,252,1
3,proposed,5,0|3|5|6|9,58.0034,252,1
3,proposed,5,0|3|5|7|8,62.1831,252,1
3,proposed,5,0|3|5|7|9,63.6160,252,1
3,proposed,5,0|3|5|8|9,63.3544,252,1
3,proposed,5,0|3|6|7|8,57.1231,252,1
3,proposed,5,0|3|6|7|9,61.4823,252,1
3,proposed,5,0|3|6|8|9,59.3482,252,1
3,proposed,5,0|3|7|8|9,46.8457,252,1
3,proposed,5,0|4|5|6|7,43.3914,252,1
3,proposed,5,0|4|5|6|8,52.0141,252,1
3,proposed,5,0|4|5|6|9,48.9768,252,1
3,proposed,5,0|4|5|7|8,57.4646,252,1
3,proposed,5,0|4|5|7|9,58.3842,252,1
3,proposed,5,0|4|5|8|9,62.1779,252,1
3,proposed,5,0|4|6|7|8,57.4491,252,1
3,proposed,5,0|4|6|7|9,58.4503,252,1
3,proposed,5,0|4|6|8|9,58.9035,252,1
3,proposed,5,0|4|7|8|9,45.0720,252,1
3,proposed,5,0|5|6|7|8,43.8553,252,1
3,proposed,5,0|5|6|7|9,49.0754,252,1
3,proposed,5,0|5|6|8|9,53.3141,252,1
3,proposed,5,0|5|7|8|9,38.8254,252,1
3,proposed,5,0|6|7|8|9,42.6874,252,1
3,proposed,5,1|2|3|4|5,30.3239,252,1
3,proposed,5,1|2|3|4|6,38.3229,252,1
3,proposed,5,1|2|3|4|7,35.3362,252,1
3,proposed,5,1|2|3|4|8,38.5235,252,1
3,proposed,5,1|2|3|4|9,38.8696,252,1
3,proposed,5,1|2|3|5|6,38.9428,252,1
3,proposed,5,1|2|3|5|7,44.8605,252,1
3,proposed,5,1|2|3|5|8,48.2953,252,1
3,proposed,5,1|2|3|5|9,49.2113,252,1
3,proposed,5,1|2|3|6|7,43.1701,252,1
3,proposed,5,1|2|3|6|8,45.3908,252,1
3,proposed,5,1|2|3|6|9,46.9335,252,1
3,proposed,5,1|2|3|7|8,43.6898,252,1
3,proposed,5,1|2|3|7|9,44.9230,252,1
3,proposed,5,1|2|3|8|9,42.0235,252,1
3,proposed,5,1|2|4|5|6,40.7137,252,1
3,proposed,5,1|2|4|5|7,51.1417,252,1
3,proposed,5,1|2|4|5|8,50.8394,252,1
3,proposed,5,1|2|4|5|9,52.3256,252,1
3,proposed,5,1|2|4|6|7,53.6920,252,1
3,proposed,5,1|2|4|6|8,52.8826,252,1
3,proposed,5,1|2|4|6|9,53.1871,252,1
3,proposed,5,1|2|4|7|8,53.9001,252,1
3,proposed,5,1|2|4|7|9,54.9990,252,1
3,proposed,5,1|2|4|8|9,48.1509,252,1
3,proposed,5,1|2|5|6|7,42.0090,252,1
3,proposed,5,1|2|5|6|8,48.4735,252,1
3,proposed,5,1|2|5|6|9,48.8183,252,1
3,proposed,5,1|2|5|7|8,51.9781,252,1
3,proposed,5,1|2|5|7|9,53.6646,252,1
3,proposed,5,1|2|5|8|9,52.3062,252,1
3,proposed,5,1|2|6|7|8,51.1510,252,1
3,proposed,5,1|2|6|7|9,54.2895,252,1
3,proposed,5,1|2|6|8|9,52.6281,252,1
3,proposed,5,1|2|7|8|9,44.8944,252,1
3,proposed,5,1|3|4|5|6,39.3034,252,1
3,proposed,5,1|3|4|5|7,52.7342,252,1
3,proposed,5,1|3|4|5|8,51.8316,252,1
3,proposed,5,1|3|4|5|9,54.7137,252,1
3,proposed,5,1|3|4|6|7,54.8532,252,1
3,proposed,5,1|3|4|6|8,53.2739,252,1
3,proposed,5,1|3|4|6|9,54.8111,252,1
3,proposed,5,1|3|4|7|8,52.8172,252,1
3,proposed,5,1|3|4|7|9,58.3104,252,1
3,proposed,5,1|3|4|8|9,52.5067,252,1
3,proposed,5,1|3|5|6|7,45.4532,252,1
3,proposed,5,1|3|5|6|8,48.8818,252,1
3,proposed,5,1|3|5|6|9,51.0007,252,1
3,proposed,5,1|3|5|7|8,52.8317,252,1
3,proposed,5,1|3|5|7|9,56.0375,252,1
3,proposed,5,1|3|5|8|9,55.3685,252,1
3,proposed,5,1|3|6|7|8,49.9989,252,1
3,proposed,5,1|3|6|7|9,55.8627,252,1
3,proposed,5,1|3|6|8|9,56.2041,252,1
3,proposed,5,1|3|7|8|9,48.4033,252,1
3,proposed,5,1|4|5|6|7,36.8182,252,1
3,proposed,5,1|4|5|6|8,41.4420,252,1
3,proposed,5,1|4|5|6|9,42.5289,252,1
3,proposed,5,1|4|5|7|8,50.0049,252,1
3,proposed,5,1|4|5|7|9,54.9138,252,1
3,proposed,5,1|4|5|8|9,53.3458,252,1
3,proposed,5,1|4|6|7|8,50.7359,252,1
3,proposed,5,1|4|6|7|9,49.9747,252,1
3,proposed,5,1|4|6|8|9,52.6997,252,1
3,proposed,5,1|4|7|8|9,42.4649,252,1
3,proposed,5,1|5|6|7|8,40.6262,252,1
3,proposed,5,1|5|6|7|9,44.9495,252,1
3,proposed,5,1|5|6|8|9,49.3050,252,1
3,proposed,5,1|5|7|8|9,43.1820,252,1
3,proposed,5,1|6|7|8|9,38.8823,252,1
3,proposed,5,2|3|4|5|6,30.9060,252,1
3,proposed,5,2|3|4|5|7,39.7870,252,1
3,proposed,5,2|3|4|5|8,40.2932,252,1
3,proposed,5,2|3|4|5|9,40.9119,252,1
3,proposed,5,2|3|4|6|7,47.2420,252,1
3,proposed,5,2|3|4|6|8,45.7227,252,1
3,proposed,5,2|3|4|6|9,44.8090,252,1
3,proposed,5,2|3|4|7|8,49.3136,252,1
3,proposed,5,2|3|4|7|9,47.7453,252,1
3,proposed,5,2|3|4|8|9,41.7782,252,1
3,proposed,5,2|3|5|6|7,45.1271,252,1
3,proposed,5,2|3|5|6|8,48.1571,252,1
3,proposed,5,2|3|5|6|9,49.0575,252,1
3,proposed,5,2|3|5|7|8,56.6475,252,1
3,proposed,5,2|3|5|7|9,57.5802,252,1
3,proposed,5,2|3|5|8|9,55.0958,252,1
3,proposed,5,2|3|6|7|8,54.3615,252,1
3,proposed,5,2|3|6|7|9,56.3696,252,1
3,proposed,5,2|3|6|8|9,52.8910,252,1
3,proposed,5,2|3|7|8|9,40.1208,252,1
3,proposed,5,2|4|5|6|7,43.9717,252,1
3,proposed,5,2|4|5|6|8,50.8378,252,1
3,proposed,5,2|4|5|6|9,51.1560,252,1
3,proposed,5,2|4|5|7|8,64.0578,252,1
3,proposed,5,2|4|5|7|9,66.4070,252,1
3,proposed,5,2|4|5|8|9,62.5347,252,1
3,proposed,5,2|4|6|7|8,59.1424,252,1
3,proposed,5,2|4|6|7|9,64.2275,252,1
3,proposed,5,2|4|6|8|9,61.3482,252,1
3,proposed,5,2|4|7|8|9,47.8865,252,1
3,proposed,5,2|5|6|7|8,48.4852,252,1
3,proposed,5,2|5|6|7|9,50.6923,252,1
3,proposed,5,2|5|6|8|9,54.7549,252,1
3,proposed,5,2|5|7|8|9,49.1415,252,1
3,proposed,5,2|6|7|8|9,44.0166,252,1
3,proposed,5,3|4|5|6|7,45.0663,252,1
3,proposed,5,3|4|5|6|8,52.7462,252,1
3,proposed,5,3|4|5|6|9,54.7587,252,1
3,proposed,5,3|4|5|7|8,63.0630,252,1
3,proposed,5,3|4|5|7|9,64.6453,252,1
3,proposed,5,3|4|5|8|9,63.8403,252,1
3,proposed,5,3|4|6|7|8,58.1836,252,1
3,proposed,5,3|4|6|7|9,60.8442,252,1
3,proposed,5,3|4|6|8|9,60.0251,252,1
3,proposed,5,3|4|7|8|9,48.7796,252,1
3,proposed,5,3|5|6|7|8,49.5866,252,1
3,proposed,5,3|5|6|7|9,54.6091,252,1
3,proposed,5,3|5|6|8|9,56.6474,252,1
3,proposed,5,3|5|7|8|9,50.3643,252,1
3,proposed,5,3|6|7|8|9,46.6089,252,1
3,proposed,5,4|5|6|7|8,39.3797,252,1
3,proposed,5,4|5|6|7|9,41.5525,252,1
3,proposed,5,4|5|6|8|9,52.2827,252,1
3,proposed,5,4|5|7|8|9,42.9518,252,1
3,proposed,5,4|6|7|8|9,43.8290,252,1
3,proposed,5,5|6|7|8|9,27.6055,252,1
3,proposed,6,0|1|2|3|4|5,23.8424,210,1
3,proposed,6,0|1|2|3|4|6,30.6986,210,1
3,proposed,6,0|1|2|3|4|7,30.1590,210,1
3,proposed,6,0|1|2|3|4|8,31.8557,210,1
3,proposed,6,0|1|2|3|4|9,26.2487,210,1
3,proposed,6,0|1|2|3|5|6,30.1570,210,1
3,proposed,6,0|1|2|3|5|7,31.8944,210,1
3,proposed,6,0|1|2|3|5|8,34.7647,210,1
3,proposed,6,0|1|2|3|5|9,34.2213,210,1
3,proposed,6,0|1|2|3|6|7,33.1482,210,1
3,proposed,6,0|1|2|3|6|8,36.6887,210,1
3,proposed,6,0|1|2|3|6|9,33.4986,210,1
3,proposed,6,0|1|2|3|7|8,34.3304,210,1
3,proposed,6,0|1|2|3|7|9,30.1928,210,1
3,proposed,6,0|1|2|3|8|9,30.3349,210,1
3,proposed,6,0|1|2|4|5|6,29.8064,210,1
3,proposed,6,0|1|2|4|5|7,40.3983,210,1
3,proposed,6,0|1|2|4|5|8,41.2016,210,1
3,proposed,6,0|1|2|4|5|9,40.2274,210,1
3,proposed,6,0|1|2|4|6|7,40.8090,210,1
3,proposed,6,0|1|2|4|6|8,41.0640,210,1
3,proposed,6,0|1|2|4|6|9,38.7643,210,1
3,proposed,6,0|1|2|4|7|8,43.5141,210,1
3,proposed,6,0|1|2|4|7|9,37.4372,210,1
3,proposed,6,0|1|2|4|8|9,32.8122,210,1
3,proposed,6,0|1|2|5|6|7,32.1332,210,1
3,proposed,6,0|1|2|5|6|8,36.5586,210,1
3,proposed,6,0|1|2|5|6|9,35.4896,210,1
3,proposed,6,0|1|2|5|7|8,37.9785,210,1
3,proposed,6,0|1|2|5|7|9,36.4240,210,1
3,proposed,6,0|1|2|5|8|9,42.5536,210,1
3,proposed,6,0|1|2|6|7|8,40.0163,210,1
3,proposed,6,0|1|2|6|7|9,38.9771,210,1
3,proposed,6,0|1|2|6|8|9,41.7982,210,1
3,proposed,6,0|1|2|7|8|9,27.3057,210,1
3,proposed,6,0|1|3|4|5|6,29.4289,210,1
3,proposed,6,0|1|3|4|5|7,43.0414,210,1
3,proposed,6,0|1|3|4|5|8,40.7166,210,1
3,proposed,6,0|1|3|4|5|9,39.6128,210,1
3,proposed,6,0|1|3|4|6|7,40.6328,210,1
3,proposed,6,0|1|3|4|6|8,41.6674,210,1
3,proposed,6,0|1|3|4|6|9,39.0685,210,1
3,proposed,6,0|1|3|4|7|8,40.0849,210,1
3,proposed,6,0|1|3|4|7|9,35.5712,210,1
3,proposed,6,0|1|3|4|8|9,40.5156,210,1
3,proposed,6,0|1|3|5|6|7,29.7970,210,1
3,proposed,6,0|1|3|5|6|8,32.9651,210,1
3,proposed,6,0|1|3|5|6|9,36.1930,210,1
3,proposed,6,0|1|3|5|7|8,37.3033,210,1
3,proposed,6,0|1|3|5|7|9,40.3166,210,1
3,proposed,6,0|1|3|5|8|9,44.4439,210,1
3,proposed,6,0|1|3|6|7|8,34.8768,210,1
3,proposed,6,0|1|3|6|7|9,40.2087,210,1
3,proposed,6,0|1|3|6|8|9,40.8661,210,1
3,proposed,6,0|1|3|7|8|9,31.4308,210,1
3,proposed,6,0|1|4|5|6|7,25.5523,210,1
3,proposed,6,0|1|4|5|6|8,30.6179,210,1
3,proposed,6,0|1|4|5|6|9,29.5395,210,1
3,proposed,6,0|1|4|5|7|8,38.3803,210,1
3,proposed,6,0|1|4|5|7|9,32.4337,210,1
3,proposed,6,0|1|4|5|8|9,42.2006,210,1
3,proposed,6,0|1|4|6|7|8,37.9523,210,1
3,proposed,6,0|1|4|6|7|9,32.3150,210,1
3,proposed,6,0|1|4|6|8|9,41.1024,210,1
3,proposed,6,0|1|4|7|8|9,27.1061,210,1
3,proposed,6,0|1|5|6|7|8,26.4071,210,1
3,proposed,6,0|1|5|6|7|9,28.9248,210,1
3,proposed,6,0|1|5|6|8|9,36.3908,210,1
3,proposed,6,0|1|5|7|8|9,25.6757,210,1
3,proposed,6,0|1|6|7|8|9,26.6772,210,1
3,proposed,6,0|2|3|4|5|6,26.2988,210,1
3,proposed,6,0|2|3|4|5|7,30.7471,210,1
3,proposed,6,0|2|3|4|5|8,30.9296,210,1
3,proposed,6,0|2|3|4|5|9,31.3674,210,1
3,proposed,6,0|2|3|4|6|7,41.4825,210,1
3,proposed,6,0|2|3|4|6|8,40.1239,210,1
3,proposed,6,0|2|3|4|6|9,35.6542,210,1
3,proposed,6,0|2|3|4|7|8,41.5271,210,1
3,proposed,6,0|2|3|4|7|9,38.3040,210,1
3,proposed,6,0|2|3|4|8|9,34.1412,210,1
3,proposed,6,0|2|3|5|6|7,39.4282,210,1
3,proposed,6,0|2|3|5|6|8,42.8224,210,1
3,proposed,6,0|2|3|5|6|9,44.9267,210,1
3,proposed,6,0|2|3|5|7|8,49.1935,210,1
3,proposed,6,0|2|3|5|7|9,47.2700,210,1
3,proposed,6,0|2|3|5|8|9,43.5412,210,1
3,proposed,6,0|2|3|6|7|8,47.8775,210,1
3,proposed,6,0|2|3|6|7|9,48.1030,210,1
3,proposed,6,0|2|3|6|8|9,44.4171,210,1
3,proposed,6,0|2|3|7|8|9,36.4003,210,1
3,proposed,6,0|2|4|5|6|7,43.1711,210,1
3,proposed,6,0|2|4|5|6|8,47.3264,210,1
3,proposed,6,0|2|4|5|6|9,48.5346,210,1
3,proposed,6,0|2|4|5|7|8,59.1920,210,1
3,proposed,6,0|2|4|5|7|9,59.2680,210,1
3,proposed,6,0|2|4|5|8|9,56.3304,210,1
3,proposed,6,0|2|4|6|7|8,56.8642,210,1
3,proposed,6,0|2|4|6|7|9,58.1187,210,1
3,proposed,6,0|2|4|6|8|9,56.6726,210,1
3,proposed,6,0|2|4|7|8|9,42.7405,210,1
3,proposed,6,0|2|5|6|7|8,42.6439,210,1
3,proposed,6,0|2|5|6|7|9,44.7143,210,1
3,proposed,6,0|2|5|6|8|9,51.1256,210,1
3,proposed,6,0|2|5|7|8|9,38.8999,210,1
3,proposed,6,0|2|6|7|8|9,40.2741,210,1
3,proposed,6,0|3|4|5|6|7,43.8925,210,1
3,proposed,6,0|3|4|5|6|8,49.5626,210,1
3,proposed,6,0|3|4|5|6|9,48.3867,210,1
3,proposed,6,0|3|4|5|7|8,57.5686,210,1
3,proposed,6,0|3|4|5|7|9,58.6906,210,1
3,proposed,6,0|3|4|5|8|9,56.9348,210,1
3,proposed,6,0|3|4|6|7|8,54.5516,210,1
3,proposed,6,0|3|4|6|7|9,58.0629,210,1
3,proposed,6,0|3|4|6|8|9,55.1751,210,1
3,proposed,6,0|3|4|7|8|9,43.9295,210,1
3,proposed,6,0|3|5|6|7|8,43.5160,210,1
3,proposed,6,0|3|5|6|7|9,49.7948,210,1
3,proposed,6,0|3|5|6|8|9,49.8559,210,1
3,proposed,6,0|3|5|7|8|9,36.2989,210,1
3,proposed,6,0|3|6|7|8|9,37.8065,210,1
3,proposed,6,0|4|5|6|7|8,33.4824,210,1
3,proposed,6,0|4|5|6|7|9,35.6370,210,1
3,proposed,6,0|4|5|6|8|9,46.4352,210,1
3,proposed,6,0|4|5|7|8|9,33.3873,210,1
3,proposed,6,0|4|6|7|8|9,39.9787,210,1
3,proposed,6,0|5|6|7|8|9,26.2527,210,1
3,proposed,6,1|2|3|4|5|6,22.1303,210,1
3,proposed,6,1|2|3|4|5|7,26.0210,210,1
3,proposed,6,1|2|3|4|5|8,29.7903,210,1
3,proposed,6,1|2|3|4|5|9,30.1497,210,1
3,proposed,6,1|2|3|4|6|7,34.9973,210,1
3,proposed,6,1|2|3|4|6|8,36.5199,210,1
3,proposed,6,1|2|3|4|6|9,38.4581,210,1
3,proposed,6,1|2|3|4|7|8,32.6688,210,1
3,proposed,6,1|2|3|4|7|9,32.8636,210,1
3,proposed,6,1|2|3|4|8|9,36.5762,210,1
3,proposed,6,1|2|3|5|6|7,32.4982,210,1
3,proposed,6,1|2|3|5|6|8,39.2550,210,1
3,proposed,6,1|2|3|5|6|9,38.6463,210,1
3,proposed,6,1|2|3|5|7|8,43.6133,210,1
3,proposed,6,1|2|3|5|7|9,46.1354,210,1
3,proposed,6,1|2|3|5|8|9,43.2709,210,1
3,proposed,6,1|2|3|6|7|8,39.3282,210,1
3,proposed,6,1|2|3|6|7|9,41.7781,210,1
3,proposed,6,1|2|3|6|8|9,42.6202,210,1
3,proposed,6,1|2|3|7|8|9,32.8879,210,1
3,proposed,6,1|2|4|5|6|7,35.4678,210,1
3,proposed,6,1|2|4|5|6|8,39.8547,210,1
3,proposed,6,1|2|4|5|6|9,40.1959,210,1
3,proposed,6,1|2|4|5|7|8,47.8832,210,1
3,proposed,6,1|2|4|5|7|9,49.3206,210,1
3,proposed,6,1|2|4|5|8|9,45.7680,210,1
3,proposed,6,1|2|4|6|7|8,50.6389,210,1
3,proposed,6,1|2|4|6|7|9,50.3543,210,1
3,proposed,6,1|2|4|6|8|9,47.5320,210,1
3,proposed,6,1|2|4|7|8|9,38.1895,210,1
3,proposed,6,1|2|5|6|7|8,37.2056,210,1
3,proposed,6,1|2|5|6|7|9,38.8722,210,1
3,proposed,6,1|2|5|6|8|9,45.3272,210,1
3,proposed,6,1|2|5|7|8|9,39.8327,210,1
3,proposed,6,1|2|6|7|8|9,35.6110,210,1
3,proposed,6,1|3|4|5|6|7,36.0338,210,1
3,proposed,6,1|3|4|5|6|8,38.0627,210,1
3,proposed,6,1|3|4|5|6|9,39.2845,210,1
3,proposed,6,1|3|4|5|7|8,46.4154,210,1
3,proposed,6,1|3|4|5|7|9,52.8573,210,1
3,proposed,6,1|3|4|5|8|9,50.1753,210,1
3,proposed,6,1|3|4|6|7|8,49.1486,210,1
3,proposed,6,1|3|4|6|7|9,51.9664,210,1
3,proposed,6,1|3|4|6|8|9,50.8881,210,1
3,proposed,6,1|3|4|7|8|9,41.4390,210,1
3,proposed,6,1|3|5|6|7|8,37.6965,210,1
3,proposed,6,1|3|5|6|7|9,42.9696,210,1
3,proposed,6,1|3|5|6|8|9,46.0466,210,1
3,proposed,6,1|3|5|7|8|9,41.8431,210,1
3,proposed,6,1|3|6|7|8|9,40.4836,210,1
3,proposed,6,1|4|5|6|7|8,31.1835,210,1
3,proposed,6,1|4|5|6|7|9,31.9474,210,1
3,proposed,6,1|4|5|6|8|9,38.7988,210,1
3,proposed,6,1|4|5|7|8|9,35.8195,210,1
3,proposed,6,1|4|6|7|8|9,30.2948,210,1
3,proposed,6,1|5|6|7|8|9,25.0544,210,1
3,proposed,6,2|3|4|5|6|7,26.4644,210,1
3,proposed,6,2|3|4|5|6|8,28.7334,210,1
3,proposed,6,2|3|4|5|6|9,29.9310,210,1
3,proposed,6,2|3|4|5|7|8,39.3195,210,1
3,proposed,6,2|3|4|5|7|9,39.0030,210,1
3,proposed,6,2|3|4|5|8|9,35.9918,210,1
3,proposed,6,2|3|4|6|7|8,44.9799,210,1
3,proposed,6,2|3|4|6|7|9,44.6523,210,1
3,proposed,6,2|3|4|6|8|9,37.9395,210,1
3,proposed,6,2|3|4|7|8|9,31.1024,210,1
3,proposed,6,2|3|5|6|7|8,40.6908,210,1
3,proposed,6,2|3|5|6|7|9,44.1079,210,1
3,proposed,6,2|3|5|6|8|9,43.6493,210,1
3,proposed,6,2|3|5|7|8|9,39.3051,210,1
3,proposed,6,2|3|6|7|8|9,30.9852,210,1
3,proposed,6,2|4|5|6|7|8,40.5024,210,1
3,proposed,6,2|4|5|6|7|9,40.7889,210,1
3,proposed,6,2|4|5|6|8|9,45.6359,210,1
3,proposed,6,2|4|5|7|8|9,42.3356,210,1
3,proposed,6,2|4|6|7|8|9,42.1817,210,1
3,proposed,6,2|5|6|7|8|9,27.6930,210,1
3,proposed,6,3|4|5|6|7|8,34.1536,210,1
3,proposed,6,3|4|5|6|7|9,40.4892,210,1
3,proposed,6,3|4|5|6|8|9,47.3550,210,1
3,proposed,6,3|4|5|7|8|9,41.9728,210,1
3,proposed,6,3|4|6|7|8|9,42.9207,210,1
3,proposed,6,3|5|6|7|8|9,23.7871,210,1
3,proposed,6,4|5|6|7|8|9,19.8891,210,1
4,b1,0,,71.7141,1,1
4,b1,1,0,28.8077,10,1
4,b1,1,1,22.9973,10,1
4,b1,1,2,37.8999,10,1
4,b1,1,3,47.0554,10,1
4,b1,1,4,37.7450,10,1
4,b1,1,5,40.6961,10,1
4,b1,1,6,24.5905,10,1
4,b1,1,7,49.8663,10,1
4,b1,1,8,24.4913,10,1
4,b1,1,9,32.2987,10,1
4,b1,2,0|1,17.5553,45,1
4,b1,2,0|2,15.1030,45,1
4,b1,2,0|3,18.3233,45,1
4,b1,2,0|4,21.3259,45,1
4,b1,2,0|5,21.1430,45,1
4,b1,2,0|6,19.3531,45,1
4,b1,2,0|7,31.6782,45,1
4,b1,2,0|8,19.2389,45,1
4,b1,2,0|9,23.0557,45,1
4,b1,2,1|2,16.9823,45,1
4,b1,2,1|3,17.1806,45,1
4,b1,2,1|4,18.2621,45,1
4,b1,2,1|5,18.6785,45,1
4,b1,2,1|6,13.8031,45,1
4,b1,2,1|7,17.6253,45,1
4,b1,2,1|8,18.6064,45,1
4,b1,2,1|9,18.9168,45,1
4,b1,2,2|3,31.8185,45,1
4,b1,2,2|4,23.1491,45,1
4,b1,2,2|5,20.4035,45,1
4,b1,2,2|6,18.5948,45,1
4,b1,2,2|7,29.7027,45,1
4,b1,2,2|8,19.1370,45,1
4,b1,2,2|9,23.4340,45,1
4,b1,2,3|4,22.4679,45,1
4,b1,2,3|5,25.8356,45,1
4,b1,2,3|6,20.6442,45,1
4,b1,2,3|7,36.7132,45,1
4,b1,2,3|8,23.6320,45,1
4,b1,2,3|9,29.6668,45,1
4,b1,2,4|5,23.9021,45,1
4,b1,2,4|6,18.0247,45,1
4,b1,2,4|7,36.2870,45,1
4,b1,2,4|8,26.4629,45,1
4,b1,2,4|9,28.5157,45,1
4,b1,2,5|6,26.8767,45,1
4,b1,2,5|7,49.1020,45,1
4,b1,2,5|8,22.1777,45,1
4,b1,2,5|9,31.2755,45,1
4,b1,2,6|7,20.6009,45,1
4,b1,2,6|8,19.2707,45,1
4,b1,2,6|9,26.7414,45,1
4,b1,2,7|8,23.8922,45,1
4,b1,2,7|9,29.1463,45,1
4,b1,2,8|9,19.2699,45,1
4,b1,3,0|1|2,11.0382,120,1
4,b1,3,0|1|3,8.5157,120,1
4,b1,3,0|1|4,15.7878,120,1
4,b1,3,0|1|5,12.0078,120,1
4,b1,3,0|1|6,13.6760,120,1
4,b1,3,0|1|7,16.5247,120,1
4,b1,3,0|1|8,16.2499,120,1
4,b1,3,0|1|9,15.6854,120,1
4,b1,3,0|2|3,9.8236,120,1
4,b1,3,0|2|4,10.1018,120,1
4,b1,3,0|2|5,9.6353,120,1
4,b1,3,0|2|6,13.7256,120,1
4,b1,3,0|2|7,21.2648,120,1
4,b1,3,0|2|8,16.6886,120,1
4,b1,3,0|2|9,18.7695,120,1
4,b1,3,0|3|4,13.6821,120,1
4,b1,3,0|3|5,11.6735,120,1
4,b1,3,0|3|6,13.7328,120,1
4,b1,3,0|3|7,25.8299,120,1
4,b1,3,0|3|8,18.6383,120,1
4,b1,3,0|3|9,17.5764,120,1
4,b1,3,0|4|5,15.7791,120,1
