seed,kind,missing_groups,drop_set,miou,n_sets_at_m,enumerated
0,proposed,4,3|5|6|7,57.4228,210,1
0,proposed,4,3|5|6|8,59.9194,210,1
0,proposed,4,3|5|6|9,60.8039,210,1
0,proposed,4,3|5|7|8,59.6852,210,1
0,proposed,4,3|5|7|9,69.4237,210,1
0,proposed,4,3|5|8|9,64.4546,210,1
0,proposed,4,3|6|7|8,58.7260,210,1
0,proposed,4,3|6|7|9,66.2097,210,1
0,proposed,4,3|6|8|9,60.2848,210,1
0,proposed,4,3|7|8|9,44.4521,210,1
0,proposed,4,4|5|6|7,43.5318,210,1
0,proposed,4,4|5|6|8,55.3603,210,1
0,proposed,4,4|5|6|9,52.3945,210,1
0,proposed,4,4|5|7|8,54.3022,210,1
0,proposed,4,4|5|7|9,69.2789,210,1
0,proposed,4,4|5|8|9,63.8866,210,1
0,proposed,4,4|6|7|8,53.8890,210,1
0,proposed,4,4|6|7|9,64.7462,210,1
0,proposed,4,4|6|8|9,58.8324,210,1
0,proposed,4,4|7|8|9,41.7487,210,1
0,proposed,4,5|6|7|8,52.0363,210,1
0,proposed,4,5|6|7|9,59.3214,210,1
0,proposed,4,5|6|8|9,59.1212,210,1
0,proposed,4,5|7|8|9,37.5530,210,1
0,proposed,4,6|7|8|9,39.4555,210,1
0,proposed,5,0|1|2|3|4,24.8477,252,1
0,proposed,5,0|1|2|3|5,30.3647,252,1
0,proposed,5,0|1|2|3|6,31.2715,252,1
0,proposed,5,0|1|2|3|7,30.0933,252,1
0,proposed,5,0|1|2|3|8,31.4155,252,1
0,proposed,5,0|1|2|3|9,32.6772,252,1
0,proposed,5,0|1|2|4|5,40.6177,252,1
0,proposed,5,0|1|2|4|6,43.1534,252,1
0,proposed,5,0|1|2|4|7,45.1900,252,1
0,proposed,5,0|1|2|4|8,40.7306,252,1
0,proposed,5,0|1|2|4|9,46.6496,252,1
0,proposed,5,0|1|2|5|6,36.2144,252,1
0,proposed,5,0|1|2|5|7,40.3119,252,1
0,proposed,5,0|1|2|5|8,40.8191,252,1
0,proposed,5,0|1|2|5|9,44.2118,252,1
0,proposed,5,0|1|2|6|7,42.6959,252,1
0,proposed,5,0|1|2|6|8,43.2821,252,1
0,proposed,5,0|1|2|6|9,45.8133,252,1
0,proposed,5,0|1|2|7|8,37.3589,252,1
0,proposed,5,0|1|2|7|9,45.4701,252,1
0,proposed,5,0|1|2|8|9,36.7433,252,1
0,proposed,5,0|1|3|4|5,42.0087,252,1
0,proposed,5,0|1|3|4|6,42.0775,252,1
0,proposed,5,0|1|3|4|7,44.1308,252,1
0,proposed,5,0|1|3|4|8,35.6494,252,1
0,proposed,5,0|1|3|4|9,45.3212,252,1
0,proposed,5,0|1|3|5|6,36.3668,252,1
0,proposed,5,0|1|3|5|7,40.4702,252,1
0,proposed,5,0|1|3|5|8,43.1629,252,1
0,proposed,5,0|1|3|5|9,46.2521,252,1
0,proposed,5,0|1|3|6|7,43.8985,252,1
0,proposed,5,0|1|3|6|8,43.0727,252,1
0,proposed,5,0|1|3|6|9,48.1684,252,1
0,proposed,5,0|1|3|7|8,40.7311,252,1
0,proposed,5,0|1|3|7|9,47.0539,252,1
0,proposed,5,0|1|3|8|9,35.9134,252,1
0,proposed,5,0|1|4|5|6,33.2142,252,1
0,proposed,5,0|1|4|5|7,41.1245,252,1
0,proposed,5,0|1|4|5|8,41.2811,252,1
0,proposed,5,0|1|4|5|9,46.0206,252,1
0,proposed,5,0|1|4|6|7,44.7480,252,1
0,proposed,5,0|1|4|6|8,41.5900,252,1
0,proposed,5,0|1|4|6|9,48.9585,252,1
0,proposed,5,0|1|4|7|8,39.3818,252,1
0,proposed,5,0|1|4|7|9,47.3181,252,1
0,proposed,5,0|1|4|8|9,35.4487,252,1
0,proposed,5,0|1|5|6|7,32.7194,252,1
0,proposed,5,0|1|5|6|8,36.1941,252,1
0,proposed,5,0|1|5|6|9,38.9115,252,1
0,proposed,5,0|1|5|7|8,34.0185,252,1
0,proposed,5,0|1|5|7|9,42.2713,252,1
0,proposed,5,0|1|5|8|9,38.6928,252,1
0,proposed,5,0|1|6|7|8,38.4775,252,1
0,proposed,5,0|1|6|7|9,45.5038,252,1
0,proposed,5,0|1|6|8|9,42.5822,252,1
0,proposed,5,0|1|7|8|9,20.9900,252,1
0,proposed,5,0|2|3|4|5,33.0135,252,1
0,proposed,5,0|2|3|4|6,37.6102,252,1
0,proposed,5,0|2|3|4|7,41.6586,252,1
0,proposed,5,0|2|3|4|8,41.4548,252,1
0,proposed,5,0|2|3|4|9,45.2072,252,1
0,proposed,5,0|2|3|5|6,49.9069,252,1
0,proposed,5,0|2|3|5|7,51.1163,252,1
0,proposed,5,0|2|3|5|8,55.0162,252,1
0,proposed,5,0|2|3|5|9,56.9851,252,1
0,proposed,5,0|2|3|6|7,52.1860,252,1
0,proposed,5,0|2|3|6|8,53.2811,252,1
0,proposed,5,0|2|3|6|9,54.5894,252,1
0,proposed,5,0|2|3|7|8,48.6675,252,1
0,proposed,5,0|2|3|7|9,52.4833,252,1
0,proposed,5,0|2|3|8|9,49.3983,252,1
0,proposed,5,0|2|4|5|6,48.3557,252,1
0,proposed,5,0|2|4|5|7,63.7959,252,1
0,proposed,5,0|2|4|5|8,59.0105,252,1
0,proposed,5,0|2|4|5|9,64.5844,252,1
0,proposed,5,0|2|4|6|7,60.6312,252,1
0,proposed,5,0|2|4|6|8,56.5127,252,1
0,proposed,5,0|2|4|6|9,61.7091,252,1
0,proposed,5,0|2|4|7|8,55.3645,252,1
0,proposed,5,0|2|4|7|9,65.4109,252,1
0,proposed,5,0|2|4|8|9,57.8125,252,1
0,proposed,5,0|2|5|6|7,52.0351,252,1
0,proposed,5,0|2|5|6|8,57.1500,252,1
0,proposed,5,0|2|5|6|9,59.7253,252,1
0,proposed,5,0|2|5|7|8,54.7488,252,1
0,proposed,5,0|2|5|7|9,64.9536,252,1
0,proposed,5,0|2|5|8|9,61.7479,252,1
0,proposed,5,0|2|6|7|8,53.5244,252,1
0,proposed,5,0|2|6|7|9,62.8763,252,1
0,proposed,5,0|2|6|8|9,59.3316,252,1
0,proposed,5,0|2|7|8|9,36.2144,252,1
0,proposed,5,0|3|4|5|6,46.8580,252,1
0,proposed,5,0|3|4|5|7,58.2221,252,1
0,proposed,5,0|3|4|5|8,52.7687,252,1
0,proposed,5,0|3|4|5|9,57.7198,252,1
0,proposed,5,0|3|4|6|7,58.9189,252,1
0,proposed,5,0|3|4|6|8,55.1929,252,1
0,proposed,5,0|3|4|6|9,59.4371,252,1
0,proposed,5,0|3|4|7|8,56.3657,252,1
0,proposed,5,0|3|4|7|9,63.7065,252,1
0,proposed,5,0|3|4|8|9,52.4463,252,1
0,proposed,5,0|3|5|6|7,54.2040,252,1
0,proposed,5,0|3|5|6|8,56.7748,252,1
0,proposed,5,0|3|5|6|9,58.0656,252,1
0,proposed,5,0|3|5|7|8,54.2278,252,1
0,proposed,5,0|3|5|7|9,65.9028,252,1
0,proposed,5,0|3|5|8|9,59.5245,252,1
0,proposed,5,0|3|6|7|8,54.3923,252,1
0,proposed,5,0|3|6|7|9,63.3590,252,1
0,proposed,5,0|3|6|8|9,57.8550,252,1
0,proposed,5,0|3|7|8|9,36.8812,252,1
0,proposed,5,0|4|5|6|7,41.8204,252,1
0,proposed,5,0|4|5|6|8,49.4428,252,1
0,proposed,5,0|4|5|6|9,48.4655,252,1
0,proposed,5,0|4|5|7|8,52.2464,252,1
0,proposed,5,0|4|5|7|9,64.0687,252,1
0,proposed,5,0|4|5|8|9,58.4611,252,1
0,proposed,5,0|4|6|7|8,51.3834,252,1
0,proposed,5,0|4|6|7|9,64.1435,252,1
0,proposed,5,0|4|6|8|9,56.6741,252,1
0,proposed,5,0|4|7|8|9,33.0406,252,1
0,proposed,5,0|5|6|7|8,46.3965,252,1
0,proposed,5,0|5|6|7|9,55.8158,252,1
0,proposed,5,0|5|6|8|9,55.2399,252,1
0,proposed,5,0|5|7|8|9,29.4653,252,1
0,proposed,5,0|6|7|8|9,28.1043,252,1
0,proposed,5,1|2|3|4|5,29.5407,252,1
0,proposed,5,1|2|3|4|6,29.9586,252,1
0,proposed,5,1|2|3|4|7,31.7739,252,1
0,proposed,5,1|2|3|4|8,30.9533,252,1
0,proposed,5,1|2|3|4|9,34.9433,252,1
0,proposed,5,1|2|3|5|6,40.1249,252,1
0,proposed,5,1|2|3|5|7,42.2572,252,1
0,proposed,5,1|2|3|5|8,44.2466,252,1
0,proposed,5,1|2|3|5|9,46.4101,252,1
0,proposed,5,1|2|3|6|7,42.2813,252,1
0,proposed,5,1|2|3|6|8,44.0058,252,1
0,proposed,5,1|2|3|6|9,47.6583,252,1
0,proposed,5,1|2|3|7|8,39.8034,252,1
0,proposed,5,1|2|3|7|9,45.0960,252,1
0,proposed,5,1|2|3|8|9,41.4930,252,1
0,proposed,5,1|2|4|5|6,42.8472,252,1
0,proposed,5,1|2|4|5|7,54.2570,252,1
0,proposed,5,1|2|4|5|8,51.4539,252,1
0,proposed,5,1|2|4|5|9,57.2611,252,1
0,proposed,5,1|2|4|6|7,55.5181,252,1
0,proposed,5,1|2|4|6|8,51.8491,252,1
0,proposed,5,1|2|4|6|9,56.5316,252,1
0,proposed,5,1|2|4|7|8,50.0812,252,1
0,proposed,5,1|2|4|7|9,58.3653,252,1
0,proposed,5,1|2|4|8|9,50.0371,252,1
0,proposed,5,1|2|5|6|7,47.1571,252,1
0,proposed,5,1|2|5|6|8,51.5624,252,1
0,proposed,5,1|2|5|6|9,52.6817,252,1
0,proposed,5,1|2|5|7|8,49.5239,252,1
0,proposed,5,1|2|5|7|9,58.3672,252,1
0,proposed,5,1|2|5|8|9,51.3533,252,1
0,proposed,5,1|2|6|7|8,50.1629,252,1
0,proposed,5,1|2|6|7|9,59.6013,252,1
0,proposed,5,1|2|6|8|9,52.4260,252,1
0,proposed,5,1|2|7|8|9,33.3097,252,1
0,proposed,5,1|3|4|5|6,40.6588,252,1
0,proposed,5,1|3|4|5|7,53.1712,252,1
0,proposed,5,1|3|4|5|8,51.0419,252,1
0,proposed,5,1|3|4|5|9,56.1365,252,1
0,proposed,5,1|3|4|6|7,54.6338,252,1
0,proposed,5,1|3|4|6|8,49.1514,252,1
0,proposed,5,1|3|4|6|9,54.2505,252,1
0,proposed,5,1|3|4|7|8,50.7688,252,1
0,proposed,5,1|3|4|7|9,56.7703,252,1
0,proposed,5,1|3|4|8|9,41.9991,252,1
0,proposed,5,1|3|5|6|7,47.0860,252,1
0,proposed,5,1|3|5|6|8,51.0147,252,1
0,proposed,5,1|3|5|6|9,53.2643,252,1
0,proposed,5,1|3|5|7|8,50.9791,252,1
0,proposed,5,1|3|5|7|9,58.5682,252,1
0,proposed,5,1|3|5|8|9,52.8677,252,1
0,proposed,5,1|3|6|7|8,52.7506,252,1
0,proposed,5,1|3|6|7|9,58.9685,252,1
0,proposed,5,1|3|6|8|9,52.0621,252,1
0,proposed,5,1|3|7|8|9,36.3117,252,1
0,proposed,5,1|4|5|6|7,35.7124,252,1
0,proposed,5,1|4|5|6|8,43.1062,252,1
0,proposed,5,1|4|5|6|9,43.5619,252,1
0,proposed,5,1|4|5|7|8,48.5682,252,1
0,proposed,5,1|4|5|7|9,56.3176,252,1
0,proposed,5,1|4|5|8|9,51.3355,252,1
0,proposed,5,1|4|6|7|8,48.6926,252,1
0,proposed,5,1|4|6|7|9,57.6934,252,1
0,proposed,5,1|4|6|8|9,49.5272,252,1
0,proposed,5,1|4|7|8|9,28.7732,252,1
0,proposed,5,1|5|6|7|8,46.6952,252,1
0,proposed,5,1|5|6|7|9,49.2675,252,1
0,proposed,5,1|5|6|8|9,50.5059,252,1
0,proposed,5,1|5|7|8|9,31.5754,252,1
0,proposed,5,1|6|7|8|9,30.7582,252,1
0,proposed,5,2|3|4|5|6,32.1984,252,1
0,proposed,5,2|3|4|5|7,42.3145,252,1
0,proposed,5,2|3|4|5|8,40.2267,252,1
0,proposed,5,2|3|4|5|9,45.4378,252,1
0,proposed,5,2|3|4|6|7,47.3743,252,1
0,proposed,5,2|3|4|6|8,43.2335,252,1
0,proposed,5,2|3|4|6|9,47.4624,252,1
0,proposed,5,2|3|4|7|8,45.2738,252,1
0,proposed,5,2|3|4|7|9,50.5288,252,1
0,proposed,5,2|3|4|8|9,41.0392,252,1
0,proposed,5,2|3|5|6|7,44.7980,252,1
0,proposed,5,2|3|5|6|8,49.8940,252,1
0,proposed,5,2|3|5|6|9,50.9262,252,1
0,proposed,5,2|3|5|7|8,52.7815,252,1
0,proposed,5,2|3|5|7|9,58.9303,252,1
0,proposed,5,2|3|5|8|9,57.4557,252,1
0,proposed,5,2|3|6|7|8,48.3359,252,1
0,proposed,5,2|3|6|7|9,56.4819,252,1
0,proposed,5,2|3|6|8|9,53.0923,252,1
0,proposed,5,2|3|7|8|9,41.6793,252,1
0,proposed,5,2|4|5|6|7,43.6725,252,1
0,proposed,5,2|4|5|6|8,53.9154,252,1
0,proposed,5,2|4|5|6|9,51.5797,252,1
0,proposed,5,2|4|5|7|8,51.6174,252,1
0,proposed,5,2|4|5|7|9,67.0249,252,1
0,proposed,5,2|4|5|8|9,61.1350,252,1
0,proposed,5,2|4|6|7|8,51.0370,252,1
0,proposed,5,2|4|6|7|9,61.4885,252,1
0,proposed,5,2|4|6|8|9,57.2068,252,1
0,proposed,5,2|4|7|8|9,41.7354,252,1
0,proposed,5,2|5|6|7|8,52.1035,252,1
0,proposed,5,2|5|6|7|9,58.6630,252,1
0,proposed,5,2|5|6|8|9,58.7822,252,1
0,proposed,5,2|5|7|8|9,37.7163,252,1
0,proposed,5,2|6|7|8|9,39.1064,252,1
0,proposed,5,3|4|5|6|7,42.3248,252,1
0,proposed,5,3|4|5|6|8,50.8182,252,1
0,proposed,5,3|4|5|6|9,49.4455,252,1
0,proposed,5,3|4|5|7|8,53.5335,252,1
0,proposed,5,3|4|5|7|9,63.7093,252,1
0,proposed,5,3|4|5|8|9,54.9328,252,1
0,proposed,5,3|4|6|7|8,53.6690,252,1
0,proposed,5,3|4|6|7|9,62.5298,252,1
0,proposed,5,3|4|6|8|9,56.4342,252,1
0,proposed,5,3|4|7|8|9,36.2727,252,1
0,proposed,5,3|5|6|7|8,52.3796,252,1
0,proposed,5,3|5|6|7|9,58.0019,252,1
0,proposed,5,3|5|6|8|9,58.3311,252,1
0,proposed,5,3|5|7|8|9,39.7598,252,1
0,proposed,5,3|6|7|8|9,40.3781,252,1
0,proposed,5,4|5|6|7|8,38.9828,252,1
0,proposed,5,4|5|6|7|9,44.4725,252,1
0,proposed,5,4|5|6|8|9,49.5392,252,1
0,proposed,5,4|5|7|8|9,34.4940,252,1
0,proposed,5,4|6|7|8|9,35.8026,252,1
0,proposed,5,5|6|7|8|9,35.2600,252,1
0,proposed,6,0|1|2|3|4|5,18.9297,210,1
0,proposed,6,0|1|2|3|4|6,21.0653,210,1
0,proposed,6,0|1|2|3|4|7,22.2220,210,1
0,proposed,6,0|1|2|3|4|8,21.1943,210,1
0,proposed,6,0|1|2|3|4|9,24.2351,210,1
0,proposed,6,0|1|2|3|5|6,25.8385,210,1
0,proposed,6,0|1|2|3|5|7,27.1756,210,1
0,proposed,6,0|1|2|3|5|8,30.4821,210,1
0,proposed,6,0|1|2|3|5|9,30.4850,210,1
0,proposed,6,0|1|2|3|6|7,29.6502,210,1
0,proposed,6,0|1|2|3|6|8,28.6423,210,1
0,proposed,6,0|1|2|3|6|9,31.9667,210,1
0,proposed,6,0|1|2|3|7|8,24.2359,210,1
0,proposed,6,0|1|2|3|7|9,27.4624,210,1
0,proposed,6,0|1|2|3|8|9,23.7908,210,1
0,proposed,6,0|1|2|4|5|6,28.6011,210,1
0,proposed,6,0|1|2|4|5|7,36.9714,210,1
0,proposed,6,0|1|2|4|5|8,36.7568,210,1
0,proposed,6,0|1|2|4|5|9,42.7459,210,1
0,proposed,6,0|1|2|4|6|7,41.6077,210,1
0,proposed,6,0|1|2|4|6|8,39.0287,210,1
0,proposed,6,0|1|2|4|6|9,43.3271,210,1
0,proposed,6,0|1|2|4|7|8,37.1545,210,1
0,proposed,6,0|1|2|4|7|9,45.8442,210,1
0,proposed,6,0|1|2|4|8|9,34.0626,210,1
0,proposed,6,0|1|2|5|6|7,31.4493,210,1
0,proposed,6,0|1|2|5|6|8,33.8378,210,1
0,proposed,6,0|1|2|5|6|9,35.6190,210,1
0,proposed,6,0|1|2|5|7|8,32.6178,210,1
0,proposed,6,0|1|2|5|7|9,40.2721,210,1
0,proposed,6,0|1|2|5|8|9,36.3057,210,1
0,proposed,6,0|1|2|6|7|8,33.5502,210,1
0,proposed,6,0|1|2|6|7|9,41.4251,210,1
0,proposed,6,0|1|2|6|8|9,38.8082,210,1
0,proposed,6,0|1|2|7|8|9,18.8802,210,1
0,proposed,6,0|1|3|4|5|6,27.6815,210,1
0,proposed,6,0|1|3|4|5|7,36.8803,210,1
0,proposed,6,0|1|3|4|5|8,34.9380,210,1
0,proposed,6,0|1|3|4|5|9,43.1940,210,1
0,proposed,6,0|1|3|4|6|7,40.6109,210,1
0,proposed,6,0|1|3|4|6|8,30.7309,210,1
0,proposed,6,0|1|3|4|6|9,42.5746,210,1
0,proposed,6,0|1|3|4|7|8,33.5895,210,1
0,proposed,6,0|1|3|4|7|9,43.8242,210,1
0,proposed,6,0|1|3|4|8|9,26.8876,210,1
0,proposed,6,0|1|3|5|6|7,31.5435,210,1
0,proposed,6,0|1|3|5|6|8,35.6502,210,1
0,proposed,6,0|1|3|5|6|9,36.8800,210,1
0,proposed,6,0|1|3|5|7|8,35.2117,210,1
0,proposed,6,0|1|3|5|7|9,39.3969,210,1
0,proposed,6,0|1|3|5|8|9,38.2211,210,1
0,proposed,6,0|1|3|6|7|8,36.9123,210,1
0,proposed,6,0|1|3|6|7|9,41.6996,210,1
0,proposed,6,0|1|3|6|8|9,36.7035,210,1
0,proposed,6,0|1|3|7|8|9,18.7254,210,1
0,proposed,6,0|1|4|5|6|7,24.5832,210,1
0,proposed,6,0|1|4|5|6|8,28.6505,210,1
0,proposed,6,0|1|4|5|6|9,30.6879,210,1
0,proposed,6,0|1|4|5|7|8,33.3802,210,1
0,proposed,6,0|1|4|5|7|9,38.2450,210,1
0,proposed,6,0|1|4|5|8|9,34.1110,210,1
0,proposed,6,0|1|4|6|7|8,33.5091,210,1
0,proposed,6,0|1|4|6|7|9,39.3093,210,1
0,proposed,6,0|1|4|6|8|9,33.6662,210,1
0,proposed,6,0|1|4|7|8|9,14.1920,210,1
0,proposed,6,0|1|5|6|7|8,28.6397,210,1
0,proposed,6,0|1|5|6|7|9,31.4487,210,1
0,proposed,6,0|1|5|6|8|9,33.7771,210,1
0,proposed,6,0|1|5|7|8|9,18.0859,210,1
0,proposed,6,0|1|6|7|8|9,16.9215,210,1
0,proposed,6,0|2|3|4|5|6,21.1747,210,1
0,proposed,6,0|2|3|4|5|7,31.1476,210,1
0,proposed,6,0|2|3|4|5|8,29.6223,210,1
0,proposed,6,0|2|3|4|5|9,30.4510,210,1
0,proposed,6,0|2|3|4|6|7,39.8066,210,1
0,proposed,6,0|2|3|4|6|8,37.6137,210,1
0,proposed,6,0|2|3|4|6|9,40.6115,210,1
0,proposed,6,0|2|3|4|7|8,37.3780,210,1
0,proposed,6,0|2|3|4|7|9,38.2932,210,1
0,proposed,6,0|2|3|4|8|9,34.7122,210,1
0,proposed,6,0|2|3|5|6|7,40.7899,210,1
0,proposed,6,0|2|3|5|6|8,46.2135,210,1
0,proposed,6,0|2|3|5|6|9,46.6037,210,1
0,proposed,6,0|2|3|5|7|8,43.6218,210,1
0,proposed,6,0|2|3|5|7|9,48.9724,210,1
0,proposed,6,0|2|3|5|8|9,48.8856,210,1
0,proposed,6,0|2|3|6|7|8,43.2822,210,1
0,proposed,6,0|2|3|6|7|9,52.0727,210,1
0,proposed,6,0|2|3|6|8|9,47.0850,210,1
0,proposed,6,0|2|3|7|8|9,30.0870,210,1
0,proposed,6,0|2|4|5|6|7,40.1028,210,1
0,proposed,6,0|2|4|5|6|8,50.0428,210,1
0,proposed,6,0|2|4|5|6|9,47.9153,210,1
0,proposed,6,0|2|4|5|7|8,50.8221,210,1
0,proposed,6,0|2|4|5|7|9,63.3495,210,1
0,proposed,6,0|2|4|5|8|9,57.1879,210,1
0,proposed,6,0|2|4|6|7|8,50.7724,210,1
0,proposed,6,0|2|4|6|7|9,62.4175,210,1
0,proposed,6,0|2|4|6|8|9,56.0230,210,1
0,proposed,6,0|2|4|7|8|9,31.4896,210,1
0,proposed,6,0|2|5|6|7|8,44.7622,210,1
0,proposed,6,0|2|5|6|7|9,53.0477,210,1
0,proposed,6,0|2|5|6|8|9,55.1525,210,1
0,proposed,6,0|2|5|7|8|9,31.5975,210,1
0,proposed,6,0|2|6|7|8|9,32.8204,210,1
0,proposed,6,0|3|4|5|6|7,42.0975,210,1
0,proposed,6,0|3|4|5|6|8,45.5865,210,1
0,proposed,6,0|3|4|5|6|9,47.2846,210,1
0,proposed,6,0|3|4|5|7|8,48.9751,210,1
0,proposed,6,0|3|4|5|7|9,57.9764,210,1
0,proposed,6,0|3|4|5|8|9,48.5428,210,1
0,proposed,6,0|3|4|6|7|8,50.7716,210,1
0,proposed,6,0|3|4|6|7|9,59.0549,210,1
0,proposed,6,0|3|4|6|8|9,51.8013,210,1
0,proposed,6,0|3|4|7|8|9,30.2616,210,1
0,proposed,6,0|3|5|6|7|8,45.3689,210,1
0,proposed,6,0|3|5|6|7|9,53.9065,210,1
0,proposed,6,0|3|5|6|8|9,55.6724,210,1
0,proposed,6,0|3|5|7|8|9,31.2301,210,1
0,proposed,6,0|3|6|7|8|9,27.5478,210,1
0,proposed,6,0|4|5|6|7|8,32.6011,210,1
0,proposed,6,0|4|5|6|7|9,43.0273,210,1
0,proposed,6,0|4|5|6|8|9,44.8658,210,1
0,proposed,6,0|4|5|7|8|9,27.0549,210,1
0,proposed,6,0|4|6|7|8|9,26.2728,210,1
0,proposed,6,0|5|6|7|8|9,11.1048,210,1
0,proposed,6,1|2|3|4|5|6,17.3490,210,1
0,proposed,6,1|2|3|4|5|7,26.5249,210,1
0,proposed,6,1|2|3|4|5|8,26.4376,210,1
0,proposed,6,1|2|3|4|5|9,30.8599,210,1
0,proposed,6,1|2|3|4|6|7,27.0110,210,1
0,proposed,6,1|2|3|4|6|8,25.5567,210,1
0,proposed,6,1|2|3|4|6|9,30.8523,210,1
0,proposed,6,1|2|3|4|7|8,29.2923,210,1
0,proposed,6,1|2|3|4|7|9,32.2292,210,1
0,proposed,6,1|2|3|4|8|9,23.7655,210,1
0,proposed,6,1|2|3|5|6|7,35.3210,210,1
0,proposed,6,1|2|3|5|6|8,37.9731,210,1
0,proposed,6,1|2|3|5|6|9,39.8016,210,1
0,proposed,6,1|2|3|5|7|8,38.4558,210,1
0,proposed,6,1|2|3|5|7|9,43.6510,210,1
0,proposed,6,1|2|3|5|8|9,39.5356,210,1
0,proposed,6,1|2|3|6|7|8,36.1526,210,1
0,proposed,6,1|2|3|6|7|9,44.5695,210,1
0,proposed,6,1|2|3|6|8|9,39.4614,210,1
0,proposed,6,1|2|3|7|8|9,23.8636,210,1
0,proposed,6,1|2|4|5|6|7,35.2210,210,1
0,proposed,6,1|2|4|5|6|8,40.6693,210,1
0,proposed,6,1|2|4|5|6|9,41.1943,210,1
0,proposed,6,1|2|4|5|7|8,47.7500,210,1
0,proposed,6,1|2|4|5|7|9,54.4178,210,1
0,proposed,6,1|2|4|5|8|9,46.9212,210,1
0,proposed,6,1|2|4|6|7|8,46.6953,210,1
0,proposed,6,1|2|4|6|7|9,55.2170,210,1
0,proposed,6,1|2|4|6|8|9,47.5346,210,1
0,proposed,6,1|2|4|7|8|9,29.0354,210,1
0,proposed,6,1|2|5|6|7|8,46.2085,210,1
0,proposed,6,1|2|5|6|7|9,47.3726,210,1
0,proposed,6,1|2|5|6|8|9,47.7690,210,1
0,proposed,6,1|2|5|7|8|9,30.7931,210,1
0,proposed,6,1|2|6|7|8|9,33.0394,210,1
0,proposed,6,1|3|4|5|6|7,34.4111,210,1
0,proposed,6,1|3|4|5|6|8,39.9145,210,1
0,proposed,6,1|3|4|5|6|9,40.3341,210,1
0,proposed,6,1|3|4|5|7|8,47.3529,210,1
0,proposed,6,1|3|4|5|7|9,53.0773,210,1
0,proposed,6,1|3|4|5|8|9,44.7982,210,1
0,proposed,6,1|3|4|6|7|8,45.1109,210,1
0,proposed,6,1|3|4|6|7|9,53.1369,210,1
0,proposed,6,1|3|4|6|8|9,39.1755,210,1
0,proposed,6,1|3|4|7|8|9,27.2063,210,1
0,proposed,6,1|3|5|6|7|8,45.6653,210,1
0,proposed,6,1|3|5|6|7|9,48.1297,210,1
0,proposed,6,1|3|5|6|8|9,48.6914,210,1
0,proposed,6,1|3|5|7|8|9,33.9638,210,1
0,proposed,6,1|3|6|7|8|9,31.0189,210,1
0,proposed,6,1|4|5|6|7|8,31.6669,210,1
0,proposed,6,1|4|5|6|7|9,34.4925,210,1
0,proposed,6,1|4|5|6|8|9,37.7256,210,1
0,proposed,6,1|4|5|7|8|9,27.5050,210,1
0,proposed,6,1|4|6|7|8|9,20.3261,210,1
0,proposed,6,1|5|6|7|8|9,27.5785,210,1
0,proposed,6,2|3|4|5|6|7,26.3764,210,1
0,proposed,6,2|3|4|5|6|8,32.0722,210,1
0,proposed,6,2|3|4|5|6|9,31.0268,210,1
0,proposed,6,2|3|4|5|7|8,37.7287,210,1
0,proposed,6,2|3|4|5|7|9,42.0242,210,1
0,proposed,6,2|3|4|5|8|9,37.1233,210,1
0,proposed,6,2|3|4|6|7|8,40.1975,210,1
0,proposed,6,2|3|4|6|7|9,47.9891,210,1
0,proposed,6,2|3|4|6|8|9,38.2583,210,1
0,proposed,6,2|3|4|7|8|9,30.2810,210,1
0,proposed,6,2|3|5|6|7|8,42.3618,210,1
0,proposed,6,2|3|5|6|7|9,46.3174,210,1
0,proposed,6,2|3|5|6|8|9,46.6221,210,1
0,proposed,6,2|3|5|7|8|9,33.6304,210,1
0,proposed,6,2|3|6|7|8|9,34.7587,210,1
0,proposed,6,2|4|5|6|7|8,38.2528,210,1
0,proposed,6,2|4|5|6|7|9,44.2849,210,1
0,proposed,6,2|4|5|6|8|9,49.5557,210,1
0,proposed,6,2|4|5|7|8|9,33.3742,210,1
0,proposed,6,2|4|6|7|8|9,37.0811,210,1
0,proposed,6,2|5|6|7|8|9,32.4474,210,1
0,proposed,6,3|4|5|6|7|8,39.7324,210,1
0,proposed,6,3|4|5|6|7|9,43.0877,210,1
0,proposed,6,3|4|5|6|8|9,46.7117,210,1
0,proposed,6,3|4|5|7|8|9,30.2252,210,1
0,proposed,6,3|4|6|7|8|9,31.4097,210,1
0,proposed,6,3|5|6|7|8|9,32.8123,210,1
0,proposed,6,4|5|6|7|8|9,32.0767,210,1
1,b1,0,,74.7602,1,1
1,b1,1,0,32.4622,10,1
1,b1,1,1,24.0526,10,1
1,b1,1,2,43.4150,10,1
1,b1,1,3,55.2554,10,1
1,b1,1,4,39.3303,10,1
1,b1,1,5,45.7005,10,1
1,b1,1,6,33.1549,10,1
1,b1,1,7,58.9864,10,1
1,b1,1,8,35.1348,10,1
1,b1,1,9,39.3385,10,1
1,b1,2,0|1,18.3941,45,1
1,b1,2,0|2,16.6691,45,1
1,b1,2,0|3,23.2929,45,1
1,b1,2,0|4,23.7127,45,1
1,b1,2,0|5,23.5129,45,1
1,b1,2,0|6,22.3939,45,1
1,b1,2,0|7,35.6624,45,1
1,b1,2,0|8,29.6221,45,1
1,b1,2,0|9,29.9801,45,1
1,b1,2,1|2,21.5057,45,1
1,b1,2,1|3,26.7524,45,1
1,b1,2,1|4,18.7858,45,1
