acc_ce,acc_pixel,arm,cls,cls_cov,cls_joint,cls_sel,cov_ce,cov_pp,f1,iou,joint_ce,joint_pp,miou,oa,pa,scope,seed,sel_ce,sel_pp,split,state,support,thr,ua
78.97439613526569,78.86917808219178,naive,ALL,,,,78.91195652173913,78.82671232876713,,,10.261956521739128,10.261643835616438,52.712142298803464,78.86917808219178,,overall,0,13.004311354150882,13.017977703824062,0,clean,,0.6175041465198292,
78.97439613526569,78.86917808219178,naive,clear,88.09777837801337,2.441758390168141,2.771645818003434,78.91195652173913,78.82671232876713,86.03976517708418,75.49981386997176,10.261956521739128,10.261643835616438,52.712142298803464,78.86917808219178,93.12850293740294,perclass,0,13.004311354150882,13.017977703824062,0,clean,74045,0.6175041465198292,79.9538529323099
78.97439613526569,78.86917808219178,naive,thick cloud,75.44241825368307,9.910618038088394,13.136665376715387,78.91195652173913,78.82671232876713,81.93375111906893,69.39642098877768,10.261956521739128,10.261643835616438,52.712142298803464,78.86917808219178,77.07509881422925,perclass,0,13.004311354150882,13.017977703824062,0,clean,44528,0.6175041465198292,87.44617422987744
78.97439613526569,78.86917808219178,naive,thin cloud,55.23539823008849,28.41061946902655,51.43552935144835,78.91195652173913,78.82671232876713,49.07029817800891,32.512022210103616,10.261956521739128,10.261643835616438,52.712142298803464,78.86917808219178,46.4283185840708,perclass,0,13.004311354150882,13.017977703824062,0,clean,14125,0.6175041465198292,52.031101237702316
78.97439613526569,78.86917808219178,naive,cloud shadow,63.59945872801083,35.69388061945572,56.12293144208038,78.91195652173913,78.82671232876713,50.12025465692055,33.44031212636083,10.261956521739128,10.261643835616438,52.712142298803464,78.86917808219178,39.94887986768907,perclass,0,13.004311354150882,13.017977703824062,0,clean,13302,0.6175041465198292,67.24028849803872
78.97439613526569,78.86917808219178,mondrian,ALL,,,,78.91195652173913,78.82671232876713,,,10.261956521739128,10.261643835616438,52.712142298803464,78.86917808219178,,overall,0,13.004311354150882,13.017977703824062,0,clean,,0.6175041465198292,
78.97439613526569,78.86917808219178,mondrian,clear,88.09777837801337,2.441758390168141,2.771645818003434,78.91195652173913,78.82671232876713,86.03976517708418,75.49981386997176,10.261956521739128,10.261643835616438,52.712142298803464,78.86917808219178,93.12850293740294,perclass,0,13.004311354150882,13.017977703824062,0,clean,74045,0.6175041465198292,79.9538529323099
78.97439613526569,78.86917808219178,mondrian,thick cloud,75.44241825368307,9.910618038088394,13.136665376715387,78.91195652173913,78.82671232876713,81.93375111906893,69.39642098877768,10.261956521739128,10.261643835616438,52.712142298803464,78.86917808219178,77.07509881422925,perclass,0,13.004311354150882,13.017977703824062,0,clean,44528,0.6175041465198292,87.44617422987744
78.97439613526569,78.86917808219178,mondrian,thin cloud,55.23539823008849,28.41061946902655,51.43552935144835,78.91195652173913,78.82671232876713,49.07029817800891,32.512022210103616,10.261956521739128,10.261643835616438,52.712142298803464,78.86917808219178,46.4283185840708,perclass,0,13.004311354150882,13.017977703824062,0,clean,14125,0.6175041465198292,52.031101237702316
78.97439613526569,78.86917808219178,mondrian,cloud shadow,63.59945872801083,35.69388061945572,56.12293144208038,78.91195652173913,78.82671232876713,50.12025465692055,33.44031212636083,10.261956521739128,10.261643835616438,52.712142298803464,78.86917808219178,39.94887986768907,perclass,0,13.004311354150882,13.017977703824062,0,clean,13302,0.6175041465198292,67.24028849803872
67.54227053140094,67.80342465753425,naive,ALL,,,,93.62222222222222,93.51438356164383,,,28.80748792270531,28.493150684931507,29.559097647160414,67.80342465753425,,overall,0,30.769925386226895,30.469270715075698,0,L2A,,0.6175041465198292,
67.54227053140094,67.80342465753425,naive,clear,97.24356810047944,0.6685123911135121,0.6874618076773513,93.62222222222222,93.51438356164383,76.73783541567822,62.25579087829747,28.80748792270531,28.493150684931507,29.559097647160414,67.80342465753425,98.29428050509826,perclass,0,30.769925386226895,30.469270715075698,0,L2A,74045,0.6175041465198292,62.93570841800338
67.54227053140094,67.80342465753425,naive,thick cloud,88.54204096298957,35.97960833632771,40.635621163699085,93.62222222222222,93.51438356164383,70.57179299302558,54.525821399366784,28.80748792270531,28.493150684931507,29.559097647160414,67.80342465753425,58.40145526410348,perclass,0,30.769925386226895,30.469270715075698,0,L2A,44528,0.6175041465198292,89.14981145011998
