arm,seed,split,joint
n40,2,3,8.782789855072464
n40,2,4,9.865579710144926
n40,2,5,10.043478260869565
n40,2,6,9.392753623188407
n40,2,7,9.96074879227053
n40,2,8,8.106521739130434
n40,2,9,9.042451690821256
n40,3,0,10.572705314009664
n40,3,1,9.456340579710144
n40,3,2,9.42481884057971
n40,3,3,9.18532608695652
n40,3,4,10.735386473429953
n40,3,5,10.346195652173913
n40,3,6,9.693840579710145
n40,3,7,9.004166666666666
n40,3,8,9.891304347826088
n40,3,9,8.195169082125604
n40,4,0,11.315338164251209
n40,4,1,9.952536231884059
n40,4,2,11.694625603864734
n40,4,3,10.659420289855072
n40,4,4,9.504951690821256
n40,4,5,9.921739130434784
n40,4,6,10.343840579710145
n40,4,7,8.313224637681161
n40,4,8,10.01159420289855
n40,4,9,10.068417874396136
n40,5,0,11.655676328502414
n40,5,1,9.868115942028986
n40,5,2,12.443599033816428
n40,5,3,10.738586956521738
n40,5,4,9.870048309178745
n40,5,5,9.924999999999997
n40,5,6,10.297826086956524
n40,5,7,10.52711352657005
n40,5,8,9.936956521739129
n40,5,9,9.121256038647344
n40,6,0,10.93840579710145
n40,6,1,10.029347826086955
n40,6,2,10.302113526570048
n40,6,3,9.282971014492755
n40,6,4,10.420410628019324
n40,6,5,8.672282608695655
n40,6,6,10.009782608695652
n40,6,7,9.314673913043476
n40,6,8,10.029347826086955
n40,6,9,9.340338164251207
n40,7,0,9.748429951690822
n40,7,1,9.664673913043478
n40,7,2,9.917391304347827
n40,7,3,8.965036231884058
n40,7,4,8.903381642512077
n40,7,5,9.885507246376813
n40,7,6,12.252536231884054
n40,7,7,9.644323671497586
n40,7,8,9.566666666666665
n40,7,9,9.77638888888889
n40,8,0,10.605193236714976
n40,8,1,8.371557971014495
n40,8,2,9.557729468599033
n40,8,3,9.005072463768116
n40,8,4,9.423188405797099
n40,8,5,9.381340579710146
n40,8,6,9.622826086956522
n40,8,7,8.721678743961354
n40,8,8,8.721739130434782
n40,8,9,9.232910628019324
n40,9,0,10.982246376811595
n40,9,1,10.202355072463767
n40,9,2,8.972463768115944
n40,9,3,10.246557971014491
n40,9,4,10.80108695652174
n40,9,5,10.98623188405797
n40,9,6,10.37445652173913
n40,9,7,9.948248792270531
n40,9,8,10.980434782608697
n40,9,9,10.965458937198068
halfA,0,0,11.430676328502415
halfA,0,1,8.908333333333335
halfA,0,2,10.940640096618358
halfA,0,3,9.111231884057972
halfA,0,4,9.442149758454107
halfA,0,5,9.777717391304348
halfA,0,6,9.819565217391304
halfA,0,7,9.278743961352658
halfA,0,8,9.934420289855074
halfA,0,9,11.17524154589372
halfA,1,0,11.396859903381644
halfA,1,1,8.32391304347826
halfA,1,2,9.15090579710145
halfA,1,3,8.667391304347825
halfA,1,4,8.065821256038648
halfA,1,5,10.30036231884058
halfA,1,6,9.44945652173913
halfA,1,7,8.080374396135266
halfA,1,8,8.365942028985506
halfA,1,9,8.093538647342994
halfA,2,0,12.886231884057974
halfA,2,1,8.066485507246375
halfA,2,2,8.841485507246377
halfA,2,3,9.17590579710145
halfA,2,4,9.554710144927537
halfA,2,5,9.579528985507245
halfA,2,6,9.906159420289855
halfA,2,7,10.053140096618355
halfA,2,8,9.50434782608696
halfA,2,9,9.94619565217391
halfA,3,0,10.6756038647343
halfA,3,1,9.124275362318839
halfA,3,2,8.189311594202898
halfA,3,3,8.542572463768115
halfA,3,4,9.47777777777778
halfA,3,5,9.221014492753623
halfA,3,6,10.944565217391302
halfA,3,7,8.226509661835749
halfA,3,8,9.481159420289858
halfA,3,9,9.816787439613526
halfA,4,0,10.523309178743963
halfA,4,1,9.653804347826087
halfA,4,2,11.804710144927537
halfA,4,3,9.554891304347825
halfA,4,4,10.056642512077296
halfA,4,5,9.608695652173912
halfA,4,6,11.149637681159419
halfA,4,7,8.871980676328503
halfA,4,8,10.124275362318842
halfA,4,9,9.607548309178746
halfA,5,0,13.18103864734299
halfA,5,1,9.302536231884059
halfA,5,2,12.687681159420288
halfA,5,3,10.230434782608695
halfA,5,4,11.696376811594202
halfA,5,5,11.706702898550724
halfA,5,6,12.140579710144934
halfA,5,7,10.170048309178743
halfA,5,8,11.119927536231886
halfA,5,9,10.271135265700487
halfA,6,0,11.363043478260867
halfA,6,1,9.172101449275361
halfA,6,2,10.241545893719808
halfA,6,3,9.102355072463768
halfA,6,4,9.899879227053141
halfA,6,5,9.726630434782608
halfA,6,6,10.469565217391308
halfA,6,7,9.72481884057971
halfA,6,8,10.62536231884058
halfA,6,9,11.976026570048308
halfA,7,0,11.081038647342996
halfA,7,1,8.208333333333334
halfA,7,2,11.76050724637681
halfA,7,3,10.098913043478259
halfA,7,4,9.53768115942029
halfA,7,5,9.31340579710145
halfA,7,6,9.21340579710145
halfA,7,7,10.572524154589374
halfA,7,8,11.740217391304347
halfA,7,9,8.445772946859902
halfA,8,0,10.88731884057971
halfA,8,1,8.763405797101449
halfA,8,2,9.829891304347825
halfA,8,3,8.558876811594203
halfA,8,4,8.893961352657007
halfA,8,5,11.710688405797102
halfA,8,6,12.482608695652173
halfA,8,7,8.828140096618359
halfA,8,8,10.406159420289855
halfA,8,9,9.473007246376811
halfA,9,0,10.977053140096618
halfA,9,1,9.97445652173913
halfA,9,2,11.03804347826087
halfA,9,3,11.248007246376812
halfA,9,4,11.04975845410628
halfA,9,5,9.126268115942029
halfA,9,6,12.930978260869566
halfA,9,7,11.852838164251207
halfA,9,8,11.180434782608696
halfA,9,9,10.547101449275361
halfB,0,0,12.091425120772946
halfB,0,1,8.555797101449276
halfB,0,2,10.70277777777778
halfB,0,3,9.352355072463768
halfB,0,4,9.61413043478261
halfB,0,5,10.055072463768116
halfB,0,6,11.523731884057971
halfB,0,7,9.963345410628017
halfB,0,8,9.54927536231884
halfB,0,9,9.657367149758453
halfB,1,0,9.35193236714976
halfB,1,1,7.196376811594204
halfB,1,2,9.749094202898553
halfB,1,3,8.496739130434783
halfB,1,4,9.232971014492753
halfB,1,5,8.9
halfB,1,6,8.615942028985508
halfB,1,7,9.488285024154587
halfB,1,8,10.297101449275363
halfB,1,9,9.289855072463768
halfB,2,0,10.906521739130435
halfB,2,1,8.88586956521739
halfB,2,2,10.619384057971013
halfB,2,3,9.843659420289857
halfB,2,4,10.245289855072464
halfB,2,5,9.59021739130435
halfB,2,6,10.779166666666667
halfB,2,7,9.514855072463769
halfB,2,8,8.76413043478261
halfB,2,9,9.514251207729469
halfB,3,0,10.433454106280193
halfB,3,1,10.532065217391304
halfB,3,2,10.267270531400968
halfB,3,3,9.844384057971013
halfB,3,4,9.627294685990337
halfB,3,5,9.697101449275362
halfB,3,6,8.556521739130437
halfB,3,7,9.797524154589372
halfB,3,8,8.994565217391305
halfB,3,9,8.418055555555554
halfB,4,0,12.699637681159418
halfB,4,1,10.269384057971013
halfB,4,2,12.095772946859904
halfB,4,3,10.918478260869565
halfB,4,4,9.662560386473427
halfB,4,5,10.468478260869567
halfB,4,6,10.183333333333334
halfB,4,7,9.742572463768116
halfB,4,8,10.142753623188405
halfB,4,9,10.319565217391304
halfB,5,0,10.52705314009662
halfB,5,1,10.862499999999999
halfB,5,2,12.457608695652173
halfB,5,3,10.815942028985507
halfB,5,4,8.806884057971015
halfB,5,5,11.116847826086957
halfB,5,6,10.044202898550726
halfB,5,7,9.812801932367151
halfB,5,8,9.717753623188404
halfB,5,9,10.530615942028987
halfB,6,0,10.116425120772947
halfB,6,1,9.495108695652172
halfB,6,2,11.219202898550725
halfB,6,3,10.046739130434782
halfB,6,4,9.600362318840581
halfB,6,5,9.402898550724636
halfB,6,6,9.743297101449278
halfB,6,7,9.394806763285025
halfB,6,8,9.113043478260868
halfB,6,9,9.204710144927537
halfB,7,0,10.08937198067633
halfB,7,1,9.941666666666665
halfB,7,2,11.533816425120774
halfB,7,3,9.297463768115943
halfB,7,4,10.062077294685992
halfB,7,5,10.399637681159422
halfB,7,6,12.514311594202901
halfB,7,7,7.970531400966184
halfB,7,8,7.321739130434785
halfB,7,9,9.685265700483093
