split_seed,model_seed,method,arm,acc_bright,aurc_bright,auroc_bright,temperature,crc_threshold,crc_group_joint_risk,crc_group_coverage,crc_group_selective_risk,crc_feasible,n_calib_units,n_source_units,n_target_units,n_eval_units,n_eval_px
2,7,proposed,mondrian,78.6867,7.79935,79.3974,1.29323,0.878303,2.09103,44.1859,4.73234,1,12,152,33,13,30000
2,7,b2,naive,79.5167,7.0618,80.2406,1.08884,0.650127,9.42308,75.4192,12.4943,1,91,152,33,13,30000
2,7,b2,mondrian,79.5167,7.0618,80.2406,1.39309,0.856899,0.897436,37.6769,2.38192,1,12,152,33,13,30000
2,8,proposed,naive,80.39,7.21282,78.8528,1.19614,0.649335,9.86667,79.0718,12.4781,1,91,152,33,13,30000
2,8,proposed,mondrian,80.39,7.21282,78.8528,1.45578,0.869784,1.85128,41.5538,4.45514,1,12,152,33,13,30000
2,8,b2,naive,79.1867,6.82702,81.9998,1.08422,0.654372,9.88077,76.9782,12.8358,1,91,152,33,13,30000
2,8,b2,mondrian,79.1867,6.82702,81.9998,1.38996,0.859005,1.17179,37.0026,3.16679,1,12,152,33,13,30000
2,9,proposed,naive,81.2567,6.35276,80.9279,1.17194,0.667218,8.95641,78.1718,11.4573,1,91,152,33,13,30000
2,9,proposed,mondrian,81.2567,6.35276,80.9279,1.38643,0.844694,2.14872,47.1372,4.55844,1,12,152,33,13,30000
2,9,b2,naive,79.61,6.74943,81.5695,1.08465,0.633933,10.3744,78.841,13.1586,1,91,152,33,13,30000
2,9,b2,mondrian,79.61,6.74943,81.5695,1.43612,0.849326,1.24744,39.7897,3.13507,1,12,152,33,13,30000
3,0,proposed,naive,71,12.5736,77.6518,1.17831,0.634821,10.6692,65.1154,16.3851,1,91,152,33,13,28000
3,0,proposed,mondrian,71,12.5736,77.6518,1.38751,0.87373,1.06346,22.1846,4.79369,1,12,152,33,13,28000
3,0,b2,naive,70.0071,13.5593,76.4245,1.13011,0.630078,12.5577,67.3577,18.6433,1,91,152,33,13,28000
3,0,b2,mondrian,70.0071,13.5593,76.4245,1.2755,0.873583,0.876923,22.5538,3.88813,1,12,152,33,13,28000
3,1,proposed,naive,72.2821,11.2076,78.8713,1.14797,0.63209,10.6269,67.9288,15.6442,1,91,152,33,13,28000
3,1,proposed,mondrian,72.2821,11.2076,78.8713,1.40488,0.860383,0.738462,25.6269,2.88158,1,12,152,33,13,28000
3,1,b2,naive,71.5821,12.4988,77.2504,1.16521,0.628372,11.5654,68.6269,16.8525,1,91,152,33,13,28000
3,1,b2,mondrian,71.5821,12.4988,77.2504,1.53421,0.893964,0.867308,21.0731,4.11571,1,12,152,33,13,28000
3,2,proposed,naive,69.5321,13.9264,76.253,1.22288,0.637225,13.7269,68.4808,20.0449,1,91,152,33,13,28000
3,2,proposed,mondrian,69.5321,13.9264,76.253,1.60788,0.811365,1.85769,26.6923,6.95965,1,12,152,33,13,28000
3,2,b2,naive,69.0643,14.0029,76.5395,1.10599,0.625687,12.3596,64.6115,19.1291,1,91,152,33,13,28000
3,2,b2,mondrian,69.0643,14.0029,76.5395,1.27354,0.878217,1.06346,22.2865,4.77177,1,12,152,33,13,28000
3,3,proposed,naive,70.2571,12.8001,77.8213,1.16222,0.639802,12.2904,67.8615,18.111,1,91,152,33,13,28000
3,3,proposed,mondrian,70.2571,12.8001,77.8213,1.49148,0.829602,1.23462,26.9365,4.58342,1,12,152,33,13,28000
3,3,b2,naive,70.6321,13.6422,75.8723,1.12935,0.630637,11.7827,66.4115,17.7419,1,91,152,33,13,28000
3,3,b2,mondrian,70.6321,13.6422,75.8723,1.41558,0.850167,1.68077,24.5115,6.85705,1,12,152,33,13,28000
3,4,proposed,naive,69.3036,14.2204,76.273,1.17755,0.643658,12.3577,65.7346,18.7994,1,91,152,33,13,28000
3,4,proposed,mondrian,69.3036,14.2204,76.273,1.41473,0.836199,1.76731,25.35,6.97163,1,12,152,33,13,28000
3,4,b2,naive,70.5107,12.9726,77.3494,1.12104,0.625579,11.8365,67.0577,17.6513,1,91,152,33,13,28000
3,4,b2,mondrian,70.5107,12.9726,77.3494,1.3025,0.881838,1.08654,22.3038,4.87153,1,12,152,33,13,28000
3,5,proposed,naive,71.1,11.9288,78.9937,1.2206,0.650046,10.1038,65.1423,15.5104,1,91,152,33,13,28000
