seed,method,missing_groups,metric,value
0,b2m,5,crcmask_feasible,1
0,b2m,6,crcmask_feasible,1
0,b2m,0,crcmask_units,nan
0,b2m,1,crcmask_units,32
0,b2m,2,crcmask_units,32
0,b2m,3,crcmask_units,32
0,b2m,4,crcmask_units,32
0,b2m,5,crcmask_units,32
0,b2m,6,crcmask_units,32
0,b2m,0,crcmask_alpha_floor,nan
0,b2m,1,crcmask_alpha_floor,3.0303
0,b2m,2,crcmask_alpha_floor,3.0303
0,b2m,3,crcmask_alpha_floor,3.0303
0,b2m,4,crcmask_alpha_floor,3.0303
0,b2m,5,crcmask_alpha_floor,3.0303
0,b2m,6,crcmask_alpha_floor,3.0303
0,b2m,0,crcmask_positive_coverage,nan
0,b2m,1,crcmask_positive_coverage,1
0,b2m,2,crcmask_positive_coverage,1
0,b2m,3,crcmask_positive_coverage,1
0,b2m,4,crcmask_positive_coverage,1
0,b2m,5,crcmask_positive_coverage,1
0,b2m,6,crcmask_positive_coverage,1
0,b2m,0,temperature,1.55026
0,b2m,1,temperature,1.4719
0,b2m,2,temperature,1.34496
0,b2m,3,temperature,1.27861
0,b2m,4,temperature,1.21139
0,b2m,5,temperature,1.27391
0,b2m,6,temperature,1.34062
0,b2m,0,plugin_neff,91
0,b2m,1,plugin_neff,93
0,b2m,2,plugin_neff,99
0,b2m,3,plugin_neff,98
0,b2m,4,plugin_neff,74
0,b2m,5,plugin_neff,53
0,b2m,6,plugin_neff,2
0,b2m,0,plugin_icc,0.216319
0,b2m,1,plugin_icc,0.214952
0,b2m,2,plugin_icc,0.191928
0,b2m,3,plugin_icc,0.179523
0,b2m,4,plugin_icc,0.189847
0,b2m,5,plugin_icc,0.18339
0,b2m,6,plugin_icc,0.12584
0,b2m,0,plugin_eff_target,6.85624
0,b2m,1,plugin_eff_target,6.88169
0,b2m,2,plugin_eff_target,6.98021
0,b2m,3,plugin_eff_target,6.97128
0,b2m,4,plugin_eff_target,6.51401
0,b2m,5,plugin_eff_target,5.87074
0,b2m,6,plugin_eff_target,0
0,b2m,0,plugin_positive_coverage,1
0,b2m,1,plugin_positive_coverage,1
0,b2m,2,plugin_positive_coverage,1
0,b2m,3,plugin_positive_coverage,1
0,b2m,4,plugin_positive_coverage,1
0,b2m,5,plugin_positive_coverage,1
0,b2m,6,plugin_positive_coverage,0
0,b2m,0,plugin_degenerate,0
0,b2m,1,plugin_degenerate,0
0,b2m,2,plugin_degenerate,0
0,b2m,3,plugin_degenerate,0
0,b2m,4,plugin_degenerate,0
0,b2m,5,plugin_degenerate,0
0,b2m,6,plugin_degenerate,1
0,b2m,0,mask_acc_worst,77.2771
0,b2m,1,mask_acc_worst,71.1409
0,b2m,2,mask_acc_worst,64.813
0,b2m,3,mask_acc_worst,65.2924
0,b2m,4,mask_acc_worst,44.8706
0,b2m,5,mask_acc_worst,45.5417
0,b2m,6,mask_acc_worst,30.7766
0,b2m,0,mask_acc_median,77.2771
0,b2m,1,mask_acc_median,76.1266
0,b2m,2,mask_acc_median,74.3049
0,b2m,3,mask_acc_median,72.2915
0,b2m,4,mask_acc_median,69.559
0,b2m,5,mask_acc_median,62.6079
0,b2m,6,mask_acc_median,54.9377
0,b2m,0,mask_acc_p05,77.2771
0,b2m,1,mask_acc_p05,71.1409
0,b2m,2,mask_acc_p05,67.8188
0,b2m,3,mask_acc_p05,66.8025
0,b2m,4,mask_acc_p05,61.0786
0,b2m,5,mask_acc_p05,48.0537
0,b2m,6,mask_acc_p05,35.3356
0,b2m,0,mask_cov_worst,82.7421
0,b2m,1,mask_cov_worst,73.9214
0,b2m,2,mask_cov_worst,68.6481
0,b2m,3,mask_cov_worst,65.0048
0,b2m,4,mask_cov_worst,50.9108
0,b2m,5,mask_cov_worst,38.4468
0,b2m,6,mask_cov_worst,18.0249
0,b2m,0,mask_sel_risk_worst,15.8749
0,b2m,1,mask_sel_risk_worst,16.9909
0,b2m,2,mask_sel_risk_worst,22.3288
0,b2m,3,mask_sel_risk_worst,23.9071
0,b2m,4,mask_sel_risk_worst,46.7043
0,b2m,5,mask_sel_risk_worst,42.8274
0,b2m,6,mask_sel_risk_worst,73.6181
0,b2m,0,mask_sel_risk_median,15.8749
0,b2m,1,mask_sel_risk_median,15.3846
0,b2m,2,mask_sel_risk_median,15.5486
0,b2m,3,mask_sel_risk_median,15.5266
0,b2m,4,mask_sel_risk_median,16.271
0,b2m,5,mask_sel_risk_median,22.0257
0,b2m,6,mask_sel_risk_median,26.2293
0,b2m,0,cls_cov_min,46.6667
0,b2m,1,cls_cov_min,36.0417
0,b2m,2,cls_cov_min,33.3333
0,b2m,3,cls_cov_min,31.1979
0,b2m,4,cls_cov_min,26.875
0,b2m,5,cls_cov_min,23.5938
0,b2m,6,cls_cov_min,16.6193
0,b2m,0,cls_cov_macro,81.0696
0,b2m,1,cls_cov_macro,74.8486
0,b2m,2,cls_cov_macro,70.0102
0,b2m,3,cls_cov_macro,66.0504
0,b2m,4,cls_cov_macro,56.2715
0,b2m,5,cls_cov_macro,46.4825
0,b2m,6,cls_cov_macro,32.4012
0,b2m,0,cls_zero_cov_n,0
0,b2m,1,cls_zero_cov_n,0
0,b2m,2,cls_zero_cov_n,0
0,b2m,3,cls_zero_cov_n,0
0,b2m,4,cls_zero_cov_n,0
0,b2m,5,cls_zero_cov_n,0
0,b2m,6,cls_zero_cov_n,0
0,b2m,0,cls_sel_risk_max,90
0,b2m,1,cls_sel_risk_max,87.1528
0,b2m,2,cls_sel_risk_max,85.4093
0,b2m,3,cls_sel_risk_max,79.918
0,b2m,4,cls_sel_risk_max,74.2105
0,b2m,5,cls_sel_risk_max,87.7698
0,b2m,6,cls_sel_risk_max,80.6452
0,b2m,0,cls_sel_risk_macro,24.1468
0,b2m,1,cls_sel_risk_macro,24.2565
0,b2m,2,cls_sel_risk_macro,26.8983
0,b2m,3,cls_sel_risk_macro,27.2218
0,b2m,4,cls_sel_risk_macro,29.6872
0,b2m,5,cls_sel_risk_macro,34.3765
0,b2m,6,cls_sel_risk_macro,41.0445
0,b2m,0,plugin_threshold,0.618694
0,b2m,1,plugin_threshold,0.656166
0,b2m,2,plugin_threshold,0.677299
0,b2m,3,plugin_threshold,0.691206
0,b2m,4,plugin_threshold,0.755796
0,b2m,5,plugin_threshold,0.786591
0,b2m,6,plugin_threshold,inf
0,b2m,0,crc_threshold,0.593631
0,b2m,1,crc_threshold,0.610786
0,b2m,2,crc_threshold,0.631977
0,b2m,3,crc_threshold,0.634092
0,b2m,4,crc_threshold,0.657164
0,b2m,5,crc_threshold,0.627036
0,b2m,6,crc_threshold,0.618399
1,proposed,0,acc,84.674
1,proposed,1,acc,83.3272
1,proposed,2,acc,79.8132
1,proposed,3,acc,77.4291
1,proposed,4,acc,74.7592
1,proposed,5,acc,65.9055
1,proposed,6,acc,55.5805
1,proposed,0,aurc,3.37636
1,proposed,1,aurc,3.94483
1,proposed,2,aurc,5.49992
1,proposed,3,aurc,7.17621
1,proposed,4,aurc,8.76717
1,proposed,5,aurc,15.4919
1,proposed,6,aurc,25.6946
1,proposed,0,augrc,2.76413
1,proposed,1,augrc,3.18464
1,proposed,2,augrc,4.32049
1,proposed,3,augrc,5.46928
1,proposed,4,augrc,6.55719
1,proposed,5,augrc,10.7444
1,proposed,6,augrc,16.3486
1,proposed,0,auroc,87.8
1,proposed,1,auroc,87.0874
1,proposed,2,auroc,85.8339
1,proposed,3,auroc,83.282
1,proposed,4,auroc,82.134
1,proposed,5,auroc,78.052
1,proposed,6,auroc,73.7431
1,proposed,0,plugin_coverage,68.5013
1,proposed,1,plugin_coverage,61.7565
1,proposed,2,plugin_coverage,47.8937
1,proposed,3,plugin_coverage,36.9628
1,proposed,4,plugin_coverage,29.1331
1,proposed,5,plugin_coverage,0.00793819
1,proposed,6,plugin_coverage,0
1,proposed,0,plugin_cond_risk,4.32633
1,proposed,1,plugin_cond_risk,3.60341
1,proposed,2,plugin_cond_risk,2.50829
1,proposed,3,plugin_cond_risk,2.59145
1,proposed,4,plugin_cond_risk,2.26158
1,proposed,5,plugin_cond_risk,0
1,proposed,6,plugin_cond_risk,nan
1,proposed,0,crc_calib_bound,9.76747
1,proposed,1,crc_calib_bound,9.9946
1,proposed,2,crc_calib_bound,9.9687
1,proposed,3,crc_calib_bound,9.99241
1,proposed,4,crc_calib_bound,9.89969
1,proposed,5,crc_calib_bound,9.93061
1,proposed,6,crc_calib_bound,9.87824
1,proposed,0,crc_eval_joint_risk,4.22854
1,proposed,1,crc_eval_joint_risk,4.39808
1,proposed,2,crc_eval_joint_risk,3.67095
1,proposed,3,crc_eval_joint_risk,3.75177
1,proposed,4,crc_eval_joint_risk,4.3968
1,proposed,5,crc_eval_joint_risk,4.49816
1,proposed,6,crc_eval_joint_risk,4.44992
1,proposed,0,crc_coverage,73.2135
1,proposed,1,crc_coverage,70.8349
1,proposed,2,crc_coverage,62.2272
1,proposed,3,crc_coverage,56.2258
1,proposed,4,crc_coverage,53.4568
1,proposed,5,crc_coverage,38.9238
1,proposed,6,crc_coverage,26.0421
1,proposed,0,crc_sel_risk,5.77562
1,proposed,1,crc_sel_risk,6.20891
1,proposed,2,crc_sel_risk,5.89927
1,proposed,3,crc_sel_risk,6.67268
1,proposed,4,crc_sel_risk,8.22496
1,proposed,5,crc_sel_risk,11.5563
1,proposed,6,crc_sel_risk,17.0874
1,proposed,0,crc_feasible,1
1,proposed,1,crc_feasible,1
1,proposed,2,crc_feasible,1
1,proposed,3,crc_feasible,1
1,proposed,4,crc_feasible,1
1,proposed,5,crc_feasible,1
1,proposed,6,crc_feasible,1
1,proposed,0,crc_units,26
1,proposed,1,crc_units,26
1,proposed,2,crc_units,26
1,proposed,3,crc_units,26
1,proposed,4,crc_units,26
1,proposed,5,crc_units,26
1,proposed,6,crc_units,26
1,proposed,0,crc_positive_coverage,1
1,proposed,1,crc_positive_coverage,1
1,proposed,2,crc_positive_coverage,1
1,proposed,3,crc_positive_coverage,1
1,proposed,4,crc_positive_coverage,1
1,proposed,5,crc_positive_coverage,1
1,proposed,6,crc_positive_coverage,1
1,proposed,0,crcmask_calib_bound,nan
1,proposed,1,crcmask_calib_bound,9.96793
1,proposed,2,crcmask_calib_bound,9.93193
1,proposed,3,crcmask_calib_bound,9.9123
1,proposed,4,crcmask_calib_bound,9.89921
1,proposed,5,crcmask_calib_bound,9.98756
1,proposed,6,crcmask_calib_bound,9.96466
1,proposed,0,crcmask_eval_joint_risk,nan
1,proposed,1,crcmask_eval_joint_risk,5.33182
1,proposed,2,crcmask_eval_joint_risk,4.57504
1,proposed,3,crcmask_eval_joint_risk,5.11219
1,proposed,4,crcmask_eval_joint_risk,5.16511
1,proposed,5,crcmask_eval_joint_risk,5.08309
1,proposed,6,crcmask_eval_joint_risk,5.45354
1,proposed,0,crcmask_coverage,nan
1,proposed,1,crcmask_coverage,76.1537
1,proposed,2,crcmask_coverage,69.7714
1,proposed,3,crcmask_coverage,65.5218
1,proposed,4,crcmask_coverage,56.983
1,proposed,5,crcmask_coverage,38.1033
1,proposed,6,crcmask_coverage,31.9221
1,proposed,0,crcmask_sel_risk,nan
1,proposed,1,crcmask_sel_risk,7.00139
1,proposed,2,crcmask_sel_risk,6.55719
1,proposed,3,crcmask_sel_risk,7.80228
1,proposed,4,crcmask_sel_risk,9.06431
1,proposed,5,crcmask_sel_risk,13.3403
1,proposed,6,crcmask_sel_risk,17.0839
1,proposed,0,crcmask_feasible,nan
1,proposed,1,crcmask_feasible,1
1,proposed,2,crcmask_feasible,1
1,proposed,3,crcmask_feasible,1
1,proposed,4,crcmask_feasible,1
1,proposed,5,crcmask_feasible,1
1,proposed,6,crcmask_feasible,1
1,proposed,0,crcmask_units,nan
1,proposed,1,crcmask_units,32
1,proposed,2,crcmask_units,32
1,proposed,3,crcmask_units,32
1,proposed,4,crcmask_units,32
1,proposed,5,crcmask_units,32
1,proposed,6,crcmask_units,32
1,proposed,0,crcmask_alpha_floor,nan
1,proposed,1,crcmask_alpha_floor,3.0303
1,proposed,2,crcmask_alpha_floor,3.0303
1,proposed,3,crcmask_alpha_floor,3.0303
1,proposed,4,crcmask_alpha_floor,3.0303
1,proposed,5,crcmask_alpha_floor,3.0303
1,proposed,6,crcmask_alpha_floor,3.0303
1,proposed,0,crcmask_positive_coverage,nan
1,proposed,1,crcmask_positive_coverage,1
1,proposed,2,crcmask_positive_coverage,1
1,proposed,3,crcmask_positive_coverage,1
1,proposed,4,crcmask_positive_coverage,1
1,proposed,5,crcmask_positive_coverage,1
1,proposed,6,crcmask_positive_coverage,1
1,proposed,0,temperature,1.37582
1,proposed,1,temperature,1.36763
1,proposed,2,temperature,1.37688
1,proposed,3,temperature,1.3935
1,proposed,4,temperature,1.56537
1,proposed,5,temperature,1.5807
1,proposed,6,temperature,1.87912
1,proposed,0,plugin_neff,79
1,proposed,1,plugin_neff,72
1,proposed,2,plugin_neff,52
1,proposed,3,plugin_neff,49
1,proposed,4,plugin_neff,41
1,proposed,5,plugin_neff,20
1,proposed,6,plugin_neff,178
1,proposed,0,plugin_icc,0.216413
1,proposed,1,plugin_icc,0.239443
1,proposed,2,plugin_icc,0.273474
1,proposed,3,plugin_icc,0.239596
1,proposed,4,plugin_icc,0.245865
1,proposed,5,plugin_icc,0.205811
1,proposed,6,plugin_icc,0.146953
1,proposed,0,plugin_eff_target,6.61442
1,proposed,1,plugin_eff_target,6.47354
1,proposed,2,plugin_eff_target,5.84288
1,proposed,3,plugin_eff_target,5.72093
1,proposed,4,plugin_eff_target,5.30678
1,proposed,5,plugin_eff_target,3.24596
1,proposed,6,plugin_eff_target,7.7514
1,proposed,0,plugin_positive_coverage,1
1,proposed,1,plugin_positive_coverage,1
1,proposed,2,plugin_positive_coverage,1
1,proposed,3,plugin_positive_coverage,1
1,proposed,4,plugin_positive_coverage,1
1,proposed,5,plugin_positive_coverage,1
1,proposed,6,plugin_positive_coverage,0
1,proposed,0,plugin_degenerate,0
1,proposed,1,plugin_degenerate,0
1,proposed,2,plugin_degenerate,0
1,proposed,3,plugin_degenerate,0
1,proposed,4,plugin_degenerate,0
1,proposed,5,plugin_degenerate,0
1,proposed,6,plugin_degenerate,0
1,proposed,0,mask_acc_worst,84.674
1,proposed,1,mask_acc_worst,78.6622
1,proposed,2,mask_acc_worst,71.0415
1,proposed,3,mask_acc_worst,66.5538
1,proposed,4,mask_acc_worst,62.5741
1,proposed,5,mask_acc_worst,54.1914
1,proposed,6,mask_acc_worst,21.6765
1,proposed,0,mask_acc_median,84.674
1,proposed,1,mask_acc_median,83.7426
1,proposed,2,mask_acc_median,81.4141
1,proposed,3,mask_acc_median,79.2125
1,proposed,4,mask_acc_median,76.2066
1,proposed,5,mask_acc_median,67.3158
1,proposed,6,mask_acc_median,57.155
1,proposed,0,mask_acc_p05,84.674
1,proposed,1,mask_acc_p05,80.7113
1,proposed,2,mask_acc_p05,73.37
1,proposed,3,mask_acc_p05,67.1507
1,proposed,4,mask_acc_p05,64.2633
1,proposed,5,mask_acc_p05,55.3387
1,proposed,6,mask_acc_p05,40.9992
1,proposed,0,mask_cov_worst,76.0373
1,proposed,1,mask_cov_worst,67.5699
1,proposed,2,mask_cov_worst,45.6393
1,proposed,3,mask_cov_worst,35.9865
1,proposed,4,mask_cov_worst,34.801
1,proposed,5,mask_cov_worst,22.2693
1,proposed,6,mask_cov_worst,9.31414
1,proposed,0,mask_sel_risk_worst,5.67929
1,proposed,1,mask_sel_risk_worst,7.88288
1,proposed,2,mask_sel_risk_worst,9.1358
1,proposed,3,mask_sel_risk_worst,15.0289
1,proposed,4,mask_sel_risk_worst,15.2381
1,proposed,5,mask_sel_risk_worst,25.4753
1,proposed,6,mask_sel_risk_worst,73.4375
1,proposed,0,mask_sel_risk_median,5.67929
1,proposed,1,mask_sel_risk_median,6.01246
1,proposed,2,mask_sel_risk_median,6.04389
1,proposed,3,mask_sel_risk_median,5.7844
1,proposed,4,mask_sel_risk_median,8.34928
1,proposed,5,mask_sel_risk_median,9.97071
1,proposed,6,mask_sel_risk_median,16.1972
1,proposed,0,cls_cov_min,0
1,proposed,1,cls_cov_min,32.8125
1,proposed,2,cls_cov_min,13.4375
1,proposed,3,cls_cov_min,12.1875
1,proposed,4,cls_cov_min,5.3125
1,proposed,5,cls_cov_min,2.8125
1,proposed,6,cls_cov_min,4.91071
1,proposed,0,cls_cov_macro,65.964
1,proposed,1,cls_cov_macro,65.6126
1,proposed,2,cls_cov_macro,58.9815
1,proposed,3,cls_cov_macro,51.6098
1,proposed,4,cls_cov_macro,50.0937
1,proposed,5,cls_cov_macro,36.2616
1,proposed,6,cls_cov_macro,26.3394
1,proposed,0,cls_zero_cov_n,1
1,proposed,1,cls_zero_cov_n,0
1,proposed,2,cls_zero_cov_n,0
1,proposed,3,cls_zero_cov_n,0
1,proposed,4,cls_zero_cov_n,0
1,proposed,5,cls_zero_cov_n,0
1,proposed,6,cls_zero_cov_n,0
1,proposed,0,cls_sel_risk_max,83.3333
1,proposed,1,cls_sel_risk_max,76.8707
1,proposed,2,cls_sel_risk_max,80.7339
1,proposed,3,cls_sel_risk_max,84.3137
1,proposed,4,cls_sel_risk_max,80.9524
1,proposed,5,cls_sel_risk_max,100
1,proposed,6,cls_sel_risk_max,100
1,proposed,0,cls_sel_risk_macro,13.4607
1,proposed,1,cls_sel_risk_macro,15.6703
1,proposed,2,cls_sel_risk_macro,19.6426
1,proposed,3,cls_sel_risk_macro,20.9257
1,proposed,4,cls_sel_risk_macro,25.5458
1,proposed,5,cls_sel_risk_macro,32.9624
1,proposed,6,cls_sel_risk_macro,36.9992
1,proposed,0,plugin_threshold,0.779773
1,proposed,1,plugin_threshold,0.813527
1,proposed,2,plugin_threshold,0.873604
1,proposed,3,plugin_threshold,0.89593
1,proposed,4,plugin_threshold,0.879613
1,proposed,5,plugin_threshold,0.986998
1,proposed,6,plugin_threshold,inf
1,proposed,0,crc_threshold,0.68419
1,proposed,1,crc_threshold,0.702551
1,proposed,2,crc_threshold,0.736453
1,proposed,3,crc_threshold,0.747514
1,proposed,4,crc_threshold,0.697408
1,proposed,5,crc_threshold,0.749602
1,proposed,6,crc_threshold,0.67521
1,b2,0,acc,82.2185
1,b2,1,acc,79.4295
1,b2,2,acc,74.8121
1,b2,3,acc,72.6768
1,b2,4,acc,67.3661
1,b2,5,acc,57.3402
1,b2,6,acc,47.5947
1,b2,0,aurc,8.57971
1,b2,1,aurc,9.40117
1,b2,2,aurc,11.2909
1,b2,3,aurc,13.2682
1,b2,4,aurc,16.5708
1,b2,5,aurc,27.684
1,b2,6,aurc,40.9432
1,b2,0,augrc,5.13292
1,b2,1,augrc,5.90439
1,b2,2,augrc,7.49638
1,b2,3,augrc,8.63896
1,b2,4,augrc,10.8899
1,b2,5,augrc,16.8188
1,b2,6,augrc,22.8847
1,b2,0,auroc,75.7555
1,b2,1,auroc,76.818
1,b2,2,auroc,77.0556
1,b2,3,auroc,75.2953
1,b2,4,auroc,74.6884
1,b2,5,auroc,68.4444
1,b2,6,auroc,63.3061
1,b2,0,plugin_coverage,71.7189
1,b2,1,plugin_coverage,64.511
1,b2,2,plugin_coverage,44.2872
1,b2,3,plugin_coverage,40.7467
1,b2,4,plugin_coverage,24.3041
1,b2,5,plugin_coverage,3.6939
1,b2,6,plugin_coverage,0
1,b2,0,plugin_cond_risk,8.50059
1,b2,1,plugin_cond_risk,9.10172
1,b2,2,plugin_cond_risk,8.44835
1,b2,3,plugin_cond_risk,10.3708
1,b2,4,plugin_cond_risk,8.89494
1,b2,5,plugin_cond_risk,4.72779
1,b2,6,plugin_cond_risk,nan
1,b2,0,crc_calib_bound,9.89912
1,b2,1,crc_calib_bound,9.79427
1,b2,2,crc_calib_bound,9.95383
1,b2,3,crc_calib_bound,9.88528
1,b2,4,crc_calib_bound,9.99018
1,b2,5,crc_calib_bound,9.87176
1,b2,6,crc_calib_bound,9.8522
1,b2,0,crc_eval_joint_risk,6.51655
1,b2,1,crc_eval_joint_risk,7.41013
1,b2,2,crc_eval_joint_risk,7.39907
1,b2,3,crc_eval_joint_risk,7.68732
1,b2,4,crc_eval_joint_risk,7.1816
1,b2,5,crc_eval_joint_risk,8.06984
1,b2,6,crc_eval_joint_risk,6.11436
1,b2,0,crc_coverage,71.3998
1,b2,1,crc_coverage,67.8541
1,b2,2,crc_coverage,58.9232
1,b2,3,crc_coverage,55.3789
1,b2,4,crc_coverage,47.541
1,b2,5,crc_coverage,35.0719
1,b2,6,crc_coverage,20.0271
1,b2,0,crc_sel_risk,9.12685
1,b2,1,crc_sel_risk,10.9207
1,b2,2,crc_sel_risk,12.5571
1,b2,3,crc_sel_risk,13.8813
1,b2,4,crc_sel_risk,15.1061
1,b2,5,crc_sel_risk,23.0094
1,b2,6,crc_sel_risk,30.5304
1,b2,0,crc_feasible,1
1,b2,1,crc_feasible,1
1,b2,2,crc_feasible,1
1,b2,3,crc_feasible,1
1,b2,4,crc_feasible,1
1,b2,5,crc_feasible,1
1,b2,6,crc_feasible,1
1,b2,0,crc_units,26
1,b2,1,crc_units,26
1,b2,2,crc_units,26
1,b2,3,crc_units,26
1,b2,4,crc_units,26
1,b2,5,crc_units,26
1,b2,6,crc_units,26
1,b2,0,crc_positive_coverage,1
1,b2,1,crc_positive_coverage,1
1,b2,2,crc_positive_coverage,1
1,b2,3,crc_positive_coverage,1
1,b2,4,crc_positive_coverage,1
1,b2,5,crc_positive_coverage,1
1,b2,6,crc_positive_coverage,1
1,b2,0,crcmask_calib_bound,nan
1,b2,1,crcmask_calib_bound,9.97775
1,b2,2,crcmask_calib_bound,9.87957
1,b2,3,crcmask_calib_bound,9.99084
1,b2,4,crcmask_calib_bound,9.85012
1,b2,5,crcmask_calib_bound,9.85667
1,b2,6,crcmask_calib_bound,9.83703
1,b2,0,crcmask_eval_joint_risk,nan
1,b2,1,crcmask_eval_joint_risk,9.48084
1,b2,2,crcmask_eval_joint_risk,8.76111
1,b2,3,crcmask_eval_joint_risk,9.21624
1,b2,4,crcmask_eval_joint_risk,9.6105
1,b2,5,crcmask_eval_joint_risk,9.75868
1,b2,6,crcmask_eval_joint_risk,6.93268
1,b2,0,crcmask_coverage,nan
1,b2,1,crcmask_coverage,76.7782
1,b2,2,crcmask_coverage,67.472
1,b2,3,crcmask_coverage,62.6852
1,b2,4,crcmask_coverage,53.0192
1,b2,5,crcmask_coverage,35.2958
1,b2,6,crcmask_coverage,21.4516
1,b2,0,crcmask_sel_risk,nan
1,b2,1,crcmask_sel_risk,12.3484
1,b2,2,crcmask_sel_risk,12.9848
1,b2,3,crcmask_sel_risk,14.7024
1,b2,4,crcmask_sel_risk,18.1265
1,b2,5,crcmask_sel_risk,27.6482
1,b2,6,crcmask_sel_risk,32.3178
1,b2,0,crcmask_feasible,nan
1,b2,1,crcmask_feasible,1
1,b2,2,crcmask_feasible,1
1,b2,3,crcmask_feasible,1
1,b2,4,crcmask_feasible,1
1,b2,5,crcmask_feasible,1
1,b2,6,crcmask_feasible,1
1,b2,0,crcmask_units,nan
1,b2,1,crcmask_units,32
1,b2,2,crcmask_units,32
1,b2,3,crcmask_units,32
1,b2,4,crcmask_units,32
1,b2,5,crcmask_units,32
1,b2,6,crcmask_units,32
1,b2,0,crcmask_alpha_floor,nan
1,b2,1,crcmask_alpha_floor,3.0303
1,b2,2,crcmask_alpha_floor,3.0303
1,b2,3,crcmask_alpha_floor,3.0303
1,b2,4,crcmask_alpha_floor,3.0303
1,b2,5,crcmask_alpha_floor,3.0303
1,b2,6,crcmask_alpha_floor,3.0303
1,b2,0,crcmask_positive_coverage,nan
1,b2,1,crcmask_positive_coverage,1
1,b2,2,crcmask_positive_coverage,1
1,b2,3,crcmask_positive_coverage,1
1,b2,4,crcmask_positive_coverage,1
1,b2,5,crcmask_positive_coverage,1
1,b2,6,crcmask_positive_coverage,1
1,b2,0,temperature,1.68101
1,b2,1,temperature,1.56896
1,b2,2,temperature,1.47768
1,b2,3,temperature,1.40748
1,b2,4,temperature,1.4832
1,b2,5,temperature,1.61807
1,b2,6,temperature,1.74617
1,b2,0,plugin_neff,65
1,b2,1,plugin_neff,61
1,b2,2,plugin_neff,42
1,b2,3,plugin_neff,46
1,b2,4,plugin_neff,34
1,b2,5,plugin_neff,16
1,b2,6,plugin_neff,3
1,b2,0,plugin_icc,0.277937
1,b2,1,plugin_icc,0.296328
1,b2,2,plugin_icc,0.332445
1,b2,3,plugin_icc,0.271107
1,b2,4,plugin_icc,0.264308
1,b2,5,plugin_icc,0.208005
1,b2,6,plugin_icc,0.180355
1,b2,0,plugin_eff_target,6.28383
1,b2,1,plugin_eff_target,6.14708
1,b2,2,plugin_eff_target,5.38808
1,b2,3,plugin_eff_target,5.59102
1,b2,4,plugin_eff_target,4.85758
1,b2,5,plugin_eff_target,2.58953
1,b2,6,plugin_eff_target,0
1,b2,0,plugin_positive_coverage,1
1,b2,1,plugin_positive_coverage,1
1,b2,2,plugin_positive_coverage,1
1,b2,3,plugin_positive_coverage,1
1,b2,4,plugin_positive_coverage,1
1,b2,5,plugin_positive_coverage,1
1,b2,6,plugin_positive_coverage,0
1,b2,0,plugin_degenerate,0
1,b2,1,plugin_degenerate,0
1,b2,2,plugin_degenerate,0
1,b2,3,plugin_degenerate,0
1,b2,4,plugin_degenerate,0
1,b2,5,plugin_degenerate,0
1,b2,6,plugin_degenerate,1
1,b2,0,mask_acc_worst,82.2185
1,b2,1,mask_acc_worst,74.7671
1,b2,2,mask_acc_worst,63.3362
1,b2,3,mask_acc_worst,59.6952
1,b2,4,mask_acc_worst,52.1592
1,b2,5,mask_acc_worst,44.4539
1,b2,6,mask_acc_worst,31.3294
1,b2,0,mask_acc_median,82.2185
1,b2,1,mask_acc_median,80.1016
1,b2,2,mask_acc_median,74.6825
1,b2,3,mask_acc_median,73.3277
1,b2,4,mask_acc_median,68.3319
1,b2,5,mask_acc_median,58.3404
1,b2,6,mask_acc_median,47.2904
1,b2,0,mask_acc_p05,82.2185
1,b2,1,mask_acc_p05,75.3726
1,b2,2,mask_acc_p05,67.3412
1,b2,3,mask_acc_p05,65.4191
1,b2,4,mask_acc_p05,54.3861
1,b2,5,mask_acc_p05,49.1871
1,b2,6,mask_acc_p05,38.442
1,b2,0,mask_cov_worst,71.7189
1,b2,1,mask_cov_worst,62.066
1,b2,2,mask_cov_worst,42.7604
1,b2,3,mask_cov_worst,35.7324
1,b2,4,mask_cov_worst,27.5191
1,b2,5,mask_cov_worst,20.4911
1,b2,6,mask_cov_worst,7.95936
1,b2,0,mask_sel_risk_worst,8.50059
1,b2,1,mask_sel_risk_worst,12.5512
1,b2,2,mask_sel_risk_worst,18.2178
1,b2,3,mask_sel_risk_worst,26.378
1,b2,4,mask_sel_risk_worst,29.2576
1,b2,5,mask_sel_risk_worst,58.2645
1,b2,6,mask_sel_risk_worst,72.8
1,b2,0,mask_sel_risk_median,8.50059
1,b2,1,mask_sel_risk_median,9.85577
1,b2,2,mask_sel_risk_median,12.24
1,b2,3,mask_sel_risk_median,12.9153
1,b2,4,mask_sel_risk_median,14.5522
1,b2,5,mask_sel_risk_median,25.0934
1,b2,6,mask_sel_risk_median,37.5599
1,b2,0,cls_cov_min,31.8681
1,b2,1,cls_cov_min,29.8764
1,b2,2,cls_cov_min,24.8626
1,b2,3,cls_cov_min,29.636
1,b2,4,cls_cov_min,25.4654
1,b2,5,cls_cov_min,15.625
1,b2,6,cls_cov_min,7.58929
1,b2,0,cls_cov_macro,71.5367
1,b2,1,cls_cov_macro,67.2979
1,b2,2,cls_cov_macro,57.2764
1,b2,3,cls_cov_macro,53.6124
1,b2,4,cls_cov_macro,43.702
1,b2,5,cls_cov_macro,33.6753
1,b2,6,cls_cov_macro,19.3793
1,b2,0,cls_zero_cov_n,0
