seed,method,missing_groups,metric,value
1,b2,1,cls_zero_cov_n,0
1,b2,2,cls_zero_cov_n,0
1,b2,3,cls_zero_cov_n,0
1,b2,4,cls_zero_cov_n,0
1,b2,5,cls_zero_cov_n,0
1,b2,6,cls_zero_cov_n,0
1,b2,0,cls_sel_risk_max,100
1,b2,1,cls_sel_risk_max,100
1,b2,2,cls_sel_risk_max,100
1,b2,3,cls_sel_risk_max,75.4011
1,b2,4,cls_sel_risk_max,76
1,b2,5,cls_sel_risk_max,79.6117
1,b2,6,cls_sel_risk_max,83.1919
1,b2,0,cls_sel_risk_macro,21.3335
1,b2,1,cls_sel_risk_macro,23.7339
1,b2,2,cls_sel_risk_macro,27.286
1,b2,3,cls_sel_risk_macro,26.4682
1,b2,4,cls_sel_risk_macro,28.0644
1,b2,5,cls_sel_risk_macro,41.1173
1,b2,6,cls_sel_risk_macro,49.6205
1,b2,0,plugin_threshold,0.623094
1,b2,1,plugin_threshold,0.662471
1,b2,2,plugin_threshold,0.754694
1,b2,3,plugin_threshold,0.754873
1,b2,4,plugin_threshold,0.787972
1,b2,5,plugin_threshold,0.921595
1,b2,6,plugin_threshold,inf
1,b2,0,crc_threshold,0.620832
1,b2,1,crc_threshold,0.626841
1,b2,2,crc_threshold,0.650952
1,b2,3,crc_threshold,0.654464
1,b2,4,crc_threshold,0.626608
1,b2,5,crc_threshold,0.61686
1,b2,6,crc_threshold,0.622983
1,b2m,0,acc,83.1499
1,b2m,1,acc,81.6284
1,b2m,2,acc,77.4555
1,b2m,3,acc,76.495
1,b2m,4,acc,73.2271
1,b2m,5,acc,64.0823
1,b2m,6,acc,56.033
1,b2m,0,aurc,6.789
1,b2m,1,aurc,7.09825
1,b2m,2,aurc,8.49309
1,b2m,3,aurc,9.73438
1,b2m,4,aurc,11.2039
1,b2m,5,aurc,18.9159
1,b2m,6,aurc,27.1283
1,b2m,0,augrc,4.38706
1,b2m,1,augrc,4.74692
1,b2m,2,augrc,5.96216
1,b2m,3,augrc,6.65794
1,b2m,4,augrc,7.85075
1,b2m,5,augrc,12.4388
1,b2m,6,augrc,16.8335
1,b2m,0,auroc,78.8714
1,b2m,1,auroc,79.6052
1,b2m,2,auroc,80.4129
1,b2m,3,auroc,78.3363
1,b2m,4,auroc,78.2383
1,b2m,5,auroc,73.9847
1,b2m,6,auroc,70.9071
1,b2m,0,plugin_coverage,74.5978
1,b2m,1,plugin_coverage,70.9489
1,b2m,2,plugin_coverage,55.9748
1,b2m,3,plugin_coverage,51.6009
1,b2m,4,plugin_coverage,40.9081
1,b2m,5,plugin_coverage,21.7983
1,b2m,6,plugin_coverage,3.29964
1,b2m,0,plugin_cond_risk,7.83201
1,b2m,1,plugin_cond_risk,8.32432
1,b2m,2,plugin_cond_risk,7.73376
1,b2m,3,plugin_cond_risk,8.64571
1,b2m,4,plugin_cond_risk,7.48383
1,b2m,5,plugin_cond_risk,8.69143
1,b2m,6,plugin_cond_risk,6.09463
1,b2m,0,crc_calib_bound,9.88598
1,b2m,1,crc_calib_bound,9.98933
1,b2m,2,crc_calib_bound,9.87099
1,b2m,3,crc_calib_bound,9.9803
1,b2m,4,crc_calib_bound,9.90395
1,b2m,5,crc_calib_bound,9.93593
1,b2m,6,crc_calib_bound,9.92078
1,b2m,0,crc_eval_joint_risk,6.07292
1,b2m,1,crc_eval_joint_risk,6.18782
1,b2m,2,crc_eval_joint_risk,6.66809
1,b2m,3,crc_eval_joint_risk,6.88305
1,b2m,4,crc_eval_joint_risk,6.98598
1,b2m,5,crc_eval_joint_risk,7.40973
1,b2m,6,crc_eval_joint_risk,6.82145
1,b2m,0,crc_coverage,72.1561
1,b2m,1,crc_coverage,69.6747
1,b2m,2,crc_coverage,63.4297
1,b2m,3,crc_coverage,60.6139
1,b2m,4,crc_coverage,56.156
1,b2m,5,crc_coverage,43.741
1,b2m,6,crc_coverage,33.527
1,b2m,0,crc_sel_risk,8.41636
1,b2m,1,crc_sel_risk,8.88102
1,b2m,2,crc_sel_risk,10.5126
1,b2m,3,crc_sel_risk,11.3556
1,b2m,4,crc_sel_risk,12.4403
1,b2m,5,crc_sel_risk,16.94
1,b2m,6,crc_sel_risk,20.3462
1,b2m,0,crc_feasible,1
1,b2m,1,crc_feasible,1
1,b2m,2,crc_feasible,1
1,b2m,3,crc_feasible,1
1,b2m,4,crc_feasible,1
1,b2m,5,crc_feasible,1
1,b2m,6,crc_feasible,1
1,b2m,0,crc_units,26
1,b2m,1,crc_units,26
1,b2m,2,crc_units,26
1,b2m,3,crc_units,26
1,b2m,4,crc_units,26
1,b2m,5,crc_units,26
1,b2m,6,crc_units,26
1,b2m,0,crc_positive_coverage,1
1,b2m,1,crc_positive_coverage,1
1,b2m,2,crc_positive_coverage,1
1,b2m,3,crc_positive_coverage,1
1,b2m,4,crc_positive_coverage,1
1,b2m,5,crc_positive_coverage,1
1,b2m,6,crc_positive_coverage,1
1,b2m,0,crcmask_calib_bound,nan
1,b2m,1,crcmask_calib_bound,9.98429
1,b2m,2,crcmask_calib_bound,9.96793
1,b2m,3,crcmask_calib_bound,9.88612
1,b2m,4,crcmask_calib_bound,9.9123
1,b2m,5,crcmask_calib_bound,9.93193
1,b2m,6,crcmask_calib_bound,9.94175
1,b2m,0,crcmask_eval_joint_risk,nan
1,b2m,1,crcmask_eval_joint_risk,8.31922
1,b2m,2,crcmask_eval_joint_risk,7.72121
1,b2m,3,crcmask_eval_joint_risk,8.11812
1,b2m,4,crcmask_eval_joint_risk,8.77699
1,b2m,5,crcmask_eval_joint_risk,9.5417
1,b2m,6,crcmask_eval_joint_risk,8.8061
1,b2m,0,crcmask_coverage,nan
1,b2m,1,crcmask_coverage,79.0564
1,b2m,2,crcmask_coverage,72.4915
1,b2m,3,crcmask_coverage,67.2682
1,b2m,4,crcmask_coverage,61.2987
1,b2m,5,crcmask_coverage,47.5497
1,b2m,6,crcmask_coverage,37.7064
1,b2m,0,crcmask_sel_risk,nan
1,b2m,1,crcmask_sel_risk,10.5231
1,b2m,2,crcmask_sel_risk,10.6512
1,b2m,3,crcmask_sel_risk,12.0683
1,b2m,4,crcmask_sel_risk,14.3184
1,b2m,5,crcmask_sel_risk,20.0668
1,b2m,6,crcmask_sel_risk,23.3544
1,b2m,0,crcmask_feasible,nan
1,b2m,1,crcmask_feasible,1
1,b2m,2,crcmask_feasible,1
1,b2m,3,crcmask_feasible,1
1,b2m,4,crcmask_feasible,1
1,b2m,5,crcmask_feasible,1
1,b2m,6,crcmask_feasible,1
1,b2m,0,crcmask_units,nan
1,b2m,1,crcmask_units,32
1,b2m,2,crcmask_units,32
1,b2m,3,crcmask_units,32
1,b2m,4,crcmask_units,32
1,b2m,5,crcmask_units,32
1,b2m,6,crcmask_units,32
1,b2m,0,crcmask_alpha_floor,nan
1,b2m,1,crcmask_alpha_floor,3.0303
1,b2m,2,crcmask_alpha_floor,3.0303
1,b2m,3,crcmask_alpha_floor,3.0303
1,b2m,4,crcmask_alpha_floor,3.0303
1,b2m,5,crcmask_alpha_floor,3.0303
1,b2m,6,crcmask_alpha_floor,3.0303
1,b2m,0,crcmask_positive_coverage,nan
1,b2m,1,crcmask_positive_coverage,1
1,b2m,2,crcmask_positive_coverage,1
1,b2m,3,crcmask_positive_coverage,1
1,b2m,4,crcmask_positive_coverage,1
1,b2m,5,crcmask_positive_coverage,1
1,b2m,6,crcmask_positive_coverage,1
1,b2m,0,temperature,1.65394
1,b2m,1,temperature,1.52965
1,b2m,2,temperature,1.42507
1,b2m,3,temperature,1.30781
1,b2m,4,temperature,1.34644
1,b2m,5,temperature,1.31984
1,b2m,6,temperature,1.38671
1,b2m,0,plugin_neff,74
1,b2m,1,plugin_neff,73
1,b2m,2,plugin_neff,52
1,b2m,3,plugin_neff,56
1,b2m,4,plugin_neff,43
1,b2m,5,plugin_neff,32
1,b2m,6,plugin_neff,19
1,b2m,0,plugin_icc,0.24864
1,b2m,1,plugin_icc,0.26169
1,b2m,2,plugin_icc,0.304959
1,b2m,3,plugin_icc,0.27292
1,b2m,4,plugin_icc,0.291023
1,b2m,5,plugin_icc,0.24313
1,b2m,6,plugin_icc,0.213391
1,b2m,0,plugin_eff_target,6.50607
1,b2m,1,plugin_eff_target,6.49186
1,b2m,2,plugin_eff_target,5.84689
1,b2m,3,plugin_eff_target,5.97712
1,b2m,4,plugin_eff_target,5.45039
1,b2m,5,plugin_eff_target,4.72552
1,b2m,6,plugin_eff_target,3.16699
1,b2m,0,plugin_positive_coverage,1
1,b2m,1,plugin_positive_coverage,1
1,b2m,2,plugin_positive_coverage,1
1,b2m,3,plugin_positive_coverage,1
1,b2m,4,plugin_positive_coverage,1
1,b2m,5,plugin_positive_coverage,1
1,b2m,6,plugin_positive_coverage,1
1,b2m,0,plugin_degenerate,0
1,b2m,1,plugin_degenerate,0
1,b2m,2,plugin_degenerate,0
1,b2m,3,plugin_degenerate,0
1,b2m,4,plugin_degenerate,0
1,b2m,5,plugin_degenerate,0
1,b2m,6,plugin_degenerate,0
1,b2m,0,mask_acc_worst,83.1499
1,b2m,1,mask_acc_worst,75.9526
1,b2m,2,mask_acc_worst,69.348
1,b2m,3,mask_acc_worst,65.7917
1,b2m,4,mask_acc_worst,59.9492
1,b2m,5,mask_acc_worst,53.0906
1,b2m,6,mask_acc_worst,43.6918
1,b2m,0,mask_acc_median,83.1499
1,b2m,1,mask_acc_median,81.8798
1,b2m,2,mask_acc_median,78.6622
1,b2m,3,mask_acc_median,76.884
1,b2m,4,mask_acc_median,74.2591
1,b2m,5,mask_acc_median,64.6909
1,b2m,6,mask_acc_median,54.7841
1,b2m,0,mask_acc_p05,83.1499
1,b2m,1,mask_acc_p05,78.0948
1,b2m,2,mask_acc_p05,70.6054
1,b2m,3,mask_acc_p05,70.4572
1,b2m,4,mask_acc_p05,64.2633
1,b2m,5,mask_acc_p05,57.7604
1,b2m,6,mask_acc_p05,48.497
1,b2m,0,mask_cov_worst,72.8196
1,b2m,1,mask_cov_worst,62.6588
1,b2m,2,mask_cov_worst,52.2439
1,b2m,3,mask_cov_worst,46.7401
1,b2m,4,mask_cov_worst,42.083
1,b2m,5,mask_cov_worst,24.0474
1,b2m,6,mask_cov_worst,12.9551
1,b2m,0,mask_sel_risk_worst,7.55814
1,b2m,1,mask_sel_risk_worst,9.72973
1,b2m,2,mask_sel_risk_worst,13.9384
1,b2m,3,mask_sel_risk_worst,20.1087
1,b2m,4,mask_sel_risk_worst,23.2053
1,b2m,5,mask_sel_risk_worst,31.6901
1,b2m,6,mask_sel_risk_worst,37.2587
1,b2m,0,mask_sel_risk_median,7.55814
1,b2m,1,mask_sel_risk_median,8.15155
1,b2m,2,mask_sel_risk_median,9.61246
1,b2m,3,mask_sel_risk_median,10.1938
1,b2m,4,mask_sel_risk_median,11.5998
1,b2m,5,mask_sel_risk_median,16.4174
1,b2m,6,mask_sel_risk_median,21.9136
1,b2m,0,cls_cov_min,0
1,b2m,1,cls_cov_min,14.0625
1,b2m,2,cls_cov_min,27.3008
1,b2m,3,cls_cov_min,28.125
1,b2m,4,cls_cov_min,28.125
1,b2m,5,cls_cov_min,21.875
1,b2m,6,cls_cov_min,14.7321
1,b2m,0,cls_cov_macro,68.1979
1,b2m,1,cls_cov_macro,66.2416
1,b2m,2,cls_cov_macro,60.6286
1,b2m,3,cls_cov_macro,56.5886
1,b2m,4,cls_cov_macro,51.0362
1,b2m,5,cls_cov_macro,39.6105
1,b2m,6,cls_cov_macro,30.7083
1,b2m,0,cls_zero_cov_n,1
1,b2m,1,cls_zero_cov_n,0
1,b2m,2,cls_zero_cov_n,0
1,b2m,3,cls_zero_cov_n,0
1,b2m,4,cls_zero_cov_n,0
1,b2m,5,cls_zero_cov_n,0
1,b2m,6,cls_zero_cov_n,0
1,b2m,0,cls_sel_risk_max,75
1,b2m,1,cls_sel_risk_max,74.1228
1,b2m,2,cls_sel_risk_max,77.1429
1,b2m,3,cls_sel_risk_max,70.1863
1,b2m,4,cls_sel_risk_max,68.0851
1,b2m,5,cls_sel_risk_max,71.1538
1,b2m,6,cls_sel_risk_max,75.8475
1,b2m,0,cls_sel_risk_macro,15.4245
1,b2m,1,cls_sel_risk_macro,16.5301
1,b2m,2,cls_sel_risk_macro,22.7051
1,b2m,3,cls_sel_risk_macro,21.2761
1,b2m,4,cls_sel_risk_macro,23.0932
1,b2m,5,cls_sel_risk_macro,32.2679
1,b2m,6,cls_sel_risk_macro,39.8774
1,b2m,0,plugin_threshold,0.63738
1,b2m,1,plugin_threshold,0.647581
1,b2m,2,plugin_threshold,0.720729
1,b2m,3,plugin_threshold,0.741157
1,b2m,4,plugin_threshold,0.742867
1,b2m,5,plugin_threshold,0.811536
1,b2m,6,plugin_threshold,0.910165
1,b2m,0,crc_threshold,0.652184
1,b2m,1,crc_threshold,0.647397
1,b2m,2,crc_threshold,0.655697
1,b2m,3,crc_threshold,0.671072
1,b2m,4,crc_threshold,0.633081
1,b2m,5,crc_threshold,0.635994
1,b2m,6,crc_threshold,0.603339
2,proposed,0,acc,80.9607
2,proposed,1,acc,79.3614
2,proposed,2,acc,77.6419
2,proposed,3,acc,74.1867
2,proposed,4,acc,72.1425
2,proposed,5,acc,67.399
2,proposed,6,acc,56.0917
2,proposed,0,aurc,5.96414
2,proposed,1,aurc,7.13152
2,proposed,2,aurc,8.51496
2,proposed,3,aurc,10.9299
2,proposed,4,aurc,12.4897
2,proposed,5,aurc,17.6787
2,proposed,6,aurc,30.0647
2,proposed,0,augrc,4.63218
2,proposed,1,augrc,5.36329
2,proposed,2,augrc,6.195
2,proposed,3,augrc,7.72032
2,proposed,4,augrc,8.62946
2,proposed,5,augrc,11.2798
2,proposed,6,augrc,17.683
2,proposed,0,auroc,81.7612
2,proposed,1,auroc,80.2655
2,proposed,2,auroc,78.7143
2,proposed,3,auroc,77.0848
2,proposed,4,auroc,76.3706
2,proposed,5,auroc,72.8516
2,proposed,6,auroc,67.345
2,proposed,0,plugin_coverage,51.9651
2,proposed,1,plugin_coverage,49.5524
2,proposed,2,plugin_coverage,44.3941
2,proposed,3,plugin_coverage,31.8341
2,proposed,4,plugin_coverage,18.8291
2,proposed,5,plugin_coverage,9.84716
2,proposed,6,plugin_coverage,0
2,proposed,0,plugin_cond_risk,4.03361
2,proposed,1,plugin_cond_risk,5.00661
2,proposed,2,plugin_cond_risk,5.1457
2,proposed,3,plugin_cond_risk,4.56104
2,proposed,4,plugin_cond_risk,2.8265
2,proposed,5,plugin_cond_risk,4.65632
2,proposed,6,plugin_cond_risk,nan
2,proposed,0,crc_calib_bound,9.86017
2,proposed,1,crc_calib_bound,9.92289
2,proposed,2,crc_calib_bound,9.92317
2,proposed,3,crc_calib_bound,9.84209
2,proposed,4,crc_calib_bound,9.84713
2,proposed,5,crc_calib_bound,9.87436
2,proposed,6,crc_calib_bound,9.9265
2,proposed,0,crc_eval_joint_risk,4.06968
2,proposed,1,crc_eval_joint_risk,5.18107
2,proposed,2,crc_eval_joint_risk,5.89235
2,proposed,3,crc_eval_joint_risk,6.20764
2,proposed,4,crc_eval_joint_risk,6.08791
2,proposed,5,crc_eval_joint_risk,7.6226
2,proposed,6,crc_eval_joint_risk,7.94302
2,proposed,0,crc_coverage,62.0664
2,proposed,1,crc_coverage,60.9475
2,proposed,2,crc_coverage,58.7187
2,proposed,3,crc_coverage,53.5055
2,proposed,4,crc_coverage,49.0169
2,proposed,5,crc_coverage,43.0474
2,proposed,6,crc_coverage,30.1759
2,proposed,0,crc_sel_risk,6.55698
2,proposed,1,crc_sel_risk,8.50087
2,proposed,2,crc_sel_risk,10.0349
2,proposed,3,crc_sel_risk,11.6019
2,proposed,4,crc_sel_risk,12.42
2,proposed,5,crc_sel_risk,17.7074
2,proposed,6,crc_sel_risk,26.3224
2,proposed,0,crc_feasible,1
2,proposed,1,crc_feasible,1
2,proposed,2,crc_feasible,1
2,proposed,3,crc_feasible,1
2,proposed,4,crc_feasible,1
2,proposed,5,crc_feasible,1
2,proposed,6,crc_feasible,1
2,proposed,0,crc_units,27
2,proposed,1,crc_units,27
2,proposed,2,crc_units,27
2,proposed,3,crc_units,27
2,proposed,4,crc_units,27
2,proposed,5,crc_units,27
2,proposed,6,crc_units,27
2,proposed,0,crc_positive_coverage,1
2,proposed,1,crc_positive_coverage,1
2,proposed,2,crc_positive_coverage,1
2,proposed,3,crc_positive_coverage,1
2,proposed,4,crc_positive_coverage,1
2,proposed,5,crc_positive_coverage,1
2,proposed,6,crc_positive_coverage,1
2,proposed,0,crcmask_calib_bound,nan
2,proposed,1,crcmask_calib_bound,9.96184
2,proposed,2,crcmask_calib_bound,9.8319
2,proposed,3,crcmask_calib_bound,9.9342
2,proposed,4,crcmask_calib_bound,9.8236
2,proposed,5,crcmask_calib_bound,9.96461
2,proposed,6,crcmask_calib_bound,9.92867
2,proposed,0,crcmask_eval_joint_risk,nan
2,proposed,1,crcmask_eval_joint_risk,6.05622
2,proposed,2,crcmask_eval_joint_risk,6.66758
2,proposed,3,crcmask_eval_joint_risk,6.95688
2,proposed,4,crcmask_eval_joint_risk,6.9405
2,proposed,5,crcmask_eval_joint_risk,8.25328
2,proposed,6,crcmask_eval_joint_risk,7.4809
2,proposed,0,crcmask_coverage,nan
2,proposed,1,crcmask_coverage,63.8755
2,proposed,2,crcmask_coverage,61.9078
2,proposed,3,crcmask_coverage,56.8286
2,proposed,4,crcmask_coverage,52.4154
2,proposed,5,crcmask_coverage,44.6807
2,proposed,6,crcmask_coverage,33.8346
2,proposed,0,crcmask_sel_risk,nan
2,proposed,1,crcmask_sel_risk,9.48129
2,proposed,2,crcmask_sel_risk,10.7702
2,proposed,3,crcmask_sel_risk,12.2419
2,proposed,4,crcmask_sel_risk,13.2413
2,proposed,5,crcmask_sel_risk,18.4717
2,proposed,6,crcmask_sel_risk,22.1102
2,proposed,0,crcmask_feasible,nan
2,proposed,1,crcmask_feasible,1
2,proposed,2,crcmask_feasible,1
2,proposed,3,crcmask_feasible,1
2,proposed,4,crcmask_feasible,1
2,proposed,5,crcmask_feasible,1
2,proposed,6,crcmask_feasible,1
2,proposed,0,crcmask_units,nan
2,proposed,1,crcmask_units,32
2,proposed,2,crcmask_units,32
2,proposed,3,crcmask_units,32
2,proposed,4,crcmask_units,32
2,proposed,5,crcmask_units,32
2,proposed,6,crcmask_units,32
2,proposed,0,crcmask_alpha_floor,nan
2,proposed,1,crcmask_alpha_floor,3.0303
2,proposed,2,crcmask_alpha_floor,3.0303
2,proposed,3,crcmask_alpha_floor,3.0303
2,proposed,4,crcmask_alpha_floor,3.0303
2,proposed,5,crcmask_alpha_floor,3.0303
2,proposed,6,crcmask_alpha_floor,3.0303
2,proposed,0,crcmask_positive_coverage,nan
2,proposed,1,crcmask_positive_coverage,1
2,proposed,2,crcmask_positive_coverage,1
2,proposed,3,crcmask_positive_coverage,1
2,proposed,4,crcmask_positive_coverage,1
2,proposed,5,crcmask_positive_coverage,1
2,proposed,6,crcmask_positive_coverage,1
2,proposed,0,temperature,1.04652
2,proposed,1,temperature,1.07318
2,proposed,2,temperature,1.12124
2,proposed,3,temperature,1.15657
2,proposed,4,temperature,1.28657
2,proposed,5,temperature,1.50921
2,proposed,6,temperature,1.68325
2,proposed,0,plugin_neff,44
2,proposed,1,plugin_neff,46
2,proposed,2,plugin_neff,45
2,proposed,3,plugin_neff,34
2,proposed,4,plugin_neff,24
2,proposed,5,plugin_neff,19
2,proposed,6,plugin_neff,2
2,proposed,0,plugin_icc,0.300188
2,proposed,1,plugin_icc,0.300149
2,proposed,2,plugin_icc,0.282941
2,proposed,3,plugin_icc,0.272862
2,proposed,4,plugin_icc,0.24942
2,proposed,5,plugin_icc,0.234346
2,proposed,6,plugin_icc,0.166915
2,proposed,0,plugin_eff_target,5.50213
2,proposed,1,plugin_eff_target,5.56551
2,proposed,2,plugin_eff_target,5.54764
2,proposed,3,plugin_eff_target,4.87014
2,proposed,4,plugin_eff_target,3.87357
2,proposed,5,plugin_eff_target,3.18101
2,proposed,6,plugin_eff_target,0
2,proposed,0,plugin_positive_coverage,1
2,proposed,1,plugin_positive_coverage,1
2,proposed,2,plugin_positive_coverage,1
2,proposed,3,plugin_positive_coverage,1
2,proposed,4,plugin_positive_coverage,1
2,proposed,5,plugin_positive_coverage,1
2,proposed,6,plugin_positive_coverage,0
2,proposed,0,plugin_degenerate,0
2,proposed,1,plugin_degenerate,0
2,proposed,2,plugin_degenerate,0
2,proposed,3,plugin_degenerate,0
2,proposed,4,plugin_degenerate,0
2,proposed,5,plugin_degenerate,0
2,proposed,6,plugin_degenerate,1
2,proposed,0,mask_acc_worst,80.9607
2,proposed,1,mask_acc_worst,78.2533
2,proposed,2,mask_acc_worst,71.441
2,proposed,3,mask_acc_worst,66.5502
2,proposed,4,mask_acc_worst,64.4541
2,proposed,5,mask_acc_worst,55.1965
2,proposed,6,mask_acc_worst,32.4891
2,proposed,0,mask_acc_median,80.9607
2,proposed,1,mask_acc_median,79.476
2,proposed,2,mask_acc_median,77.7293
2,proposed,3,mask_acc_median,74.7598
2,proposed,4,mask_acc_median,72.6201
2,proposed,5,mask_acc_median,67.7729
2,proposed,6,mask_acc_median,56.6812
2,proposed,0,mask_acc_p05,80.9607
2,proposed,1,mask_acc_p05,78.2533
2,proposed,2,mask_acc_p05,75.262
2,proposed,3,mask_acc_p05,66.8297
2,proposed,4,mask_acc_p05,66.1004
2,proposed,5,mask_acc_p05,59.1878
2,proposed,6,mask_acc_p05,39.917
2,proposed,0,mask_cov_worst,62.1834
2,proposed,1,mask_cov_worst,56.8559
2,proposed,2,mask_cov_worst,46.8996
2,proposed,3,mask_cov_worst,44.2795
2,proposed,4,mask_cov_worst,32.2271
2,proposed,5,mask_cov_worst,27.0742
2,proposed,6,mask_cov_worst,13.7118
2,proposed,0,mask_sel_risk_worst,6.74157
2,proposed,1,mask_sel_risk_worst,10.6707
2,proposed,2,mask_sel_risk_worst,14.9758
2,proposed,3,mask_sel_risk_worst,24.6073
2,proposed,4,mask_sel_risk_worst,23.2692
2,proposed,5,mask_sel_risk_worst,41.3793
2,proposed,6,mask_sel_risk_worst,79.6296
2,proposed,0,mask_sel_risk_median,6.74157
2,proposed,1,mask_sel_risk_median,8.67052
2,proposed,2,mask_sel_risk_median,9.21162
2,proposed,3,mask_sel_risk_median,11.0255
2,proposed,4,mask_sel_risk_median,11.3596
2,proposed,5,mask_sel_risk_median,14.8827
2,proposed,6,mask_sel_risk_median,24.2718
2,proposed,0,cls_cov_min,0
2,proposed,1,cls_cov_min,0
2,proposed,2,cls_cov_min,0
2,proposed,3,cls_cov_min,0.78125
2,proposed,4,cls_cov_min,0.78125
2,proposed,5,cls_cov_min,3.125
2,proposed,6,cls_cov_min,0.78125
2,proposed,0,cls_cov_macro,62.7469
2,proposed,1,cls_cov_macro,60.8623
2,proposed,2,cls_cov_macro,58.5903
2,proposed,3,cls_cov_macro,53.1057
2,proposed,4,cls_cov_macro,48.0514
2,proposed,5,cls_cov_macro,41.527
2,proposed,6,cls_cov_macro,27.2808
2,proposed,0,cls_zero_cov_n,2
2,proposed,1,cls_zero_cov_n,1
2,proposed,2,cls_zero_cov_n,1
2,proposed,3,cls_zero_cov_n,0
2,proposed,4,cls_zero_cov_n,0
2,proposed,5,cls_zero_cov_n,0
2,proposed,6,cls_zero_cov_n,0
2,proposed,0,cls_sel_risk_max,45.9459
2,proposed,1,cls_sel_risk_max,55.3049
2,proposed,2,cls_sel_risk_max,75
2,proposed,3,cls_sel_risk_max,100
2,proposed,4,cls_sel_risk_max,100
2,proposed,5,cls_sel_risk_max,100
2,proposed,6,cls_sel_risk_max,100
2,proposed,0,cls_sel_risk_macro,9.24998
2,proposed,1,cls_sel_risk_macro,14.2493
2,proposed,2,cls_sel_risk_macro,17.6779
2,proposed,3,cls_sel_risk_macro,27.9843
2,proposed,4,cls_sel_risk_macro,30.5236
2,proposed,5,cls_sel_risk_macro,34.9537
2,proposed,6,cls_sel_risk_macro,45.0272
2,proposed,0,plugin_threshold,0.937364
2,proposed,1,plugin_threshold,0.932964
2,proposed,2,plugin_threshold,0.929867
2,proposed,3,plugin_threshold,0.953072
2,proposed,4,plugin_threshold,0.957935
2,proposed,5,plugin_threshold,0.939747
2,proposed,6,plugin_threshold,inf
2,proposed,0,crc_threshold,0.887502
2,proposed,1,crc_threshold,0.873438
2,proposed,2,crc_threshold,0.850088
2,proposed,3,crc_threshold,0.856744
2,proposed,4,crc_threshold,0.820999
2,proposed,5,crc_threshold,0.75849
2,proposed,6,crc_threshold,0.753072
2,b2,0,acc,85.0655
2,b2,1,acc,84.2658
2,b2,2,acc,82.5791
2,b2,3,acc,79.3532
2,b2,4,acc,73.548
2,b2,5,acc,68.4825
2,b2,6,acc,51.1217
2,b2,0,aurc,3.87707
2,b2,1,aurc,4.4904
2,b2,2,aurc,5.43962
2,b2,3,aurc,7.29861
2,b2,4,aurc,11.1332
2,b2,5,aurc,15.664
2,b2,6,aurc,35.4008
2,b2,0,augrc,2.90872
2,b2,1,augrc,3.33349
2,b2,2,augrc,4.02542
2,b2,3,augrc,5.28409
2,b2,4,augrc,7.77608
2,b2,5,augrc,10.4303
2,b2,6,augrc,20.6087
2,b2,0,auroc,85.9337
2,b2,1,auroc,84.2006
2,b2,2,auroc,82.5695
2,b2,3,auroc,80.7598
2,b2,4,auroc,78.0151
2,b2,5,auroc,74.689
2,b2,6,auroc,65.3327
2,b2,0,plugin_coverage,1.74672
2,b2,1,plugin_coverage,1.38373
2,b2,2,plugin_coverage,1.20906
2,b2,3,plugin_coverage,0.865175
2,b2,4,plugin_coverage,0.745087
2,b2,5,plugin_coverage,0.548581
2,b2,6,plugin_coverage,0
2,b2,0,plugin_cond_risk,0
2,b2,1,plugin_cond_risk,0
2,b2,2,plugin_cond_risk,0
2,b2,3,plugin_cond_risk,0
2,b2,4,plugin_cond_risk,0
2,b2,5,plugin_cond_risk,0
2,b2,6,plugin_cond_risk,nan
2,b2,0,crc_calib_bound,9.86821
2,b2,1,crc_calib_bound,9.87297
2,b2,2,crc_calib_bound,9.96197
2,b2,3,crc_calib_bound,9.9854
2,b2,4,crc_calib_bound,9.95398
2,b2,5,crc_calib_bound,9.92654
2,b2,6,crc_calib_bound,9.821
2,b2,0,crc_eval_joint_risk,1.91901
2,b2,1,crc_eval_joint_risk,2.41742
2,b2,2,crc_eval_joint_risk,2.83803
2,b2,3,crc_eval_joint_risk,2.76001
2,b2,4,crc_eval_joint_risk,3.30501
2,b2,5,crc_eval_joint_risk,2.68271
2,b2,6,crc_eval_joint_risk,4.74055
2,b2,0,crc_coverage,57.8877
2,b2,1,crc_coverage,53.8724
2,b2,2,crc_coverage,49.8321
2,b2,3,crc_coverage,41.3469
2,b2,4,crc_coverage,35.6406
2,b2,5,crc_coverage,25.2831
2,b2,6,crc_coverage,17.2445
2,b2,0,crc_sel_risk,3.31506
2,b2,1,crc_sel_risk,4.4873
2,b2,2,crc_sel_risk,5.69518
2,b2,3,crc_sel_risk,6.67525
2,b2,4,crc_sel_risk,9.27317
2,b2,5,crc_sel_risk,10.6107
2,b2,6,crc_sel_risk,27.4902
2,b2,0,crc_feasible,1
2,b2,1,crc_feasible,1
2,b2,2,crc_feasible,1
2,b2,3,crc_feasible,1
2,b2,4,crc_feasible,1
2,b2,5,crc_feasible,1
2,b2,6,crc_feasible,1
2,b2,0,crc_units,27
2,b2,1,crc_units,27
2,b2,2,crc_units,27
2,b2,3,crc_units,27
2,b2,4,crc_units,27
2,b2,5,crc_units,27
2,b2,6,crc_units,27
2,b2,0,crc_positive_coverage,1
2,b2,1,crc_positive_coverage,1
2,b2,2,crc_positive_coverage,1
2,b2,3,crc_positive_coverage,1
2,b2,4,crc_positive_coverage,1
