groups,seed,method,missing_groups,missing_fraction,miou,seed_clean_miou,seed_abs_auc,seed_retention_auc,common_frac_max
20,0,b1,9,0.450000,18.001528,71.855802,32.475447,45.195302,0.500000
20,0,b1,10,0.500000,15.433058,71.855802,32.475447,45.195302,0.500000
20,1,b1,0,0.000000,74.760213,74.760213,32.972006,44.103681,0.500000
20,1,b1,1,0.050000,56.121579,74.760213,32.972006,44.103681,0.500000
20,1,b1,2,0.100000,45.432894,74.760213,32.972006,44.103681,0.500000
20,1,b1,3,0.150000,35.062383,74.760213,32.972006,44.103681,0.500000
20,1,b1,4,0.200000,32.942850,74.760213,32.972006,44.103681,0.500000
20,1,b1,5,0.250000,26.216155,74.760213,32.972006,44.103681,0.500000
20,1,b1,6,0.300000,24.834008,74.760213,32.972006,44.103681,0.500000
20,1,b1,7,0.350000,20.527308,74.760213,32.972006,44.103681,0.500000
20,1,b1,8,0.400000,23.394692,74.760213,32.972006,44.103681,0.500000
20,1,b1,9,0.450000,20.016739,74.760213,32.972006,44.103681,0.500000
20,1,b1,10,0.500000,15.582684,74.760213,32.972006,44.103681,0.500000
20,2,b1,0,0.000000,73.672220,73.672220,30.978594,42.049220,0.500000
20,2,b1,1,0.050000,54.365950,73.672220,30.978594,42.049220,0.500000
20,2,b1,2,0.100000,43.203174,73.672220,30.978594,42.049220,0.500000
20,2,b1,3,0.150000,34.112529,73.672220,30.978594,42.049220,0.500000
20,2,b1,4,0.200000,31.670187,73.672220,30.978594,42.049220,0.500000
20,2,b1,5,0.250000,25.931259,73.672220,30.978594,42.049220,0.500000
20,2,b1,6,0.300000,23.516142,73.672220,30.978594,42.049220,0.500000
20,2,b1,7,0.350000,19.023553,73.672220,30.978594,42.049220,0.500000
20,2,b1,8,0.400000,17.366629,73.672220,30.978594,42.049220,0.500000
20,2,b1,9,0.450000,17.090419,73.672220,30.978594,42.049220,0.500000
20,2,b1,10,0.500000,13.339977,73.672220,30.978594,42.049220,0.500000
20,3,b1,0,0.000000,75.441334,75.441334,31.176278,41.325195,0.500000
20,3,b1,1,0.050000,54.930957,75.441334,31.176278,41.325195,0.500000
20,3,b1,2,0.100000,43.560736,75.441334,31.176278,41.325195,0.500000
20,3,b1,3,0.150000,37.352109,75.441334,31.176278,41.325195,0.500000
20,3,b1,4,0.200000,30.974511,75.441334,31.176278,41.325195,0.500000
20,3,b1,5,0.250000,23.421919,75.441334,31.176278,41.325195,0.500000
20,3,b1,6,0.300000,21.899849,75.441334,31.176278,41.325195,0.500000
20,3,b1,7,0.350000,20.292964,75.441334,31.176278,41.325195,0.500000
20,3,b1,8,0.400000,17.023746,75.441334,31.176278,41.325195,0.500000
20,3,b1,9,0.450000,16.896245,75.441334,31.176278,41.325195,0.500000
20,3,b1,10,0.500000,15.378160,75.441334,31.176278,41.325195,0.500000
20,4,b1,0,0.000000,71.714100,71.714100,27.841648,38.823115,0.500000
20,4,b1,1,0.050000,50.920530,71.714100,27.841648,38.823115,0.500000
20,4,b1,2,0.100000,39.975467,71.714100,27.841648,38.823115,0.500000
20,4,b1,3,0.150000,30.693595,71.714100,27.841648,38.823115,0.500000
20,4,b1,4,0.200000,26.045270,71.714100,27.841648,38.823115,0.500000
20,4,b1,5,0.250000,24.183503,71.714100,27.841648,38.823115,0.500000
20,4,b1,6,0.300000,19.816326,71.714100,27.841648,38.823115,0.500000
20,4,b1,7,0.350000,17.087418,71.714100,27.841648,38.823115,0.500000
20,4,b1,8,0.400000,14.024055,71.714100,27.841648,38.823115,0.500000
20,4,b1,9,0.450000,13.850620,71.714100,27.841648,38.823115,0.500000
20,4,b1,10,0.500000,11.925285,71.714100,27.841648,38.823115,0.500000
20,0,b2,0,0.000000,66.098313,66.098313,53.391506,80.775898,0.500000
20,0,b2,1,0.050000,64.568521,66.098313,53.391506,80.775898,0.500000
20,0,b2,2,0.100000,62.609147,66.098313,53.391506,80.775898,0.500000
20,0,b2,3,0.150000,59.084863,66.098313,53.391506,80.775898,0.500000
20,0,b2,4,0.200000,57.722016,66.098313,53.391506,80.775898,0.500000
20,0,b2,5,0.250000,52.816902,66.098313,53.391506,80.775898,0.500000
20,0,b2,6,0.300000,51.674598,66.098313,53.391506,80.775898,0.500000
20,0,b2,7,0.350000,48.616901,66.098313,53.391506,80.775898,0.500000
20,0,b2,8,0.400000,47.551846,66.098313,53.391506,80.775898,0.500000
20,0,b2,9,0.450000,39.578713,66.098313,53.391506,80.775898,0.500000
20,0,b2,10,0.500000,33.284793,66.098313,53.391506,80.775898,0.500000
20,1,b2,0,0.000000,68.381824,68.381824,54.173739,79.222425,0.500000
20,1,b2,1,0.050000,66.778813,68.381824,54.173739,79.222425,0.500000
20,1,b2,2,0.100000,64.638597,68.381824,54.173739,79.222425,0.500000
20,1,b2,3,0.150000,60.627843,68.381824,54.173739,79.222425,0.500000
20,1,b2,4,0.200000,58.620040,68.381824,54.173739,79.222425,0.500000
20,1,b2,5,0.250000,49.166463,68.381824,54.173739,79.222425,0.500000
20,1,b2,6,0.300000,55.807898,68.381824,54.173739,79.222425,0.500000
20,1,b2,7,0.350000,49.399563,68.381824,54.173739,79.222425,0.500000
20,1,b2,8,0.400000,47.768901,68.381824,54.173739,79.222425,0.500000
20,1,b2,9,0.450000,38.841005,68.381824,54.173739,79.222425,0.500000
20,1,b2,10,0.500000,31.794718,68.381824,54.173739,79.222425,0.500000
20,2,b2,0,0.000000,67.741003,67.741003,52.826738,77.983401,0.500000
20,2,b2,1,0.050000,66.209929,67.741003,52.826738,77.983401,0.500000
20,2,b2,2,0.100000,63.609290,67.741003,52.826738,77.983401,0.500000
20,2,b2,3,0.150000,58.962874,67.741003,52.826738,77.983401,0.500000
20,2,b2,4,0.200000,60.018538,67.741003,52.826738,77.983401,0.500000
20,2,b2,5,0.250000,58.430837,67.741003,52.826738,77.983401,0.500000
20,2,b2,6,0.300000,49.864457,67.741003,52.826738,77.983401,0.500000
20,2,b2,7,0.350000,40.431640,67.741003,52.826738,77.983401,0.500000
20,2,b2,8,0.400000,43.804462,67.741003,52.826738,77.983401,0.500000
20,2,b2,9,0.450000,36.628380,67.741003,52.826738,77.983401,0.500000
20,2,b2,10,0.500000,32.872938,67.741003,52.826738,77.983401,0.500000
20,3,b2,0,0.000000,70.849271,70.849271,54.446725,76.848674,0.500000
20,3,b2,1,0.050000,68.279066,70.849271,54.446725,76.848674,0.500000
20,3,b2,2,0.100000,65.546188,70.849271,54.446725,76.848674,0.500000
20,3,b2,3,0.150000,63.109919,70.849271,54.446725,76.848674,0.500000
20,3,b2,4,0.200000,60.603609,70.849271,54.446725,76.848674,0.500000
20,3,b2,5,0.250000,51.809636,70.849271,54.446725,76.848674,0.500000
20,3,b2,6,0.300000,48.831601,70.849271,54.446725,76.848674,0.500000
20,3,b2,7,0.350000,52.054026,70.849271,54.446725,76.848674,0.500000
20,3,b2,8,0.400000,42.814273,70.849271,54.446725,76.848674,0.500000
20,3,b2,9,0.450000,37.777642,70.849271,54.446725,76.848674,0.500000
20,3,b2,10,0.500000,36.433307,70.849271,54.446725,76.848674,0.500000
20,4,b2,0,0.000000,62.561804,62.561804,48.233786,77.097818,0.500000
20,4,b2,1,0.050000,61.271422,62.561804,48.233786,77.097818,0.500000
20,4,b2,2,0.100000,59.006333,62.561804,48.233786,77.097818,0.500000
20,4,b2,3,0.150000,55.233893,62.561804,48.233786,77.097818,0.500000
20,4,b2,4,0.200000,49.825271,62.561804,48.233786,77.097818,0.500000
20,4,b2,5,0.250000,53.547738,62.561804,48.233786,77.097818,0.500000
20,4,b2,6,0.300000,47.133090,62.561804,48.233786,77.097818,0.500000
20,4,b2,7,0.350000,41.146681,62.561804,48.233786,77.097818,0.500000
20,4,b2,8,0.400000,37.599087,62.561804,48.233786,77.097818,0.500000
20,4,b2,9,0.450000,31.793756,62.561804,48.233786,77.097818,0.500000
20,4,b2,10,0.500000,28.999371,62.561804,48.233786,77.097818,0.500000
20,0,b3,0,0.000000,71.855802,71.855802,18.510947,25.761242,0.500000
20,0,b3,1,0.050000,47.151707,71.855802,18.510947,25.761242,0.500000
20,0,b3,2,0.100000,31.205879,71.855802,18.510947,25.761242,0.500000
20,0,b3,3,0.150000,18.315595,71.855802,18.510947,25.761242,0.500000
20,0,b3,4,0.200000,26.756844,71.855802,18.510947,25.761242,0.500000
20,0,b3,5,0.250000,6.712250,71.855802,18.510947,25.761242,0.500000
20,0,b3,6,0.300000,6.551866,71.855802,18.510947,25.761242,0.500000
20,0,b3,7,0.350000,3.233086,71.855802,18.510947,25.761242,0.500000
20,0,b3,8,0.400000,6.182431,71.855802,18.510947,25.761242,0.500000
20,0,b3,9,0.450000,2.432145,71.855802,18.510947,25.761242,0.500000
20,0,b3,10,0.500000,1.279538,71.855802,18.510947,25.761242,0.500000
20,1,b3,0,0.000000,74.760213,74.760213,20.067122,26.841980,0.500000
20,1,b3,1,0.050000,48.056456,74.760213,20.067122,26.841980,0.500000
20,1,b3,2,0.100000,31.851685,74.760213,20.067122,26.841980,0.500000
20,1,b3,3,0.150000,32.744534,74.760213,20.067122,26.841980,0.500000
20,1,b3,4,0.200000,13.715064,74.760213,20.067122,26.841980,0.500000
20,1,b3,5,0.250000,8.668895,74.760213,20.067122,26.841980,0.500000
20,1,b3,6,0.300000,7.606375,74.760213,20.067122,26.841980,0.500000
20,1,b3,7,0.350000,5.907470,74.760213,20.067122,26.841980,0.500000
20,1,b3,8,0.400000,7.379945,74.760213,20.067122,26.841980,0.500000
20,1,b3,9,0.450000,5.119655,74.760213,20.067122,26.841980,0.500000
20,1,b3,10,0.500000,4.482061,74.760213,20.067122,26.841980,0.500000
20,2,b3,0,0.000000,73.672220,73.672220,19.123306,25.957282,0.500000
20,2,b3,1,0.050000,46.009419,73.672220,19.123306,25.957282,0.500000
20,2,b3,2,0.100000,29.688205,73.672220,19.123306,25.957282,0.500000
20,2,b3,3,0.150000,30.226860,73.672220,19.123306,25.957282,0.500000
20,2,b3,4,0.200000,14.823203,73.672220,19.123306,25.957282,0.500000
20,2,b3,5,0.250000,7.064591,73.672220,19.123306,25.957282,0.500000
20,2,b3,6,0.300000,7.962144,73.672220,19.123306,25.957282,0.500000
20,2,b3,7,0.350000,6.920264,73.672220,19.123306,25.957282,0.500000
20,2,b3,8,0.400000,4.281009,73.672220,19.123306,25.957282,0.500000
20,2,b3,9,0.450000,5.767598,73.672220,19.123306,25.957282,0.500000
20,2,b3,10,0.500000,3.307306,73.672220,19.123306,25.957282,0.500000
20,3,b3,0,0.000000,75.441334,75.441334,16.127700,21.377804,0.500000
20,3,b3,1,0.050000,47.663149,75.441334,16.127700,21.377804,0.500000
20,3,b3,2,0.100000,30.570169,75.441334,16.127700,21.377804,0.500000
20,3,b3,3,0.150000,13.978229,75.441334,16.127700,21.377804,0.500000
20,3,b3,4,0.200000,8.929920,75.441334,16.127700,21.377804,0.500000
20,3,b3,5,0.250000,10.278189,75.441334,16.127700,21.377804,0.500000
20,3,b3,6,0.300000,2.946616,75.441334,16.127700,21.377804,0.500000
20,3,b3,7,0.350000,3.615470,75.441334,16.127700,21.377804,0.500000
20,3,b3,8,0.400000,1.740349,75.441334,16.127700,21.377804,0.500000
20,3,b3,9,0.450000,2.352178,75.441334,16.127700,21.377804,0.500000
20,3,b3,10,0.500000,2.964128,75.441334,16.127700,21.377804,0.500000
20,4,b3,0,0.000000,71.714100,71.714100,18.677234,26.044019,0.500000
20,4,b3,1,0.050000,45.017203,71.714100,18.677234,26.044019,0.500000
20,4,b3,2,0.100000,28.768138,71.714100,18.677234,26.044019,0.500000
20,4,b3,3,0.150000,22.475075,71.714100,18.677234,26.044019,0.500000
20,4,b3,4,0.200000,13.189755,71.714100,18.677234,26.044019,0.500000
20,4,b3,5,0.250000,14.982690,71.714100,18.677234,26.044019,0.500000
20,4,b3,6,0.300000,6.750011,71.714100,18.677234,26.044019,0.500000
20,4,b3,7,0.350000,6.553838,71.714100,18.677234,26.044019,0.500000
20,4,b3,8,0.400000,7.701545,71.714100,18.677234,26.044019,0.500000
20,4,b3,9,0.450000,3.563859,71.714100,18.677234,26.044019,0.500000
20,4,b3,10,0.500000,3.826345,71.714100,18.677234,26.044019,0.500000
20,0,b4,0,0.000000,61.109737,61.109737,58.390493,95.550227,0.500000
20,0,b4,1,0.050000,60.878436,61.109737,58.390493,95.550227,0.500000
20,0,b4,2,0.100000,60.539232,61.109737,58.390493,95.550227,0.500000
20,0,b4,3,0.150000,60.110833,61.109737,58.390493,95.550227,0.500000
20,0,b4,4,0.200000,59.618279,61.109737,58.390493,95.550227,0.500000
20,0,b4,5,0.250000,58.620758,61.109737,58.390493,95.550227,0.500000
20,0,b4,6,0.300000,57.869177,61.109737,58.390493,95.550227,0.500000
20,0,b4,7,0.350000,57.817965,61.109737,58.390493,95.550227,0.500000
20,0,b4,8,0.400000,57.007491,61.109737,58.390493,95.550227,0.500000
20,0,b4,9,0.450000,54.666301,61.109737,58.390493,95.550227,0.500000
20,0,b4,10,0.500000,52.443169,61.109737,58.390493,95.550227,0.500000
20,1,b4,0,0.000000,64.651913,64.651913,60.410904,93.440242,0.500000
20,1,b4,1,0.050000,63.949937,64.651913,60.410904,93.440242,0.500000
20,1,b4,2,0.100000,63.225806,64.651913,60.410904,93.440242,0.500000
20,1,b4,3,0.150000,61.602626,64.651913,60.410904,93.440242,0.500000
20,1,b4,4,0.200000,60.991961,64.651913,60.410904,93.440242,0.500000
20,1,b4,5,0.250000,60.087960,64.651913,60.410904,93.440242,0.500000
20,1,b4,6,0.300000,60.177656,64.651913,60.410904,93.440242,0.500000
20,1,b4,7,0.350000,59.952491,64.651913,60.410904,93.440242,0.500000
20,1,b4,8,0.400000,58.772048,64.651913,60.410904,93.440242,0.500000
20,1,b4,9,0.450000,56.177830,64.651913,60.410904,93.440242,0.500000
20,1,b4,10,0.500000,53.689541,64.651913,60.410904,93.440242,0.500000
20,2,b4,0,0.000000,62.975961,62.975961,60.174197,95.551057,0.500000
20,2,b4,1,0.050000,62.504055,62.975961,60.174197,95.551057,0.500000
20,2,b4,2,0.100000,62.192261,62.975961,60.174197,95.551057,0.500000
20,2,b4,3,0.150000,61.208376,62.975961,60.174197,95.551057,0.500000
20,2,b4,4,0.200000,62.442779,62.975961,60.174197,95.551057,0.500000
20,2,b4,5,0.250000,61.892559,62.975961,60.174197,95.551057,0.500000
20,2,b4,6,0.300000,59.553797,62.975961,60.174197,95.551057,0.500000
20,2,b4,7,0.350000,58.063493,62.975961,60.174197,95.551057,0.500000
20,2,b4,8,0.400000,58.183241,62.975961,60.174197,95.551057,0.500000
20,2,b4,9,0.450000,55.717527,62.975961,60.174197,95.551057,0.500000
20,2,b4,10,0.500000,56.991798,62.975961,60.174197,95.551057,0.500000
20,3,b4,0,0.000000,63.100939,63.100939,59.999958,95.085683,0.500000
20,3,b4,1,0.050000,62.462306,63.100939,59.999958,95.085683,0.500000
20,3,b4,2,0.100000,61.907570,63.100939,59.999958,95.085683,0.500000
20,3,b4,3,0.150000,61.149837,63.100939,59.999958,95.085683,0.500000
20,3,b4,4,0.200000,61.473812,63.100939,59.999958,95.085683,0.500000
20,3,b4,5,0.250000,59.689871,63.100939,59.999958,95.085683,0.500000
20,3,b4,6,0.300000,60.329951,63.100939,59.999958,95.085683,0.500000
20,3,b4,7,0.350000,60.129382,63.100939,59.999958,95.085683,0.500000
20,3,b4,8,0.400000,57.549741,63.100939,59.999958,95.085683,0.500000
20,3,b4,9,0.450000,56.203636,63.100939,59.999958,95.085683,0.500000
20,3,b4,10,0.500000,55.106021,63.100939,59.999958,95.085683,0.500000
20,4,b4,0,0.000000,58.445875,58.445875,55.271518,94.568724,0.500000
20,4,b4,1,0.050000,58.190675,58.445875,55.271518,94.568724,0.500000
20,4,b4,2,0.100000,57.727075,58.445875,55.271518,94.568724,0.500000
20,4,b4,3,0.150000,57.282347,58.445875,55.271518,94.568724,0.500000
20,4,b4,4,0.200000,54.788423,58.445875,55.271518,94.568724,0.500000
20,4,b4,5,0.250000,55.935017,58.445875,55.271518,94.568724,0.500000
20,4,b4,6,0.300000,54.552196,58.445875,55.271518,94.568724,0.500000
20,4,b4,7,0.350000,53.181626,58.445875,55.271518,94.568724,0.500000
20,4,b4,8,0.400000,54.005539,58.445875,55.271518,94.568724,0.500000
20,4,b4,9,0.450000,51.852955,58.445875,55.271518,94.568724,0.500000
20,4,b4,10,0.500000,51.952785,58.445875,55.271518,94.568724,0.500000
20,0,b6,0,0.000000,66.241423,66.241423,46.675990,70.463447,0.500000
20,0,b6,1,0.050000,62.593767,66.241423,46.675990,70.463447,0.500000
20,0,b6,2,0.100000,58.867371,66.241423,46.675990,70.463447,0.500000
20,0,b6,3,0.150000,52.562204,66.241423,46.675990,70.463447,0.500000
20,0,b6,4,0.200000,52.510150,66.241423,46.675990,70.463447,0.500000
20,0,b6,5,0.250000,42.680923,66.241423,46.675990,70.463447,0.500000
20,0,b6,6,0.300000,40.088906,66.241423,46.675990,70.463447,0.500000
20,0,b6,7,0.350000,39.182452,66.241423,46.675990,70.463447,0.500000
20,0,b6,8,0.400000,39.849708,66.241423,46.675990,70.463447,0.500000
20,0,b6,9,0.450000,30.818987,66.241423,46.675990,70.463447,0.500000
20,0,b6,10,0.500000,28.969445,66.241423,46.675990,70.463447,0.500000
20,1,b6,0,0.000000,66.431568,66.431568,47.735606,71.856811,0.500000
20,1,b6,1,0.050000,63.003965,66.431568,47.735606,71.856811,0.500000
20,1,b6,2,0.100000,59.903768,66.431568,47.735606,71.856811,0.500000
20,1,b6,3,0.150000,44.147531,66.431568,47.735606,71.856811,0.500000
20,1,b6,4,0.200000,47.749308,66.431568,47.735606,71.856811,0.500000
20,1,b6,5,0.250000,45.678276,66.431568,47.735606,71.856811,0.500000
20,1,b6,6,0.300000,53.177844,66.431568,47.735606,71.856811,0.500000
20,1,b6,7,0.350000,43.678130,66.431568,47.735606,71.856811,0.500000
20,1,b6,8,0.400000,38.060029,66.431568,47.735606,71.856811,0.500000
20,1,b6,9,0.450000,33.275215,66.431568,47.735606,71.856811,0.500000
20,1,b6,10,0.500000,30.932429,66.431568,47.735606,71.856811,0.500000
20,2,b6,0,0.000000,67.465249,67.465249,51.673424,76.592653,0.500000
20,2,b6,1,0.050000,64.373882,67.465249,51.673424,76.592653,0.500000
20,2,b6,2,0.100000,61.470072,67.465249,51.673424,76.592653,0.500000
20,2,b6,3,0.150000,52.430012,67.465249,51.673424,76.592653,0.500000
20,2,b6,4,0.200000,60.668389,67.465249,51.673424,76.592653,0.500000
20,2,b6,5,0.250000,56.346405,67.465249,51.673424,76.592653,0.500000
20,2,b6,6,0.300000,48.589929,67.465249,51.673424,76.592653,0.500000
20,2,b6,7,0.350000,44.132962,67.465249,51.673424,76.592653,0.500000
20,2,b6,8,0.400000,40.473549,67.465249,51.673424,76.592653,0.500000
20,2,b6,9,0.450000,35.427168,67.465249,51.673424,76.592653,0.500000
20,2,b6,10,0.500000,38.178491,67.465249,51.673424,76.592653,0.500000
20,3,b6,0,0.000000,65.914140,65.914140,48.538745,73.639351,0.500000
20,3,b6,1,0.050000,61.602791,65.914140,48.538745,73.639351,0.500000
20,3,b6,2,0.100000,57.734120,65.914140,48.538745,73.639351,0.500000
20,3,b6,3,0.150000,55.315987,65.914140,48.538745,73.639351,0.500000
20,3,b6,4,0.200000,55.017282,65.914140,48.538745,73.639351,0.500000
20,3,b6,5,0.250000,47.292951,65.914140,48.538745,73.639351,0.500000
20,3,b6,6,0.300000,45.800802,65.914140,48.538745,73.639351,0.500000
20,3,b6,7,0.350000,45.619243,65.914140,48.538745,73.639351,0.500000
20,3,b6,8,0.400000,37.708888,65.914140,48.538745,73.639351,0.500000
20,3,b6,9,0.450000,29.672286,65.914140,48.538745,73.639351,0.500000
20,3,b6,10,0.500000,33.332063,65.914140,48.538745,73.639351,0.500000
20,4,b6,0,0.000000,65.174378,65.174378,47.178410,72.387971,0.500000
20,4,b6,1,0.050000,61.444283,65.174378,47.178410,72.387971,0.500000
20,4,b6,2,0.100000,57.672031,65.174378,47.178410,72.387971,0.500000
20,4,b6,3,0.150000,49.446258,65.174378,47.178410,72.387971,0.500000
20,4,b6,4,0.200000,45.403915,65.174378,47.178410,72.387971,0.500000
20,4,b6,5,0.250000,52.557308,65.174378,47.178410,72.387971,0.500000
20,4,b6,6,0.300000,42.843913,65.174378,47.178410,72.387971,0.500000
20,4,b6,7,0.350000,41.063876,65.174378,47.178410,72.387971,0.500000
20,4,b6,8,0.400000,38.261080,65.174378,47.178410,72.387971,0.500000
20,4,b6,9,0.450000,31.792394,65.174378,47.178410,72.387971,0.500000
20,4,b6,10,0.500000,37.423710,65.174378,47.178410,72.387971,0.500000
20,0,proposed,0,0.000000,71.652313,71.652313,60.081669,83.851681,0.500000
20,0,proposed,1,0.050000,69.771683,71.652313,60.081669,83.851681,0.500000
20,0,proposed,2,0.100000,68.128238,71.652313,60.081669,83.851681,0.500000
20,0,proposed,3,0.150000,64.810144,71.652313,60.081669,83.851681,0.500000
20,0,proposed,4,0.200000,65.223574,71.652313,60.081669,83.851681,0.500000
20,0,proposed,5,0.250000,62.371986,71.652313,60.081669,83.851681,0.500000
20,0,proposed,6,0.300000,57.365034,71.652313,60.081669,83.851681,0.500000
20,0,proposed,7,0.350000,53.477513,71.652313,60.081669,83.851681,0.500000
20,0,proposed,8,0.400000,51.555049,71.652313,60.081669,83.851681,0.500000
20,0,proposed,9,0.450000,50.703552,71.652313,60.081669,83.851681,0.500000
20,0,proposed,10,0.500000,43.167513,71.652313,60.081669,83.851681,0.500000
20,1,proposed,0,0.000000,69.562666,69.562666,59.119405,84.987262,0.500000
20,1,proposed,1,0.050000,68.315666,69.562666,59.119405,84.987262,0.500000
20,1,proposed,2,0.100000,66.871455,69.562666,59.119405,84.987262,0.500000
20,1,proposed,3,0.150000,61.250908,69.562666,59.119405,84.987262,0.500000
20,1,proposed,4,0.200000,62.856468,69.562666,59.119405,84.987262,0.500000
20,1,proposed,5,0.250000,56.450758,69.562666,59.119405,84.987262,0.500000
20,1,proposed,6,0.300000,60.925043,69.562666,59.119405,84.987262,0.500000
20,1,proposed,7,0.350000,57.762843,69.562666,59.119405,84.987262,0.500000
20,1,proposed,8,0.400000,54.693333,69.562666,59.119405,84.987262,0.500000
20,1,proposed,9,0.450000,45.991847,69.562666,59.119405,84.987262,0.500000
20,1,proposed,10,0.500000,42.588786,69.562666,59.119405,84.987262,0.500000
20,2,proposed,0,0.000000,72.625668,72.625668,62.202626,85.648266,0.500000
20,2,proposed,1,0.050000,71.468962,72.625668,62.202626,85.648266,0.500000
20,2,proposed,2,0.100000,70.081033,72.625668,62.202626,85.648266,0.500000
20,2,proposed,3,0.150000,66.364539,72.625668,62.202626,85.648266,0.500000
20,2,proposed,4,0.200000,68.733481,72.625668,62.202626,85.648266,0.500000
20,2,proposed,5,0.250000,67.368735,72.625668,62.202626,85.648266,0.500000
20,2,proposed,6,0.300000,59.272400,72.625668,62.202626,85.648266,0.500000
20,2,proposed,7,0.350000,53.791077,72.625668,62.202626,85.648266,0.500000
20,2,proposed,8,0.400000,56.382106,72.625668,62.202626,85.648266,0.500000
20,2,proposed,9,0.450000,48.176195,72.625668,62.202626,85.648266,0.500000
20,2,proposed,10,0.500000,48.149789,72.625668,62.202626,85.648266,0.500000
20,3,proposed,0,0.000000,65.398560,65.398560,57.957108,88.621382,0.500000
20,3,proposed,1,0.050000,64.442354,65.398560,57.957108,88.621382,0.500000
20,3,proposed,2,0.100000,63.333194,65.398560,57.957108,88.621382,0.500000
20,3,proposed,3,0.150000,62.460660,65.398560,57.957108,88.621382,0.500000
20,3,proposed,4,0.200000,61.456546,65.398560,57.957108,88.621382,0.500000
20,3,proposed,5,0.250000,57.630856,65.398560,57.957108,88.621382,0.500000
20,3,proposed,6,0.300000,58.820027,65.398560,57.957108,88.621382,0.500000
20,3,proposed,7,0.350000,56.116989,65.398560,57.957108,88.621382,0.500000
20,3,proposed,8,0.400000,50.157981,65.398560,57.957108,88.621382,0.500000
20,3,proposed,9,0.450000,50.156192,65.398560,57.957108,88.621382,0.500000
20,3,proposed,10,0.500000,44.594005,65.398560,57.957108,88.621382,0.500000
20,4,proposed,0,0.000000,64.174126,64.174126,55.547076,86.556810,0.500000
20,4,proposed,1,0.050000,63.399769,64.174126,55.547076,86.556810,0.500000
20,4,proposed,2,0.100000,62.399573,64.174126,55.547076,86.556810,0.500000
20,4,proposed,3,0.150000,60.656561,64.174126,55.547076,86.556810,0.500000
20,4,proposed,4,0.200000,58.073184,64.174126,55.547076,86.556810,0.500000
20,4,proposed,5,0.250000,57.631723,64.174126,55.547076,86.556810,0.500000
20,4,proposed,6,0.300000,52.527090,64.174126,55.547076,86.556810,0.500000
20,4,proposed,7,0.350000,52.359227,64.174126,55.547076,86.556810,0.500000
20,4,proposed,8,0.400000,50.194155,64.174126,55.547076,86.556810,0.500000
20,4,proposed,9,0.450000,44.072806,64.174126,55.547076,86.556810,0.500000
20,4,proposed,10,0.500000,44.139220,64.174126,55.547076,86.556810,0.500000
