kind,seed,missing_groups,miou
drop,0,0,70.68037335705664
drop,0,1,70.29611682702249
drop,0,1,60.820585572878315
drop,0,1,69.7855185463157
drop,0,1,70.54182688631373
drop,0,1,67.78948144822802
drop,0,1,70.51513809141203
drop,0,1,69.27574493467475
drop,0,1,71.80860385249538
drop,0,1,68.04789919533091
drop,0,1,71.73631974301279
drop,0,2,50.19701836085386
drop,0,2,68.20289518066916
drop,0,2,68.47042223502413
drop,0,2,68.88623028498819
drop,0,2,70.79171168904452
drop,0,2,67.66022980805134
drop,0,2,71.43578967622878
drop,0,2,67.8742891925475
drop,0,2,72.0533995737452
drop,0,2,58.04708163017141
drop,0,2,58.514835415337394
drop,0,2,57.61123247475308
drop,0,2,59.47040441211854
drop,0,2,59.63404638686639
drop,0,2,61.49785605678715
drop,0,2,58.02608467290984
drop,0,2,62.1581750475052
drop,0,2,61.38358060963951
drop,0,2,66.07480120781852
drop,0,2,69.14115433048794
drop,0,2,67.27678349703982
drop,0,2,70.1582451807332
drop,0,2,66.9280841246657
drop,0,2,70.1972105065387
drop,0,2,63.46733949779194
drop,0,2,68.28003877513486
drop,0,2,66.96599508837807
drop,0,2,72.51607672971365
drop,0,2,64.1587307773643
drop,0,2,70.54615041613522
drop,0,2,66.58229233539389
drop,0,2,65.10024549507685
drop,0,2,68.87573294035803
drop,0,2,63.8731489071517
drop,0,2,68.09439128217058
drop,0,2,65.05756265228324
drop,0,2,71.26632067845843
drop,0,2,66.54176631793602
drop,0,2,71.36562249210314
drop,0,2,68.82424679150499
drop,0,2,66.10827956445546
drop,0,2,67.69063121342981
drop,0,2,62.78610642092406
drop,0,2,73.94565360040312
drop,0,2,63.930976822089335
drop,0,3,44.83884376366646
drop,0,3,47.34023306406497
drop,0,3,47.293911926756785
drop,0,3,45.69402972358715
drop,0,3,48.5919791257632
drop,0,3,49.338353361401985
drop,0,3,49.50838124608073
drop,0,3,51.35318271037501
drop,0,3,59.8226910616116
drop,0,3,67.86503300802326
drop,0,3,68.50308453643294
drop,0,3,65.28390433980451
drop,0,3,69.05126149329858
drop,0,3,66.77106752079233
drop,0,3,69.74928713238565
drop,0,3,62.27887409949992
drop,0,3,67.07819478456929
drop,0,3,64.7246999036406
drop,0,3,68.65193915197885
drop,0,3,63.61078904477677
drop,0,3,68.81724868177092
drop,0,3,66.9381180736088
drop,0,3,63.308408786765966
drop,0,3,69.43649140618096
drop,0,3,63.356656370568174
drop,0,3,70.1183772623392
drop,0,3,63.74701896091134
drop,0,3,69.94651701415225
drop,0,3,66.11170182930552
drop,0,3,70.82025019385111
drop,0,3,66.70297533645417
drop,0,3,62.95436239538502
drop,0,3,67.73013389932775
drop,0,3,60.56753594736411
drop,0,3,70.92666659038672
drop,0,3,62.70826948046484
drop,0,3,43.978990169515484
drop,0,3,54.8873743103628
drop,0,3,56.87581981056916
drop,0,3,57.07249130125863
drop,0,3,58.822857313696794
drop,0,3,54.28457335173865
drop,0,3,58.373888251170726
drop,0,3,54.61772437789318
drop,0,3,56.97647518815209
drop,0,3,57.1917377153309
drop,0,3,57.00111010855328
drop,0,3,55.153258750373446
drop,0,3,58.3492513276335
drop,0,3,55.39224092676764
drop,0,3,55.77475298429353
drop,0,3,57.53778413248578
drop,0,3,52.99290987435836
drop,0,3,57.622605433952046
drop,0,3,53.09479373553129
drop,0,3,58.61096962519111
drop,0,3,56.2611883825569
drop,0,3,60.8473745832894
drop,0,3,60.1950219141253
drop,0,3,56.5660693883652
drop,0,3,61.64146595168829
drop,0,3,54.82357049550124
drop,0,3,62.47399702921089
drop,0,3,54.54554819124483
drop,0,3,53.25108463992152
drop,0,3,62.82995628991208
drop,0,3,57.95312191379352
drop,0,3,62.40929096082106
drop,0,3,58.639472365322845
drop,0,3,63.11785504732138
drop,0,3,65.06350836825021
drop,0,3,62.80864249561681
drop,0,3,66.90126296807263
drop,0,3,62.19350895357446
drop,0,3,68.03504290651013
drop,0,3,64.62189731658754
drop,0,3,70.08199380902768
drop,0,3,66.9952445349013
drop,0,3,71.56043644487569
drop,0,3,66.92718030431946
drop,0,3,64.27315376934443
drop,0,3,67.24211835226643
drop,0,3,61.25484010038906
drop,0,3,71.64673177376207
drop,0,3,66.40835299637541
drop,0,3,61.366182817602656
drop,0,3,61.50616700823834
drop,0,3,66.09314601568546
drop,0,3,58.952793253632215
drop,0,3,63.15265093159914
drop,0,3,60.12565352715732
drop,0,3,70.16368125706803
drop,0,3,63.84487347123886
drop,0,3,69.49317034369203
drop,0,3,66.15443746834028
drop,0,3,62.45281700684886
drop,0,3,65.49513288876045
drop,0,3,65.36322566233846
drop,0,3,72.48311162913612
drop,0,3,59.80804881599072
drop,0,3,54.20211974244125
drop,0,3,67.50728971022615
drop,0,3,63.09678284428492
drop,0,3,67.46150890011694
drop,0,3,64.3184973330621
drop,0,3,62.47233237816526
drop,0,3,64.92819523432637
drop,0,3,58.40467288005408
drop,0,3,70.58323983735332
drop,0,3,63.50443014111502
drop,0,3,60.66390746334975
drop,0,3,62.497732084994894
drop,0,3,64.06409480998452
drop,0,3,59.3251743534015
drop,0,3,72.17701986762836
drop,0,3,63.20081334545602
drop,0,3,57.69150493733453
drop,0,3,68.35254677830372
drop,0,3,59.07991428721443
drop,0,3,41.448063552949115
drop,0,4,31.592817562040832
drop,0,4,42.357717643515414
drop,0,4,41.6033911702802
drop,0,4,43.449809835680966
drop,0,4,43.82206749734292
drop,0,4,44.56404867433796
drop,0,4,45.0163217265624
drop,0,4,42.0485946436818
drop,0,4,42.8617834274092
drop,0,4,44.72916553674263
drop,0,4,44.28788174119715
drop,0,4,44.213964679574204
drop,0,4,46.93070217124333
drop,0,4,43.31019059091778
drop,0,4,46.44687930247468
drop,0,4,44.71049818972256
drop,0,4,41.185879334253514
drop,0,4,46.586055241315066
drop,0,4,38.58423469646409
drop,0,4,41.508808795502375
drop,0,4,45.34746547769154
drop,0,4,46.31423732984627
drop,0,4,48.422098506845415
drop,0,4,46.233137778864204
drop,0,4,51.13136850220626
drop,0,4,42.75603810940687
drop,0,4,49.32139916818164
drop,0,4,40.81964839837349
drop,0,4,47.68418933722402
drop,0,4,59.31507405794577
drop,0,4,57.41846070235567
drop,0,4,58.18392390951698
drop,0,4,57.43988961223825
drop,0,4,59.26769047406544
drop,0,4,64.73253817340782
drop,0,4,60.56572086106927
drop,0,4,67.20119799410188
drop,0,4,63.32929262580792
drop,0,4,67.06034799718628
drop,0,4,61.2669337171592
drop,0,4,67.75252493809292
drop,0,4,65.88917040512882
drop,0,4,70.09567387547608
drop,0,4,64.55165163692442
drop,0,4,62.15136024839691
drop,0,4,64.02912340439251
drop,0,4,60.949233066292216
drop,0,4,68.83185259256099
drop,0,4,62.2603864105717
drop,0,4,59.68856543734826
drop,0,4,59.778823865376616
drop,0,4,63.32607030817836
drop,0,4,57.474969663190755
drop,0,4,63.019605221676436
drop,0,4,57.58478916643117
drop,0,4,67.3430620530977
drop,0,4,60.62987434740468
drop,0,4,68.99696297074568
drop,0,4,64.9687080738319
drop,0,4,62.0665600629859
drop,0,4,64.4467584290293
drop,0,4,60.80952080712564
drop,0,4,68.7934017464391
drop,0,4,55.01078467149924
drop,0,4,50.568393919884045
drop,0,4,66.48349263953021
drop,0,4,61.6924103330517
drop,0,4,67.71084274622037
drop,0,4,62.96985485633299
drop,0,4,58.821303971788495
drop,0,4,65.07016286072164
drop,0,4,58.38540510983419
drop,0,4,68.77986240875141
drop,0,4,58.31133267247949
drop,0,4,57.66492130670166
drop,0,4,58.010232419838516
drop,0,4,61.81145462490668
drop,0,4,56.376522576244035
drop,0,4,68.34390759290346
drop,0,4,60.66324421069377
drop,0,4,57.72869554529033
drop,0,4,67.6637900864176
drop,0,4,57.646597690756494
drop,0,4,34.05981323823316
drop,0,4,31.533056512702217
drop,0,4,42.70180692696795
drop,0,4,43.352001105001605
drop,0,4,39.98202789455919
drop,0,4,43.053934614698605
drop,0,4,44.90173136740093
drop,0,4,52.90142907566943
drop,0,4,52.74953418267447
drop,0,4,54.176696523311485
drop,0,4,50.376404306228004
drop,0,4,55.21562634349888
drop,0,4,52.11186951908044
drop,0,4,56.72725829884251
drop,0,4,54.33497618384543
drop,0,4,58.42124927445238
drop,0,4,56.316860013320266
drop,0,4,53.65833516023996
drop,0,4,57.72138942681616
drop,0,4,51.855864186891
drop,0,4,60.74153576287063
drop,0,4,50.505152846759906
drop,0,4,51.99058228593283
drop,0,4,51.35613940081248
drop,0,4,53.56515531091207
drop,0,4,49.610272135147845
drop,0,4,54.2966335889257
drop,0,4,49.141811356558996
drop,0,4,54.5112142642436
drop,0,4,52.582407688013966
drop,0,4,57.76027702275004
drop,0,4,55.18456115628354
drop,0,4,53.07654649776402
drop,0,4,56.77075773053883
drop,0,4,51.85219755813731
drop,0,4,58.30029008773635
drop,0,4,49.63303464463733
drop,0,4,42.5366607414631
drop,0,4,55.42025674806782
drop,0,4,51.44475935051609
drop,0,4,55.47007514107499
drop,0,4,55.8763440405595
drop,0,4,51.078337706722074
drop,0,4,55.713824844325835
drop,0,4,51.82110234126692
drop,0,4,57.522785220064776
drop,0,4,50.26978885036619
drop,0,4,49.013580822130734
drop,0,4,52.64085456460481
drop,0,4,54.8302404807693
drop,0,4,50.683262987953434
drop,0,4,58.71917832891362
drop,0,4,52.27529202139477
drop,0,4,52.02324991456327
drop,0,4,59.93245281297009
drop,0,4,53.89947613435928
drop,0,4,31.825761358504007
drop,0,4,43.571677172028664
drop,0,4,49.11200250091197
drop,0,4,49.82424784224468
drop,0,4,47.4349446628446
drop,0,4,54.53974078152951
drop,0,4,53.309952895531296
drop,0,4,61.62113254615266
drop,0,4,59.31944530578236
drop,0,4,63.829642561619025
drop,0,4,57.447322865682814
drop,0,4,55.61435379018257
drop,0,4,55.55115160207465
drop,0,4,58.63728727063287
drop,0,4,64.18737822542134
drop,0,4,56.818668270099735
drop,0,4,53.144168140089874
drop,0,4,65.4906356790766
drop,0,4,60.32242896950516
drop,0,4,67.31696603902968
drop,0,4,62.37645846708468
drop,0,4,59.71957037439114
drop,0,4,62.774769546980345
drop,0,4,56.45669236256988
drop,0,4,69.01679627871414
drop,0,4,60.197839839084544
drop,0,4,58.627399138663186
drop,0,4,62.71143986652944
drop,0,4,64.32538313294596
drop,0,4,58.372388138187326
drop,0,4,69.86794496095386
drop,0,4,65.4141177811548
drop,0,4,56.8285156415039
drop,0,4,65.44538909562428
drop,0,4,61.65611294396833
drop,0,4,40.99714538405007
drop,0,4,49.63188663153375
drop,0,4,63.243948314749034
drop,0,4,57.03625492561785
drop,0,4,62.46644230734068
drop,0,4,64.1813994728904
drop,0,4,57.591465958703346
drop,0,4,61.5134161781534
drop,0,4,58.3192321324304
drop,0,4,67.23675237780552
drop,0,4,52.79584215779809
drop,0,4,59.30892500014709
drop,0,4,56.87714954994632
drop,0,4,61.51221203381766
drop,0,4,58.56328681815035
drop,0,4,71.46208427242432
drop,0,4,60.15766556398925
drop,0,4,57.66803718732123
drop,0,4,66.55762305354892
drop,0,4,56.26583092321531
drop,0,4,41.48858662764401
drop,0,4,44.266071264316935
drop,0,4,56.43152270483952
drop,0,4,52.60528289057722
drop,0,4,54.01537444015126
drop,0,4,70.37462517538341
drop,0,4,62.4845940781532
drop,0,4,55.05831454426654
drop,0,4,64.59645670253427
drop,0,4,59.67210019669486
drop,0,4,38.965410435237295
drop,0,4,52.73385358545922
drop,0,4,60.36664659902503
drop,0,4,56.13212652025232
drop,0,4,35.049511528894115
drop,0,4,36.82515115738177
drop,0,5,23.19119027631261
drop,0,5,28.340383350829214
drop,0,5,29.186731173210916
drop,0,5,28.08708216589738
drop,0,5,29.321157477893816
drop,0,5,30.498723356927588
drop,0,5,37.90983257308369
drop,0,5,40.27654378506574
drop,0,5,42.17733693929932
drop,0,5,38.96760998648337
drop,0,5,43.53963323107264
drop,0,5,34.75250559346725
drop,0,5,39.529190963751844
drop,0,5,40.954938657210334
drop,0,5,42.216740488584726
drop,0,5,41.75422937923028
drop,0,5,44.206146519248804
drop,0,5,44.42570851379352
drop,0,5,36.383455121535675
drop,0,5,45.216515220147265
drop,0,5,35.127042852517995
drop,0,5,39.208163352428635
drop,0,5,39.27231239869936
drop,0,5,41.18878048519825
drop,0,5,33.27276160089865
drop,0,5,42.29978055676764
drop,0,5,33.94236254164943
drop,0,5,37.772210624340715
drop,0,5,40.28538662995019
drop,0,5,43.16860921628347
drop,0,5,40.97195753568125
drop,0,5,40.20122583639234
drop,0,5,44.95716800155213
drop,0,5,38.849044420445466
drop,0,5,43.91697478338489
drop,0,5,33.519146309481414
drop,0,5,30.999888358787082
drop,0,5,38.38284128724497
drop,0,5,38.52898698924638
drop,0,5,42.95253771572414
drop,0,5,41.764825921386524
drop,0,5,41.674476795707456
drop,0,5,45.694625030979296
drop,0,5,39.613518497305925
drop,0,5,44.16356705418358
drop,0,5,33.08547640281701
drop,0,5,33.39522238341342
drop,0,5,35.68592386994125
drop,0,5,36.31743613786661
drop,0,5,35.45433025944546
drop,0,5,42.78659170217771
drop,0,5,36.113258775001746
drop,0,5,37.81708414859985
drop,0,5,43.42261379805573
drop,0,5,39.743355274837064
drop,0,5,19.59069819662383
drop,0,5,34.145969725950884
drop,0,5,39.34527880566315
drop,0,5,41.3375024953812
drop,0,5,42.02443759634822
drop,0,5,46.63781725242062
drop,0,5,52.29408178645143
drop,0,5,54.375194412742026
drop,0,5,57.06277057322284
drop,0,5,58.90037811587185
drop,0,5,55.373634372534795
drop,0,5,55.44327362786896
drop,0,5,56.66440524629939
drop,0,5,52.089669055411434
drop,0,5,55.65111900864489
drop,0,5,49.914615462521105
drop,0,5,49.13194841653338
drop,0,5,64.5428207991918
drop,0,5,60.07651330745131
drop,0,5,65.99305491463136
drop,0,5,62.42245820836807
drop,0,5,56.91181603662635
drop,0,5,63.309467943620845
drop,0,5,56.435458613045064
drop,0,5,66.05016540574941
drop,0,5,57.76785269650927
drop,0,5,54.39943760836804
drop,0,5,58.52519629302512
drop,0,5,61.57691993423743
drop,0,5,56.93221599272912
